1	56.0777	-130.302
2	135.456	-92.7484
3	160.109	-34.5427
4	43.7111	83.8869
5	-71.5196	17.3972
6	-16.7648	91.8871
7	-139.794	49.8457
8	17.8703	-136.418
9	82.916	41.7165
10	103.752	8.10259
11	14.8265	12.9316
12	95.2469	-0.41731
13	-30.3378	-66.3285
14	17.3102	-71.7127
15	-66.8797	29.8599
16	38.5218	-146.812
17	76.3002	69.2815
18	10.0545	11.8492
19	58.2651	24.0765
20	-155.97	-12.2345
21	-81.6873	35.7349
22	-115.609	-68.8289
23	-95.0303	28.105
24	102.23	-63.7215
25	-17.8467	-111.907
26	-67.6778	103.504
27	-91.5912	-89.273
28	113.18	82.6939
29	1.28514	-40.3647
30	-106.973	103.383
31	126.514	-41.7798
32	146.99	-119.064
33	23.0418	-66.3725
34	54.7599	-72.0089
35	-78.6502	29.9953
36	93.45	-11.961
37	93.4409	-51.8055
38	64.9326	66.8459
39	-18.2619	154.749
40	-21.0551	123.209
41	-30.3518	-106.397
42	8.84694	29.8809
43	-3.26962	46.09
44	-5.44725	-82.9227
45	100.341	113.877
46	72.8371	47.5076
47	96.0735	122.415
48	111.264	74.0838
49	-23.2109	-46.8271
50	20.7	-2.99885
51	-93.5345	-41.8861
52	70.6496	19.2358
53	72.56	-42.6927
54	-64.1236	32.7745
55	38.9192	35.8393
56	-5.56092	105.21
57	-37.7778	7.41438
58	-28.1348	49.5201
59	-71.2641	107.939
60	102.705	-43.192
61	142.406	2.52054
62	-13.286	43.097
63	13.8585	20.6779
64	47.1453	1.13711
65	-73.406	111.351
66	104.011	8.50193
67	85.8615	178.928
68	24.3898	66.2683
69	-21.9186	9.96184
70	-108.341	-40.9743
71	-27.5464	-55.2904
72	66.1681	125.765
73	130.85	12.077
74	-71.2481	-70.9257
75	-50.62	-24.7732
76	-9.38869	175.004
77	21.4141	-42.9826
78	-67.1815	89.0919
79	-9.59371	-3.0841
80	-72.3473	23.0173
81	85.0078	-101.361
82	36.2468	43.3435
83	78.5645	-19.0162
84	9.22206	-19.2516
85	39.0549	27.0655
86	113.641	52.9928
87	-123.579	69.9615
88	33.128	62.8197
89	-6.16497	98.5071
90	6.2549	-57.8089
91	103.272	-145.976
92	-8.55205	59.9413
93	71.5254	-105.482
94	-73.6397	-10.3111
95	116.827	195.77
96	-62.0292	14.7347
97	85.5949	67.91
98	-32.3168	-51.2531
99	167.107	-29.3033
100	-3.43115	-17.7451
101	-13.2529	100.746
102	45.6789	-152.065
103	42.7922	82.4126
104	-56.9529	-10.7227
105	-76.4407	-67.4738
106	70.2626	8.62302
107	108.291	24.618
108	19.7938	-28.2011
109	-55.8775	23.7487
110	11.076	-15.3674
111	63.8204	-1.14099
