# time  xtii  vtii  xtrue  vtrue  Etii  dE/T  t/T
6  1.3266  0.27362  0.96017  0.27942  0.91743  0.13287  0.95493
6.1  1.354  0.14096  0.98327  0.18216  0.92661  0.13579  0.97085
6.2  1.3681  0.0055548  0.99654  0.083089  0.93587  0.13874  0.98676
6.3  1.3687  -0.13126  0.99986  -0.016814  0.94523  0.14172  1.0027
6.4  1.3555  -0.26812  0.99318  -0.11655  0.95468  0.14473  1.0186
6.5  1.3287  -0.40368  0.97659  -0.21512  0.96423  0.14777  1.0345
6.6  1.2884  -0.53655  0.95023  -0.31154  0.97387  0.15084  1.0504
6.7  1.2347  -0.66538  0.91438  -0.40485  0.98361  0.15394  1.0663
6.8  1.1682  -0.78885  0.8694  -0.49411  0.99345  0.15707  1.0823
6.9  1.0893  -0.90567  0.81573  -0.57844  1.0034  0.16023  1.0982
7  0.99871  -1.0146  0.7539  -0.65699  1.0134  0.16343  1.1141
7.1  0.89725  -1.1145  0.68455  -0.72897  1.0235  0.16665  1.13
7.2  0.7858  -1.2042  0.60835  -0.79367  1.0338  0.16991  1.1459
7.3  0.66538  -1.2828  0.52608  -0.85044  1.0441  0.1732  1.1618
7.4  0.53711  -1.3493  0.43855  -0.89871  1.0546  0.17652  1.1777
7.5  0.40218  -1.403  0.34664  -0.938  1.0651  0.17988  1.1937
7.6  0.26187  -1.4432  0.25126  -0.96792  1.0758  0.18327  1.2096
7.7  0.11755  -1.4694  0.15337  -0.98817  1.0865  0.18669  1.2255
7.8  -0.029393  -1.4812  0.053955  -0.99854  1.0974  0.19015  1.2414
7.9  -0.17751  -1.4782  -0.046002  -0.99894  1.1084  0.19365  1.2573
8  -0.32534  -1.4605  -0.1455  -0.98936  1.1194  0.19717  1.2732
8.1  -0.47139  -1.428  -0.24354  -0.96989  1.1306  0.20074  1.2892
8.2  -0.61418  -1.3808  -0.33915  -0.94073  1.1419  0.20434  1.3051
8.3  -0.75226  -1.3194  -0.43138  -0.90217  1.1534  0.20797  1.321
8.4  -0.8842  -1.2442  -0.51929  -0.8546  1.1649  0.21164  1.3369
8.5  -1.0086  -1.1558  -0.60201  -0.79849  1.1765  0.21535  1.3528
8.6  -1.1242  -1.0549  -0.67872  -0.7344  1.1883  0.2191  1.3687
8.7  -1.2297  -0.94247  -0.74865  -0.66297  1.2002  0.22288  1.3846
8.8  -1.3239  -0.81951  -0.81109  -0.58492  1.2122  0.2267  1.4006
8.9  -1.4059  -0.68711  -0.86544  -0.50102  1.2243  0.23056  1.4165
9  -1.4746  -0.54652  -0.91113  -0.41212  1.2366  0.23445  1.4324
9.1  -1.5292  -0.39906  -0.94772  -0.3191  1.2489  0.23839  1.4483
9.2  -1.5692  -0.24614  -0.97484  -0.22289  1.2614  0.24237  1.4642
9.3  -1.5938  -0.089224  -0.99223  -0.12445  1.274  0.24638  1.4801
9.4  -1.6027  0.070153  -0.99969  -0.024775  1.2868  0.25044  1.4961
9.5  -1.5957  0.23042  -0.99717  0.075151  1.2996  0.25453  1.512
9.6  -1.5726  0.38999  -0.98469  0.17433  1.3126  0.25867  1.5279
9.7  -1.5336  0.54725  -0.96236  0.27176  1.3258  0.26285  1.5438
9.8  -1.4789  0.70062  -0.93043  0.36648  1.339  0.26707  1.5597
9.9  -1.4088  0.84851  -0.88919  0.45754  1.3524  0.27133  1.5756
10  -1.324  0.98939  -0.83907  0.54402  1.3659  0.27563  1.5915
10.1  -1.2251  1.1218  -0.78057  0.62507  1.3796  0.27998  1.6075
10.2  -1.1129  1.2443  -0.71427  0.69987  1.3934  0.28437  1.6234
10.3  -0.98845  1.3556  -0.64083  0.76769  1.4073  0.28881  1.6393
10.4  -0.85289  1.4544  -0.56098  0.82783  1.4214  0.29329  1.6552
10.5  -0.70745  1.5397  -0.47554  0.8797  1.4356  0.29781  1.6711
10.6  -0.55348  1.6105  -0.38534  0.92278  1.45  0.30238  1.687
10.7  -0.39243  1.6658  -0.29129  0.95664  1.4645  0.307  1.703
10.8  -0.22585  1.7051  -0.19433  0.98094  1.4791  0.31166  1.7189
10.9  -0.055342  1.7276  -0.095429  0.99544  1.4939  0.31637  1.7348
11  0.11742  1.7332  0.0044257  0.99999  1.5088  0.32112  1.7507
11.1  0.29074  1.7214  0.10424  0.99455  1.5239  0.32593  1.7666
11.2  0.46288  1.6924  0.203  0.97918  1.5392  0.33078  1.7825
11.3  0.63212  1.6461  0.29975  0.95402  1.5546  0.33568  1.7985
11.4  0.79672  1.5829  0.39349  0.91933  1.5701  0.34062  1.8144
11.5  0.95501  1.5032  0.4833  0.87545  1.5858  0.34562  1.8303
11.6  1.1053  1.4077  0.56829  0.82283  1.6017  0.35067  1.8462
11.7  1.2461  1.2972  0.6476  0.76198  1.6177  0.35577  1.8621
11.8  1.3758  1.1725  0.72043  0.69353  1.6339  0.36092  1.878
11.9  1.4931  1.035  0.78607  0.61814  1.6502  0.36612  1.8939
12  1.5966  0.88565  0.84385  0.53657  1.6667  0.37137  1.9099
12.1  1.6851  0.726  0.89321  0.44965  1.6834  0.37668  1.9258
12.2  1.7577  0.55748  0.93363  0.35823  1.7002  0.38203  1.9417
12.3  1.8135  0.38171  0.96473  0.26323  1.7172  0.38745  1.9576
12.4  1.8516  0.20036  0.98619  0.1656  1.7344  0.39291  1.9735
12.5  1.8717  0.015199  0.9978  0.066322  1.7517  0.39843  1.9894
12.6  1.8732  -0.17197  0.99943  -0.033623  1.7692  0.40401  2.0054
12.7  1.856  -0.35929  0.99108  -0.13323  1.7869  0.40964  2.0213
12.8  1.8201  -0.54489  0.97283  -0.23151  1.8048  0.41533  2.0372
12.9  1.7656  -0.7269  0.94486  -0.32747  1.8228  0.42107  2.0531
13  1.6929  -0.90346  0.90745  -0.42017  1.8411  0.42688  2.069
13.1  1.6026  -1.0727  0.86097  -0.50866  1.8595  0.43274  2.0849
13.2  1.4953  -1.233  0.80588  -0.59207  1.8781  0.43865  2.1008
13.3  1.372  -1.3825  0.74275  -0.66957  1.8969  0.44463  2.1168
13.4  1.2337  -1.5197  0.67219  -0.74038  1.9158  0.45067  2.1327
13.5  1.0818  -1.6431  0.59492  -0.80378  1.935  0.45677  2.1486
13.6  0.91744  -1.7513  0.5117  -0.85916  1.9543  0.46293  2.1645
13.7  0.74231  -1.843  0.42337  -0.90595  1.9739  0.46915  2.1804
13.8  0.55801  -1.9173  0.33081  -0.9437  1.9936  0.47543  2.1963
13.9  0.36629  -1.9731  0.23495  -0.97201  2.0135  0.48178  2.2123
14  0.16898  -2.0097  0.13674  -0.99061  2.0337  0.48819  2.2282
14.1  -0.031986  -2.0266  0.037158  -0.99931  2.054  0.49466  2.2441
14.2  -0.23464  -2.0234  -0.062792  -0.99803  2.0746  0.5012  2.26
14.3  -0.43698  -1.9999  -0.16211  -0.98677  2.0953  0.5078  2.2759
14.4  -0.63697  -1.9562  -0.25982  -0.96566  2.1163  0.51447  2.2918
14.5  -0.83259  -1.8925  -0.35492  -0.9349  2.1374  0.52121  2.3077
14.6  -1.0218  -1.8093  -0.44648  -0.89479  2.1588  0.52801  2.3237
14.7  -1.2028  -1.7071  -0.53358  -0.84575  2.1804  0.53488  2.3396
14.8  -1.3735  -1.5868  -0.61535  -0.78825  2.2022  0.54182  2.3555
14.9  -1.5322  -1.4495  -0.69097  -0.72288  2.2242  0.54883  2.3714
15  -1.6771  -1.2962  -0.75969  -0.65029  2.2465  0.55591  2.3873
15.1  -1.8067  -1.1285  -0.82081  -0.5712  2.2689  0.56306  2.4032
15.2  -1.9196  -0.94785  -0.87374  -0.4864  2.2916  0.57029  2.4192
15.3  -2.0144  -0.75589  -0.91793  -0.39674  2.3145  0.57758  2.4351
15.4  -2.09  -0.55446  -0.95295  -0.30312  2.3377  0.58495  2.451
15.5  -2.1454  -0.34546  -0.97845  -0.20647  2.361  0.59239  2.4669
15.6  -2.1799  -0.13092  -0.99418  -0.10775  2.3847  0.5999  2.4828
15.7  -2.193  0.087074  -0.99997  -0.0079632  2.4085  0.6075  2.4987
15.8  -2.1843  0.30638  -0.99577  0.091907  2.4326  0.61516  2.5146
15.9  -2.1537  0.52481  -0.98162  0.19086  2.4569  0.6229  2.5306
16  -2.1012  0.74018  -0.95766  0.2879  2.4815  0.63073  2.5465
16.1  -2.0272  0.9503  -0.92413  0.38207  2.5063  0.63862  2.5624
16.2  -1.9322  1.153  -0.88137  0.47242  2.5314  0.6466  2.5783
16.3  -1.8169  1.3462  -0.82981  0.55805  2.5567  0.65466  2.5942
16.4  -1.6822  1.5279  -0.76995  0.63811  2.5822  0.6628  2.6101
16.5  -1.5294  1.6961  -0.7024  0.71179  2.6081  0.67102  2.6261
16.6  -1.3598  1.8491  -0.62783  0.77835  2.6341  0.67932  2.642
16.7  -1.1749  1.9851  -0.54699  0.83714  2.6605  0.6877  2.6579
16.8  -0.97642  2.1026  -0.46068  0.88757  2.6871  0.69617  2.6738
16.9  -0.76616  2.2002  -0.36977  0.92912  2.714  0.70473  2.6897
17  -0.54614  2.2768  -0.27516  0.9614  2.7411  0.71336  2.7056
17.1  -0.31845  2.3314  -0.17781  0.98407  2.7685  0.72209  2.7215
17.2  -0.085311  2.3633  -0.078678  0.9969  2.7962  0.7309  2.7375
17.3  0.15102  2.3718  0.021239  0.99977  2.8242  0.7398  2.7534
17.4  0.3882  2.3567  0.12094  0.99266  2.8524  0.74879  2.7693
17.5  0.62387  2.3179  0.21944  0.97563  2.8809  0.75787  2.7852
17.6  0.85566  2.2555  0.31574  0.94884  2.9097  0.76704  2.8011
17.7  1.0812  2.1699  0.40889  0.91258  2.9388  0.7763  2.817
17.8  1.2982  2.0618  0.49796  0.8672  2.9682  0.78566  2.833
17.9  1.5044  1.932  0.58204  0.81316  2.9979  0.79511  2.8489
18  1.6976  1.7816  0.66032  0.75099  3.0279  0.80465  2.8648
18.1  1.8757  1.6118  0.73199  0.68131  3.0582  0.81429  2.8807
18.2  2.0369  1.4242  0.79635  0.60483  3.0887  0.82402  2.8966
18.3  2.1793  1.2205  0.85276  0.52231  3.1196  0.83385  2.9125
18.4  2.3014  1.0026  0.90064  0.43457  3.1508  0.84378  2.9285
18.5  2.4017  0.77246  0.93952  0.34248  3.1823  0.85381  2.9444
18.6  2.4789  0.53229  0.96902  0.24697  3.2142  0.86394  2.9603
18.7  2.5321  0.2844  0.98884  0.149  3.2463  0.87417  2.9762
18.8  2.5606  0.031191  0.99877  0.049536  3.2788  0.88451  2.9921
18.9  2.5637  -0.22487  0.99873  -0.050423  3.3115  0.89494  3.008
19  2.5412  -0.48124  0.9887  -0.14988  3.3447  0.90548  3.0239
19.1  2.4931  -0.73536  0.9688  -0.24783  3.3781  0.91613  3.0399
19.2  2.4195  -0.98467  0.93922  -0.34331  3.4119  0.92688  3.0558
19.3  2.3211  -1.2266  0.90025  -0.43537  3.446  0.93774  3.0717
19.4  2.1984  -1.4587  0.85229  -0.52307  3.4805  0.94871  3.0876
19.5  2.0525  -1.6786  0.79581  -0.60554  3.5153  0.95979  3.1035
19.6  1.8847  -1.8838  0.73139  -0.68196  3.5504  0.97098  3.1194
19.7  1.6963  -2.0723  0.65965  -0.75157  3.5859  0.98228  3.1354
19.8  1.4891  -2.2419  0.58132  -0.81367  3.6218  0.9937  3.1513
19.9  1.2649  -2.3908  0.49719  -0.86764  3.658  1.0052  3.1672
20  1.0258  -2.5173  0.40808  -0.91295  3.6946  1.0169  3.1831
20.1  0.77407  -2.6199  0.3149  -0.94912  3.7315  1.0286  3.199
20.2  0.51208  -2.6973  0.21857  -0.97582  3.7689  1.0405  3.2149
20.3  0.24235  -2.7485  0.12006  -0.99277  3.8065  1.0525  3.2308
20.4  -0.032502  -2.7728  0.020351  -0.99979  3.8446  1.0646  3.2468
20.5  -0.30978  -2.7695  -0.079564  -0.99683  3.8831  1.0769  3.2627
20.6  -0.58673  -2.7385  -0.17868  -0.98391  3.9219  1.0892  3.2786
20.7  -0.86058  -2.6799  -0.27602  -0.96115  3.9611  1.1017  3.2945
20.8  -1.1286  -2.5938  -0.37059  -0.9288  4.0007  1.1143  3.3104
20.9  -1.3879  -2.4809  -0.46147  -0.88716  4.0407  1.127  3.3263
21  -1.636  -2.3421  -0.54773  -0.83666  4.0811  1.1399  3.3423
21.1  -1.8703  -2.1785  -0.62852  -0.77779  4.1219  1.1529  3.3582
21.2  -2.0881  -1.9915  -0.70303  -0.71116  4.1632  1.166  3.3741
21.3  -2.2873  -1.7827  -0.77051  -0.63742  4.2048  1.1793  3.39
21.4  -2.4655  -1.554  -0.8303  -0.55732  4.2468  1.1927  3.4059
21.5  -2.6209  -1.3074  -0.88179  -0.47164  4.2893  1.2062  3.4218
21.6  -2.7517  -1.0453  -0.92447  -0.38125  4.3322  1.2198  3.4377
21.7  -2.8562  -0.77016  -0.95791  -0.28705  4.3755  1.2336  3.4537
21.8  -2.9332  -0.48454  -0.98179  -0.18999  4.4193  1.2475  3.4696
21.9  -2.9817  -0.19122  -0.99585  -0.091022  4.4635  1.2616  3.4855
22  -3.0008  0.10694  -0.99996  0.0088513  4.5081  1.2758  3.5014
22.1  -2.9901  0.40702  -0.99408  0.10864  4.5532  1.2902  3.5173
22.2  -2.9494  0.70603  -0.97827  0.20734  4.5987  1.3047  3.5332
22.3  -2.8788  1.001  -0.95268  0.30396  4.6447  1.3193  3.5492
22.4  -2.7787  1.2889  -0.91758  0.39756  4.6911  1.3341  3.5651
22.5  -2.6498  1.5667  -0.8733  0.48717  4.7381  1.349  3.581
22.6  -2.4931  1.8317  -0.82031  0.57193  4.7854  1.3641  3.5969
22.7  -2.31  2.081  -0.75911  0.65096  4.8333  1.3793  3.6128
22.8  -2.1019  2.312  -0.69033  0.72349  4.8816  1.3947  3.6287
22.9  -1.8707  2.5222  -0.61465  0.7888  4.9304  1.4103  3.6446
23  -1.6184  2.7093  -0.53283  0.84622  4.9797  1.4259  3.6606
23.1  -1.3475  2.8711  -0.44569  0.89519  5.0295  1.4418  3.6765
23.2  -1.0604  3.0059  -0.35409  0.93521  5.0798  1.4578  3.6924
23.3  -0.75982  3.1119  -0.25896  0.96589  5.1306  1.474  3.7083
23.4  -0.44863  3.1879  -0.16124  0.98692  5.1819  1.4903  3.7242
23.5  -0.12984  3.2327  -0.061905  0.99808  5.2338  1.5068  3.7401
23.6  0.19343  3.2457  0.038046  0.99928  5.2861  1.5235  3.7561
23.7  0.51801  3.2264  0.13762  0.99049  5.339  1.5403  3.772
23.8  0.84065  3.1746  0.23581  0.9718  5.3924  1.5573  3.7879
23.9  1.1581  3.0905  0.33165  0.9434  5.4463  1.5744  3.8038
24  1.4672  2.9747  0.42418  0.90558  5.5007  1.5918  3.8197
24.1  1.7646  2.828  0.51247  0.85871  5.5557  1.6093  3.8356
24.2  2.0474  2.6515  0.59563  0.80326  5.6113  1.627  3.8515
24.3  2.3126  2.4468  0.67285  0.73978  5.6674  1.6448  3.8675
24.4  2.5573  2.2155  0.74334  0.66891  5.7241  1.6629  3.8834
24.5  2.7788  1.9598  0.80641  0.59136  5.7813  1.6811  3.8993
24.6  2.9748  1.6819  0.86142  0.5079  5.8391  1.6995  3.9152
24.7  3.143  1.3844  0.90782  0.41936  5.8975  1.7181  3.9311
24.8  3.2814  1.0701  0.94515  0.32664  5.9565  1.7369  3.947
24.9  3.3884  0.74201  0.97304  0.23065  6.0161  1.7558  3.963
25  3.4626  0.40316  0.9912  0.13235  6.0762  1.775  3.9789
25.1  3.503  0.056896  0.99946  0.032735  6.137  1.7943  3.9948
25.2  3.5087  -0.2934  0.99774  -0.067208  6.1984  1.8138  4.0107
25.3  3.4793  -0.64427  0.98604  -0.16648  6.2604  1.8336  4.0266
25.4  3.4149  -0.9922  0.9645  -0.26409  6.323  1.8535  4.0425
25.5  3.3157  -1.3337  0.93332  -0.35906  6.3862  1.8736  4.0585
25.6  3.1823  -1.6653  0.89281  -0.45044  6.45  1.894  4.0744
25.7  3.0158  -1.9835  0.84338  -0.53732  6.5146  1.9145  4.0903
25.8  2.8174  -2.2851  0.78552  -0.61884  6.5797  1.9352  4.1062
25.9  2.5889  -2.5668  0.71982  -0.69416  6.6455  1.9562  4.1221
26  2.3322  -2.8257  0.64692  -0.76256  6.7119  1.9773  4.138
26.1  2.0497  -3.0589  0.56756  -0.82333  6.7791  1.9987  4.1539
26.2  1.7438  -3.2639  0.48253  -0.87588  6.8469  2.0203  4.1699
26.3  1.4174  -3.4383  0.39267  -0.91968  6.9153  2.0421  4.1858
26.4  1.0736  -3.58  0.2989  -0.95429  6.9845  2.0641  4.2017
26.5  0.71556  -3.6874  0.20214  -0.97936  7.0543  2.0863  4.2176
26.6  0.34683  -3.7589  0.10335  -0.99464  7.1249  2.1088  4.2335
26.7  -0.029065  -3.7936  0.0035375  -0.99999  7.1961  2.1314  4.2494
26.8  -0.40842  -3.7907  -0.096313  -0.99535  7.2681  2.1543  4.2654
26.9  -0.78749  -3.7498  -0.1952  -0.98076  7.3408  2.1775  4.2813
27  -1.1625  -3.6711  -0.29214  -0.95638  7.4142  2.2008  4.2972
27.1  -1.5296  -3.5549  -0.38616  -0.92243  7.4883  2.2244  4.3131
27.2  -1.8851  -3.4019  -0.47632  -0.87927  7.5632  2.2483  4.329
27.3  -2.2253  -3.2134  -0.56172  -0.82733  7.6388  2.2724  4.3449
27.4  -2.5466  -2.9909  -0.64151  -0.76712  7.7152  2.2967  4.3608
27.5  -2.8457  -2.7362  -0.71489  -0.69924  7.7924  2.3212  4.3768
27.6  -3.1193  -2.4516  -0.78112  -0.62438  7.8703  2.346  4.3927
27.7  -3.3645  -2.1397  -0.83955  -0.54328  7.949  2.3711  4.4086
27.8  -3.5784  -1.8033  -0.8896  -0.45675  8.0285  2.3964  4.4245
27.9  -3.7588  -1.4454  -0.93075  -0.36565  8.1088  2.4219  4.4404
28  -3.9033  -1.0695  -0.96261  -0.27091  8.1899  2.4478  4.4563
28.1  -4.0103  -0.6792  -0.98484  -0.17345  8.2718  2.4738  4.4723
28.2  -4.0782  -0.27818  -0.99724  -0.074265  8.3545  2.5002  4.4882
28.3  -4.106  0.12964  -0.99967  0.025663  8.438  2.5267  4.5041
28.4  -4.093  0.54024  -0.99211  0.12534  8.5224  2.5536  4.52
28.5  -4.039  0.94955  -0.97465  0.22376  8.6076  2.5807  4.5359
28.6  -3.9441  1.3534  -0.94744  0.31994  8.6937  2.6081  4.5518
28.7  -3.8087  1.7479  -0.91076  0.41293  8.7806  2.6358  4.5677
28.8  -3.6339  2.1287  -0.86499  0.50179  8.8684  2.6638  4.5837
28.9  -3.4211  2.4921  -0.81057  0.58564  8.9571  2.692  4.5996
29  -3.1718  2.8342  -0.74806  0.66363  9.0467  2.7205  4.6155
29.1  -2.8884  3.1514  -0.67807  0.735  9.1372  2.7493  4.6314
29.2  -2.5733  3.4402  -0.6013  0.79902  9.2285  2.7784  4.6473
29.3  -2.2293  3.6976  -0.51853  0.85506  9.3208  2.8078  4.6632
29.4  -1.8595  3.9205  -0.43058  0.90255  9.414  2.8374  4.6792
29.5  -1.4674  4.1064  -0.33832  0.94103  9.5082  2.8674  4.6951
29.6  -1.0568  4.2532  -0.24268  0.97011  9.6032  2.8977  4.711
29.7  -0.63148  4.3589  -0.14462  0.98949  9.6993  2.9282  4.7269
29.8  -0.19559  4.422  -0.045115  0.99898  9.7963  2.9591  4.7428
29.9  0.24661  4.4416  0.054842  0.9985  9.8942  2.9903  4.7587
30  0.69077  4.4169  0.15425  0.98803  9.9932  3.0218  4.7746
30.1  1.1325  4.3478  0.25212  0.9677  10.093  3.0536  4.7906
30.2  1.5672  4.2346  0.34747  0.93769  10.194  3.0857  4.8065
30.3  1.9907  4.0779  0.43935  0.89832  10.296  3.1182  4.8224
30.4  2.3985  3.8788  0.52683  0.84997  10.399  3.1509  4.8383
30.5  2.7864  3.639  0.60906  0.79313  10.503  3.184  4.8542
30.6  3.1503  3.3603  0.68519  0.72836  10.608  3.2175  4.8701
30.7  3.4863  3.0453  0.75449  0.65632  10.714  3.2512  4.8861
30.8  3.7908  2.6967  0.81624  0.57772  10.821  3.2853  4.902
30.9  4.0605  2.3176  0.86984  0.49334  10.929  3.3198  4.9179
31  4.2923  1.9115  0.91474  0.40404  11.039  3.3546  4.9338
31.1  4.4834  1.4823  0.95051  0.3107  11.149  3.3897  4.9497
31.2  4.6316  1.034  0.97678  0.21425  11.261  3.4252  4.9656
31.3  4.735  0.5708  0.99329  0.11567  11.373  3.461  4.9815
31.4  4.7921  0.097298  0.99987  0.015926  11.487  3.4972  4.9975
31.5  4.8018  -0.38191  0.99647  -0.083974  11.602  3.5338  5.0134
31.6  4.7636  -0.8621  0.98311  -0.18304  11.718  3.5707  5.0293
31.7  4.6774  -1.3385  0.95992  -0.28027  11.835  3.608  5.0452
31.8  4.5436  -1.8062  0.92715  -0.3747  11.953  3.6457  5.0611
31.9  4.363  -2.2606  0.88511  -0.46539  12.073  3.6838  5.077
32  4.1369  -2.6969  0.83422  -0.55143  12.194  3.7222  5.093
32.1  3.8672  -3.1106  0.775  -0.63196  12.316  3.761  5.1089
32.2  3.5562  -3.4973  0.70804  -0.70617  12.439  3.8002  5.1248
32.3  3.2064  -3.8529  0.63401  -0.77333  12.563  3.8398  5.1407
32.4  2.8212  -4.1735  0.55363  -0.83276  12.689  3.8798  5.1566
32.5  2.4038  -4.4557  0.46773  -0.88387  12.816  3.9202  5.1725
32.6  1.9582  -4.696  0.37716  -0.92615  12.944  3.961  5.1885
32.7  1.4886  -4.8919  0.28281  -0.95918  13.073  4.0022  5.2044
32.8  0.99945  -5.0407  0.18564  -0.98262  13.204  4.0438  5.2203
32.9  0.49538  -5.1407  0.086614  -0.99624  13.336  4.0858  5.2362
33  -0.018691  -5.1902  -0.013277  -0.99991  13.469  4.1283  5.2521
33.1  -0.53771  -5.1883  -0.11304  -0.99359  13.604  4.1711  5.268
33.2  -1.0565  -5.1346  -0.21166  -0.97734  13.74  4.2144  5.2839
33.3  -1.57  -5.0289  -0.30818  -0.95133  13.877  4.2582  5.2999
33.4  -2.0729  -4.8719  -0.40161  -0.91581  14.016  4.3023  5.3158
33.5  -2.5601  -4.6646  -0.49103  -0.87114  14.156  4.347  5.3317
33.6  -3.0265  -4.4086  -0.57555  -0.81777  14.298  4.392  5.3476
33.7  -3.4674  -4.106  -0.65432  -0.75622  14.441  4.4375  5.3635
33.8  -3.878  -3.7592  -0.72654  -0.68712  14.585  4.4835  5.3794
33.9  -4.2539  -3.3714  -0.79151  -0.61116  14.731  4.5299  5.3954
34  -4.5911  -2.946  -0.84857  -0.52908  14.878  4.5768  5.4113
34.1  -4.8857  -2.4869  -0.89715  -0.44172  15.027  4.6242  5.4272
34.2  -5.1344  -1.9984  -0.93677  -0.34995  15.178  4.672  5.4431
34.3  -5.3342  -1.4849  -0.96702  -0.25468  15.329  4.7203  5.459
