# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0  0.66323  0  0.66323  0  2.0796  0  0
0  0.66322  -0.0060396  0.66323  0  2.0796  0  0
0.001  0.66321  -0.012079  0.66322  -0.0065062  2.0796  1.0645e-16  0.00049849
0.002  0.6632  -0.018119  0.66321  -0.013012  2.0796  2.129e-16  0.00099698
0.003  0.66318  -0.024158  0.6632  -0.019518  2.0796  1.0645e-16  0.0014955
0.004  0.66315  -0.030197  0.66317  -0.026024  2.0796  2.129e-16  0.001994
0.005  0.66312  -0.036236  0.66314  -0.03253  2.0796  2.129e-16  0.0024924
0.006  0.66308  -0.042275  0.66311  -0.039035  2.0796  1.0645e-16  0.0029909
0.007  0.66303  -0.048313  0.66307  -0.04554  2.0796  1.0645e-16  0.0034894
0.008  0.66298  -0.054351  0.66302  -0.052044  2.0796  2.129e-16  0.0039879
0.009  0.66292  -0.060389  0.66296  -0.058548  2.0796  2.129e-16  0.0044864
0.01  0.66286  -0.066426  0.6629  -0.065052  2.0796  3.1935e-16  0.0049849
0.011  0.66279  -0.072462  0.66283  -0.071554  2.0796  4.258e-16  0.0054834
0.012  0.66271  -0.078498  0.66276  -0.078056  2.0796  3.1935e-16  0.0059819
0.013  0.66263  -0.084534  0.66268  -0.084558  2.0796  3.1935e-16  0.0064803
0.014  0.66255  -0.090568  0.66259  -0.091058  2.0796  4.258e-16  0.0069788
0.015  0.66245  -0.096602  0.66249  -0.097558  2.0796  5.3225e-16  0.0074773
0.016  0.66235  -0.10264  0.66239  -0.10406  2.0796  6.3869e-16  0.0079758
0.017  0.66225  -0.10867  0.66229  -0.11055  2.0796  7.4514e-16  0.0084743
0.018  0.66214  -0.1147  0.66217  -0.11705  2.0796  7.4514e-16  0.0089728
0.019  0.66202  -0.12073  0.66205  -0.12355  2.0796  1.0645e-15  0.0094713
0.02  0.66189  -0.12676  0.66192  -0.13004  2.0796  1.0645e-15  0.0099698
0.021  0.66176  -0.13279  0.66179  -0.13653  2.0796  1.0645e-15  0.010468
0.022  0.66163  -0.13882  0.66165  -0.14302  2.0796  1.1709e-15  0.010967
0.023  0.66149  -0.14484  0.6615  -0.14951  2.0796  1.1709e-15  0.011465
0.024  0.66134  -0.15087  0.66135  -0.156  2.0796  1.1709e-15  0.011964
0.025  0.66118  -0.15689  0.66119  -0.16249  2.0796  1.1709e-15  0.012462
