# time  xt  vt  xtrue  vtrue  Et  dE/T  t/T
14.7  -0.92849  -0.49432  -0.53358  -0.84575  0.55322  0.01694  2.3396
15  -1.035  -0.19353  -0.75969  -0.65029  0.55434  0.017297  2.3873
15.3  -1.0465  0.12568  -0.91793  -0.39674  0.55546  0.017654  2.4351
15.6  -0.96169  0.43397  -0.99418  -0.10775  0.55659  0.018012  2.4828
15.9  -0.78822  0.70295  -0.98162  0.19086  0.55771  0.018371  2.5306
16.2  -0.54187  0.90778  -0.88137  0.47242  0.55884  0.018731  2.5783
16.5  -0.24515  1.0295  -0.7024  0.71179  0.55998  0.019091  2.6261
16.8  0.074728  1.0567  -0.46068  0.88757  0.56111  0.019452  2.6738
17.1  0.38838  0.98674  -0.17781  0.98407  0.56225  0.019813  2.7215
17.4  0.66692  0.82582  0.12094  0.99266  0.56338  0.020176  2.7693
17.7  0.88466  0.58858  0.40889  0.91258  0.56453  0.020539  2.817
18  1.0214  0.2967  0.66032  0.75099  0.56567  0.020903  2.8648
18.3  1.0645  -0.023079  0.85276  0.52231  0.56681  0.021268  2.9125
18.6  1.0096  -0.34138  0.96902  0.24697  0.56796  0.021633  2.9603
18.9  0.8618  -0.62891  0.99873  -0.050423  0.56911  0.021999  3.008
19.2  0.63434  -0.85915  0.93922  -0.34331  0.57026  0.022366  3.0558
19.5  0.34805  -1.0108  0.79581  -0.60554  0.57142  0.022733  3.1035
19.8  0.029152  -1.0697  0.58132  -0.81367  0.57258  0.023102  3.1513
20.1  -0.29308  -1.0303  0.3149  -0.94912  0.57374  0.023471  3.199
20.4  -0.58899  -0.89604  0.020351  -0.99979  0.5749  0.023841  3.2468
20.7  -0.83129  -0.67902  -0.27602  -0.96115  0.57606  0.024211  3.2945
21  -0.99759  -0.39908  -0.54773  -0.83666  0.57723  0.024583  3.3423
21.3  -1.0724  -0.081842  -0.77051  -0.63742  0.5784  0.024955  3.39
21.6  -1.0487  0.24357  -0.92447  -0.38125  0.57957  0.025327  3.4377
21.9  -0.92846  0.54722  -0.99585  -0.091022  0.58074  0.025701  3.4855
22.2  -0.72251  0.80114  -0.97827  0.20734  0.58192  0.026075  3.5332
22.5  -0.44966  0.98184  -0.8733  0.48717  0.5831  0.02645  3.581
22.8  -0.13487  1.0726  -0.69033  0.72349  0.58428  0.026826  3.6287
23.1  0.19296  1.0647  -0.44569  0.89519  0.58546  0.027203  3.6765
23.4  0.50371  0.95894  -0.16124  0.98692  0.58665  0.02758  3.7242
23.7  0.76872  0.76468  0.13762  0.99049  0.58783  0.027958  3.772
24  0.96353  0.49965  0.42418  0.90558  0.58902  0.028337  3.8197
24.3  1.0701  0.18811  0.67285  0.73978  0.59022  0.028717  3.8675
24.6  1.0783  -0.14138  0.86142  0.5079  0.59141  0.029097  3.9152
24.9  0.98741  -0.45852  0.97304  0.23065  0.59261  0.029479  3.963
25.2  0.80542  -0.73411  0.99774  -0.067208  0.59381  0.029861  4.0107
25.5  0.54894  -0.9427  0.93332  -0.35906  0.59501  0.030243  4.0585
25.8  0.24143  -1.065  0.78552  -0.61884  0.59622  0.030627  4.1062
26.1  -0.088922  -1.0895  0.56756  -0.82333  0.59742  0.031011  4.1539
26.4  -0.41176  -1.0138  0.2989  -0.95429  0.59863  0.031396  4.2017
26.7  -0.69736  -0.84462  0.0035375  -0.99999  0.59985  0.031782  4.2494
27  -0.91937  -0.5974  -0.29214  -0.95638  0.60106  0.032169  4.2972
27.3  -1.0572  -0.29471  -0.56172  -0.82733  0.60228  0.032556  4.3449
27.6  -1.0981  0.035718  -0.78112  -0.62438  0.6035  0.032944  4.3927
27.9  -1.0379  0.36353  -0.93075  -0.36565  0.60472  0.033333  4.4404
28.2  -0.88216  0.65855  -0.99724  -0.074265  0.60594  0.033723  4.4882
28.5  -0.6449  0.89356  -0.97465  0.22376  0.60717  0.034114  4.5359
28.8  -0.34781  1.0468  -0.86499  0.50179  0.6084  0.034505  4.5837
29.1  -0.018115  1.1041  -0.67807  0.735  0.60963  0.034897  4.6314
29.4  0.31392  1.0598  -0.43058  0.90255  0.61087  0.03529  4.6792
29.7  0.61773  0.91794  -0.14462  0.98949  0.6121  0.035684  4.7269
30  0.86532  0.69131  0.15425  0.98803  0.61334  0.036079  4.7746
30.3  1.0338  0.40061  0.43935  0.89832  0.61459  0.036474  4.8224
30.6  1.1074  0.07245  0.68519  0.72836  0.61583  0.03687  4.8701
30.9  1.0793  -0.26304  0.86984  0.49334  0.61708  0.037267  4.9179
31.2  0.95185  -0.575  0.97678  0.21425  0.61833  0.037665  4.9656
31.5  0.73652  -0.83469  0.99647  -0.083974  0.61958  0.038063  5.0134
31.8  0.45297  -1.0181  0.92715  -0.3747  0.62083  0.038463  5.0611
32.1  0.12716  -1.1082  0.775  -0.63196  0.62209  0.038863  5.1089
32.4  -0.21101  -1.0964  0.55363  -0.83276  0.62335  0.039264  5.1566
32.7  -0.53044  -0.9838  0.28281  -0.95918  0.62461  0.039666  5.2044
33  -0.80171  -0.78039  -0.013277  -0.99991  0.62588  0.040068  5.2521
33.3  -0.99975  -0.50476  -0.30818  -0.95133  0.62715  0.040472  5.2999
33.6  -1.1062  -0.18212  -0.57555  -0.81777  0.62842  0.040876  5.3476
33.9  -1.1111  0.15793  -0.79151  -0.61116  0.62969  0.041281  5.3954
34.2  -1.0137  0.48414  -0.93677  -0.34995  0.63096  0.041687  5.4431
34.5  -0.82282  0.76646  -0.99835  -0.057487  0.63224  0.042094  5.4908
34.8  -0.55585  0.97881  -0.97075  0.24011  0.63352  0.042501  5.5386
35.1  -0.2372  1.1015  -0.85643  0.51626  0.6348  0.042909  5.5863
35.4  0.10393  1.1231  -0.66561  0.7463  0.63609  0.043319  5.6341
35.7  0.43619  1.0414  -0.41534  0.90967  0.63738  0.043729  5.6818
36  0.72898  0.86367  -0.12796  0.99178  0.63867  0.04414  5.7296
36.3  0.95528  0.60611  0.17084  0.9853  0.63996  0.044551  5.7773
36.6  1.0941  0.29225  0.45439  0.8908  0.64126  0.044964  5.8251
36.9  1.1326  -0.049134  0.69734  0.71674  0.64256  0.045377  5.8728
37.2  1.0669  -0.38669  0.87801  0.47865  0.64386  0.045791  5.9206
37.5  0.90284  -0.68935  0.98024  0.1978  0.64516  0.046206  5.9683
37.8  0.65541  -0.92918  0.99492  -0.10072  0.64647  0.046622  6.0161
38.1  0.34716  -1.084  0.92071  -0.39024  0.64778  0.047039  6.0638
38.4  0.0063431  -1.1394  0.76427  -0.6449  0.64909  0.047456  6.1115
38.7  -0.33575  -1.09  0.53955  -0.84195  0.6504  0.047875  6.1593
39  -0.64764  -0.94022  0.26664  -0.9638  0.65172  0.048294  6.207
39.3  -0.90056  -0.70361  -0.030087  -0.99955  0.65304  0.048714  6.2548
39.6  -1.0711  -0.40178  -0.32413  -0.94601  0.65436  0.049135  6.3025
39.9  -1.1435  -0.062368  -0.58922  -0.80797  0.65569  0.049557  6.3503
40.2  -1.1107  0.28347  -0.80167  -0.59776  0.65701  0.049979  6.398
40.5  -0.97568  0.60393  -0.94252  -0.33415  0.65835  0.050403  6.4458
40.8  -0.7506  0.86946  -0.99917  -0.040693  0.65968  0.050827  6.4935
41.1  -0.45598  1.0555  -0.96657  0.2564  0.66101  0.051252  6.5413
41.4  -0.11881  1.1448  -0.84763  0.53059  0.66235  0.051679  6.589
41.7  0.22998  1.1289  -0.65297  0.75738  0.66369  0.052105  6.6368
42  0.55831  1.0091  -0.39999  0.91652  0.66504  0.052533  6.6845
42.3  0.83593  0.79624  -0.11127  0.99379  0.66638  0.052962  6.7323
42.6  1.0372  0.50963  0.18738  0.98229  0.66773  0.053391  6.78
42.9  1.1434  0.17554  0.4693  0.88304  0.66909  0.053822  6.8277
43.2  1.1446  -0.17538  0.7093  0.70491  0.67044  0.054253  6.8755
43.5  1.0405  -0.51087  0.88593  0.46382  0.6718  0.054685  6.9232
43.8  0.8404  -0.80003  0.98343  0.18129  0.67316  0.055118  6.971
44.1  0.56258  -1.0161  0.99308  -0.11743  0.67452  0.055552  7.0187
44.4  0.23242  -1.1392  0.91402  -0.40566  0.67589  0.055987  7.0665
44.7  -0.1198  -1.1577  0.75332  -0.65766  0.67726  0.056423  7.1142
45  -0.4617  -1.0696  0.52532  -0.8509  0.67863  0.056859  7.162
45.3  -0.76181  -0.88298  0.2504  -0.96814  0.68  0.057297  7.2097
45.6  -0.99242  -0.6147  -0.046889  -0.9989  0.68138  0.057735  7.2575
45.9  -1.1322  -0.28931  -0.33999  -0.94043  0.68276  0.058174  7.3052
46.2  -1.168  0.063362  -0.60272  -0.79795  0.68414  0.058614  7.353
46.5  -1.0965  0.41092  -0.81161  -0.5842  0.68553  0.059055  7.4007
46.8  -0.92383  0.72136  -0.948  -0.31826  0.68692  0.059497  7.4485
47.1  -0.66585  0.96605  -0.99971  -0.023888  0.68831  0.05994  7.4962
47.4  -0.34608  1.1223  -0.96212  0.27262  0.6897  0.060384  7.5439
47.7  0.0061977  1.1757  -0.83859  0.54477  0.6911  0.060828  7.5917
48  0.35861  1.1209  -0.64014  0.76825  0.6925  0.061274  7.6394
48.3  0.67874  0.96286  -0.38452  0.92312  0.6939  0.06172  7.6872
48.6  0.93706  0.71591  -0.094545  0.99552  0.6953  0.062167  7.7349
48.9  1.1097  0.40258  0.20387  0.979  0.69671  0.062615  7.7827
49.2  1.1805  0.051563  0.48408  0.87502  0.69812  0.063064  7.8304
49.5  1.1428  -0.30491  0.72105  0.69288  0.69954  0.063514  7.8782
49.8  0.99995  -0.63404  0.89361  0.44885  0.70095  0.063965  7.9259
