# time  xtii  vtii  xtrue  vtrue  Etii  dE/T  t/T
0.42  0.91093  -0.41775  0.91309  -0.40776  0.50215  0.00068581  0.066845
0.43  0.90675  -0.42686  0.90897  -0.41687  0.5022  0.00070179  0.068437
0.44  0.90248  -0.43593  0.90475  -0.42594  0.50225  0.00071778  0.070028
0.45  0.89812  -0.44496  0.90045  -0.43497  0.50231  0.00073376  0.07162
0.46  0.89367  -0.45394  0.89605  -0.44395  0.50236  0.00074975  0.073211
0.47  0.88913  -0.46287  0.89157  -0.45289  0.50241  0.00076574  0.074803
0.48  0.8845  -0.47177  0.88699  -0.46178  0.50246  0.00078173  0.076394
0.49  0.87979  -0.48061  0.88233  -0.47063  0.50251  0.00079773  0.077986
0.5  0.87498  -0.48941  0.87758  -0.47943  0.50256  0.00081372  0.079577
0.51  0.87009  -0.49816  0.87274  -0.48818  0.50261  0.00082972  0.081169
0.52  0.86511  -0.50686  0.86782  -0.49688  0.50266  0.00084572  0.082761
0.53  0.86004  -0.51551  0.86281  -0.50553  0.50271  0.00086172  0.084352
0.54  0.85488  -0.52411  0.85771  -0.51414  0.50276  0.00087772  0.085944
0.55  0.84964  -0.53266  0.85252  -0.52269  0.50281  0.00089372  0.087535
0.56  0.84431  -0.54116  0.84726  -0.53119  0.50286  0.00090973  0.089127
0.57  0.8389  -0.5496  0.8419  -0.53963  0.50291  0.00092573  0.090718
0.58  0.83341  -0.55799  0.83646  -0.54802  0.50296  0.00094174  0.09231
0.59  0.82783  -0.56632  0.83094  -0.55636  0.50301  0.00095775  0.093901
0.6  0.82216  -0.5746  0.82534  -0.56464  0.50306  0.00097376  0.095493
0.61  0.81642  -0.58282  0.81965  -0.57287  0.50311  0.00098978  0.097085
0.62  0.81059  -0.59099  0.81388  -0.58104  0.50316  0.0010058  0.098676
0.63  0.80468  -0.59909  0.80803  -0.58914  0.50321  0.0010218  0.10027
0.64  0.79869  -0.60714  0.8021  -0.5972  0.50326  0.0010378  0.10186
0.65  0.79262  -0.61513  0.79608  -0.60519  0.50331  0.0010538  0.10345
0.66  0.78647  -0.62305  0.78999  -0.61312  0.50336  0.0010699  0.10504
0.67  0.78024  -0.63092  0.78382  -0.62099  0.50341  0.0010859  0.10663
0.68  0.77393  -0.63872  0.77757  -0.62879  0.50346  0.0011019  0.10823
0.69  0.76754  -0.64646  0.77125  -0.63654  0.50351  0.0011179  0.10982
0.7  0.76107  -0.65413  0.76484  -0.64422  0.50356  0.001134  0.11141
0.71  0.75453  -0.66174  0.75836  -0.65183  0.50361  0.00115  0.113
0.72  0.74792  -0.66929  0.75181  -0.65938  0.50366  0.001166  0.11459
0.73  0.74122  -0.67677  0.74517  -0.66687  0.50371  0.0011821  0.11618
0.74  0.73445  -0.68418  0.73847  -0.67429  0.50376  0.0011981  0.11777
0.75  0.72761  -0.69153  0.73169  -0.68164  0.50381  0.0012141  0.11937
0.76  0.7207  -0.6988  0.72484  -0.68892  0.50386  0.0012302  0.12096
0.77  0.71371  -0.70601  0.71791  -0.69614  0.50392  0.0012462  0.12255
0.78  0.70665  -0.71315  0.71091  -0.70328  0.50397  0.0012622  0.12414
0.79  0.69952  -0.72021  0.70385  -0.71035  0.50402  0.0012783  0.12573
0.8  0.69232  -0.72721  0.69671  -0.71736  0.50407  0.0012943  0.12732
0.81  0.68504  -0.73413  0.6895  -0.72429  0.50412  0.0013104  0.12892
0.82  0.6777  -0.74098  0.68222  -0.73115  0.50417  0.0013264  0.13051
0.83  0.67029  -0.74776  0.67488  -0.73793  0.50422  0.0013425  0.1321
0.84  0.66282  -0.75446  0.66746  -0.74464  0.50427  0.0013585  0.13369
0.85  0.65527  -0.76109  0.65998  -0.75128  0.50432  0.0013746  0.13528
0.86  0.64766  -0.76764  0.65244  -0.75784  0.50437  0.0013906  0.13687
0.87  0.63998  -0.77412  0.64483  -0.76433  0.50442  0.0014067  0.13846
0.88  0.63224  -0.78052  0.63715  -0.77074  0.50447  0.0014227  0.14006
0.89  0.62444  -0.78684  0.62941  -0.77707  0.50452  0.0014388  0.14165
0.9  0.61657  -0.79309  0.62161  -0.78333  0.50457  0.0014548  0.14324
0.91  0.60864  -0.79925  0.61375  -0.7895  0.50462  0.0014709  0.14483
0.92  0.60065  -0.80534  0.60582  -0.7956  0.50467  0.001487  0.14642
0.93  0.59259  -0.81134  0.59783  -0.80162  0.50472  0.001503  0.14801
0.94  0.58448  -0.81727  0.58979  -0.80756  0.50477  0.0015191  0.14961
0.95  0.57631  -0.82311  0.58168  -0.81342  0.50482  0.0015352  0.1512
0.96  0.56807  -0.82888  0.57352  -0.81919  0.50487  0.0015512  0.15279
0.97  0.55979  -0.83456  0.5653  -0.82489  0.50492  0.0015673  0.15438
0.98  0.55144  -0.84016  0.55702  -0.8305  0.50497  0.0015834  0.15597
0.99  0.54304  -0.84567  0.54869  -0.83603  0.50502  0.0015995  0.15756
1  0.53458  -0.8511  0.5403  -0.84147  0.50508  0.0016155  0.15915
1.01  0.52607  -0.85645  0.53186  -0.84683  0.50513  0.0016316  0.16075
1.02  0.51751  -0.86171  0.52337  -0.85211  0.50518  0.0016477  0.16234
1.03  0.50889  -0.86688  0.51482  -0.8573  0.50523  0.0016638  0.16393
1.04  0.50022  -0.87197  0.50622  -0.8624  0.50528  0.0016798  0.16552
1.05  0.4915  -0.87697  0.49757  -0.86742  0.50533  0.0016959  0.16711
1.06  0.48273  -0.88189  0.48887  -0.87236  0.50538  0.001712  0.1687
1.07  0.47391  -0.88672  0.48012  -0.8772  0.50543  0.0017281  0.1703
1.08  0.46505  -0.89146  0.47133  -0.88196  0.50548  0.0017442  0.17189
1.09  0.45613  -0.89611  0.46249  -0.88663  0.50553  0.0017603  0.17348
1.1  0.44717  -0.90067  0.4536  -0.89121  0.50558  0.0017764  0.17507
1.11  0.43816  -0.90514  0.44466  -0.8957  0.50563  0.0017925  0.17666
1.12  0.42911  -0.90952  0.43568  -0.9001  0.50568  0.0018086  0.17825
1.13  0.42002  -0.91381  0.42666  -0.90441  0.50573  0.0018247  0.17985
1.14  0.41088  -0.91801  0.41759  -0.90863  0.50578  0.0018408  0.18144
1.15  0.4017  -0.92212  0.40849  -0.91276  0.50583  0.0018569  0.18303
1.16  0.39248  -0.92614  0.39934  -0.9168  0.50588  0.001873  0.18462
1.17  0.38322  -0.93006  0.39015  -0.92075  0.50593  0.0018891  0.18621
1.18  0.37391  -0.93389  0.38092  -0.92461  0.50599  0.0019052  0.1878
1.19  0.36458  -0.93763  0.37166  -0.92837  0.50604  0.0019213  0.18939
1.2  0.3552  -0.94128  0.36236  -0.93204  0.50609  0.0019374  0.19099
1.21  0.34579  -0.94483  0.35302  -0.93562  0.50614  0.0019535  0.19258
1.22  0.33634  -0.94829  0.34365  -0.9391  0.50619  0.0019696  0.19417
1.23  0.32686  -0.95165  0.33424  -0.94249  0.50624  0.0019857  0.19576
1.24  0.31734  -0.95492  0.3248  -0.94578  0.50629  0.0020018  0.19735
1.25  0.30779  -0.95809  0.31532  -0.94898  0.50634  0.0020179  0.19894
1.26  0.29821  -0.96117  0.30582  -0.95209  0.50639  0.0020341  0.20054
1.27  0.2886  -0.96415  0.29628  -0.9551  0.50644  0.0020502  0.20213
1.28  0.27896  -0.96704  0.28672  -0.95802  0.50649  0.0020663  0.20372
1.29  0.26929  -0.96983  0.27712  -0.96084  0.50654  0.0020824  0.20531
1.3  0.25959  -0.97252  0.2675  -0.96356  0.50659  0.0020985  0.2069
1.31  0.24986  -0.97512  0.25785  -0.96618  0.50664  0.0021147  0.20849
1.32  0.24011  -0.97762  0.24818  -0.96872  0.50669  0.0021308  0.21008
1.33  0.23033  -0.98002  0.23848  -0.97115  0.50674  0.0021469  0.21168
1.34  0.22053  -0.98232  0.22875  -0.97348  0.5068  0.0021631  0.21327
1.35  0.21071  -0.98453  0.21901  -0.97572  0.50685  0.0021792  0.21486
1.36  0.20087  -0.98663  0.20924  -0.97786  0.5069  0.0021953  0.21645
1.37  0.191  -0.98864  0.19945  -0.97991  0.50695  0.0022115  0.21804
1.38  0.18111  -0.99055  0.18964  -0.98185  0.507  0.0022276  0.21963
1.39  0.17121  -0.99236  0.17981  -0.9837  0.50705  0.0022437  0.22123
1.4  0.16128  -0.99408  0.16997  -0.98545  0.5071  0.0022599  0.22282
1.41  0.15134  -0.99569  0.1601  -0.9871  0.50715  0.002276  0.22441
1.42  0.14139  -0.9972  0.15023  -0.98865  0.5072  0.0022922  0.226
1.43  0.13141  -0.99862  0.14033  -0.9901  0.50725  0.0023083  0.22759
1.44  0.12143  -0.99993  0.13042  -0.99146  0.5073  0.0023244  0.22918
1.45  0.11143  -1.0011  0.1205  -0.99271  0.50735  0.0023406  0.23077
1.46  0.10142  -1.0023  0.11057  -0.99387  0.5074  0.0023567  0.23237
1.47  0.091395  -1.0033  0.10063  -0.99492  0.50745  0.0023729  0.23396
1.48  0.081362  -1.0042  0.090672  -0.99588  0.50751  0.002389  0.23555
1.49  0.07132  -1.005  0.080708  -0.99674  0.50756  0.0024052  0.23714
1.5  0.06127  -1.0057  0.070737  -0.99749  0.50761  0.0024214  0.23873
1.51  0.051213  -1.0063  0.060759  -0.99815  0.50766  0.0024375  0.24032
1.52  0.04115  -1.0068  0.050774  -0.99871  0.50771  0.0024537  0.24192
1.53  0.031081  -1.0072  0.040785  -0.99917  0.50776  0.0024698  0.24351
1.54  0.021009  -1.0076  0.030791  -0.99953  0.50781  0.002486  0.2451
1.55  0.010933  -1.0078  0.020795  -0.99978  0.50786  0.0025022  0.24669
1.56  0.00085534  -1.0079  0.010796  -0.99994  0.50791  0.0025183  0.24828
1.57  -0.0092235  -1.0079  0.00079633  -1  0.50796  0.0025345  0.24987
1.58  -0.019302  -1.0078  -0.0092035  -0.99996  0.50801  0.0025507  0.25146
1.59  -0.02938  -1.0076  -0.019202  -0.99982  0.50806  0.0025668  0.25306
1.6  -0.039456  -1.0073  -0.0292  -0.99957  0.50811  0.002583  0.25465
1.61  -0.049529  -1.0069  -0.039194  -0.99923  0.50817  0.0025992  0.25624
1.62  -0.059599  -1.0064  -0.049184  -0.99879  0.50822  0.0026154  0.25783
1.63  -0.069663  -1.0058  -0.059169  -0.99825  0.50827  0.0026315  0.25942
1.64  -0.079721  -1.0051  -0.069148  -0.99761  0.50832  0.0026477  0.26101
1.65  -0.089772  -1.0043  -0.079121  -0.99687  0.50837  0.0026639  0.26261
1.66  -0.099816  -1.0034  -0.089085  -0.99602  0.50842  0.0026801  0.2642
1.67  -0.10985  -1.0024  -0.099041  -0.99508  0.50847  0.0026963  0.26579
1.68  -0.11987  -1.0013  -0.10899  -0.99404  0.50852  0.0027124  0.26738
1.69  -0.12989  -1.0001  -0.11892  -0.9929  0.50857  0.0027286  0.26897
1.7  -0.13989  -0.99884  -0.12884  -0.99166  0.50862  0.0027448  0.27056
1.71  -0.14988  -0.99744  -0.13875  -0.99033  0.50867  0.002761  0.27215
1.72  -0.15985  -0.99594  -0.14865  -0.98889  0.50872  0.0027772  0.27375
1.73  -0.16981  -0.99434  -0.15853  -0.98735  0.50878  0.0027934  0.27534
1.74  -0.17975  -0.99264  -0.1684  -0.98572  0.50883  0.0028096  0.27693
1.75  -0.18968  -0.99085  -0.17825  -0.98399  0.50888  0.0028258  0.27852
1.76  -0.19959  -0.98895  -0.18808  -0.98215  0.50893  0.002842  0.28011
1.77  -0.20948  -0.98695  -0.19789  -0.98022  0.50898  0.0028582  0.2817
1.78  -0.21935  -0.98486  -0.20768  -0.9782  0.50903  0.0028744  0.2833
1.79  -0.2292  -0.98267  -0.21745  -0.97607  0.50908  0.0028906  0.28489
1.8  -0.23902  -0.98037  -0.2272  -0.97385  0.50913  0.0029068  0.28648
1.81  -0.24883  -0.97798  -0.23693  -0.97153  0.50918  0.002923  0.28807
1.82  -0.25861  -0.97549  -0.24663  -0.96911  0.50923  0.0029392  0.28966
1.83  -0.26836  -0.97291  -0.25631  -0.96659  0.50928  0.0029554  0.29125
1.84  -0.27809  -0.97022  -0.26596  -0.96398  0.50934  0.0029716  0.29285
1.85  -0.28779  -0.96744  -0.27559  -0.96128  0.50939  0.0029878  0.29444
1.86  -0.29747  -0.96457  -0.28519  -0.95847  0.50944  0.003004  0.29603
1.87  -0.30711  -0.96159  -0.29476  -0.95557  0.50949  0.0030203  0.29762
1.88  -0.31673  -0.95852  -0.3043  -0.95258  0.50954  0.0030365  0.29921
1.89  -0.32631  -0.95535  -0.31381  -0.94949  0.50959  0.0030527  0.3008
1.9  -0.33587  -0.95209  -0.32329  -0.9463  0.50964  0.0030689  0.30239
1.91  -0.34539  -0.94873  -0.33274  -0.94302  0.50969  0.0030851  0.30399
1.92  -0.35488  -0.94528  -0.34215  -0.93965  0.50974  0.0031014  0.30558
1.93  -0.36433  -0.94173  -0.35153  -0.93618  0.50979  0.0031176  0.30717
1.94  -0.37375  -0.93809  -0.36087  -0.93262  0.50985  0.0031338  0.30876
1.95  -0.38313  -0.93435  -0.37018  -0.92896  0.5099  0.00315  0.31035
1.96  -0.39247  -0.93052  -0.37945  -0.92521  0.50995  0.0031663  0.31194
1.97  -0.40178  -0.92659  -0.38868  -0.92137  0.51  0.0031825  0.31354
1.98  -0.41104  -0.92257  -0.39788  -0.91744  0.51005  0.0031987  0.31513
1.99  -0.42027  -0.91846  -0.40703  -0.91341  0.5101  0.003215  0.31672
2  -0.42945  -0.91426  -0.41615  -0.9093  0.51015  0.0032312  0.31831
2.01  -0.43859  -0.90997  -0.42522  -0.90509  0.5102  0.0032475  0.3199
2.02  -0.44769  -0.90558  -0.43425  -0.90079  0.51025  0.0032637  0.32149
2.03  -0.45675  -0.9011  -0.44323  -0.89641  0.5103  0.0032799  0.32308
2.04  -0.46576  -0.89654  -0.45218  -0.89193  0.51036  0.0032962  0.32468
2.05  -0.47473  -0.89188  -0.46107  -0.88736  0.51041  0.0033124  0.32627
2.06  -0.48365  -0.88713  -0.46992  -0.88271  0.51046  0.0033287  0.32786
2.07  -0.49252  -0.88229  -0.47873  -0.87796  0.51051  0.0033449  0.32945
2.08  -0.50134  -0.87737  -0.48748  -0.87313  0.51056  0.0033612  0.33104
2.09  -0.51011  -0.87236  -0.49619  -0.86821  0.51061  0.0033774  0.33263
2.1  -0.51884  -0.86725  -0.50485  -0.86321  0.51066  0.0033937  0.33423
2.11  -0.52751  -0.86207  -0.51345  -0.85812  0.51071  0.0034099  0.33582
2.12  -0.53613  -0.85679  -0.52201  -0.85294  0.51076  0.0034262  0.33741
2.13  -0.5447  -0.85143  -0.53051  -0.84768  0.51081  0.0034424  0.339
2.14  -0.55321  -0.84598  -0.53896  -0.84233  0.51087  0.0034587  0.34059
2.15  -0.56167  -0.84045  -0.54736  -0.8369  0.51092  0.003475  0.34218
2.16  -0.57008  -0.83483  -0.5557  -0.83138  0.51097  0.0034912  0.34377
2.17  -0.57843  -0.82913  -0.56399  -0.82578  0.51102  0.0035075  0.34537
2.18  -0.58672  -0.82335  -0.57221  -0.8201  0.51107  0.0035238  0.34696
2.19  -0.59495  -0.81748  -0.58039  -0.81434  0.51112  0.00354  0.34855
2.2  -0.60312  -0.81153  -0.5885  -0.8085  0.51117  0.0035563  0.35014
2.21  -0.61124  -0.8055  -0.59656  -0.80257  0.51122  0.0035726  0.35173
2.22  -0.6193  -0.79939  -0.60455  -0.79657  0.51127  0.0035888  0.35332
2.23  -0.62729  -0.7932  -0.61249  -0.79048  0.51133  0.0036051  0.35492
2.24  -0.63522  -0.78692  -0.62036  -0.78432  0.51138  0.0036214  0.35651
2.25  -0.64309  -0.78057  -0.62817  -0.77807  0.51143  0.0036377  0.3581
2.26  -0.6509  -0.77414  -0.63592  -0.77175  0.51148  0.0036539  0.35969
2.27  -0.65864  -0.76763  -0.64361  -0.76535  0.51153  0.0036702  0.36128
2.28  -0.66631  -0.76104  -0.65123  -0.75888  0.51158  0.0036865  0.36287
2.29  -0.67392  -0.75438  -0.65879  -0.75233  0.51163  0.0037028  0.36446
2.3  -0.68147  -0.74764  -0.66628  -0.74571  0.51168  0.0037191  0.36606
2.31  -0.68894  -0.74083  -0.6737  -0.73901  0.51174  0.0037354  0.36765
2.32  -0.69635  -0.73394  -0.68106  -0.73223  0.51179  0.0037517  0.36924
2.33  -0.70369  -0.72697  -0.68834  -0.72538  0.51184  0.003768  0.37083
2.34  -0.71096  -0.71994  -0.69556  -0.71846  0.51189  0.0037842  0.37242
2.35  -0.71816  -0.71283  -0.70271  -0.71147  0.51194  0.0038005  0.37401
2.36  -0.72529  -0.70565  -0.70979  -0.70441  0.51199  0.0038168  0.37561
2.37  -0.73235  -0.69839  -0.7168  -0.69728  0.51204  0.0038331  0.3772
2.38  -0.73933  -0.69107  -0.72374  -0.69007  0.51209  0.0038494  0.37879
2.39  -0.74624  -0.68368  -0.7306  -0.6828  0.51214  0.0038657  0.38038
2.4  -0.75308  -0.67621  -0.73739  -0.67546  0.5122  0.003882  0.38197
2.41  -0.75984  -0.66868  -0.74411  -0.66806  0.51225  0.0038983  0.38356
2.42  -0.76653  -0.66109  -0.75075  -0.66058  0.5123  0.0039146  0.38515
2.43  -0.77314  -0.65342  -0.75732  -0.65304  0.51235  0.0039309  0.38675
2.44  -0.77967  -0.64569  -0.76382  -0.64543  0.5124  0.0039473  0.38834
2.45  -0.78613  -0.63789  -0.77023  -0.63776  0.51245  0.0039636  0.38993
2.46  -0.79251  -0.63003  -0.77657  -0.63003  0.5125  0.0039799  0.39152
2.47  -0.79881  -0.62211  -0.78283  -0.62223  0.51255  0.0039962  0.39311
2.48  -0.80503  -0.61412  -0.78901  -0.61437  0.51261  0.0040125  0.3947
2.49  -0.81117  -0.60607  -0.79512  -0.60645  0.51266  0.0040288  0.3963
2.5  -0.81723  -0.59796  -0.80114  -0.59847  0.51271  0.0040451  0.39789
2.51  -0.82321  -0.58978  -0.80709  -0.59043  0.51276  0.0040615  0.39948
2.52  -0.82911  -0.58155  -0.81295  -0.58233  0.51281  0.0040778  0.40107
2.53  -0.83492  -0.57326  -0.81873  -0.57417  0.51286  0.0040941  0.40266
2.54  -0.84066  -0.56491  -0.82444  -0.56596  0.51291  0.0041104  0.40425
2.55  -0.84631  -0.5565  -0.83005  -0.55768  0.51296  0.0041268  0.40585
2.56  -0.85187  -0.54804  -0.83559  -0.54936  0.51302  0.0041431  0.40744
2.57  -0.85735  -0.53952  -0.84104  -0.54097  0.51307  0.0041594  0.40903
2.58  -0.86275  -0.53095  -0.84641  -0.53253  0.51312  0.0041757  0.41062
2.59  -0.86806  -0.52232  -0.85169  -0.52404  0.51317  0.0041921  0.41221
2.6  -0.87328  -0.51364  -0.85689  -0.5155  0.51322  0.0042084  0.4138
2.61  -0.87841  -0.50491  -0.862  -0.50691  0.51327  0.0042248  0.41539
2.62  -0.88346  -0.49612  -0.86703  -0.49826  0.51332  0.0042411  0.41699
2.63  -0.88843  -0.48729  -0.87197  -0.48957  0.51338  0.0042574  0.41858
2.64  -0.8933  -0.47841  -0.87682  -0.48082  0.51343  0.0042738  0.42017
2.65  -0.89808  -0.46947  -0.88158  -0.47203  0.51348  0.0042901  0.42176
2.66  -0.90278  -0.46049  -0.88626  -0.46319  0.51353  0.0043065  0.42335
2.67  -0.90738  -0.45146  -0.89085  -0.45431  0.51358  0.0043228  0.42494
2.68  -0.9119  -0.44239  -0.89534  -0.44537  0.51363  0.0043392  0.42654
2.69  -0.91632  -0.43327  -0.89975  -0.4364  0.51368  0.0043555  0.42813
2.7  -0.92065  -0.42411  -0.90407  -0.42738  0.51373  0.0043719  0.42972
2.71  -0.92489  -0.4149  -0.9083  -0.41832  0.51379  0.0043882  0.43131
2.72  -0.92904  -0.40565  -0.91244  -0.40921  0.51384  0.0044046  0.4329
2.73  -0.9331  -0.39636  -0.91648  -0.40007  0.51389  0.0044209  0.43449
2.74  -0.93706  -0.38703  -0.92044  -0.39088  0.51394  0.0044373  0.43608
2.75  -0.94093  -0.37766  -0.9243  -0.38166  0.51399  0.0044536  0.43768
2.76  -0.94471  -0.36825  -0.92807  -0.3724  0.51404  0.00447  0.43927
2.77  -0.94839  -0.3588  -0.93175  -0.3631  0.51409  0.0044864  0.44086
2.78  -0.95198  -0.34932  -0.93533  -0.35376  0.51415  0.0045027  0.44245
2.79  -0.95547  -0.3398  -0.93883  -0.34439  0.5142  0.0045191  0.44404
2.8  -0.95887  -0.33025  -0.94222  -0.33499  0.51425  0.0045355  0.44563
2.81  -0.96217  -0.32066  -0.94553  -0.32555  0.5143  0.0045518  0.44723
2.82  -0.96538  -0.31103  -0.94873  -0.31608  0.51435  0.0045682  0.44882
2.83  -0.96849  -0.30138  -0.95185  -0.30657  0.5144  0.0045846  0.45041
2.84  -0.97151  -0.2917  -0.95486  -0.29704  0.51445  0.0046009  0.452
2.85  -0.97442  -0.28198  -0.95779  -0.28748  0.51451  0.0046173  0.45359
2.86  -0.97724  -0.27224  -0.96061  -0.27789  0.51456  0.0046337  0.45518
2.87  -0.97996  -0.26246  -0.96334  -0.26827  0.51461  0.0046501  0.45677
2.88  -0.98259  -0.25266  -0.96598  -0.25862  0.51466  0.0046664  0.45837
2.89  -0.98512  -0.24284  -0.96852  -0.24895  0.51471  0.0046828  0.45996
2.9  -0.98754  -0.23299  -0.97096  -0.23925  0.51476  0.0046992  0.46155
2.91  -0.98987  -0.22311  -0.9733  -0.22953  0.51481  0.0047156  0.46314
2.92  -0.9921  -0.21321  -0.97555  -0.21978  0.51487  0.004732  0.46473
2.93  -0.99424  -0.20329  -0.9777  -0.21002  0.51492  0.0047484  0.46632
2.94  -0.99627  -0.19335  -0.97975  -0.20023  0.51497  0.0047648  0.46792
2.95  -0.9982  -0.18339  -0.9817  -0.19042  0.51502  0.0047812  0.46951
2.96  -1  -0.17341  -0.98356  -0.1806  0.51507  0.0047976  0.4711
2.97  -1.0018  -0.1634  -0.98531  -0.17075  0.51512  0.0048139  0.47269
2.98  -1.0034  -0.15339  -0.98697  -0.16089  0.51517  0.0048303  0.47428
2.99  -1.0049  -0.14335  -0.98853  -0.15101  0.51523  0.0048467  0.47587
3  -1.0064  -0.1333  -0.98999  -0.14112  0.51528  0.0048631  0.47746
3.01  -1.0077  -0.12324  -0.99135  -0.13121  0.51533  0.0048795  0.47906
3.02  -1.0089  -0.11316  -0.99262  -0.12129  0.51538  0.0048959  0.48065
3.03  -1.0101  -0.10307  -0.99378  -0.11136  0.51543  0.0049124  0.48224
3.04  -1.0111  -0.092973  -0.99484  -0.10142  0.51548  0.0049288  0.48383
3.05  -1.012  -0.082862  -0.99581  -0.091465  0.51554  0.0049452  0.48542
3.06  -1.0129  -0.072742  -0.99667  -0.081502  0.51559  0.0049616  0.48701
3.07  -1.0136  -0.062613  -0.99744  -0.071532  0.51564  0.004978  0.48861
3.08  -1.0142  -0.052477  -0.9981  -0.061554  0.51569  0.0049944  0.4902
3.09  -1.0147  -0.042335  -0.99867  -0.05157  0.51574  0.0050108  0.49179
3.1  -1.0152  -0.032188  -0.99914  -0.041581  0.51579  0.0050272  0.49338
3.11  -1.0155  -0.022036  -0.9995  -0.031587  0.51585  0.0050437  0.49497
3.12  -1.0157  -0.011881  -0.99977  -0.021591  0.5159  0.0050601  0.49656
3.13  -1.0158  -0.0017242  -0.99993  -0.011592  0.51595  0.0050765  0.49815
3.14  -1.0158  0.008434  -1  -0.0015927  0.516  0.0050929  0.49975
3.15  -1.0158  0.018592  -0.99996  0.0084072  0.51605  0.0051093  0.50134
3.16  -1.0156  0.02875  -0.99983  0.018406  0.5161  0.0051258  0.50293
3.17  -1.0153  0.038906  -0.9996  0.028404  0.51615  0.0051422  0.50452
3.18  -1.0149  0.049058  -0.99926  0.038398  0.51621  0.0051586  0.50611
3.19  -1.0144  0.059207  -0.99883  0.048388  0.51626  0.0051751  0.5077
3.2  -1.0138  0.069351  -0.99829  0.058374  0.51631  0.0051915  0.5093
3.21  -1.0131  0.07949  -0.99766  0.068354  0.51636  0.0052079  0.51089
3.22  -1.0123  0.089621  -0.99693  0.078327  0.51641  0.0052244  0.51248
3.23  -1.0114  0.099744  -0.99609  0.088292  0.51646  0.0052408  0.51407
