# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0  2.7576  0  2.7576  0  18.906  0  0
0  2.7576  -0.0036749  2.7576  0  18.906  0  0
0.001  2.7576  -0.0073498  2.7576  -0.027052  18.906  0  0.00049849
0.002  2.7576  -0.011025  2.7576  -0.054104  18.906  0  0.00099698
0.003  2.7576  -0.0147  2.7575  -0.081156  18.906  0  0.0014955
0.004  2.7576  -0.018375  2.7574  -0.10821  18.906  9.3675e-17  0.001994
0.005  2.7576  -0.022051  2.7573  -0.13526  18.906  9.3675e-17  0.0024924
0.006  2.7575  -0.025726  2.7571  -0.1623  18.906  0  0.0029909
0.007  2.7575  -0.029402  2.757  -0.18935  18.906  0  0.0034894
0.008  2.7575  -0.033078  2.7568  -0.2164  18.906  0  0.0039879
0.009  2.7574  -0.036754  2.7565  -0.24344  18.906  9.3675e-17  0.0044864
0.01  2.7574  -0.040431  2.7563  -0.27048  18.906  9.3675e-17  0.0049849
0.011  2.7574  -0.044108  2.756  -0.29752  18.906  9.3675e-17  0.0054834
0.012  2.7573  -0.047786  2.7557  -0.32455  18.906  9.3675e-17  0.0059819
0.013  2.7573  -0.051464  2.7553  -0.35158  18.906  0  0.0064803
0.014  2.7572  -0.055142  2.755  -0.37861  18.906  0  0.0069788
0.015  2.7571  -0.058821  2.7546  -0.40563  18.906  0  0.0074773
0.016  2.7571  -0.062501  2.7542  -0.43265  18.906  0  0.0079758
0.017  2.757  -0.066181  2.7537  -0.45967  18.906  0  0.0084743
0.018  2.757  -0.069861  2.7532  -0.48668  18.906  0  0.0089728
0.019  2.7569  -0.073542  2.7527  -0.51369  18.906  0  0.0094713
0.02  2.7568  -0.077224  2.7522  -0.54069  18.906  0  0.0099698
0.021  2.7567  -0.080907  2.7517  -0.56769  18.906  0  0.010468
0.022  2.7566  -0.08459  2.7511  -0.59468  18.906  0  0.010967
0.023  2.7566  -0.088274  2.7505  -0.62166  18.906  0  0.011465
0.024  2.7565  -0.091959  2.7498  -0.64864  18.906  9.3675e-17  0.011964
0.025  2.7564  -0.095645  2.7492  -0.67562  18.906  0  0.012462
0.026  2.7563  -0.099332  2.7485  -0.70258  18.906  0  0.012961
0.027  2.7562  -0.10302  2.7478  -0.72954  18.906  9.3675e-17  0.013459
0.028  2.7561  -0.10671  2.747  -0.75649  18.906  0  0.013958
0.029  2.756  -0.1104  2.7463  -0.78344  18.906  9.3675e-17  0.014456
0.03  2.7559  -0.11409  2.7455  -0.81037  18.906  0  0.014955
0.031  2.7557  -0.11778  2.7446  -0.8373  18.906  9.3675e-17  0.015453
0.032  2.7556  -0.12147  2.7438  -0.86422  18.906  9.3675e-17  0.015952
0.033  2.7555  -0.12517  2.7429  -0.89114  18.906  0  0.01645
0.034  2.7554  -0.12886  2.742  -0.91804  18.906  0  0.016949
0.035  2.7552  -0.13256  2.7411  -0.94493  18.906  9.3675e-17  0.017447
0.036  2.7551  -0.13625  2.7401  -0.97182  18.906  0  0.017946
0.037  2.755  -0.13995  2.7391  -0.99869  18.906  9.3675e-17  0.018444
0.038  2.7548  -0.14365  2.7381  -1.0256  18.906  9.3675e-17  0.018943
0.039  2.7547  -0.14735  2.7371  -1.0524  18.906  9.3675e-17  0.019441
0.04  2.7545  -0.15105  2.736  -1.0793  18.906  9.3675e-17  0.01994
0.041  2.7544  -0.15476  2.7349  -1.1061  18.906  9.3675e-17  0.020438
0.042  2.7542  -0.15846  2.7338  -1.1329  18.906  0  0.020936
0.043  2.7541  -0.16217  2.7326  -1.1597  18.906  9.3675e-17  0.021435
0.044  2.7539  -0.16588  2.7315  -1.1865  18.906  9.3675e-17  0.021933
0.045  2.7537  -0.16959  2.7303  -1.2133  18.906  9.3675e-17  0.022432
0.046  2.7536  -0.1733  2.729  -1.2401  18.906  9.3675e-17  0.02293
0.047  2.7534  -0.17701  2.7278  -1.2669  18.906  1.8735e-16  0.023429
0.048  2.7532  -0.18073  2.7265  -1.2936  18.906  9.3675e-17  0.023927
0.049  2.753  -0.18444  2.7252  -1.3204  18.906  9.3675e-17  0.024426
0.05  2.7528  -0.18816  2.7239  -1.3471  18.906  9.3675e-17  0.024924
0.051  2.7526  -0.19188  2.7225  -1.3738  18.906  9.3675e-17  0.025423
0.052  2.7524  -0.1956  2.7211  -1.4005  18.906  9.3675e-17  0.025921
0.053  2.7523  -0.19932  2.7197  -1.4272  18.906  9.3675e-17  0.02642
0.054  2.752  -0.20305  2.7183  -1.4539  18.906  9.3675e-17  0.026918
0.055  2.7518  -0.20677  2.7168  -1.4805  18.906  9.3675e-17  0.027417
0.056  2.7516  -0.2105  2.7153  -1.5072  18.906  0  0.027915
0.057  2.7514  -0.21423  2.7138  -1.5338  18.906  9.3675e-17  0.028414
0.058  2.7512  -0.21796  2.7122  -1.5604  18.906  0  0.028912
0.059  2.751  -0.2217  2.7107  -1.587  18.906  9.3675e-17  0.029411
0.06  2.7508  -0.22543  2.7091  -1.6136  18.906  9.3675e-17  0.029909
0.061  2.7505  -0.22917  2.7074  -1.6402  18.906  9.3675e-17  0.030408
0.062  2.7503  -0.23291  2.7058  -1.6667  18.906  9.3675e-17  0.030906
0.063  2.7501  -0.23665  2.7041  -1.6933  18.906  9.3675e-17  0.031405
0.064  2.7498  -0.2404  2.7024  -1.7198  18.906  1.8735e-16  0.031903
0.065  2.7496  -0.24415  2.7007  -1.7463  18.906  1.8735e-16  0.032402
0.066  2.7493  -0.24789  2.6989  -1.7728  18.906  9.3675e-17  0.0329
0.067  2.7491  -0.25165  2.6971  -1.7992  18.906  9.3675e-17  0.033399
0.068  2.7488  -0.2554  2.6953  -1.8257  18.906  9.3675e-17  0.033897
0.069  2.7486  -0.25916  2.6935  -1.8521  18.906  9.3675e-17  0.034396
0.07  2.7483  -0.26291  2.6916  -1.8785  18.906  9.3675e-17  0.034894
0.071  2.7481  -0.26667  2.6897  -1.9049  18.906  9.3675e-17  0.035393
0.072  2.7478  -0.27044  2.6878  -1.9313  18.906  9.3675e-17  0.035891
0.073  2.7475  -0.2742  2.6859  -1.9577  18.906  9.3675e-17  0.03639
0.074  2.7472  -0.27797  2.6839  -1.984  18.906  9.3675e-17  0.036888
0.075  2.747  -0.28174  2.6819  -2.0103  18.906  1.8735e-16  0.037387
0.076  2.7467  -0.28551  2.6799  -2.0366  18.906  1.8735e-16  0.037885
0.077  2.7464  -0.28929  2.6778  -2.0629  18.906  1.8735e-16  0.038384
0.078  2.7461  -0.29307  2.6757  -2.0891  18.906  9.3675e-17  0.038882
0.079  2.7458  -0.29685  2.6736  -2.1154  18.906  1.8735e-16  0.039381
0.08  2.7455  -0.30063  2.6715  -2.1416  18.906  1.8735e-16  0.039879
0.081  2.7452  -0.30442  2.6694  -2.1678  18.906  9.3675e-17  0.040378
0.082  2.7449  -0.30821  2.6672  -2.194  18.906  1.8735e-16  0.040876
0.083  2.7446  -0.312  2.665  -2.2201  18.906  9.3675e-17  0.041374
0.084  2.7443  -0.31579  2.6627  -2.2463  18.906  1.8735e-16  0.041873
0.085  2.744  -0.31959  2.6605  -2.2724  18.906  2.8102e-16  0.042371
0.086  2.7436  -0.32339  2.6582  -2.2985  18.906  2.8102e-16  0.04287
0.087  2.7433  -0.32719  2.6559  -2.3245  18.906  1.8735e-16  0.043368
