# time  xt  vt  xtrue  vtrue  Et  dE/T  t/T
0  1  0  1  0  0.5  0  0
0  0.995  -0.099833  1  0  0.5  2.2077e-09  0
0.1  0.98007  -0.19867  0.995  -0.099833  0.5  4.4154e-09  0.015915
0.2  0.95534  -0.29552  0.98007  -0.19867  0.5  6.6232e-09  0.031831
0.3  0.92106  -0.38942  0.95534  -0.29552  0.5  8.8309e-09  0.047746
0.4  0.87758  -0.47943  0.92106  -0.38942  0.5  1.1039e-08  0.063662
0.5  0.82534  -0.56464  0.87758  -0.47943  0.5  1.3246e-08  0.079577
0.6  0.76484  -0.64422  0.82534  -0.56464  0.5  1.5454e-08  0.095493
0.7  0.69671  -0.71736  0.76484  -0.64422  0.5  1.7662e-08  0.11141
0.8  0.62161  -0.78333  0.69671  -0.71736  0.5  1.9869e-08  0.12732
0.9  0.5403  -0.84147  0.62161  -0.78333  0.5  2.2077e-08  0.14324
1  0.4536  -0.89121  0.5403  -0.84147  0.5  2.4285e-08  0.15915
1.1  0.36236  -0.93204  0.4536  -0.89121  0.5  2.6493e-08  0.17507
1.2  0.2675  -0.96356  0.36236  -0.93204  0.5  2.87e-08  0.19099
1.3  0.16997  -0.98545  0.2675  -0.96356  0.5  3.0908e-08  0.2069
1.4  0.070738  -0.99749  0.16997  -0.98545  0.5  3.3116e-08  0.22282
1.5  -0.029198  -0.99957  0.070737  -0.99749  0.5  3.5324e-08  0.23873
1.6  -0.12884  -0.99166  -0.0292  -0.99957  0.5  3.7531e-08  0.25465
1.7  -0.2272  -0.97385  -0.12884  -0.99166  0.5  3.9739e-08  0.27056
1.8  -0.32329  -0.9463  -0.2272  -0.97385  0.5  4.1947e-08  0.28648
1.9  -0.41615  -0.9093  -0.32329  -0.9463  0.5  4.4154e-08  0.30239
2  -0.50484  -0.86321  -0.41615  -0.9093  0.5  4.6362e-08  0.31831
2.1  -0.5885  -0.8085  -0.50485  -0.86321  0.5  4.857e-08  0.33423
2.2  -0.66627  -0.74571  -0.5885  -0.8085  0.5  5.0778e-08  0.35014
2.3  -0.73739  -0.67546  -0.66628  -0.74571  0.5  5.2985e-08  0.36606
2.4  -0.80114  -0.59847  -0.73739  -0.67546  0.5  5.5193e-08  0.38197
2.5  -0.85689  -0.5155  -0.80114  -0.59847  0.5  5.7401e-08  0.39789
2.6  -0.90407  -0.42738  -0.85689  -0.5155  0.5  5.9608e-08  0.4138
2.7  -0.94222  -0.33499  -0.90407  -0.42738  0.5  6.1816e-08  0.42972
2.8  -0.97096  -0.23925  -0.94222  -0.33499  0.5  6.4024e-08  0.44563
2.9  -0.98999  -0.14112  -0.97096  -0.23925  0.5  6.6232e-08  0.46155
3  -0.99913  -0.041583  -0.98999  -0.14112  0.5  6.8439e-08  0.47746
3.1  -0.99829  0.058371  -0.99914  -0.041581  0.5  7.0647e-08  0.49338
3.2  -0.98748  0.15774  -0.99829  0.058374  0.5  7.2855e-08  0.5093
3.3  -0.9668  0.25554  -0.98748  0.15775  0.5  7.5063e-08  0.52521
3.4  -0.93646  0.35078  -0.9668  0.25554  0.5  7.727e-08  0.54113
3.5  -0.89676  0.44252  -0.93646  0.35078  0.5  7.9478e-08  0.55704
3.6  -0.8481  0.52983  -0.89676  0.44252  0.5  8.1686e-08  0.57296
3.7  -0.79097  0.61186  -0.8481  0.52984  0.5  8.3893e-08  0.58887
3.8  -0.72593  0.68776  -0.79097  0.61186  0.5  8.6101e-08  0.60479
3.9  -0.65365  0.7568  -0.72593  0.68777  0.5  8.8309e-08  0.6207
4  -0.57483  0.81827  -0.65364  0.7568  0.5  9.0517e-08  0.63662
4.1  -0.49026  0.87157  -0.57482  0.81828  0.5  9.2724e-08  0.65254
4.2  -0.4008  0.91616  -0.49026  0.87158  0.5  9.4932e-08  0.66845
4.3  -0.30734  0.9516  -0.4008  0.91617  0.5  9.714e-08  0.68437
4.4  -0.2108  0.97753  -0.30733  0.9516  0.5  9.9347e-08  0.70028
4.5  -0.11216  0.99369  -0.2108  0.97753  0.5  1.0156e-07  0.7162
4.6  -0.012393  0.99992  -0.11215  0.99369  0.5  1.0376e-07  0.73211
4.7  0.087495  0.99616  -0.012389  0.99992  0.5  1.0597e-07  0.74803
4.8  0.18651  0.98245  0.087499  0.99616  0.5  1.0818e-07  0.76394
4.9  0.28366  0.95893  0.18651  0.98245  0.5  1.1039e-07  0.77986
5  0.37797  0.92582  0.28366  0.95892  0.5  1.1259e-07  0.79577
5.1  0.46851  0.88346  0.37798  0.92581  0.5  1.148e-07  0.81169
5.2  0.55437  0.83227  0.46852  0.88345  0.5  1.1701e-07  0.82761
5.3  0.63469  0.77277  0.55437  0.83227  0.5  1.1922e-07  0.84352
5.4  0.70867  0.70554  0.63469  0.77276  0.5  1.2142e-07  0.85944
5.5  0.77556  0.63127  0.70867  0.70554  0.5  1.2363e-07  0.87535
5.6  0.83471  0.55069  0.77557  0.63127  0.5  1.2584e-07  0.89127
5.7  0.88552  0.46461  0.83471  0.55069  0.5  1.2805e-07  0.90718
5.8  0.92748  0.37388  0.88552  0.4646  0.5  1.3026e-07  0.9231
5.9  0.96017  0.27942  0.92748  0.37388  0.5  1.3246e-07  0.93901
6  0.98327  0.18217  0.96017  0.27942  0.5  1.3467e-07  0.95493
6.1  0.99654  0.083094  0.98327  0.18216  0.5  1.3688e-07  0.97085
6.2  0.99986  -0.016809  0.99654  0.083089  0.5  1.3909e-07  0.98676
6.3  0.99319  -0.11654  0.99986  -0.016814  0.5  1.4129e-07  1.0027
6.4  0.97659  -0.21511  0.99318  -0.11655  0.5  1.435e-07  1.0186
6.5  0.95023  -0.31154  0.97659  -0.21512  0.5  1.4571e-07  1.0345
6.6  0.91438  -0.40484  0.95023  -0.31154  0.5  1.4792e-07  1.0504
6.7  0.8694  -0.49411  0.91438  -0.40485  0.5  1.5013e-07  1.0663
6.8  0.81573  -0.57843  0.8694  -0.49411  0.5  1.5233e-07  1.0823
6.9  0.75391  -0.65698  0.81573  -0.57844  0.5  1.5454e-07  1.0982
7  0.68455  -0.72896  0.7539  -0.65699  0.5  1.5675e-07  1.1141
7.1  0.60836  -0.79366  0.68455  -0.72897  0.5  1.5896e-07  1.13
7.2  0.52608  -0.85043  0.60835  -0.79367  0.5  1.6116e-07  1.1459
7.3  0.43855  -0.8987  0.52608  -0.85044  0.5  1.6337e-07  1.1618
7.4  0.34664  -0.938  0.43855  -0.89871  0.5  1.6558e-07  1.1777
7.5  0.25127  -0.96792  0.34664  -0.938  0.5  1.6779e-07  1.1937
7.6  0.15338  -0.98817  0.25126  -0.96792  0.5  1.6999e-07  1.2096
7.7  0.053962  -0.99854  0.15337  -0.98817  0.5  1.722e-07  1.2255
7.8  -0.045996  -0.99894  0.053955  -0.99854  0.5  1.7441e-07  1.2414
7.9  -0.14549  -0.98936  -0.046002  -0.99894  0.5  1.7662e-07  1.2573
8  -0.24354  -0.96989  -0.1455  -0.98936  0.5  1.7883e-07  1.2732
8.1  -0.33915  -0.94073  -0.24354  -0.96989  0.5  1.8103e-07  1.2892
