# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0.037  2.4038  -0.24988  2.3924  -0.87228  17.1  6.2139e-16  0.018444
0.038  2.4036  -0.25648  2.3915  -0.89574  17.1  5.1782e-16  0.018943
0.039  2.4033  -0.26308  2.3906  -0.9192  17.1  6.2139e-16  0.019441
0.04  2.403  -0.26968  2.3897  -0.94265  17.1  6.2139e-16  0.01994
0.041  2.4028  -0.27629  2.3887  -0.96608  17.1  6.2139e-16  0.020438
0.042  2.4025  -0.28289  2.3877  -0.98951  17.1  6.2139e-16  0.020936
0.043  2.4022  -0.2895  2.3867  -1.0129  17.1  6.2139e-16  0.021435
0.044  2.4019  -0.29611  2.3857  -1.0363  17.1  6.2139e-16  0.021933
0.045  2.4016  -0.30273  2.3847  -1.0597  17.1  7.2495e-16  0.022432
0.046  2.4013  -0.30934  2.3836  -1.0831  17.1  7.2495e-16  0.02293
0.047  2.401  -0.31596  2.3825  -1.1065  17.1  7.2495e-16  0.023429
0.048  2.4007  -0.32258  2.3814  -1.1299  17.1  8.2852e-16  0.023927
0.049  2.4003  -0.3292  2.3802  -1.1532  17.1  8.2852e-16  0.024426
0.05  2.4  -0.33583  2.3791  -1.1766  17.1  8.2852e-16  0.024924
0.051  2.3997  -0.34246  2.3779  -1.1999  17.1  8.2852e-16  0.025423
0.052  2.3993  -0.34909  2.3767  -1.2232  17.1  9.3208e-16  0.025921
0.053  2.399  -0.35572  2.3754  -1.2465  17.1  8.2852e-16  0.02642
0.054  2.3986  -0.36235  2.3742  -1.2698  17.1  1.0356e-15  0.026918
0.055  2.3982  -0.36899  2.3729  -1.2931  17.1  9.3208e-16  0.027417
0.056  2.3979  -0.37563  2.3716  -1.3164  17.1  9.3208e-16  0.027915
0.057  2.3975  -0.38228  2.3703  -1.3396  17.1  1.0356e-15  0.028414
0.058  2.3971  -0.38892  2.3689  -1.3629  17.1  1.0356e-15  0.028912
0.059  2.3967  -0.39557  2.3675  -1.3861  17.1  9.3208e-16  0.029411
0.06  2.3963  -0.40222  2.3661  -1.4093  17.1  1.0356e-15  0.029909
0.061  2.3959  -0.40888  2.3647  -1.4326  17.1  1.1392e-15  0.030408
0.062  2.3955  -0.41553  2.3633  -1.4557  17.1  1.0356e-15  0.030906
0.063  2.3951  -0.42219  2.3618  -1.4789  17.1  1.1392e-15  0.031405
0.064  2.3947  -0.42886  2.3603  -1.5021  17.1  1.1392e-15  0.031903
0.065  2.3942  -0.43552  2.3588  -1.5252  17.1  1.2428e-15  0.032402
0.066  2.3938  -0.44219  2.3573  -1.5484  17.1  1.2428e-15  0.0329
0.067  2.3933  -0.44887  2.3557  -1.5715  17.1  1.3463e-15  0.033399
0.068  2.3929  -0.45554  2.3541  -1.5946  17.1  1.2428e-15  0.033897
0.069  2.3924  -0.46222  2.3525  -1.6177  17.1  1.4499e-15  0.034396
0.07  2.392  -0.4689  2.3509  -1.6407  17.1  1.3463e-15  0.034894
0.071  2.3915  -0.47559  2.3492  -1.6638  17.1  1.5535e-15  0.035393
0.072  2.391  -0.48228  2.3476  -1.6868  17.1  1.4499e-15  0.035891
0.073  2.3905  -0.48897  2.3459  -1.7098  17.1  1.5535e-15  0.03639
0.074  2.39  -0.49567  2.3442  -1.7329  17.1  1.5535e-15  0.036888
0.075  2.3895  -0.50237  2.3424  -1.7558  17.1  1.657e-15  0.037387
0.076  2.389  -0.50907  2.3406  -1.7788  17.1  1.7606e-15  0.037885
0.077  2.3885  -0.51578  2.3388  -1.8018  17.1  1.7606e-15  0.038384
0.078  2.388  -0.52249  2.337  -1.8247  17.1  1.8642e-15  0.038882
0.079  2.3875  -0.5292  2.3352  -1.8476  17.1  1.7606e-15  0.039381
0.08  2.3869  -0.53592  2.3333  -1.8705  17.1  1.8642e-15  0.039879
0.081  2.3864  -0.54264  2.3315  -1.8934  17.1  1.9677e-15  0.040378
0.082  2.3858  -0.54937  2.3296  -1.9163  17.1  2.0713e-15  0.040876
0.083  2.3853  -0.5561  2.3276  -1.9391  17.1  2.1749e-15  0.041374
0.084  2.3847  -0.56283  2.3257  -1.9619  17.1  2.1749e-15  0.041873
0.085  2.3842  -0.56957  2.3237  -1.9847  17.1  2.2784e-15  0.042371
0.086  2.3836  -0.57631  2.3217  -2.0075  17.1  2.2784e-15  0.04287
0.087  2.383  -0.58306  2.3197  -2.0303  17.1  2.382e-15  0.043368
0.088  2.3824  -0.58981  2.3176  -2.053  17.1  2.4856e-15  0.043867
0.089  2.3818  -0.59656  2.3156  -2.0758  17.1  2.382e-15  0.044365
0.09  2.3812  -0.60332  2.3135  -2.0985  17.1  2.5891e-15  0.044864
0.091  2.3806  -0.61009  2.3114  -2.1211  17.1  2.5891e-15  0.045362
0.092  2.38  -0.61685  2.3093  -2.1438  17.1  2.5891e-15  0.045861
0.093  2.3794  -0.62363  2.3071  -2.1665  17.1  2.6927e-15  0.046359
0.094  2.3788  -0.6304  2.3049  -2.1891  17.1  2.6927e-15  0.046858
0.095  2.3781  -0.63718  2.3027  -2.2117  17.1  2.6927e-15  0.047356
0.096  2.3775  -0.64397  2.3005  -2.2343  17.1  2.7963e-15  0.047855
0.097  2.3768  -0.65076  2.2982  -2.2568  17.1  3.0034e-15  0.048353
0.098  2.3762  -0.65755  2.296  -2.2793  17.1  2.8998e-15  0.048852
0.099  2.3755  -0.66435  2.2937  -2.3019  17.1  3.0034e-15  0.04935
0.1  2.3749  -0.67115  2.2914  -2.3243  17.1  3.1069e-15  0.049849
0.101  2.3742  -0.67796  2.289  -2.3468  17.1  3.2105e-15  0.050347
0.102  2.3735  -0.68478  2.2867  -2.3693  17.1  3.2105e-15  0.050846
0.103  2.3728  -0.69159  2.2843  -2.3917  17.1  3.4176e-15  0.051344
0.104  2.3721  -0.69842  2.2819  -2.4141  17.1  3.4176e-15  0.051843
0.105  2.3714  -0.70524  2.2795  -2.4365  17.1  3.5212e-15  0.052341
0.106  2.3707  -0.71208  2.277  -2.4588  17.1  3.6248e-15  0.05284
0.107  2.37  -0.71891  2.2746  -2.4811  17.1  3.7283e-15  0.053338
0.108  2.3693  -0.72576  2.2721  -2.5034  17.1  3.8319e-15  0.053837
0.109  2.3686  -0.7326  2.2696  -2.5257  17.1  3.8319e-15  0.054335
0.11  2.3678  -0.73946  2.267  -2.548  17.1  3.9355e-15  0.054834
0.111  2.3671  -0.74632  2.2645  -2.5702  17.1  4.039e-15  0.055332
0.112  2.3663  -0.75318  2.2619  -2.5924  17.1  4.1426e-15  0.055831
0.113  2.3656  -0.76005  2.2593  -2.6146  17.1  4.1426e-15  0.056329
0.114  2.3648  -0.76692  2.2566  -2.6367  17.1  4.2462e-15  0.056828
0.115  2.364  -0.7738  2.254  -2.6588  17.1  4.3497e-15  0.057326
0.116  2.3633  -0.78069  2.2513  -2.6809  17.1  4.4533e-15  0.057825
0.117  2.3625  -0.78758  2.2486  -2.703  17.1  4.5569e-15  0.058323
0.118  2.3617  -0.79447  2.2459  -2.7251  17.1  4.6604e-15  0.058822
0.119  2.3609  -0.80137  2.2432  -2.7471  17.1  4.764e-15  0.05932
0.12  2.3601  -0.80828  2.2404  -2.7691  17.1  4.8675e-15  0.059819
0.121  2.3593  -0.81519  2.2376  -2.791  17.1  4.8675e-15  0.060317
0.122  2.3584  -0.82211  2.2348  -2.813  17.1  4.8675e-15  0.060816
0.123  2.3576  -0.82904  2.232  -2.8349  17.1  5.1782e-15  0.061314
0.124  2.3568  -0.83597  2.2292  -2.8568  17.1  5.2818e-15  0.061813
0.125  2.3559  -0.8429  2.2263  -2.8786  17.1  5.3854e-15  0.062311
0.126  2.3551  -0.84984  2.2234  -2.9004  17.1  5.4889e-15  0.062809
0.127  2.3542  -0.85679  2.2205  -2.9222  17.1  5.4889e-15  0.063308
0.128  2.3534  -0.86374  2.2176  -2.944  17.1  5.6961e-15  0.063806
0.129  2.3525  -0.8707  2.2146  -2.9657  17.1  5.7996e-15  0.064305
0.13  2.3516  -0.87767  2.2116  -2.9875  17.1  5.9032e-15  0.064803
0.131  2.3508  -0.88464  2.2086  -3.0091  17.1  6.0068e-15  0.065302
0.132  2.3499  -0.89162  2.2056  -3.0308  17.1  6.0068e-15  0.0658
0.133  2.349  -0.8986  2.2026  -3.0524  17.1  6.1103e-15  0.066299
0.134  2.3481  -0.90559  2.1995  -3.074  17.1  6.2139e-15  0.066797
0.135  2.3472  -0.91258  2.1964  -3.0956  17.1  6.421e-15  0.067296
0.136  2.3463  -0.91959  2.1933  -3.1171  17.1  6.421e-15  0.067794
0.137  2.3453  -0.9266  2.1902  -3.1386  17.1  6.6282e-15  0.068293
0.138  2.3444  -0.93361  2.1871  -3.1601  17.1  6.7317e-15  0.068791
0.139  2.3435  -0.94063  2.1839  -3.1815  17.1  6.8353e-15  0.06929
0.14  2.3425  -0.94766  2.1807  -3.2029  17.1  6.9388e-15  0.069788
0.141  2.3416  -0.95469  2.1775  -3.2243  17.1  7.0424e-15  0.070287
0.142  2.3406  -0.96173  2.1742  -3.2456  17.1  7.146e-15  0.070785
0.143  2.3396  -0.96878  2.171  -3.267  17.1  7.2495e-15  0.071284
0.144  2.3387  -0.97584  2.1677  -3.2882  17.1  7.3531e-15  0.071782
0.145  2.3377  -0.9829  2.1644  -3.3095  17.1  7.5602e-15  0.072281
0.146  2.3367  -0.98996  2.1611  -3.3307  17.1  7.6638e-15  0.072779
0.147  2.3357  -0.99704  2.1577  -3.3519  17.1  7.8709e-15  0.073278
0.148  2.3347  -1.0041  2.1544  -3.373  17.1  7.8709e-15  0.073776
0.149  2.3337  -1.0112  2.151  -3.3942  17.1  8.0781e-15  0.074275
0.15  2.3327  -1.0183  2.1476  -3.4152  17.1  8.2852e-15  0.074773
0.151  2.3317  -1.0254  2.1442  -3.4363  17.1  8.2852e-15  0.075272
0.152  2.3306  -1.0325  2.1407  -3.4573  17.1  8.4923e-15  0.07577
0.153  2.3296  -1.0396  2.1373  -3.4783  17.1  8.5959e-15  0.076269
0.154  2.3286  -1.0467  2.1338  -3.4992  17.1  8.803e-15  0.076767
0.155  2.3275  -1.0539  2.1303  -3.5202  17.1  8.9066e-15  0.077266
0.156  2.3265  -1.061  2.1267  -3.541  17.1  9.0101e-15  0.077764
0.157  2.3254  -1.0682  2.1232  -3.5619  17.1  9.2173e-15  0.078263
0.158  2.3243  -1.0753  2.1196  -3.5827  17.1  9.3208e-15  0.078761
0.159  2.3232  -1.0825  2.116  -3.6035  17.1  9.528e-15  0.07926
0.16  2.3222  -1.0896  2.1124  -3.6242  17.1  9.6315e-15  0.079758
0.161  2.3211  -1.0968  2.1088  -3.6449  17.1  9.7351e-15  0.080257
0.162  2.32  -1.104  2.1051  -3.6656  17.1  9.9422e-15  0.080755
0.163  2.3189  -1.1112  2.1014  -3.6862  17.1  1.0149e-14  0.081254
0.164  2.3177  -1.1184  2.0977  -3.7068  17.1  1.0149e-14  0.081752
0.165  2.3166  -1.1256  2.094  -3.7274  17.1  1.0356e-14  0.082251
0.166  2.3155  -1.1328  2.0903  -3.7479  17.1  1.046e-14  0.082749
0.167  2.3143  -1.14  2.0865  -3.7684  17.1  1.0667e-14  0.083247
0.168  2.3132  -1.1472  2.0827  -3.7888  17.1  1.0874e-14  0.083746
0.169  2.3121  -1.1544  2.0789  -3.8092  17.1  1.0874e-14  0.084244
0.17  2.3109  -1.1617  2.0751  -3.8296  17.1  1.1185e-14  0.084743
0.171  2.3097  -1.1689  2.0713  -3.85  17.1  1.1289e-14  0.085241
0.172  2.3086  -1.1762  2.0674  -3.8703  17.1  1.1392e-14  0.08574
0.173  2.3074  -1.1835  2.0635  -3.8905  17.1  1.1599e-14  0.086238
0.174  2.3062  -1.1907  2.0596  -3.9107  17.1  1.1703e-14  0.086737
0.175  2.305  -1.198  2.0557  -3.9309  17.1  1.1806e-14  0.087235
0.176  2.3038  -1.2053  2.0518  -3.9511  17.1  1.2117e-14  0.087734
0.177  2.3026  -1.2126  2.0478  -3.9712  17.1  1.2221e-14  0.088232
0.178  2.3014  -1.2199  2.0438  -3.9913  17.1  1.2428e-14  0.088731
0.179  2.3001  -1.2272  2.0398  -4.0113  17.1  1.2531e-14  0.089229
0.18  2.2989  -1.2345  2.0358  -4.0313  17.1  1.2738e-14  0.089728
0.181  2.2977  -1.2418  2.0318  -4.0512  17.1  1.3049e-14  0.090226
0.182  2.2964  -1.2492  2.0277  -4.0711  17.1  1.3256e-14  0.090725
0.183  2.2952  -1.2565  2.0236  -4.091  17.1  1.336e-14  0.091223
0.184  2.2939  -1.2639  2.0195  -4.1108  17.1  1.3567e-14  0.091722
0.185  2.2927  -1.2712  2.0154  -4.1306  17.1  1.3878e-14  0.09222
0.186  2.2914  -1.2786  2.0113  -4.1504  17.1  1.3981e-14  0.092719
0.187  2.2901  -1.286  2.0071  -4.1701  17.1  1.4188e-14  0.093217
0.188  2.2888  -1.2934  2.0029  -4.1898  17.1  1.4292e-14  0.093716
0.189  2.2875  -1.3007  1.9987  -4.2094  17.1  1.4603e-14  0.094214
0.19  2.2862  -1.3081  1.9945  -4.229  17.1  1.481e-14  0.094713
0.191  2.2849  -1.3156  1.9903  -4.2485  17.1  1.481e-14  0.095211
0.192  2.2836  -1.323  1.986  -4.268  17.1  1.512e-14  0.09571
0.193  2.2822  -1.3304  1.9817  -4.2875  17.1  1.5431e-14  0.096208
0.194  2.2809  -1.3378  1.9774  -4.3069  17.1  1.5535e-14  0.096707
0.195  2.2796  -1.3453  1.9731  -4.3263  17.1  1.5638e-14  0.097205
0.196  2.2782  -1.3527  1.9688  -4.3456  17.1  1.6053e-14  0.097704
0.197  2.2769  -1.3602  1.9644  -4.3649  17.1  1.6156e-14  0.098202
0.198  2.2755  -1.3677  1.9601  -4.3842  17.1  1.6363e-14  0.098701
0.199  2.2741  -1.3751  1.9557  -4.4034  17.1  1.657e-14  0.099199
0.2  2.2728  -1.3826  1.9512  -4.4225  17.1  1.6881e-14  0.099698
0.201  2.2714  -1.3901  1.9468  -4.4417  17.1  1.7088e-14  0.1002
0.202  2.27  -1.3976  1.9424  -4.4607  17.1  1.7295e-14  0.10069
0.203  2.2686  -1.4051  1.9379  -4.4798  17.1  1.7606e-14  0.10119
0.204  2.2672  -1.4127  1.9334  -4.4988  17.1  1.7813e-14  0.10169
0.205  2.2657  -1.4202  1.9289  -4.5177  17.1  1.7917e-14  0.10219
0.206  2.2643  -1.4277  1.9244  -4.5366  17.1  1.8227e-14  0.10269
0.207  2.2629  -1.4353  1.9198  -4.5555  17.1  1.8435e-14  0.10319
0.208  2.2614  -1.4428  1.9153  -4.5743  17.1  1.8745e-14  0.10369
0.209  2.26  -1.4504  1.9107  -4.593  17.1  1.9056e-14  0.10418
0.21  2.2585  -1.458  1.9061  -4.6118  17.1  1.9263e-14  0.10468
0.211  2.2571  -1.4656  1.9015  -4.6304  17.1  1.947e-14  0.10518
0.212  2.2556  -1.4732  1.8968  -4.6491  17.1  1.9884e-14  0.10568
0.213  2.2541  -1.4808  1.8922  -4.6676  17.1  1.9988e-14  0.10618
0.214  2.2527  -1.4884  1.8875  -4.6862  17.1  2.0195e-14  0.10668
0.215  2.2512  -1.496  1.8828  -4.7047  17.1  2.0506e-14  0.10717
0.216  2.2497  -1.5036  1.8781  -4.7231  17.1  2.0713e-14  0.10767
0.217  2.2482  -1.5113  1.8733  -4.7415  17.1  2.092e-14  0.10817
0.218  2.2466  -1.5189  1.8686  -4.7599  17.1  2.1231e-14  0.10867
0.219  2.2451  -1.5266  1.8638  -4.7782  17.1  2.1541e-14  0.10917
0.22  2.2436  -1.5342  1.859  -4.7964  17.1  2.1749e-14  0.10967
0.221  2.242  -1.5419  1.8542  -4.8147  17.1  2.2059e-14  0.11017
0.222  2.2405  -1.5496  1.8494  -4.8328  17.1  2.2266e-14  0.11066
0.223  2.239  -1.5573  1.8446  -4.8509  17.1  2.2577e-14  0.11116
0.224  2.2374  -1.565  1.8397  -4.869  17.1  2.2888e-14  0.11166
0.225  2.2358  -1.5727  1.8348  -4.887  17.1  2.3095e-14  0.11216
0.226  2.2342  -1.5804  1.8299  -4.905  17.1  2.3509e-14  0.11266
0.227  2.2327  -1.5882  1.825  -4.9229  17.1  2.3716e-14  0.11316
0.228  2.2311  -1.5959  1.8201  -4.9408  17.1  2.4027e-14  0.11366
0.229  2.2295  -1.6037  1.8151  -4.9587  17.1  2.4338e-14  0.11415
0.23  2.2279  -1.6114  1.8102  -4.9764  17.1  2.4648e-14  0.11465
0.231  2.2262  -1.6192  1.8052  -4.9942  17.1  2.4959e-14  0.11515
0.232  2.2246  -1.627  1.8002  -5.0119  17.1  2.527e-14  0.11565
0.233  2.223  -1.6348  1.7952  -5.0295  17.1  2.5684e-14  0.11615
0.234  2.2214  -1.6426  1.7901  -5.0471  17.1  2.5891e-14  0.11665
0.235  2.2197  -1.6504  1.7851  -5.0646  17.1  2.6202e-14  0.11714
0.236  2.2181  -1.6582  1.78  -5.0821  17.1  2.6616e-14  0.11764
0.237  2.2164  -1.666  1.7749  -5.0995  17.1  2.6927e-14  0.11814
0.238  2.2147  -1.6739  1.7698  -5.1169  17.1  2.7238e-14  0.11864
0.239  2.213  -1.6817  1.7647  -5.1343  17.1  2.7548e-14  0.11914
0.24  2.2114  -1.6896  1.7595  -5.1515  17.1  2.7963e-14  0.11964
0.241  2.2097  -1.6975  1.7544  -5.1688  17.1  2.8273e-14  0.12014
0.242  2.208  -1.7053  1.7492  -5.186  17.1  2.8584e-14  0.12063
0.243  2.2063  -1.7132  1.744  -5.2031  17.1  2.8895e-14  0.12113
0.244  2.2045  -1.7211  1.7388  -5.2202  17.1  2.9205e-14  0.12163
0.245  2.2028  -1.729  1.7335  -5.2372  17.1  2.962e-14  0.12213
0.246  2.2011  -1.737  1.7283  -5.2542  17.1  3.0034e-14  0.12263
0.247  2.1993  -1.7449  1.723  -5.2711  17.1  3.0344e-14  0.12313
0.248  2.1976  -1.7528  1.7178  -5.288  17.1  3.0759e-14  0.12363
0.249  2.1958  -1.7608  1.7125  -5.3048  17.1  3.1069e-14  0.12412
0.25  2.1941  -1.7687  1.7071  -5.3216  17.1  3.1484e-14  0.12462
0.251  2.1923  -1.7767  1.7018  -5.3383  17.1  3.1898e-14  0.12512
0.252  2.1905  -1.7847  1.6965  -5.355  17.1  3.2209e-14  0.12562
0.253  2.1887  -1.7927  1.6911  -5.3716  17.1  3.2623e-14  0.12612
0.254  2.1869  -1.8007  1.6857  -5.3882  17.1  3.3037e-14  0.12662
0.255  2.1851  -1.8087  1.6803  -5.4047  17.1  3.3348e-14  0.12711
0.256  2.1833  -1.8167  1.6749  -5.4211  17.1  3.3866e-14  0.12761
0.257  2.1815  -1.8248  1.6695  -5.4375  17.1  3.4176e-14  0.12811
0.258  2.1797  -1.8328  1.664  -5.4539  17.1  3.4591e-14  0.12861
0.259  2.1778  -1.8408  1.6586  -5.4702  17.1  3.5108e-14  0.12911
0.26  2.176  -1.8489  1.6531  -5.4864  17.1  3.5523e-14  0.12961
0.261  2.1741  -1.857  1.6476  -5.5026  17.1  3.5937e-14  0.13011
0.262  2.1723  -1.8651  1.6421  -5.5188  17.1  3.6351e-14  0.1306
0.263  2.1704  -1.8732  1.6366  -5.5348  17.1  3.6766e-14  0.1311
0.264  2.1685  -1.8813  1.631  -5.5509  17.1  3.718e-14  0.1316
0.265  2.1666  -1.8894  1.6255  -5.5668  17.1  3.749e-14  0.1321
0.266  2.1647  -1.8975  1.6199  -5.5828  17.1  3.8008e-14  0.1326
0.267  2.1628  -1.9056  1.6143  -5.5986  17.1  3.8526e-14  0.1331
0.268  2.1609  -1.9138  1.6087  -5.6144  17.1  3.894e-14  0.13359
0.269  2.159  -1.9219  1.6031  -5.6302  17.1  3.9355e-14  0.13409
0.27  2.1571  -1.9301  1.5974  -5.6459  17.1  3.9872e-14  0.13459
0.271  2.1551  -1.9383  1.5918  -5.6615  17.1  4.039e-14  0.13509
0.272  2.1532  -1.9465  1.5861  -5.6771  17.1  4.0805e-14  0.13559
0.273  2.1513  -1.9547  1.5804  -5.6926  17.1  4.1219e-14  0.13609
0.274  2.1493  -1.9629  1.5747  -5.7081  17.1  4.1737e-14  0.13659
0.275  2.1473  -1.9711  1.569  -5.7235  17.1  4.2151e-14  0.13708
0.276  2.1454  -1.9793  1.5633  -5.7389  17.1  4.2565e-14  0.13758
0.277  2.1434  -1.9876  1.5575  -5.7542  17.1  4.2979e-14  0.13808
0.278  2.1414  -1.9958  1.5518  -5.7695  17.1  4.3394e-14  0.13858
0.279  2.1394  -2.0041  1.546  -5.7847  17.1  4.3911e-14  0.13908
0.28  2.1374  -2.0123  1.5402  -5.7998  17.1  4.4326e-14  0.13958
0.281  2.1354  -2.0206  1.5344  -5.8149  17.1  4.4844e-14  0.14008
0.282  2.1333  -2.0289  1.5286  -5.8299  17.1  4.5258e-14  0.14057
0.283  2.1313  -2.0372  1.5227  -5.8449  17.1  4.5776e-14  0.14107
0.284  2.1293  -2.0455  1.5169  -5.8598  17.1  4.6397e-14  0.14157
0.285  2.1272  -2.0539  1.511  -5.8746  17.1  4.6811e-14  0.14207
0.286  2.1251  -2.0622  1.5051  -5.8894  17.1  4.7433e-14  0.14257
0.287  2.1231  -2.0705  1.4992  -5.9042  17.1  4.7951e-14  0.14307
0.288  2.121  -2.0789  1.4933  -5.9188  17.1  4.8365e-14  0.14356
0.289  2.1189  -2.0873  1.4874  -5.9335  17.1  4.8883e-14  0.14406
0.29  2.1168  -2.0957  1.4815  -5.948  17.1  4.9504e-14  0.14456
0.291  2.1147  -2.104  1.4755  -5.9625  17.1  5.0022e-14  0.14506
0.292  2.1126  -2.1124  1.4695  -5.977  17.1  5.054e-14  0.14556
0.293  2.1105  -2.1208  1.4635  -5.9914  17.1  5.1057e-14  0.14606
0.294  2.1084  -2.1293  1.4576  -6.0057  17.1  5.1575e-14  0.14656
0.295  2.1062  -2.1377  1.4515  -6.02  17.1  5.2093e-14  0.14705
0.296  2.1041  -2.1461  1.4455  -6.0342  17.1  5.2715e-14  0.14755
0.297  2.102  -2.1546  1.4395  -6.0483  17.1  5.3336e-14  0.14805
0.298  2.0998  -2.1631  1.4334  -6.0624  17.1  5.3854e-14  0.14855
0.299  2.0976  -2.1715  1.4273  -6.0764  17.1  5.4372e-14  0.14905
0.3  2.0955  -2.18  1.4213  -6.0904  17.1  5.4889e-14  0.14955
0.301  2.0933  -2.1885  1.4152  -6.1043  17.1  5.5511e-14  0.15004
0.302  2.0911  -2.197  1.4091  -6.1182  17.1  5.6236e-14  0.15054
0.303  2.0889  -2.2055  1.4029  -6.132  17.1  5.665e-14  0.15104
0.304  2.0867  -2.2141  1.3968  -6.1457  17.1  5.7375e-14  0.15154
0.305  2.0844  -2.2226  1.3906  -6.1594  17.1  5.7996e-14  0.15204
0.306  2.0822  -2.2312  1.3845  -6.173  17.1  5.8618e-14  0.15254
0.307  2.08  -2.2397  1.3783  -6.1865  17.1  5.9136e-14  0.15304
0.308  2.0777  -2.2483  1.3721  -6.2  17.1  5.9757e-14  0.15353
0.309  2.0755  -2.2569  1.3659  -6.2135  17.1  6.0275e-14  0.15403
0.31  2.0732  -2.2655  1.3597  -6.2268  17.1  6.1e-14  0.15453
0.311  2.071  -2.2741  1.3534  -6.2401  17.1  6.1621e-14  0.15503
0.312  2.0687  -2.2827  1.3472  -6.2534  17.1  6.2346e-14  0.15553
0.313  2.0664  -2.2913  1.3409  -6.2666  17.1  6.2864e-14  0.15603
0.314  2.0641  -2.2999  1.3347  -6.2797  17.1  6.3485e-14  0.15653
0.315  2.0618  -2.3086  1.3284  -6.2928  17.1  6.421e-14  0.15702
0.316  2.0595  -2.3172  1.3221  -6.3058  17.1  6.4832e-14  0.15752
0.317  2.0572  -2.3259  1.3158  -6.3187  17.1  6.5557e-14  0.15802
0.318  2.0548  -2.3346  1.3094  -6.3316  17.1  6.6282e-14  0.15852
0.319  2.0525  -2.3433  1.3031  -6.3444  17.1  6.6903e-14  0.15902
0.32  2.0501  -2.352  1.2967  -6.3571  17.1  6.7524e-14  0.15952
0.321  2.0478  -2.3607  1.2904  -6.3698  17.1  6.8146e-14  0.16001
0.322  2.0454  -2.3694  1.284  -6.3825  17.1  6.8871e-14  0.16051
0.323  2.043  -2.3781  1.2776  -6.395  17.1  6.9596e-14  0.16101
0.324  2.0407  -2.3869  1.2712  -6.4075  17.1  7.0217e-14  0.16151
0.325  2.0383  -2.3956  1.2648  -6.42  17.1  7.0942e-14  0.16201
