1 -14.7976 -0.404136 0.000142809 3.6479e-05 0.89737 -16.0992 -10.7434 0.000151042 -8.29105e-06 4.05306 -18.9592 -11.8749 0.000147284 -2.5768e-05 4.33587 -13.1108 3.36453 -1.03957e-06 3.98861e-05 3.46593 -19.9007 -12.8082 0.000146091 -2.91097e-05 1.90313 -5.93527 2.56213 4.7844e-05 7.8397e-05 0.907732 -17.3657 -2.8649 0.00013282 -5.18692e-05 9.71318 -16.8072 -9.09372 0.000149904 -1.58815e-05 2.04974 -19.5177 -1.77133 9.97424e-05 -7.58452e-05 1.22811 -14.132 1.67956 -2.37826e-06 3.73972e-05 3.43289 -14.9656 0.254258 -1.0784e-05 1.08357e-05 4.15412 -4.91394 2.9713 4.69766e-05 7.81459e-05 2.79396 -12.254 6.33813 -4.75293e-06 3.23851e-05 8.62608 -9.92506 5.07962 1.23642e-05 5.75799e-05 1.46833 -14.5284 -0.507584 0.000129626 5.54666e-05 3.19003 -23.2316 10.8858 5.02006e-06 -4.91373e-05 8.6233 -15.1649 -0.0699321 0.000100535 -7.58488e-05 2.4898 -15.2301 -0.111809 0.000106103 -7.30289e-05 5.68325 -15.2601 -0.427674 0.000139607 -4.22237e-05 5.94448 -15.0783 -1.77592 0.000151382 -3.57431e-06 5.89235 -10.6681 8.05168 -1.74515e-06 3.85952e-05 5.6982 -10.8525 -3.91429 0.000125915 5.9248e-05 1.41315 -18.2076 3.22444 1.22448e-05 -5.74583e-05 3.09704 -2.73981 -0.885117 7.58657e-05 8.12558e-05 3.67708 -19.6672 -6.719 0.000136909 -4.64765e-05 3.1412 -20.1263 2.07041 3.94944e-05 -7.55395e-05 6.0497 -15.9976 -0.365006 9.80095e-05 -7.64968e-05 7.58871 -16.6254 -0.0853712 7.43073e-05 -8.13681e-05 6.38017 -14.3183 4.30557 -1.04626e-05 1.27359e-05 5.02208 -25.4465 -3.34174 9.48222e-05 -7.75935e-05 4.14188 
101 -14.7835 -0.400409 0.000138533 3.80341e-05 0.89737 -16.0841 -10.7442 0.000150912 -8.09921e-06 4.05306 -18.9445 -11.8775 0.000147259 -2.57317e-05 4.33587 -13.1109 3.36851 -1.53611e-06 3.98186e-05 3.46593 -19.8861 -12.811 0.000146425 -2.87202e-05 1.90313 -5.93048 2.56998 4.80333e-05 7.85155e-05 0.907732 -17.3524 -2.87006 0.000133207 -5.12818e-05 9.71318 -16.7922 -9.09531 0.000149925 -1.59259e-05 2.04974 -19.5077 -1.77891 0.000100349 -7.57601e-05 1.22811 -14.1322 1.68327 -2.95075e-06 3.6673e-05 3.43289 -14.967 0.254908 -1.59107e-05 2.12839e-06 4.15412 -4.90925 2.97911 4.67436e-05 7.80722e-05 2.79396 -12.2545 6.34136 -4.78309e-06 3.2205e-05 8.62608 -9.92384 5.08538 1.19928e-05 5.76135e-05 1.46833 -14.5157 -0.501921 0.000123111 5.77941e-05 3.19003 -23.2311 10.8809 5.07852e-06 -4.92122e-05 8.6233 -15.1613 -0.0818609 -3.47602e-05 -0.00016733 2.4898 -15.2167 -0.117709 0.000165111 -4.3006e-05 5.68325 -15.246 -0.431273 0.000140651 -2.96881e-05 5.94448 -15.0631 -1.77618 0.000150827 -1.68448e-06 5.89235 -10.6683 8.05552 -1.99439e-06 3.82494e-05 5.6982 -10.8399 -3.90835 0.000125683 5.94259e-05 1.41315 -18.2064 3.21868 1.23992e-05 -5.78396e-05 3.09704 -2.73223 -0.87699 7.57581e-05 8.12943e-05 3.67708 -19.6535 -6.72364 0.000137052 -4.63206e-05 3.1412 -20.1223 2.06285 3.98729e-05 -7.56473e-05 6.0497 -15.9876 -0.372594 0.000100346 -7.52656e-05 7.58871 -16.6178 -0.0935728 7.8158e-05 -8.2662e-05 6.38017 -14.3193 4.30683 -1.02564e-05 1.23287e-05 5.02208 -25.437 -3.3495 9.49646e-05 -7.75582e-05 4.14188 
201 -14.7699 -0.396534 0.000134198 3.94523e-05 0.89737 -16.069 -10.745 0.000150782 -7.90726e-06 4.05306 -18.9298 -11.8801 0.000147235 -2.56953e-05 4.33587 -13.1111 3.37249 -2.03239e-06 3.97505e-05 3.46593 -19.8714 -12.8139 0.000146759 -2.83306e-05 1.90313 -5.92566 2.57783 4.82228e-05 7.86339e-05 0.907732 -17.3391 -2.87516 0.000133594 -5.06934e-05 9.71318 -16.7772 -9.09691 0.000149945 -1.59703e-05 2.04974 -19.4976 -1.78648 0.000100955 -7.56743e-05 1.22811 -14.1326 1.6869 -3.5176e-06 3.59473e-05 3.43289 -14.9688 0.254682 -2.07895e-05 -6.68759e-06 4.15412 -4.90459 2.98691 4.65107e-05 7.79983e-05 2.79396 -12.2549 6.34457 -4.81296e-06 3.20248e-05 8.62608 -9.92266 5.09114 1.16215e-05 5.76469e-05 1.46833 -14.5037 -0.496027 0.000116509 6.00744e-05 3.19003 -23.2306 10.876 5.13702e-06 -4.9287e-05 8.6233 -15.1775 -0.10719 -0.000410292 -0.000420712 2.4898 -15.1946 -0.11876 0.00032923 5.76055e-05 5.68325 -15.2319 -0.433599 0.000141709 -1.67446e-05 5.94448 -15.0481 -1.77626 0.000150264 2.10373e-07 5.89235 -10.6685 8.05933 -2.24335e-06 3.79036e-05 5.6982 -10.8274 -3.9024 0.000125451 5.96036e-05 1.41315 -18.2051 3.21288 1.25539e-05 -5.82203e-05 3.09704 -2.72466 -0.868859 7.56505e-05 8.13327e-05 3.67708 -19.6398 -6.72826 0.000137196 -4.61646e-05 3.1412 -20.1183 2.05528 4.02513e-05 -7.57543e-05 6.0497 -15.9775 -0.380059 0.000102677 -7.40236e-05 7.58871 -16.6098 -0.101903 8.19957e-05 -8.39399e-05 6.38017 -14.3204 4.30804 -1.00492e-05 1.19213e-05 5.02208 -25.4275 -3.35725 9.51069e-05 -7.75229e-05 4.14188 
301 -14.7567 -0.392523 0.000129805 4.07425e-05 0.89737 -16.0539 -10.7458 0.000150651 -7.71518e-06 4.05306 -18.915 -11.8826 0.00014721 -2.56588e-05 4.33587 -13.1113 3.37646 -2.52824e-06 3.96819e-05 3.46593 -19.8567 -12.8167 0.000147093 -2.79411e-05 1.90313 -5.92083 2.5857 4.84124e-05 7.87522e-05 0.907732 -17.3257 -2.8802 0.00013398 -5.01039e-05 9.71318 -16.7623 -9.09851 0.000149965 -1.60148e-05 2.04974 -19.4875 -1.79404 0.000101561 -7.55876e-05 1.22811 -14.1329 1.69045 -4.078e-06 3.52209e-05 3.43289 -14.9711 0.253565 -2.54189e-05 -1.56711e-05 4.15412 -4.89995 2.99471 4.62778e-05 7.79242e-05 2.79396 -12.2554 6.34777 -4.84251e-06 3.18446e-05 8.62608 -9.92152 5.09691 1.12504e-05 5.76799e-05 1.46833 -14.4924 -0.489907 0.000109806 6.23112e-05 3.19003 -23.2301 10.871 5.19555e-06 -4.93618e-05 8.6233 -15.2125 -0.148011 -0.000120121 -0.000260857 2.4898 -15.1644 -0.114088 0.000201604 -2.33517e-05 5.68325 -15.2177 -0.434601 0.0001427 -3.16689e-06 5.94448 -15.0331 -1.77614 0.000149696 2.1088e-06 5.89235 -10.6687 8.0631 -2.49203e-06 3.75579e-05 5.6982 -10.8148 -3.89643 0.000125218 5.97812e-05 1.41315 -18.2039 3.20704 1.27086e-05 -5.86003e-05 3.09704 -2.7171 -0.860723 7.55429e-05 8.13709e-05 3.67708 -19.6261 -6.73287 0.000137339 -4.60084e-05 3.1412 -20.1143 2.0477 4.06297e-05 -7.58608e-05 6.0497 -15.9671 -0.387398 0.000105 -7.27702e-05 7.58871 -16.6014 -0.11036 8.58318e-05 -8.52013e-05 6.38017 -14.3214 4.30921 -9.84069e-06 1.15138e-05 5.02208 -25.418 -3.365 9.52492e-05 -7.74875e-05 4.14188 
401 -14.7439 -0.388389 0.000125355 4.1916e-05 0.89737 -16.0389 -10.7466 0.000150521 -7.52299e-06 4.05306 -18.9003 -11.8852 0.000147185 -2.56223e-05 4.33587 -13.1116 3.38043 -3.02375e-06 3.96127e-05 3.46593 -19.842 -12.8195 0.000147426 -2.75516e-05 1.90313 -5.91598 2.59358 4.86021e-05 7.88704e-05 0.907732 -17.3123 -2.88518 0.000134365 -4.95132e-05 9.71318 -16.7473 -9.10011 0.000149986 -1.60592e-05 2.04974 -19.4773 -1.8016 0.000102166 -7.55002e-05 1.22811 -14.1334 1.69394 -4.63231e-06 3.44935e-05 3.43289 -14.9739 0.25154 -2.97897e-05 -2.48778e-05 4.15412 -4.89533 3.00249 4.60449e-05 7.785e-05 2.79396 -12.2559 6.35094 -4.87176e-06 3.16643e-05 8.62608 -9.92041 5.10268 1.08793e-05 5.77127e-05 1.46833 -14.4818 -0.483566 0.000102988 6.4508e-05 3.19003 -23.2295 10.8661 5.25413e-06 -4.94365e-05 8.6233 -15.217 -0.169326 1.34053e-05 -0.000177045 2.4898 -15.1476 -0.119092 0.000142709 -7.17971e-05 5.68325 -15.2034 -0.434202 0.000143475 1.13303e-05 5.94448 -15.0181 -1.77583 0.00014912 4.01207e-06 5.89235 -10.669 8.06684 -2.74045e-06 3.72122e-05 5.6982 -10.8023 -3.89045 0.000124985 5.99586e-05 1.41315 -18.2026 3.20116 1.28634e-05 -5.89797e-05 3.09704 -2.70955 -0.852584 7.54352e-05 8.14091e-05 3.67708 -19.6124 -6.73746 0.000137482 -4.58521e-05 3.1412 -20.1102 2.0401 4.10081e-05 -7.59665e-05 6.0497 -15.9565 -0.394612 0.000107321 -7.1503e-05 7.58871 -16.5926 -0.118943 8.96648e-05 -8.64469e-05 6.38017 -14.3223 4.31034 -9.63103e-06 1.11063e-05 5.02208 -25.4085 -3.37275 9.53915e-05 -7.7452e-05 4.14188 
501 -14.7316 -0.384144 0.000120823 4.29739e-05 0.89737 -16.0238 -10.7473 0.00015039 -7.33067e-06 4.05306 -18.8856 -11.8877 0.00014716 -2.55856e-05 4.33587 -13.1119 3.38439 -3.51903e-06 3.95431e-05 3.46593 -19.8272 -12.8222 0.00014776 -2.7162e-05 1.90313 -5.91111 2.60148 4.87921e-05 7.89885e-05 0.907732 -17.2988 -2.8901 0.000134749 -4.89214e-05 9.71318 -16.7323 -9.10172 0.000150006 -1.61037e-05 2.04974 -19.4671 -1.80914 0.000102771 -7.5412e-05 1.22811 -14.1339 1.69735 -5.18082e-06 3.37651e-05 3.43289 -14.9771 0.248584 -3.3888e-05 -3.42734e-05 4.15412 -4.89074 3.01028 4.58119e-05 7.77757e-05 2.79396 -12.2564 6.3541 -4.90071e-06 3.14839e-05 8.62608 -9.91934 5.10845 1.05084e-05 5.77452e-05 1.46833 -14.4718 -0.477007 9.6042e-05 6.66678e-05 3.19003 -23.229 10.8611 5.31274e-06 -4.95112e-05 8.6233 -15.2112 -0.18447 9.92858e-05 -0.00012797 2.4898 -15.1352 -0.128025 0.000104769 -0.000106151 5.68325 -15.189 -0.432295 0.000144059 2.70288e-05 5.94448 -15.0033 -1.77534 0.000148535 5.92161e-06 5.89235 -10.6693 8.07055 -2.98861e-06 3.68665e-05 5.6982 -10.7898 -3.88444 0.000124751 6.01358e-05 1.41315 -18.2013 3.19524 1.30184e-05 -5.93585e-05 3.09704 -2.70201 -0.844442 7.53275e-05 8.14471e-05 3.67708 -19.5986 -6.74204 0.000137625 -4.56958e-05 3.1412 -20.1061 2.0325 4.13864e-05 -7.60715e-05 6.0497 -15.9456 -0.401698 0.000109646 -7.02193e-05 7.58871 -16.5834 -0.127649 9.34934e-05 -8.76772e-05 6.38017 -14.3233 4.31143 -9.42027e-06 1.06986e-05 5.02208 -25.3989 -3.38049 9.55337e-05 -7.74164e-05 4.14188 
601 -14.7197 -0.379799 0.00011618 4.39097e-05 0.89737 -16.0088 -10.748 0.000150259 -7.13823e-06 4.05306 -18.8709 -11.8903 0.000147136 -2.55489e-05 4.33587 -13.1123 3.38834 -4.0141e-06 3.94731e-05 3.46593 -19.8124 -12.8249 0.000148093 -2.67724e-05 1.90313 -5.90622 2.60938 4.89824e-05 7.91065e-05 0.907732 -17.2853 -2.89496 0.000135133 -4.83285e-05 9.71318 -16.7173 -9.10333 0.000150026 -1.61482e-05 2.04974 -19.4567 -1.81668 0.000103376 -7.53231e-05 1.22811 -14.1344 1.70069 -5.72351e-06 3.30357e-05 3.43289 -14.9806 0.24468 -3.77075e-05 -4.38123e-05 4.15412 -4.88617 3.01805 4.5579e-05 7.77012e-05 2.79396 -12.2569 6.35724 -4.92936e-06 3.13036e-05 8.62608 -9.91831 5.11423 1.01376e-05 5.77775e-05 1.46833 -14.4626 -0.470233 8.89504e-05 6.87933e-05 3.19003 -23.2285 10.8562 5.37139e-06 -4.95858e-05 8.6233 -15.1972 -0.195015 0.000181208 -8.18533e-05 2.4898 -15.1265 -0.140333 6.85454e-05 -0.000140795 5.68325 -15.1746 -0.428743 0.000144554 4.43339e-05 5.94448 -14.9884 -1.77465 0.000147941 7.83796e-06 5.89235 -10.6696 8.07422 -3.2365e-06 3.65209e-05 5.6982 -10.7774 -3.87842 0.000124517 6.03128e-05 1.41315 -18.2 3.18928 1.31736e-05 -5.97367e-05 3.09704 -2.69449 -0.836295 7.52198e-05 8.1485e-05 3.67708 -19.5848 -6.7466 0.000137768 -4.55394e-05 3.1412 -20.1019 2.02489 4.17647e-05 -7.61758e-05 6.0497 -15.9346 -0.408655 0.000111978 -6.89171e-05 7.58871 -16.5739 -0.136478 9.73205e-05 -8.88924e-05 6.38017 -14.3242 4.31248 -9.20838e-06 1.02908e-05 5.02208 -25.3894 -3.38823 9.56758e-05 -7.73807e-05 4.14188 
701 -14.7084 -0.375366 0.000111393 4.47104e-05 0.89737 -15.9938 -10.7487 0.000150128 -6.94566e-06 4.05306 -18.8562 -11.8929 0.000147111 -2.55122e-05 4.33587 -13.1127 3.39228 -4.50896e-06 3.94029e-05 3.46593 -19.7976 -12.8276 0.000148426 -2.63828e-05 1.90313 -5.90131 2.6173 4.91729e-05 7.92244e-05 0.907732 -17.2718 -2.89977 0.000135516 -4.77344e-05 9.71318 -16.7022 -9.10495 0.000150047 -1.61927e-05 2.04974 -19.4464 -1.82421 0.00010398 -7.52334e-05 1.22811 -14.135 1.70396 -6.26033e-06 3.23054e-05 3.43289 -14.9846 0.239818 -4.12502e-05 -5.34525e-05 4.15412 -4.88163 3.02582 4.53461e-05 7.76266e-05 2.79396 -12.2574 6.36036 -4.95771e-06 3.11232e-05 8.62608 -9.91731 5.12001 9.76694e-06 5.78095e-05 1.46833 -14.454 -0.463249 8.16956e-05 7.08869e-05 3.19003 -23.2279 10.8512 5.43008e-06 -4.96604e-05 8.6233 -15.1741 -0.200135 0.000289578 -1.26314e-05 2.4898 -15.1219 -0.156568 2.05299e-05 -0.000187821 5.68325 -15.1601 -0.423355 0.000145155 6.38584e-05 5.94448 -14.9737 -1.77377 0.000147337 9.76166e-06 5.89235 -10.6699 8.07785 -3.48414e-06 3.61752e-05 5.6982 -10.7649 -3.87238 0.000124282 6.04895e-05 1.41315 -18.1987 3.18329 1.33289e-05 -6.01143e-05 3.09704 -2.68697 -0.828145 7.51121e-05 8.15228e-05 3.67708 -19.5711 -6.75115 0.000137912 -4.53829e-05 3.1412 -20.0977 2.01727 4.2143e-05 -7.62793e-05 6.0497 -15.9232 -0.415481 0.00011432 -6.75945e-05 7.58871 -16.564 -0.145427 0.000101149 -9.00924e-05 6.38017 -14.3251 4.31349 -8.99537e-06 9.88287e-06 5.02208 -25.3798 -3.39597 9.5818e-05 -7.7345e-05 4.14188 
801 -14.6975 -0.370862 0.000106427 4.53567e-05 0.89737 -15.9788 -10.7494 0.000149998 -6.75297e-06 4.05306 -18.8415 -11.8954 0.000147085 -2.54754e-05 4.33587 -13.1132 3.39622 -5.00363e-06 3.93323e-05 3.46593 -19.7828 -12.8302 0.00014876 -2.5993e-05 1.90313 -5.89639 2.62523 4.93636e-05 7.93422e-05 0.907732 -17.2582 -2.90451 0.000135899 -4.7139e-05 9.71318 -16.6872 -9.10657 0.000150067 -1.62372e-05 2.04974 -19.436 -1.83173 0.000104583 -7.5143e-05 1.22811 -14.1357 1.70715 -6.79125e-06 3.15744e-05 3.43289 -14.9889 0.233988 -4.45244e-05 -6.31484e-05 4.15412 -4.8771 3.03358 4.51131e-05 7.75518e-05 2.79396 -12.2579 6.36346 -4.98576e-06 3.09428e-05 8.62608 -9.91635 5.12579 9.39635e-06 5.78413e-05 1.46833 -14.4462 -0.456057 7.42578e-05 7.29503e-05 3.19003 -23.2274 10.8463 5.48881e-06 -4.97349e-05 8.6233 -15.1329 -0.191049 0.000688669 0.000376259 2.4898 -15.1253 -0.180849 -0.000155372 -0.000378131 5.68325 -15.1455 -0.415867 0.000146215 8.64887e-05 5.94448 -14.959 -1.7727 0.000146722 1.16933e-05 5.89235 -10.6703 8.08145 -3.73152e-06 3.58296e-05 5.6982 -10.7525 -3.86632 0.000124047 6.06661e-05 1.41315 -18.1973 3.17726 1.34845e-05 -6.04913e-05 3.09704 -2.67946 -0.81999 7.50044e-05 8.15605e-05 3.67708 -19.5573 -6.75568 0.000138055 -4.52263e-05 3.1412 -20.0935 2.00963 4.25212e-05 -7.6382e-05 6.0497 -15.9117 -0.422173 0.000116676 -6.62494e-05 7.58871 -16.5537 -0.154496 0.000104982 -9.12772e-05 6.38017 -14.326 4.31446 -8.78121e-06 9.47477e-06 5.02208 -25.3702 -3.4037 9.596e-05 -7.73092e-05 4.14188 
901 -14.6871 -0.3663 0.000101277 4.58539e-05 0.89737 -15.9638 -10.7501 0.000149867 -6.56014e-06 4.05306 -18.8268 -11.8979 0.00014706 -2.54386e-05 4.33587 -13.1137 3.40015 -5.49812e-06 3.92615e-05 3.46593 -19.7679 -12.8328 0.000149093 -2.56032e-05 1.90313 -5.89144 2.63317 4.95548e-05 7.94599e-05 0.907732 -17.2446 -2.90919 0.000136281 -4.65425e-05 9.71318 -16.6722 -9.1082 0.000150088 -1.62818e-05 2.04974 -19.4255 -1.83924 0.000105186 -7.50519e-05 1.22811 -14.1364 1.71028 -7.31623e-06 3.08427e-05 3.43289 -14.9935 0.227184 -4.75138e-05 -7.2947e-05 4.15412 -4.8726 3.04133 4.48801e-05 7.74769e-05 2.79396 -12.2584 6.36655 -5.0135e-06 3.07623e-05 8.62608 -9.91543 5.13158 9.02585e-06 5.78728e-05 1.46833 -14.4392 -0.44866 6.66148e-05 7.49849e-05 3.19003 -23.2268 10.8413 5.54757e-06 -4.98093e-05 8.6233 -15.092 -0.162301 0.000238364 9.86572e-05 2.4898 -15.1286 -0.215974 4.05662e-05 -0.000281804 5.68325 -15.1309 -0.405889 0.000147439 0.000114307 5.94448 -14.9443 -1.77143 0.000146098 1.36333e-05 5.89235 -10.6707 8.08502 -3.97866e-06 3.5484e-05 5.6982 -10.7401 -3.86025 0.000123811 6.08424e-05 1.41315 -18.196 3.17119 1.36402e-05 -6.08677e-05 3.09704 -2.67197 -0.811832 7.48966e-05 8.15981e-05 3.67708 -19.5434 -6.76019 0.000138198 -4.50696e-05 3.1412 -20.0892 2.00199 4.28995e-05 -7.6484e-05 6.0497 -15.8999 -0.42873 0.000119049 -6.48796e-05 7.58871 -16.543 -0.163682 0.000108821 -9.24469e-05 6.38017 -14.3269 4.31538 -8.56591e-06 9.06653e-06 5.02208 -25.3606 -3.41143 9.6102e-05 -7.72733e-05 4.14188 
