0 0.0 0.0
1 0.991502 -0.423122
2 1.92373 0.297818
3 1.1188 0.956953
4 1.91986 1.01781
5 1.35183 0.633242
6 1.02262 1.07417
7 1.87751 1.71063
8 2.77814 1.35163
9 1.80119 1.95216
10 0.802829 1.11969
11 -0.0848139 1.46261
12 -0.235701 1.21333
13 0.0443989 0.297262
14 -0.725952 1.18993
15 -1.49182 0.471465
16 -2.48747 0.191711
17 -1.91512 -0.27068
18 -2.83008 -0.508118
19 -2.95917 -1.06158
20 -3.76398 -0.559074
21 -3.51927 0.381793
22 -3.76341 0.00726259
23 -4.03199 -0.923808
24 -3.16948 -1.80877
25 -2.81129 -2.79234
26 -1.96733 -2.92054
27 -1.20336 -2.65859
28 -0.705135 -3.51808
29 -1.11606 -2.55452
30 -2.01226 -2.08306
31 -1.97305 -3.07156
32 -2.92294 -3.68635
33 -3.88998 -4.28917
34 -4.6647 -5.17805
35 -5.34029 -6.0156
36 -6.09443 -6.02928
37 -5.10003 -6.1069
38 -4.97734 -7.0939
39 -3.99256 -6.84783
40 -3.22265 -6.71659
41 -2.6376 -6.22412
42 -1.68906 -7.21074
43 -1.69841 -6.7923
44 -0.737822 -7.03595
45 -0.412276 -7.95709
46 -0.934661 -7.10196
47 -0.0194824 -7.11241
48 -0.529183 -6.18243
49 -1.08203 -7.18193
50 -1.74064 -7.14449
51 -1.99647 -6.84533
52 -2.85921 -6.25213
53 -1.87286 -6.88075
54 -2.85529 -6.96221
55 -2.27874 -6.3555
56 -2.12379 -5.63726
57 -3.06045 -6.38532
58 -4.01989 -5.55415
59 -5.01308 -6.25306
60 -5.76355 -6.48572
61 -6.55852 -5.58227
62 -6.93687 -5.47093
63 -6.22303 -5.41827
64 -6.7149 -5.77999
65 -6.7212 -5.33754
66 -6.70221 -5.28132
67 -5.73681 -5.41806
68 -6.68084 -6.39755
69 -5.75699 -7.09212
70 -6.75601 -8.02326
71 -6.37315 -8.74154
72 -7.23856 -9.31728
73 -7.73405 -10.3011
74 -6.76788 -9.51645
75 -5.9552 -10.4721
76 -5.20171 -9.68494
77 -4.5702 -10.6497
78 -5.06903 -11.5617
79 -6.0659 -10.5979
80 -5.86377 -10.3449
81 -5.3654 -9.35921
82 -5.44053 -10.2061
83 -6.40786 -11.1978
84 -5.75961 -10.4905
85 -6.55155 -11.4897
86 -6.97486 -11.8122
87 -7.78292 -12.252
88 -8.30997 -12.6664
89 -7.92777 -12.5184
90 -6.98951 -12.8222
91 -6.13381 -13.8
92 -5.14207 -14.7726
93 -4.78373 -15.7159
94 -5.29593 -15.5397
