1	-4.67272	17.9641	26.5069
2	14.7499	-15.0136	-19.6471
3	34.8466	14.0408	11.7628
4	-10.6145	-4.96209	-10.4508
5	29.0405	2.79695	21.1704
6	-19.9175	-27.0744	28.041
7	-1.32941	4.10849	17.0587
8	-26.1393	22.0129	19.4097
9	2.91766	5.76752	-0.285954
10	45.149	-18.0134	36.5752
11	-15.5797	-21.4291	-14.405
12	32.574	2.63607	15.9171
13	-9.44028	-10.023	37.3608
14	19.0879	-4.63114	17.2089
15	-14.0949	-14.8457	-14.289
16	-4.5343	-20.0897	17.3648
17	42.7189	-23.3723	11.0388
18	-0.144433	-0.699142	7.99835
19	16.8963	-17.6135	-5.10351
20	9.86287	-3.05418	22.7946
21	24.392	0.248498	5.27262
22	-32.4749	13.9104	-23.3065
23	20.92	-21.3164	-2.31706
24	25.6081	4.83716	10.8873
25	40.5551	3.04237	14.073
26	-25.6237	9.85272	-40.3713
27	42.7897	21.3717	3.53354
28	-1.69737	0.350284	2.85334
29	34.9919	2.1648	24.8282
30	-11.0737	-2.86811	6.61313
31	-7.95981	-0.203337	-15.2659
32	9.63652	-16.2781	3.32334
33	17.5893	30.355	-17.8056
34	20.1512	9.95037	-22.1786
35	-15.485	-4.06637	-1.71628
36	-21.5479	1.26152	1.23875
37	23.2595	15.4117	-24.0139
38	-7.45801	-16.8629	-35.3155
39	2.16464	12.2788	13.7851
40	13.458	-6.08834	-13.2575
41	-14.0813	-1.86435	-8.93298
42	-9.02481	10.8268	18.7801
43	-3.38298	-41.5699	25.3357
44	-15.2224	20.265	-3.93026
45	1.09041	19.7331	-0.759295
46	-10.6505	10.0712	-3.27678
47	14.9377	2.66859	1.41769
48	4.79978	-1.28987	-17.5619
49	-26.7418	26.0308	-26.859
50	1.34501	2.69013	17.057
51	7.67344	-12.5081	-23.2108
52	5.42683	-19.1307	-13.0611
53	8.19243	-13.3639	-1.87719
54	-8.22705	-1.27988	-10.8567
55	-29.4133	-24.5495	-5.62537
56	8.60128	-33.2516	-4.5729
57	15.0526	38.3661	-21.8474
58	-26.3006	-25.9772	12.0532
59	13.0721	0.721749	7.15526
60	-19.4379	-37.3859	-8.58753
61	-18.882	13.1505	5.69924
62	9.92053	-28.479	-18.5424
63	-2.6575	14.644	-1.94003
64	-20.7087	-30.2456	22.9499
65	-5.26526	-1.82295	9.6243
66	0.789035	-5.92585	16.5182
67	2.79973	-35.6779	3.85587
68	-36.3223	2.71084	-34.4697
69	-10.0928	11.9206	-20.927
70	-22.9381	-10.9233	0.7775
71	-14.177	35.4281	31.0388
72	4.19513	0.608975	-17.0292
73	2.3522	-23.5464	1.36454
74	22.5066	-3.56739	11.0501
75	0.0867434	-8.98161	27.7242
76	3.32826	-19.2481	-9.69414
77	3.1071	-23.5454	11.8831
78	-30.8006	11.6747	14.313
79	21.8242	-16.2372	-6.46252
80	12.8633	-17.9797	6.67754
81	23.1787	15.9585	-18.032
82	-4.40086	-11.7684	-27.4041
83	17.8382	0.216491	-12.4953
84	12.8688	-16.5948	16.2263
85	15.6748	1.62014	0.804806
86	-4.60376	8.23881	9.87268
87	20.1481	2.69957	43.9433
88	-2.713	7.92606	0.981577
89	10.55	-27.6609	-14.6845
90	-17.4946	15.0195	26.9511
91	9.78638	20.35	-47.6473
92	44.8439	-0.291439	-22.2476
93	32.4304	8.92036	-17.9505
94	-8.90291	-12.409	2.36394
95	-14.63	31.8938	-12.6952
96	30.5529	-14.5327	29.018
97	29.0783	-5.75858	21.074
98	-8.11737	-33.5173	25.2596
99	-59.863	2.14571	-1.66519
100	26.4685	-0.871977	5.81848
101	-33.985	20.3695	5.86475
102	13.7812	29.3706	-23.7073
103	5.38318	14.4751	19.8317
104	-13.2273	18.1621	-9.35454
105	30.0335	8.63777	29.1966
106	-5.40201	20.1414	22.5143
107	-7.22218	25.4342	-1.0712
108	-11.9963	-9.44358	6.33261
109	26.1571	3.72813	-8.96592
110	-9.42577	35.1336	-13.7366
111	49.6716	18.4594	-16.6053
112	-21.2039	-6.97382	-31.0537
113	-5.18661	-10.2836	6.42233
114	13.1486	-9.7151	18.0566
115	9.5515	0.125965	49.5235
116	-24.8953	7.04791	-7.32356
117	16.9964	-6.45789	7.37731
118	13.3929	16.2721	-18.5206
119	31.367	-24.2254	12.0258
120	-18.3872	10.3765	2.72662
121	-20.6014	5.66332	-21.2233
122	-1.03828	-8.3699	14.0764
