0  0  0
1  0.939883  0.297217
2  1.34541  0.425456
3  1.48461  0.469474
4  1.96879  0.622585
5  2.26797  0.717194
6  2.51565  0.79552
7  2.56295  0.810476
8  2.46062  0.778116
9  2.3344  0.738202
10  2.60313  0.823183
11  2.95765  0.93529
12  3.15304  0.997078
13  3.50951  1.1098
14  3.4349  1.08621
15  3.69016  1.16693
16  3.7863  1.19733
17  3.80226  1.20238
18  3.82153  1.20847
19  3.66108  1.15773
20  3.60594  1.1403
21  3.55854  1.12531
22  3.63142  1.14836
23  3.98139  1.25903
24  4.42163  1.39824
25  4.48327  1.41773
26  4.46071  1.4106
27  4.57151  1.44564
28  4.41536  1.39626
29  4.54977  1.43876
30  4.4078  1.39387
31  4.63569  1.46593
32  5.01818  1.58689
33  4.86682  1.53902
34  4.49807  1.42241
35  4.54759  1.43807
36  4.4926  1.42069
37  4.4459  1.40592
38  4.8071  1.52014
39  4.98853  1.57751
40  4.98682  1.57697
41  5.20303  1.64534
42  5.43491  1.71867
43  5.47555  1.73152
44  5.66371  1.79102
45  5.21845  1.65022
46  5.84932  1.84972
47  6.15816  1.94738
48  6.46064  2.04303
49  6.25853  1.97912
50  6.50441  2.05688
51  6.48841  2.05182
52  6.66807  2.10863
53  6.79434  2.14856
54  6.80534  2.15204
55  6.82359  2.15781
56  6.85853  2.16886
57  6.73864  2.13095
58  7.07076  2.23597
59  6.95436  2.19916
60  7.19587  2.27553
61  7.35492  2.32583
62  7.15504  2.26262
63  7.40387  2.34131
64  7.45005  2.35591
65  7.7351  2.44605
66  7.82034  2.47301
67  7.83625  2.47804
68  8.02718  2.53842
69  8.20563  2.59485
70  7.85882  2.48518
71  8.27315  2.6162
72  8.10199  2.56207
73  8.29332  2.62258
74  8.52795  2.69678
75  8.47629  2.68044
76  8.17182  2.58416
77  8.30651  2.62675
78  8.52068  2.69447
79  8.67882  2.74448
80  8.58224  2.71394
81  8.47484  2.67998
82  8.31314  2.62885
83  8.49803  2.68731
84  8.64087  2.73248
85  8.6005  2.71972
86  8.50117  2.68831
87  8.72149  2.75798
88  8.64421  2.73354
89  8.78881  2.77927
90  8.93236  2.82466
91  8.8662  2.80374
92  9.01551  2.85095
93  8.96404  2.83468
94  8.89415  2.81258
95  9.07128  2.86859
96  9.31724  2.94637
97  9.0753  2.86986
98  9.08676  2.87349
99  9.06849  2.86771
100  9.17101  2.90013
101  8.95857  2.83295
102  9.02652  2.85444
103  8.91989  2.82072
104  8.99196  2.84351
