5 92 9908 10.6307
15 100 9808 11.0374
25 101 9707 11.0871
35 90 9617 10.5263
45 88 9529 10.4207
55 91 9438 10.5786
65 86 9352 10.314
75 97 9255 10.8869
85 91 9164 10.5786
95 82 9082 10.0967
105 90 8992 10.5263
115 80 8912 9.9861
125 64 8848 9.04674
135 96 8752 10.8362
145 74 8678 9.64581
155 66 8612 9.17007
165 76 8536 9.76071
175 71 8465 9.47054
185 75 8390 9.70345
195 60 8330 8.79423
205 85 8245 10.2601
215 75 8170 9.70345
225 73 8097 9.58778
235 66 8031 9.17007
245 71 7960 9.47054
255 77 7883 9.8176
265 75 7808 9.70345
275 78 7730 9.87412
285 79 7651 9.93029
295 67 7584 9.23104
305 67 7517 9.23104
315 72 7445 9.52936
325 64 7381 9.04674
335 75 7306 9.70345
345 50 7256 8.1239
355 72 7184 9.52936
365 73 7111 9.58778
375 60 7051 8.79423
385 64 6987 9.04674
395 81 6906 10.0416
405 64 6842 9.04674
415 59 6783 8.72981
425 73 6710 9.58778
435 65 6645 9.10864
445 59 6586 8.72981
455 59 6527 8.72981
465 68 6459 9.29156
475 39 6420 7.30476
485 53 6367 8.33144
495 58 6309 8.66485
505 50 6259 8.1239
515 57 6202 8.59934
525 53 6149 8.33144
535 52 6097 8.26292
545 50 6047 8.1239
555 52 5995 8.26292
565 57 5938 8.59934
575 57 5881 8.59934
585 56 5825 8.53326
595 61 5764 8.85812
605 49 5715 8.05337
615 53 5662 8.33144
625 52 5610 8.26292
635 53 5557 8.33144
645 54 5503 8.39932
655 47 5456 7.91014
665 38 5418 7.22495
675 58 5360 8.66485
685 46 5314 7.8374
695 51 5263 8.19375
705 46 5217 7.8374
715 51 5166 8.19375
725 52 5114 8.26292
735 42 5072 7.53835
745 45 5027 7.76387
755 59 4968 8.72981
765 46 4922 7.8374
775 48 4874 7.98212
785 38 4836 7.22495
795 55 4781 8.46659
805 50 4731 8.1239
815 42 4689 7.53835
825 45 4644 7.76387
835 43 4601 7.61438
845 38 4563 7.22495
855 45 4518 7.76387
865 45 4473 7.76387
875 50 4423 8.1239
885 28 4395 6.3619
895 40 4355 7.38357
905 30 4325 6.54527
915 40 4285 7.38357
925 46 4239 7.8374
935 46 4193 7.8374
945 43 4150 7.61438
955 42 4108 7.53835
965 33 4075 6.80948
975 38 4037 7.22495
985 38 3999 7.22495
995 32 3967 6.72276
1005 37 3930 7.1441
1015 37 3893 7.1441
1025 32 3861 6.72276
1035 36 3825 7.06218
1045 20 3805 5.55522
1055 36 3769 7.06218
1065 37 3732 7.1441
1075 49 3683 8.05337
1085 29 3654 6.45436
1095 33 3621 6.80948
1105 21 3600 5.66369
1115 37 3563 7.1441
1125 21 3542 5.66369
1135 25 3517 6.07445
1145 22 3495 5.7697
1155 30 3465 6.54527
1165 31 3434 6.63471
1175 34 3400 6.89491
1185 19 3381 5.4441
1195 33 3348 6.80948
1205 26 3322 6.17204
1215 31 3291 6.63471
1225 29 3262 6.45436
1235 28 3234 6.3619
1245 30 3204 6.54527
1255 26 3178 6.17204
1265 24 3154 5.97494
1275 30 3124 6.54527
1285 24 3100 5.97494
1295 29 3071 6.45436
1305 25 3046 6.07445
1315 29 3017 6.45436
1325 12 3005 4.57071
1335 25 2980 6.07445
1345 30 2950 6.54527
1355 23 2927 5.8734
1365 25 2902 6.07445
1375 28 2874 6.3619
1385 26 2848 6.17204
1395 32 2816 6.72276
1405 19 2797 5.4441
1415 19 2778 5.4441
1425 29 2749 6.45436
1435 28 2721 6.3619
1445 29 2692 6.45436
1455 26 2666 6.17204
1465 37 2629 7.1441
1475 27 2602 6.26783
1485 14 2588 4.84057
1495 23 2565 5.8734
1505 21 2544 5.66369
1515 27 2517 6.26783
1525 22 2495 5.7697
1535 17 2478 5.21307
1545 29 2449 6.45436
1555 23 2426 5.8734
1565 20 2406 5.55522
1575 19 2387 5.4441
1585 24 2363 5.97494
1595 22 2341 5.7697
1605 25 2316 6.07445
1615 25 2291 6.07445
1625 16 2275 5.09268
1635 13 2262 4.7081
1645 21 2241 5.66369
1655 10 2231 4.27872
1665 25 2206 6.07445
1675 18 2188 5.33013
1685 16 2172 5.09268
1695 23 2149 5.8734
1705 20 2129 5.55522
1715 20 2109 5.55522
1725 15 2094 4.96863
1735 25 2069 6.07445
1745 19 2050 5.4441
1755 19 2031 5.4441
1765 13 2018 4.7081
1775 18 2000 5.33013
1785 22 1978 5.7697
1795 19 1959 5.4441
1805 17 1942 5.21307
1815 16 1926 5.09268
1825 18 1908 5.33013
1835 18 1890 5.33013
1845 21 1869 5.66369
1855 13 1856 4.7081
1865 17 1839 5.21307
1875 19 1820 5.4441
1885 16 1804 5.09268
1895 22 1782 5.7697
1905 14 1768 4.84057
1915 10 1758 4.27872
1925 15 1743 4.96863
1935 15 1728 4.96863
1945 13 1715 4.7081
1955 23 1692 5.8734
1965 20 1672 5.55522
1975 26 1646 6.17204
1985 21 1625 5.66369
1995 18 1607 5.33013
2005 14 1593 4.84057
2015 17 1576 5.21307
2025 13 1563 4.7081
2035 22 1541 5.7697
2045 17 1524 5.21307
2055 9 1515 4.1225
2065 15 1500 4.96863
2075 9 1491 4.1225
2085 11 1480 4.42783
2095 13 1467 4.7081
2105 12 1455 4.57071
2115 8 1447 3.95804
2125 16 1431 5.09268
2135 9 1422 4.1225
2145 11 1411 4.42783
2155 16 1395 5.09268
2165 15 1380 4.96863
2175 11 1369 4.42783
2185 10 1359 4.27872
2195 12 1347 4.57071
2205 8 1339 3.95804
2215 10 1329 4.27872
2225 7 1322 3.78388
