5 277 9723 17.6658
15 244 9479 16.6445
25 274 9205 17.5756
35 247 8958 16.7401
45 247 8711 16.7401
55 245 8466 16.6764
65 219 8247 15.824
75 242 8005 16.5804
85 252 7753 16.8981
95 201 7552 15.2039
105 196 7356 15.0268
115 198 7158 15.0979
125 213 6945 15.6202
135 178 6767 14.3697
145 203 6564 15.2741
155 193 6371 14.9194
165 175 6196 14.2571
175 157 6039 13.5599
185 148 5891 13.1963
195 153 5738 13.3996
205 154 5584 13.4399
215 148 5436 13.1963
225 142 5294 12.9478
235 149 5145 13.2372
245 124 5021 12.1692
255 149 4872 13.2372
265 140 4732 12.8638
275 133 4599 12.565
285 120 4479 11.9886
295 103 4376 11.1858
305 104 4272 11.2347
315 116 4156 11.8051
325 117 4039 11.8513
335 103 3936 11.1858
345 89 3847 10.4736
355 107 3740 11.3803
365 103 3637 11.1858
375 106 3531 11.332
385 79 3452 9.93029
395 79 3373 9.93029
405 113 3260 11.6654
415 97 3163 10.8869
425 92 3071 10.6307
435 85 2986 10.2601
445 79 2907 9.93029
455 79 2828 9.93029
465 68 2760 9.29156
475 73 2687 9.58778
485 73 2614 9.58778
495 74 2540 9.64581
505 65 2475 9.10864
515 73 2402 9.58778
525 70 2332 9.4113
535 63 2269 8.98436
545 55 2214 8.46659
555 61 2153 8.85812
565 62 2091 8.92149
575 55 2036 8.46659
585 74 1962 9.64581
595 40 1922 7.38357
605 42 1880 7.53835
615 53 1827 8.33144
625 59 1768 8.72981
635 54 1714 8.39932
645 40 1674 7.38357
655 37 1637 7.1441
665 49 1588 8.05337
675 52 1536 8.26292
685 54 1482 8.39932
695 36 1446 7.06218
705 42 1404 7.53835
715 37 1367 7.1441
725 33 1334 6.80948
735 24 1310 5.97494
745 41 1269 7.46142
755 33 1236 6.80948
765 31 1205 6.63471
775 28 1177 6.3619
785 35 1142 6.97913
795 31 1111 6.63471
805 31 1080 6.63471
815 25 1055 6.07445
825 21 1034 5.66369
835 36 998 7.06218
845 22 976 5.7697
855 35 941 6.97913
865 20 921 5.55522
875 19 902 5.4441
885 24 878 5.97494
895 21 857 5.66369
905 28 829 6.3619
915 30 799 6.54527
925 22 777 5.7697
935 23 754 5.8734
945 18 736 5.33013
955 27 709 6.26783
965 13 696 4.7081
975 19 677 5.4441
985 12 665 4.57071
995 17 648 5.21307
1005 14 634 4.84057
1015 18 616 5.33013
1025 13 603 4.7081
1035 13 590 4.7081
1045 17 573 5.21307
1055 22 551 5.7697
1065 9 542 4.1225
1075 13 529 4.7081
1085 19 510 5.4441
1095 16 494 5.09268
1105 12 482 4.57071
1115 14 468 4.84057
1125 11 457 4.42783
1135 17 440 5.21307
1145 11 429 4.42783
1155 15 414 4.96863
1165 16 398 5.09268
1175 12 386 4.57071
1185 6 380 3.59808
1195 12 368 4.57071
1205 14 354 4.84057
1215 14 340 4.84057
1225 5 335 3.39792
1235 11 324 4.42783
1245 11 313 4.42783
1255 16 297 5.09268
1265 11 286 4.42783
1275 6 280 3.59808
1285 5 275 3.39792
1295 6 269 3.59808
1305 4 265 3.17945
1315 11 254 4.42783
1325 6 248 3.59808
1335 10 238 4.27872
1345 10 228 4.27872
1355 1 227 2.32288
1365 5 222 3.39792
1375 9 213 4.1225
1385 6 207 3.59808
1395 4 203 3.17945
1405 2 201 2.65831
1415 2 199 2.65831
1425 7 192 3.78388
1435 6 186 3.59808
1445 4 182 3.17945
1455 6 176 3.59808
1465 9 167 4.1225
1475 3 164 2.93649
1485 4 160 3.17945
1495 8 152 3.95804
1505 5 147 3.39792
1515 8 139 3.95804
1525 11 128 4.42783
1535 4 124 3.17945
1545 2 122 2.65831
1555 1 121 2.32288
1565 7 114 3.78388
1575 3 111 2.93649
1585 3 108 2.93649
1595 3 105 2.93649
1605 2 103 2.65831
1615 6 97 3.59808
1625 2 95 2.65831
1635 3 92 2.93649
1645 1 91 2.32288
1655 2 89 2.65831
1665 1 88 2.32288
1675 1 87 2.32288
1685 6 81 3.59808
1695 2 79 2.65831
1705 3 76 2.93649
1715 3 73 2.93649
1725 1 72 2.32288
1735 0 72 1.86603
1745 1 71 2.32288
1755 2 69 2.65831
1765 1 68 2.32288
1775 3 65 2.93649
1785 1 64 2.32288
1795 1 63 2.32288
1805 1 62 2.32288
1815 3 59 2.93649
1825 3 56 2.93649
1835 2 54 2.65831
