i	t	sum
1859	-5.77692	8.50828e-22
1860	-5.7768	8.53796e-22
1861	-5.77668	8.55394e-22
1862	-5.77656	8.56005e-22
1863	-5.77644	8.5612e-22
1864	-5.77632	8.56298e-22
1865	-5.7762	8.571e-22
1866	-5.77608	8.59035e-22
1867	-5.77596	8.62502e-22
1868	-5.77584	8.67751e-22
1869	-5.77572	8.74849e-22
1870	-5.7756	8.83672e-22
1871	-5.77548	8.93917e-22
1872	-5.77536	9.05128e-22
1873	-5.77524	9.16744e-22
1874	-5.77512	9.28155e-22
1875	-5.775	9.38771e-22
1876	-5.77488	9.48078e-22
1877	-5.77476	9.55701e-22
1878	-5.77464	9.61444e-22
1879	-5.77452	9.65311e-22
1880	-5.7744	9.67516e-22
1881	-5.77428	9.68454e-22
1882	-5.77416	9.6867e-22
1883	-5.77404	9.68798e-22
1884	-5.77392	9.69495e-22
1885	-5.7738	9.71372e-22
1886	-5.77368	9.74922e-22
1887	-5.77356	9.80472e-22
1888	-5.77344	9.88137e-22
1889	-5.77332	9.97811e-22
1890	-5.7732	1.00917e-21
1891	-5.77308	1.02171e-21
1892	-5.77296	1.03478e-21
1893	-5.77284	1.04769e-21
1894	-5.77272	1.05974e-21
1895	-5.7726	1.07034e-21
1896	-5.77248	1.07902e-21
1897	-5.77236	1.08557e-21
1898	-5.77224	1.08997e-21
1899	-5.77212	1.09246e-21
1900	-5.772	1.09351e-21
1901	-5.77188	1.09374e-21
1902	-5.77176	1.0939e-21
1903	-5.77164	1.09474e-21
1904	-5.77152	1.09696e-21
1905	-5.7714	1.10113e-21
1906	-5.77128	1.1076e-21
1907	-5.77116	1.11648e-21
1908	-5.77104	1.12763e-21
1909	-5.77092	1.14063e-21
1910	-5.7708	1.15487e-21
1911	-5.77068	1.1696e-21
1912	-5.77056	1.184e-21
1913	-5.77044	1.19728e-21
1914	-5.77032	1.20879e-21
1915	-5.7702	1.21803e-21
1916	-5.77008	1.22481e-21
1917	-5.76996	1.22919e-21
1918	-5.76984	1.23151e-21
1919	-5.76972	1.23236e-21
1920	-5.7696	1.23251e-21
1921	-5.76948	1.23284e-21
1922	-5.76936	1.2342e-21
1923	-5.76924	1.23737e-21
1924	-5.76912	1.24291e-21
1925	-5.769	1.25116e-21
1926	-5.76888	1.26212e-21
1927	-5.76876	1.27551e-21
1928	-5.76864	1.29075e-21
1929	-5.76852	1.30708e-21
1930	-5.7684	1.32357e-21
1931	-5.76828	1.33928e-21
1932	-5.76816	1.35336e-21
1933	-5.76804	1.36513e-21
1934	-5.76792	1.37418e-21
1935	-5.7678	1.38042e-21
1936	-5.76768	1.38409e-21
1937	-5.76756	1.38573e-21
1938	-5.76744	1.38615e-21
1939	-5.76732	1.38631e-21
1940	-5.7672	1.38722e-21
1941	-5.76708	1.38983e-21
1942	-5.76696	1.3949e-21
1943	-5.76684	1.40292e-21
1944	-5.76672	1.41407e-21
1945	-5.7666	1.42813e-21
1946	-5.76648	1.44457e-21
1947	-5.76636	1.46256e-21
1948	-5.76624	1.48109e-21
1949	-5.76612	1.49908e-21
1950	-5.766	1.5155e-21
1951	-5.76588	1.52949e-21
1952	-5.76576	1.5405e-21
1953	-5.76564	1.5483e-21
1954	-5.76552	1.55309e-21
1955	-5.7654	1.55539e-21
1956	-5.76528	1.55608e-21
1957	-5.76516	1.55623e-21
1958	-5.76504	1.557e-21
1959	-5.76492	1.5595e-21
1960	-5.7648	1.56466e-21
1961	-5.76468	1.5731e-21
1962	-5.76456	1.58507e-21
1963	-5.76444	1.60041e-21
1964	-5.76432	1.61852e-21
1965	-5.7642	1.63852e-21
1966	-5.76408	1.65924e-21
1967	-5.76396	1.67945e-21
1968	-5.76384	1.69796e-21
1969	-5.76372	1.71377e-21
1970	-5.7636	1.72622e-21
1971	-5.76348	1.73505e-21
1972	-5.76336	1.74045e-21
1973	-5.76324	1.74303e-21
1974	-5.76312	1.7438e-21
1975	-5.763	1.74397e-21
1976	-5.76288	1.74488e-21
1977	-5.76276	1.7478e-21
1978	-5.76264	1.75378e-21
1979	-5.76252	1.7635e-21
1980	-5.7624	1.77722e-21
1981	-5.76228	1.79469e-21
1982	-5.76216	1.81522e-21
1983	-5.76204	1.83772e-21
1984	-5.76192	1.86087e-21
1985	-5.7618	1.88323e-21
1986	-5.76168	1.90347e-21
1987	-5.76156	1.92051e-21
1988	-5.76144	1.93365e-21
1989	-5.76132	1.9427e-21
1990	-5.7612	1.94799e-21
1991	-5.76108	1.95031e-21
1992	-5.76096	1.95088e-21
1993	-5.76084	1.95114e-21
1994	-5.76072	1.95262e-21
1995	-5.7606	1.95672e-21
1996	-5.76048	1.96454e-21
1997	-5.76036	1.97672e-21
1998	-5.76024	1.99338e-21
1999	-5.76012	2.01408e-21
2000	-5.76	2.03786e-21
2001	-5.75988	2.06338e-21
2002	-5.75976	2.08904e-21
2003	-5.75964	2.11324e-21
2004	-5.75952	2.13454e-21
2005	-5.7594	2.15186e-21
2006	-5.75928	2.16463e-21
2007	-5.75916	2.17287e-21
2008	-5.75904	2.17718e-21
2009	-5.75892	2.17871e-21
2010	-5.7588	2.17898e-21
2011	-5.75868	2.17971e-21
2012	-5.75856	2.1826e-21
2013	-5.75844	2.1891e-21
2014	-5.75832	2.20022e-21
2015	-5.7582	2.21641e-21
2016	-5.75808	2.23745e-21
2017	-5.75796	2.26253e-21
2018	-5.75784	2.29029e-21
2019	-5.75772	2.319e-21
2020	-5.7576	2.34683e-21
2021	-5.75748	2.37202e-21
2022	-5.75736	2.39316e-21
2023	-5.75724	2.40934e-21
2024	-5.75712	2.42033e-21
2025	-5.757	2.42659e-21
2026	-5.75688	2.4292e-21
2027	-5.75676	2.42977e-21
2028	-5.75664	2.43021e-21
2029	-5.75652	2.43249e-21
2030	-5.7564	2.43837e-21
2031	-5.75628	2.44918e-21
2032	-5.75616	2.46561e-21
2033	-5.75604	2.48764e-21
2034	-5.75592	2.5145e-21
2035	-5.7558	2.54479e-21
2036	-5.75568	2.57664e-21
2037	-5.75556	2.60795e-21
2038	-5.75544	2.63669e-21
2039	-5.75532	2.66115e-21
2040	-5.7552	2.68018e-21
2041	-5.75508	2.69337e-21
2042	-5.75496	2.70109e-21
2043	-5.75484	2.70449e-21
2044	-5.75472	2.70532e-21
2045	-5.7546	2.70571e-21
2046	-5.75448	2.70792e-21
2047	-5.75436	2.71397e-21
2048	-5.75424	2.72544e-21
2049	-5.75412	2.74318e-21
2050	-5.754	2.76724e-21
2051	-5.75388	2.79679e-21
2052	-5.75376	2.83028e-21
2053	-5.75364	2.86561e-21
2054	-5.75352	2.90039e-21
2055	-5.7534	2.93231e-21
2056	-5.75328	2.95944e-21
2057	-5.75316	2.98046e-21
2058	-5.75304	2.99494e-21
2059	-5.75292	3.00331e-21
2060	-5.7528	3.00691e-21
2061	-5.75268	3.00774e-21
2062	-5.75256	3.00824e-21
2063	-5.75244	3.01096e-21
2064	-5.75232	3.01817e-21
2065	-5.7522	3.03158e-21
2066	-5.75208	3.05207e-21
2067	-5.75196	3.07958e-21
2068	-5.75184	3.11305e-21
2069	-5.75172	3.15063e-21
2070	-5.7516	3.18985e-21
2071	-5.75148	3.22803e-21
2072	-5.75136	3.26257e-21
2073	-5.75124	3.2914e-21
2074	-5.75112	3.31322e-21
2075	-5.751	3.32772e-21
2076	-5.75088	3.33564e-21
2077	-5.75076	3.33868e-21
2078	-5.75064	3.33925e-21
2079	-5.75052	3.34019e-21
2080	-5.7504	3.34432e-21
2081	-5.75028	3.35409e-21
2082	-5.75016	3.37119e-21
2083	-5.75004	3.3963e-21
2084	-5.74992	3.42899e-21
2085	-5.7498	3.46779e-21
2086	-5.74968	3.51031e-21
2087	-5.74956	3.55365e-21
2088	-5.74944	3.59476e-21
2089	-5.74932	3.63086e-21
2090	-5.7492	3.65992e-21
2091	-5.74908	3.68087e-21
2092	-5.74896	3.69382e-21
2093	-5.74884	3.70008e-21
2094	-5.74872	3.70193e-21
2095	-5.7486	3.70235e-21
2096	-5.74848	3.7046e-21
2097	-5.74836	3.71173e-21
2098	-5.74824	3.72616e-21
2099	-5.74812	3.74927e-21
2100	-5.748	3.78127e-21
2101	-5.74788	3.82105e-21
2102	-5.74776	3.86641e-21
2103	-5.74764	3.9143e-21
2104	-5.74752	3.96129e-21
2105	-5.7474	4.00405e-21
2106	-5.74728	4.03985e-21
2107	-5.74716	4.06697e-21
2108	-5.74704	4.08494e-21
2109	-5.74692	4.09468e-21
2110	-5.7468	4.09833e-21
2111	-5.74668	4.099e-21
2112	-5.74656	4.1003e-21
2113	-5.74644	4.10582e-21
2114	-5.74632	4.1186e-21
2115	-5.7462	4.14066e-21
2116	-5.74608	4.17271e-21
2117	-5.74596	4.21401e-21
2118	-5.74584	4.26244e-21
2119	-5.74572	4.31482e-21
2120	-5.7456	4.36738e-21
2121	-5.74548	4.41626e-21
2122	-5.74536	4.45815e-21
2123	-5.74524	4.49075e-21
2124	-5.74512	4.51314e-21
2125	-5.745	4.52596e-21
2126	-5.74488	4.53131e-21
2127	-5.74476	4.53247e-21
2128	-5.74464	4.53342e-21
2129	-5.74452	4.53826e-21
2130	-5.7444	4.55058e-21
2131	-5.74428	4.57293e-21
2132	-5.74416	4.60637e-21
2133	-5.74404	4.65035e-21
2134	-5.74392	4.70274e-21
2135	-5.7438	4.76011e-21
2136	-5.74368	4.81826e-21
2137	-5.74356	4.87286e-21
2138	-5.74344	4.92005e-21
2139	-5.74332	4.9571e-21
2140	-5.7432	4.98281e-21
2141	-5.74308	4.99774e-21
2142	-5.74296	5.00413e-21
2143	-5.74284	5.00558e-21
2144	-5.74272	5.00654e-21
2145	-5.7426	5.01162e-21
2146	-5.74248	5.0249e-21
2147	-5.74236	5.04926e-21
2148	-5.74224	5.08596e-21
2149	-5.74212	5.13439e-21
2150	-5.742	5.19215e-21
2151	-5.74188	5.25537e-21
2152	-5.74176	5.31935e-21
2153	-5.74164	5.37921e-21
2154	-5.74152	5.43066e-21
2155	-5.7414	5.47073e-21
2156	-5.74128	5.49817e-21
2157	-5.74116	5.51376e-21
2158	-5.74104	5.52013e-21
2159	-5.74092	5.52146e-21
2160	-5.7408	5.52278e-21
2161	-5.74068	5.52924e-21
2162	-5.74056	5.54529e-21
2163	-5.74044	5.57395e-21
2164	-5.74032	5.61633e-21
2165	-5.7402	5.67146e-21
2166	-5.74008	5.73632e-21
2167	-5.73996	5.8064e-21
2168	-5.73984	5.8763e-21
2169	-5.73972	5.94063e-21
2170	-5.7396	5.99481e-21
2171	-5.73948	6.03588e-21
2172	-5.73936	6.06295e-21
2173	-5.73924	6.07735e-21
2174	-5.73912	6.08252e-21
2175	-5.739	6.08345e-21
2176	-5.73888	6.08588e-21
2177	-5.73876	6.09547e-21
2178	-5.73864	6.11683e-21
2179	-5.73852	6.15276e-21
2180	-5.7384	6.20383e-21
2181	-5.73828	6.26821e-21
2182	-5.73816	6.34194e-21
2183	-5.73804	6.41954e-21
2184	-5.73792	6.49485e-21
2185	-5.7378	6.56205e-21
2186	-5.73768	6.6166e-21
2187	-5.73756	6.65595e-21
2188	-5.73744	6.68005e-21
2189	-5.73732	6.69135e-21
2190	-5.7372	6.69444e-21
2191	-5.73708	6.69537e-21
2192	-5.73696	6.70066e-21
2193	-5.73684	6.71623e-21
2194	-5.73672	6.74648e-21
2195	-5.7366	6.79348e-21
2196	-5.73648	6.85664e-21
2197	-5.73636	6.93276e-21
2198	-5.73624	7.0165e-21
2199	-5.73612	7.10126e-21
2200	-5.736	7.18021e-21
2201	-5.73588	7.24741e-21
2202	-5.73576	7.29883e-21
2203	-5.73564	7.33305e-21
2204	-5.73552	7.35149e-21
2205	-5.7354	7.35826e-21
2206	-5.73528	7.35948e-21
2207	-5.73516	7.36234e-21
2208	-5.73504	7.37389e-21
2209	-5.73492	7.3999e-21
2210	-5.7348	7.44383e-21
2211	-5.73468	7.50626e-21
2212	-5.73456	7.58474e-21
2213	-5.73444	7.67416e-21
2214	-5.73432	7.76753e-21
2215	-5.7342	7.85719e-21
2216	-5.73408	7.93602e-21
2217	-5.73396	7.99866e-21
2218	-5.73384	8.04247e-21
2219	-5.73372	8.06796e-21
2220	-5.7336	8.07879e-21
2221	-5.73348	8.0812e-21
2222	-5.73336	8.08298e-21
2223	-5.73324	8.09217e-21
2224	-5.73312	8.11574e-21
2225	-5.733	8.15835e-21
2226	-5.73288	8.22156e-21
2227	-5.73276	8.3035e-21
2228	-5.73264	8.39915e-21
2229	-5.73252	8.50112e-21
2230	-5.7324	8.60093e-21
2231	-5.73228	8.69037e-21
2232	-5.73216	8.76296e-21
2233	-5.73204	8.81506e-21
2234	-5.73192	8.84654e-21
2235	-5.7318	8.86086e-21
2236	-5.73168	8.86451e-21
2237	-5.73156	8.86598e-21
2238	-5.73144	8.87429e-21
2239	-5.73132	8.89746e-21
2240	-5.7312	8.94112e-21
2241	-5.73108	9.0075e-21
2242	-5.73096	9.09498e-21
2243	-5.73084	9.19835e-21
2244	-5.73072	9.30962e-21
2245	-5.7306	9.41937e-21
2246	-5.73048	9.5184e-21
2247	-5.73036	9.59929e-21
2248	-5.73024	9.65772e-21
2249	-5.73012	9.69331e-21
2250	-5.73	9.7097e-21
2251	-5.72988	9.71398e-21
2252	-5.72976	9.71555e-21
2253	-5.72964	9.72443e-21
2254	-5.72952	9.74959e-21
2255	-5.7294	9.79731e-21
2256	-5.72928	9.87007e-21
2257	-5.72916	9.96605e-21
2258	-5.72904	1.00794e-20
2259	-5.72892	1.02011e-20
2260	-5.7288	1.03207e-20
2261	-5.72868	1.0428e-20
2262	-5.72856	1.0515e-20
2263	-5.72844	1.05771e-20
2264	-5.72832	1.06141e-20
2265	-5.7282	1.06305e-20
2266	-5.72808	1.06345e-20
2267	-5.72796	1.06365e-20
2268	-5.72784	1.06478e-20
2269	-5.72772	1.0678e-20
2270	-5.7276	1.07337e-20
2271	-5.72748	1.08169e-20
2272	-5.72736	1.0925e-20
2273	-5.72724	1.10509e-20
2274	-5.72712	1.11842e-20
2275	-5.727	1.13132e-20
2276	-5.72688	1.14268e-20
2277	-5.72676	1.15168e-20
2278	-5.72664	1.1579e-20
2279	-5.72652	1.16142e-20
2280	-5.7264	1.16283e-20
2281	-5.72628	1.16311e-20
2282	-5.72616	1.16347e-20
2283	-5.72604	1.16511e-20
2284	-5.72592	1.16906e-20
2285	-5.7258	1.17591e-20
2286	-5.72568	1.18577e-20
2287	-5.72556	1.19819e-20
2288	-5.72544	1.21228e-20
2289	-5.72532	1.22681e-20
2290	-5.7252	1.24049e-20
2291	-5.72508	1.25217e-20
2292	-5.72496	1.26103e-20
2293	-5.72484	1.26681e-20
2294	-5.72472	1.26978e-20
2295	-5.7246	1.27076e-20
2296	-5.72448	1.27094e-20
2297	-5.72436	1.2717e-20
2298	-5.72424	1.27432e-20
2299	-5.72412	1.27977e-20
2300	-5.724	1.28852e-20
2301	-5.72388	1.30046e-20
2302	-5.72376	1.31487e-20
2303	-5.72364	1.33059e-20
2304	-5.72352	1.34621e-20
2305	-5.7234	1.36031e-20
2306	-5.72328	1.37178e-20
2307	-5.72316	1.37994e-20
2308	-5.72304	1.38478e-20
2309	-5.72292	1.38687e-20
2310	-5.7228	1.38736e-20
2311	-5.72268	1.38767e-20
2312	-5.72256	1.38932e-20
2313	-5.72244	1.3936e-20
2314	-5.72232	1.40132e-20
2315	-5.7222	1.41268e-20
2316	-5.72208	1.42721e-20
2317	-5.72196	1.44384e-20
2318	-5.72184	1.46109e-20
2319	-5.72172	1.47737e-20
2320	-5.7216	1.49126e-20
2321	-5.72148	1.50178e-20
2322	-5.72136	1.50856e-20
2323	-5.72124	1.51199e-20
2324	-5.72112	1.51307e-20
2325	-5.721	1.51329e-20
2326	-5.72088	1.51432e-20
2327	-5.72076	1.51772e-20
2328	-5.72064	1.52463e-20
2329	-5.72052	1.53553e-20
2330	-5.7204	1.55018e-20
2331	-5.72028	1.56762e-20
2332	-5.72016	1.58634e-20
2333	-5.72004	1.6046e-20
2334	-5.71992	1.62073e-20
2335	-5.7198	1.63344e-20
2336	-5.71968	1.64211e-20
2337	-5.71956	1.64688e-20
2338	-5.71944	1.64868e-20
2339	-5.71932	1.64901e-20
2340	-5.7192	1.6497e-20
2341	-5.71908	1.65254e-20
2342	-5.71896	1.65893e-20
2343	-5.71884	1.66964e-20
2344	-5.71872	1.6846e-20
2345	-5.7186	1.70294e-20
2346	-5.71848	1.72312e-20
2347	-5.71836	1.74326e-20
2348	-5.71824	1.76144e-20
2349	-5.71812	1.77613e-20
2350	-5.718	1.78648e-20
2351	-5.71788	1.79246e-20
2352	-5.71776	1.79492e-20
2353	-5.71764	1.79543e-20
2354	-5.71752	1.79597e-20
2355	-5.7174	1.79854e-20
2356	-5.71728	1.8048e-20
2357	-5.71716	1.8157e-20
2358	-5.71704	1.83133e-20
2359	-5.71692	1.85083e-20
2360	-5.7168	1.8726e-20
2361	-5.71668	1.89459e-20
2362	-5.71656	1.91466e-20
2363	-5.71644	1.93107e-20
2364	-5.71632	1.94278e-20
2365	-5.7162	1.94967e-20
2366	-5.71608	1.95261e-20
2367	-5.71596	1.95325e-20
2368	-5.71584	1.95377e-20
2369	-5.71572	1.95638e-20
2370	-5.7156	1.96294e-20
2371	-5.71548	1.97456e-20
2372	-5.71536	1.99135e-20
2373	-5.71524	2.01242e-20
2374	-5.71512	2.03602e-20
2375	-5.715	2.05988e-20
2376	-5.71488	2.08167e-20
2377	-5.71476	2.09946e-20
2378	-5.71464	2.11211e-20
2379	-5.71452	2.11949e-20
2380	-5.7144	2.12259e-20
2381	-5.71428	2.12325e-20
2382	-5.71416	2.12386e-20
2383	-5.71404	2.12687e-20
2384	-5.71392	2.13428e-20
2385	-5.7138	2.14724e-20
2386	-5.71368	2.16583e-20
2387	-5.71356	2.18898e-20
2388	-5.71344	2.21469e-20
2389	-5.71332	2.24046e-20
2390	-5.7132	2.26373e-20
2391	-5.71308	2.28244e-20
2392	-5.71296	2.29546e-20
2393	-5.71284	2.30281e-20
2394	-5.71272	2.30569e-20
2395	-5.7126	2.30624e-20
2396	-5.71248	2.30713e-20
2397	-5.71236	2.31101e-20
2398	-5.71224	2.31997e-20
2399	-5.71212	2.33509e-20
2400	-5.712	2.35622e-20
2401	-5.71188	2.382e-20
2402	-5.71176	2.4101e-20
2403	-5.71164	2.43768e-20
2404	-5.71152	2.46202e-20
2405	-5.7114	2.48103e-20
2406	-5.71128	2.49372e-20
2407	-5.71116	2.50041e-20
2408	-5.71104	2.5027e-20
2409	-5.71092	2.50311e-20
2410	-5.7108	2.50464e-20
2411	-5.71068	2.51009e-20
2412	-5.71056	2.52152e-20
2413	-5.71044	2.53975e-20
2414	-5.71032	2.56425e-20
2415	-5.7102	2.59318e-20
2416	-5.71008	2.62376e-20
2417	-5.70996	2.65284e-20
2418	-5.70984	2.67759e-20
2419	-5.70972	2.69605e-20
2420	-5.7096	2.70756e-20
2421	-5.70948	2.71297e-20
2422	-5.70936	2.71441e-20
2423	-5.70924	2.71492e-20
2424	-5.70912	2.71777e-20
2425	-5.709	2.72582e-20
2426	-5.70888	2.74087e-20
2427	-5.70876	2.76331e-20
2428	-5.70864	2.79196e-20
2429	-5.70852	2.82434e-20
2430	-5.7084	2.85718e-20
2431	-5.70828	2.88707e-20
2432	-5.70816	2.91122e-20
2433	-5.70804	2.92802e-20
2434	-5.70792	2.93746e-20
2435	-5.7078	2.9411e-20
2436	-5.70768	2.94178e-20
2437	-5.70756	2.94304e-20
2438	-5.70744	2.94836e-20
2439	-5.70732	2.96042e-20
2440	-5.7072	2.98051e-20
2441	-5.70708	3.00822e-20
2442	-5.70696	3.04156e-20
2443	-5.70684	3.07728e-20
2444	-5.70672	3.11162e-20
2445	-5.7066	3.1411e-20
2446	-5.70648	3.16324e-20
2447	-5.70636	3.17716e-20
2448	-5.70624	3.18375e-20
2449	-5.70612	3.18554e-20
2450	-5.706	3.18613e-20
2451	-5.70588	3.18948e-20
2452	-5.70576	3.19901e-20
2453	-5.70564	3.21686e-20
2454	-5.70552	3.24343e-20
2455	-5.7054	3.27724e-20
2456	-5.70528	3.31523e-20
2457	-5.70516	3.35343e-20
2458	-5.70504	3.38779e-20
2459	-5.70492	3.41506e-20
2460	-5.7048	3.43353e-20
2461	-5.70468	3.44344e-20
2462	-5.70456	3.44691e-20
2463	-5.70444	3.44753e-20
2464	-5.70432	3.44961e-20
2465	-5.7042	3.45719e-20
2466	-5.70408	3.47321e-20
2467	-5.70396	3.49878e-20
2468	-5.70384	3.53298e-20
2469	-5.70372	3.57297e-20
2470	-5.7036	3.61462e-20
2471	-5.70348	3.65344e-20
2472	-5.70336	3.68549e-20
2473	-5.70324	3.70833e-20
2474	-5.70312	3.72157e-20
2475	-5.703	3.72696e-20
2476	-5.70288	3.72804e-20
2477	-5.70276	3.72941e-20
2478	-5.70264	3.73566e-20
2479	-5.70252	3.75041e-20
2480	-5.7024	3.77544e-20
2481	-5.70228	3.81029e-20
2482	-5.70216	3.85231e-20
2483	-5.70204	3.89727e-20
2484	-5.70192	3.94023e-20
2485	-5.7018	3.97666e-20
2486	-5.70168	4.0035e-20
2487	-5.70156	4.01979e-20
2488	-5.70144	4.02701e-20
2489	-5.70132	4.02871e-20
2490	-5.7012	4.02975e-20
2491	-5.70108	4.03525e-20
2492	-5.70096	4.04943e-20
2493	-5.70084	4.0746e-20
2494	-5.70072	4.11067e-20
2495	-5.7006	4.1551e-20
2496	-5.70048	4.20344e-20
2497	-5.70036	4.25034e-20
2498	-5.70024	4.29074e-20
2499	-5.70012	4.32102e-20
2500	-5.7	4.33986e-20
2501	-5.69988	4.34855e-20
2502	-5.69976	4.35076e-20
2503	-5.69964	4.35172e-20
2504	-5.69952	4.35704e-20
2505	-5.6994	4.37145e-20
2506	-5.69928	4.39767e-20
2507	-5.69916	4.43581e-20
2508	-5.69904	4.48325e-20
2509	-5.69892	4.53524e-20
2510	-5.6988	4.58598e-20
2511	-5.69868	4.62988e-20
2512	-5.69856	4.66292e-20
2513	-5.69844	4.68354e-20
2514	-5.69832	4.69311e-20
2515	-5.6982	4.69556e-20
2516	-5.69808	4.69659e-20
2517	-5.69796	4.70233e-20
2518	-5.69784	4.71791e-20
2519	-5.69772	4.74632e-20
2520	-5.6976	4.78761e-20
2521	-5.69748	4.83888e-20
2522	-5.69736	4.89492e-20
2523	-5.69724	4.94937e-20
2524	-5.69712	4.99619e-20
2525	-5.697	5.03108e-20
2526	-5.69688	5.05254e-20
2527	-5.69676	5.06219e-20
2528	-5.69664	5.06452e-20
2529	-5.69652	5.0658e-20
2530	-5.6964	5.07269e-20
2531	-5.69628	5.09063e-20
2532	-5.69616	5.1226e-20
2533	-5.69604	5.16834e-20
2534	-5.69592	5.2244e-20
2535	-5.6958	5.28486e-20
2536	-5.69568	5.34276e-20
2537	-5.69556	5.39168e-20
2538	-5.69544	5.42728e-20
2539	-5.69532	5.44838e-20
2540	-5.6952	5.45724e-20
2541	-5.69508	5.45911e-20
2542	-5.69496	5.461e-20
2543	-5.69484	5.47006e-20
2544	-5.69472	5.49186e-20
2545	-5.6946	5.52906e-20
2546	-5.69448	5.58071e-20
2547	-5.69436	5.64247e-20
2548	-5.69424	5.70754e-20
2549	-5.69412	5.76832e-20
2550	-5.694	5.81817e-20
2551	-5.69388	5.85302e-20
2552	-5.69376	5.8724e-20
2553	-5.69364	5.87959e-20
2554	-5.69352	5.8809e-20
2555	-5.6934	5.88416e-20
2556	-5.69328	5.89689e-20
2557	-5.69316	5.92447e-20
2558	-5.69304	5.96881e-20
2559	-5.69292	6.02786e-20
2560	-5.6928	6.09602e-20
2561	-5.69268	6.16547e-20
2562	-5.69256	6.22803e-20
2563	-5.69244	6.27714e-20
2564	-5.69232	6.30945e-20
2565	-5.6922	6.3257e-20
2566	-5.69208	6.33062e-20
2567	-5.69196	6.33177e-20
2568	-5.69184	6.33779e-20
2569	-5.69172	6.3563e-20
2570	-5.6916	6.39203e-20
2571	-5.69148	6.44558e-20
2572	-5.69136	6.51329e-20
2573	-5.69124	6.58803e-20
2574	-5.69112	6.66091e-20
2575	-5.691	6.72342e-20
2576	-5.69088	6.76957e-20
2577	-5.69076	6.79734e-20
2578	-5.69064	6.80927e-20
2579	-5.69052	6.81188e-20
2580	-5.6904	6.81413e-20
2581	-5.69028	6.82522e-20
2582	-5.69016	6.85237e-20
2583	-5.69004	6.89895e-20
2584	-5.68992	6.96365e-20
2585	-5.6898	7.0407e-20
2586	-5.68968	7.12126e-20
2587	-5.68956	7.19556e-20
2588	-5.68944	7.25532e-20
2589	-5.68932	7.29583e-20
2590	-5.6892	7.31716e-20
2591	-5.68908	7.32421e-20
2592	-5.68896	7.32557e-20
2593	-5.68884	7.33141e-20
2594	-5.68872	7.35097e-20
2595	-5.6886	7.39024e-20
2596	-5.68848	7.45043e-20
2597	-5.68836	7.52758e-20
2598	-5.68824	7.61348e-20
2599	-5.68812	7.6977e-20
2600	-5.688	7.77016e-20
2601	-5.68788	7.82366e-20
2602	-5.68776	7.85575e-20
2603	-5.68764	7.8694e-20
2604	-5.68752	7.87232e-20
2605	-5.6874	7.87511e-20
2606	-5.68728	7.88858e-20
2607	-5.68716	7.92105e-20
2608	-5.68704	7.9762e-20
2609	-5.68692	8.05211e-20
2610	-5.6868	8.1416e-20
2611	-5.68668	8.23404e-20
2612	-5.68656	8.31799e-20
2613	-5.68644	8.38408e-20
2614	-5.68632	8.42744e-20
2615	-5.6862	8.44899e-20
2616	-5.68608	8.45529e-20
2617	-5.68596	8.45694e-20
2618	-5.68584	8.46593e-20
2619	-5.68572	8.49262e-20
2620	-5.6856	8.543e-20
2621	-5.68548	8.61718e-20
2622	-5.68536	8.70922e-20
2623	-5.68524	8.80862e-20
2624	-5.68512	8.9029e-20
2625	-5.685	8.98084e-20
2626	-5.68488	9.03533e-20
2627	-5.68476	9.0653e-20
2628	-5.68464	9.07606e-20
2629	-5.68452	9.07801e-20
2630	-5.6844	9.08403e-20
2631	-5.68428	9.10619e-20
2632	-5.68416	9.15262e-20
2633	-5.68404	9.22534e-20
2634	-5.68392	9.31965e-20
2635	-5.6838	9.42529e-20
2636	-5.68368	9.52899e-20
2637	-5.68356	9.61791e-20
2638	-5.68344	9.68295e-20
2639	-5.68332	9.72121e-20
2640	-5.6832	9.73682e-20
2641	-5.68308	9.73994e-20
2642	-5.68296	9.74419e-20
2643	-5.68284	9.76317e-20
2644	-5.68272	9.80687e-20
2645	-5.6826	9.87901e-20
2646	-5.68248	9.97601e-20
2647	-5.68236	1.00878e-19
2648	-5.68224	1.02003e-19
2649	-5.68212	1.02994e-19
2650	-5.682	1.03741e-19
2651	-5.68188	1.042e-19
2652	-5.68176	1.04402e-19
2653	-5.68164	1.04448e-19
2654	-5.68152	1.04481e-19
2655	-5.6814	1.04653e-19
2656	-5.68128	1.05077e-19
2657	-5.68116	1.05807e-19
2658	-5.68104	1.06814e-19
2659	-5.68092	1.07998e-19
2660	-5.6808	1.0921e-19
2661	-5.68068	1.10294e-19
2662	-5.68056	1.11126e-19
2663	-5.68044	1.1165e-19
2664	-5.68032	1.1189e-19
2665	-5.6802	1.11949e-19
2666	-5.68008	1.1198e-19
2667	-5.67996	1.12145e-19
2668	-5.67984	1.12576e-19
2669	-5.67972	1.13333e-19
2670	-5.6796	1.14393e-19
2671	-5.67948	1.15652e-19
2672	-5.67936	1.1695e-19
2673	-5.67924	1.1812e-19
2674	-5.67912	1.19024e-19
2675	-5.679	1.19597e-19
2676	-5.67888	1.19863e-19
2677	-5.67876	1.19929e-19
2678	-5.67864	1.19961e-19
2679	-5.67852	1.20135e-19
2680	-5.6784	1.20592e-19
2681	-5.67828	1.214e-19
2682	-5.67816	1.22533e-19
2683	-5.67804	1.2388e-19
