i	t	sum
59954	1.19448	0.00593628
59955	1.1946	0.00593633
59956	1.19472	0.0059364
59957	1.19484	0.0059365
59958	1.19496	0.00593665
59959	1.19508	0.00593683
59960	1.1952	0.00593704
59961	1.19532	0.00593729
59962	1.19544	0.00593756
59963	1.19556	0.00593784
59964	1.19568	0.00593814
59965	1.1958	0.00593843
59966	1.19592	0.0059387
59967	1.19604	0.00593896
59968	1.19616	0.00593919
59969	1.19628	0.00593939
59970	1.1964	0.00593955
59971	1.19652	0.00593968
59972	1.19664	0.00593977
59973	1.19676	0.00593983
59974	1.19688	0.00593986
59975	1.197	0.00593987
59976	1.19712	0.00593987
59977	1.19724	0.00593987
59978	1.19736	0.00593989
59979	1.19748	0.00593991
59980	1.1976	0.00593997
59981	1.19772	0.00594006
59982	1.19784	0.00594018
59983	1.19796	0.00594034
59984	1.19808	0.00594053
59985	1.1982	0.00594076
59986	1.19832	0.00594102
59987	1.19844	0.0059413
59988	1.19856	0.00594158
59989	1.19868	0.00594188
59990	1.1988	0.00594216
59991	1.19892	0.00594243
59992	1.19904	0.00594268
59993	1.19916	0.0059429
59994	1.19928	0.00594308
59995	1.1994	0.00594322
59996	1.19952	0.00594333
59997	1.19964	0.0059434
59998	1.19976	0.00594344
59999	1.19988	0.00594347
60000	1.2	0.00594347
60001	1.20012	0.00594347
60002	1.20024	0.00594348
60003	1.20036	0.0059435
60004	1.20048	0.00594354
60005	1.2006	0.00594361
60006	1.20072	0.00594372
60007	1.20084	0.00594386
60008	1.20096	0.00594404
60009	1.20108	0.00594425
60010	1.2012	0.0059445
60011	1.20132	0.00594477
60012	1.20144	0.00594505
60013	1.20156	0.00594535
60014	1.20168	0.00594563
60015	1.2018	0.00594591
60016	1.20192	0.00594617
60017	1.20204	0.0059464
60018	1.20216	0.00594659
60019	1.20228	0.00594675
60020	1.2024	0.00594687
60021	1.20252	0.00594696
60022	1.20264	0.00594701
60023	1.20276	0.00594704
60024	1.20288	0.00594705
60025	1.203	0.00594705
60026	1.20312	0.00594706
60027	1.20324	0.00594707
60028	1.20336	0.0059471
60029	1.20348	0.00594716
60030	1.2036	0.00594726
60031	1.20372	0.00594739
60032	1.20384	0.00594755
60033	1.20396	0.00594776
60034	1.20408	0.00594799
60035	1.2042	0.00594826
60036	1.20432	0.00594854
60037	1.20444	0.00594883
60038	1.20456	0.00594912
60039	1.20468	0.0059494
60040	1.2048	0.00594967
60041	1.20492	0.00594991
60042	1.20504	0.00595011
60043	1.20516	0.00595028
60044	1.20528	0.00595041
60045	1.2054	0.00595051
60046	1.20552	0.00595057
60047	1.20564	0.0059506
60048	1.20576	0.00595062
60049	1.20588	0.00595062
60050	1.206	0.00595062
60051	1.20612	0.00595063
60052	1.20624	0.00595066
60053	1.20636	0.00595071
60054	1.20648	0.0059508
60055	1.2066	0.00595092
60056	1.20672	0.00595108
60057	1.20684	0.00595127
60058	1.20696	0.0059515
60059	1.20708	0.00595176
60060	1.2072	0.00595204
60061	1.20732	0.00595233
60062	1.20744	0.00595262
60063	1.20756	0.00595291
60064	1.20768	0.00595318
60065	1.2078	0.00595342
60066	1.20792	0.00595363
60067	1.20804	0.00595381
60068	1.20816	0.00595394
60069	1.20828	0.00595404
60070	1.2084	0.00595411
60071	1.20852	0.00595415
60072	1.20864	0.00595416
60073	1.20876	0.00595417
60074	1.20888	0.00595417
60075	1.209	0.00595418
60076	1.20912	0.0059542
60077	1.20924	0.00595425
60078	1.20936	0.00595433
60079	1.20948	0.00595445
60080	1.2096	0.00595461
60081	1.20972	0.0059548
60082	1.20984	0.00595503
60083	1.20996	0.00595528
60084	1.21008	0.00595556
60085	1.2102	0.00595585
60086	1.21032	0.00595614
60087	1.21044	0.00595643
60088	1.21056	0.0059567
60089	1.21068	0.00595694
60090	1.2108	0.00595715
60091	1.21092	0.00595733
60092	1.21104	0.00595747
60093	1.21116	0.00595757
60094	1.21128	0.00595764
60095	1.2114	0.00595768
60096	1.21152	0.00595769
60097	1.21164	0.0059577
60098	1.21176	0.0059577
60099	1.21188	0.00595771
60100	1.212	0.00595773
60101	1.21212	0.00595778
60102	1.21224	0.00595787
60103	1.21236	0.00595798
60104	1.21248	0.00595814
60105	1.2126	0.00595833
60106	1.21272	0.00595856
60107	1.21284	0.00595882
60108	1.21296	0.00595909
60109	1.21308	0.00595938
60110	1.2132	0.00595968
60111	1.21332	0.00595996
60112	1.21344	0.00596023
60113	1.21356	0.00596047
60114	1.21368	0.00596068
60115	1.2138	0.00596086
60116	1.21392	0.00596099
60117	1.21404	0.00596109
60118	1.21416	0.00596116
60119	1.21428	0.00596119
60120	1.2144	0.00596121
60121	1.21452	0.00596121
60122	1.21464	0.00596121
60123	1.21476	0.00596122
60124	1.21488	0.00596125
60125	1.215	0.00596131
60126	1.21512	0.00596139
60127	1.21524	0.00596151
60128	1.21536	0.00596167
60129	1.21548	0.00596187
60130	1.2156	0.0059621
60131	1.21572	0.00596236
60132	1.21584	0.00596264
60133	1.21596	0.00596294
60134	1.21608	0.00596323
60135	1.2162	0.00596351
60136	1.21632	0.00596377
60137	1.21644	0.00596401
60138	1.21656	0.00596422
60139	1.21668	0.00596438
60140	1.2168	0.00596451
60141	1.21692	0.00596461
60142	1.21704	0.00596467
60143	1.21716	0.0059647
60144	1.21728	0.00596471
60145	1.2174	0.00596471
60146	1.21752	0.00596471
60147	1.21764	0.00596473
60148	1.21776	0.00596476
60149	1.21788	0.00596482
60150	1.218	0.00596491
60151	1.21812	0.00596505
60152	1.21824	0.00596522
60153	1.21836	0.00596542
60154	1.21848	0.00596566
60155	1.2186	0.00596593
60156	1.21872	0.00596621
60157	1.21884	0.0059665
60158	1.21896	0.00596679
60159	1.21908	0.00596707
60160	1.2192	0.00596733
60161	1.21932	0.00596756
60162	1.21944	0.00596775
60163	1.21956	0.00596791
60164	1.21968	0.00596803
60165	1.2198	0.00596811
60166	1.21992	0.00596816
60167	1.22004	0.00596818
60168	1.22016	0.00596819
60169	1.22028	0.00596819
60170	1.2204	0.0059682
60171	1.22052	0.00596822
60172	1.22064	0.00596826
60173	1.22076	0.00596833
60174	1.22088	0.00596844
60175	1.221	0.00596858
60176	1.22112	0.00596876
60177	1.22124	0.00596898
60178	1.22136	0.00596923
60179	1.22148	0.00596951
60180	1.2216	0.00596979
60181	1.22172	0.00597009
60182	1.22184	0.00597037
60183	1.22196	0.00597065
60184	1.22208	0.00597089
60185	1.2222	0.00597111
60186	1.22232	0.00597129
60187	1.22244	0.00597143
60188	1.22256	0.00597153
60189	1.22268	0.0059716
60190	1.2228	0.00597164
60191	1.22292	0.00597165
60192	1.22304	0.00597166
60193	1.22316	0.00597166
60194	1.22328	0.00597167
60195	1.2234	0.0059717
60196	1.22352	0.00597175
60197	1.22364	0.00597184
60198	1.22376	0.00597196
60199	1.22388	0.00597212
60200	1.224	0.00597232
60201	1.22412	0.00597256
60202	1.22424	0.00597282
60203	1.22436	0.0059731
60204	1.22448	0.00597339
60205	1.2246	0.00597369
60206	1.22472	0.00597397
60207	1.22484	0.00597423
60208	1.22496	0.00597446
60209	1.22508	0.00597466
60210	1.2252	0.00597482
60211	1.22532	0.00597494
60212	1.22544	0.00597502
60213	1.22556	0.00597507
60214	1.22568	0.0059751
60215	1.2258	0.00597511
60216	1.22592	0.00597511
60217	1.22604	0.00597511
60218	1.22616	0.00597513
60219	1.22628	0.00597517
60220	1.2264	0.00597524
60221	1.22652	0.00597535
60222	1.22664	0.0059755
60223	1.22676	0.00597568
60224	1.22688	0.0059759
60225	1.227	0.00597615
60226	1.22712	0.00597643
60227	1.22724	0.00597672
60228	1.22736	0.00597701
60229	1.22748	0.0059773
60230	1.2276	0.00597757
60231	1.22772	0.00597781
60232	1.22784	0.00597802
60233	1.22796	0.0059782
60234	1.22808	0.00597833
60235	1.2282	0.00597843
60236	1.22832	0.00597849
60237	1.22844	0.00597852
60238	1.22856	0.00597854
60239	1.22868	0.00597854
60240	1.2288	0.00597854
60241	1.22892	0.00597856
60242	1.22904	0.00597859
60243	1.22916	0.00597865
60244	1.22928	0.00597874
60245	1.2294	0.00597888
60246	1.22952	0.00597905
60247	1.22964	0.00597926
60248	1.22976	0.0059795
60249	1.22988	0.00597977
60250	1.23	0.00598006
60251	1.23012	0.00598035
60252	1.23024	0.00598064
60253	1.23036	0.00598091
60254	1.23048	0.00598116
60255	1.2306	0.00598139
60256	1.23072	0.00598157
60257	1.23084	0.00598172
60258	1.23096	0.00598182
60259	1.23108	0.0059819
60260	1.2312	0.00598194
60261	1.23132	0.00598195
60262	1.23144	0.00598196
60263	1.23156	0.00598196
60264	1.23168	0.00598197
60265	1.2318	0.005982
60266	1.23192	0.00598205
60267	1.23204	0.00598214
60268	1.23216	0.00598226
60269	1.23228	0.00598242
60270	1.2324	0.00598263
60271	1.23252	0.00598286
60272	1.23264	0.00598313
60273	1.23276	0.00598341
60274	1.23288	0.0059837
60275	1.233	0.00598399
60276	1.23312	0.00598427
60277	1.23324	0.00598453
60278	1.23336	0.00598475
60279	1.23348	0.00598495
60280	1.2336	0.0059851
60281	1.23372	0.00598521
60282	1.23384	0.00598529
60283	1.23396	0.00598533
60284	1.23408	0.00598536
60285	1.2342	0.00598536
60286	1.23432	0.00598536
60287	1.23444	0.00598537
60288	1.23456	0.00598539
60289	1.23468	0.00598544
60290	1.2348	0.00598553
60291	1.23492	0.00598565
60292	1.23504	0.00598581
60293	1.23516	0.005986
60294	1.23528	0.00598624
60295	1.2354	0.0059865
60296	1.23552	0.00598678
60297	1.23564	0.00598707
60298	1.23576	0.00598736
60299	1.23588	0.00598764
60300	1.236	0.0059879
60301	1.23612	0.00598813
60302	1.23624	0.00598832
60303	1.23636	0.00598848
60304	1.23648	0.0059886
60305	1.2366	0.00598867
60306	1.23672	0.00598872
60307	1.23684	0.00598874
60308	1.23696	0.00598875
60309	1.23708	0.00598875
60310	1.2372	0.00598876
60311	1.23732	0.00598878
60312	1.23744	0.00598883
60313	1.23756	0.00598891
60314	1.23768	0.00598903
60315	1.2378	0.00598919
60316	1.23792	0.00598939
60317	1.23804	0.00598962
60318	1.23816	0.00598988
60319	1.23828	0.00599016
60320	1.2384	0.00599045
60321	1.23852	0.00599075
60322	1.23864	0.00599102
60323	1.23876	0.00599128
60324	1.23888	0.00599151
60325	1.239	0.0059917
60326	1.23912	0.00599186
60327	1.23924	0.00599197
60328	1.23936	0.00599205
60329	1.23948	0.00599209
60330	1.2396	0.00599212
60331	1.23972	0.00599212
60332	1.23984	0.00599212
60333	1.23996	0.00599213
60334	1.24008	0.00599216
60335	1.2402	0.00599221
60336	1.24032	0.00599229
60337	1.24044	0.00599241
60338	1.24056	0.00599258
60339	1.24068	0.00599278
60340	1.2408	0.00599301
60341	1.24092	0.00599328
60342	1.24104	0.00599356
60343	1.24116	0.00599385
60344	1.24128	0.00599414
60345	1.2414	0.00599442
60346	1.24152	0.00599468
60347	1.24164	0.0059949
60348	1.24176	0.00599509
60349	1.24188	0.00599524
60350	1.242	0.00599534
60351	1.24212	0.00599542
60352	1.24224	0.00599546
60353	1.24236	0.00599547
60354	1.24248	0.00599548
60355	1.2426	0.00599548
60356	1.24272	0.00599549
60357	1.24284	0.00599552
60358	1.24296	0.00599558
60359	1.24308	0.00599567
60360	1.2432	0.0059958
60361	1.24332	0.00599597
60362	1.24344	0.00599618
60363	1.24356	0.00599642
60364	1.24368	0.00599669
60365	1.2438	0.00599697
60366	1.24392	0.00599727
60367	1.24404	0.00599755
60368	1.24416	0.00599783
60369	1.24428	0.00599808
60370	1.2444	0.00599829
60371	1.24452	0.00599847
60372	1.24464	0.00599861
60373	1.24476	0.00599871
60374	1.24488	0.00599877
60375	1.245	0.00599881
60376	1.24512	0.00599882
60377	1.24524	0.00599882
60378	1.24536	0.00599882
60379	1.24548	0.00599884
60380	1.2456	0.00599887
60381	1.24572	0.00599894
60382	1.24584	0.00599904
60383	1.24596	0.00599918
60384	1.24608	0.00599937
60385	1.2462	0.00599959
60386	1.24632	0.00599984
60387	1.24644	0.00600011
60388	1.24656	0.0060004
60389	1.24668	0.00600069
60390	1.2468	0.00600098
60391	1.24692	0.00600124
60392	1.24704	0.00600148
60393	1.24716	0.00600169
60394	1.24728	0.00600185
60395	1.2474	0.00600198
60396	1.24752	0.00600206
60397	1.24764	0.00600211
60398	1.24776	0.00600214
60399	1.24788	0.00600215
60400	1.248	0.00600215
60401	1.24812	0.00600216
60402	1.24824	0.00600218
60403	1.24836	0.00600222
60404	1.24848	0.0060023
60405	1.2486	0.00600242
60406	1.24872	0.00600258
60407	1.24884	0.00600277
60408	1.24896	0.00600301
60409	1.24908	0.00600327
60410	1.2492	0.00600355
60411	1.24932	0.00600384
60412	1.24944	0.00600413
60413	1.24956	0.00600441
60414	1.24968	0.00600467
60415	1.2498	0.00600489
60416	1.24992	0.00600508
60417	1.25004	0.00600523
60418	1.25016	0.00600533
60419	1.25028	0.0060054
60420	1.2504	0.00600544
60421	1.25052	0.00600546
60422	1.25064	0.00600546
60423	1.25076	0.00600547
60424	1.25088	0.00600548
60425	1.251	0.00600551
60426	1.25112	0.00600557
60427	1.25124	0.00600567
60428	1.25136	0.0060058
60429	1.25148	0.00600598
60430	1.2516	0.0060062
60431	1.25172	0.00600645
60432	1.25184	0.00600672
60433	1.25196	0.00600701
60434	1.25208	0.0060073
60435	1.2522	0.00600758
60436	1.25232	0.00600785
60437	1.25244	0.00600809
60438	1.25256	0.0060083
60439	1.25268	0.00600846
60440	1.2528	0.00600859
60441	1.25292	0.00600868
60442	1.25304	0.00600873
60443	1.25316	0.00600875
60444	1.25328	0.00600876
60445	1.2534	0.00600876
60446	1.25352	0.00600877
60447	1.25364	0.00600879
60448	1.25376	0.00600884
60449	1.25388	0.00600892
60450	1.254	0.00600904
60451	1.25412	0.0060092
60452	1.25424	0.0060094
60453	1.25436	0.00600964
60454	1.25448	0.0060099
60455	1.2546	0.00601018
60456	1.25472	0.00601048
60457	1.25484	0.00601077
60458	1.25496	0.00601104
60459	1.25508	0.00601129
60460	1.2552	0.00601151
60461	1.25532	0.00601169
60462	1.25544	0.00601183
60463	1.25556	0.00601193
60464	1.25568	0.006012
60465	1.2558	0.00601203
60466	1.25592	0.00601205
60467	1.25604	0.00601205
60468	1.25616	0.00601205
60469	1.25628	0.00601207
60470	1.2564	0.00601211
60471	1.25652	0.00601217
60472	1.25664	0.00601228
60473	1.25676	0.00601243
60474	1.25688	0.00601262
60475	1.257	0.00601284
60476	1.25712	0.0060131
60477	1.25724	0.00601338
60478	1.25736	0.00601367
60479	1.25748	0.00601396
60480	1.2576	0.00601424
60481	1.25772	0.0060145
60482	1.25784	0.00601473
60483	1.25796	0.00601492
60484	1.25808	0.00601507
60485	1.2582	0.00601518
60486	1.25832	0.00601526
60487	1.25844	0.0060153
60488	1.25856	0.00601531
60489	1.25868	0.00601532
60490	1.2588	0.00601532
60491	1.25892	0.00601533
60492	1.25904	0.00601536
60493	1.25916	0.00601543
60494	1.25928	0.00601552
60495	1.2594	0.00601566
60496	1.25952	0.00601584
60497	1.25964	0.00601606
60498	1.25976	0.00601631
60499	1.25988	0.00601658
60500	1.26	0.00601687
60501	1.26012	0.00601717
60502	1.26024	0.00601745
60503	1.26036	0.00601771
60504	1.26048	0.00601795
60505	1.2606	0.00601815
60506	1.26072	0.00601831
60507	1.26084	0.00601843
60508	1.26096	0.0060185
60509	1.26108	0.00601855
60510	1.2612	0.00601857
60511	1.26132	0.00601858
60512	1.26144	0.00601858
60513	1.26156	0.00601859
60514	1.26168	0.00601862
60515	1.2618	0.00601867
60516	1.26192	0.00601877
60517	1.26204	0.0060189
60518	1.26216	0.00601907
60519	1.26228	0.00601929
60520	1.2624	0.00601953
60521	1.26252	0.0060198
60522	1.26264	0.00602009
60523	1.26276	0.00602039
60524	1.26288	0.00602067
60525	1.263	0.00602094
60526	1.26312	0.00602117
60527	1.26324	0.00602138
60528	1.26336	0.00602154
60529	1.26348	0.00602166
60530	1.2636	0.00602174
60531	1.26372	0.00602179
60532	1.26384	0.00602181
60533	1.26396	0.00602182
60534	1.26408	0.00602182
60535	1.2642	0.00602183
60536	1.26432	0.00602186
60537	1.26444	0.00602191
60538	1.26456	0.006022
60539	1.26468	0.00602213
60540	1.2648	0.00602231
60541	1.26492	0.00602252
60542	1.26504	0.00602277
60543	1.26516	0.00602304
60544	1.26528	0.00602333
60545	1.2654	0.00602362
60546	1.26552	0.0060239
60547	1.26564	0.00602417
60548	1.26576	0.00602441
60549	1.26588	0.00602461
60550	1.266	0.00602477
60551	1.26612	0.00602489
60552	1.26624	0.00602497
60553	1.26636	0.00602502
60554	1.26648	0.00602504
60555	1.2666	0.00602505
60556	1.26672	0.00602505
60557	1.26684	0.00602506
60558	1.26696	0.00602509
60559	1.26708	0.00602515
60560	1.2672	0.00602524
60561	1.26732	0.00602537
60562	1.26744	0.00602555
60563	1.26756	0.00602576
60564	1.26768	0.00602601
60565	1.2678	0.00602628
60566	1.26792	0.00602657
60567	1.26804	0.00602686
60568	1.26816	0.00602715
60569	1.26828	0.00602741
60570	1.2684	0.00602765
60571	1.26852	0.00602785
60572	1.26864	0.006028
60573	1.26876	0.00602812
60574	1.26888	0.0060282
60575	1.269	0.00602824
60576	1.26912	0.00602826
60577	1.26924	0.00602827
60578	1.26936	0.00602827
60579	1.26948	0.00602828
60580	1.2696	0.00602831
60581	1.26972	0.00602837
60582	1.26984	0.00602847
60583	1.26996	0.00602861
60584	1.27008	0.00602879
60585	1.2702	0.00602901
60586	1.27032	0.00602926
60587	1.27044	0.00602954
60588	1.27056	0.00602983
60589	1.27068	0.00603012
60590	1.2708	0.0060304
60591	1.27092	0.00603066
60592	1.27104	0.00603089
60593	1.27116	0.00603108
60594	1.27128	0.00603123
60595	1.2714	0.00603134
60596	1.27152	0.00603141
60597	1.27164	0.00603145
60598	1.27176	0.00603147
60599	1.27188	0.00603147
60600	1.272	0.00603147
60601	1.27212	0.00603149
60602	1.27224	0.00603153
60603	1.27236	0.00603159
60604	1.27248	0.0060317
60605	1.2726	0.00603185
60606	1.27272	0.00603204
60607	1.27284	0.00603227
60608	1.27296	0.00603253
60609	1.27308	0.00603281
60610	1.2732	0.0060331
60611	1.27332	0.00603339
60612	1.27344	0.00603367
60613	1.27356	0.00603392
60614	1.27368	0.00603414
60615	1.2738	0.00603432
60616	1.27392	0.00603446
60617	1.27404	0.00603456
60618	1.27416	0.00603462
60619	1.27428	0.00603465
60620	1.2744	0.00603466
60621	1.27452	0.00603466
60622	1.27464	0.00603467
60623	1.27476	0.00603469
60624	1.27488	0.00603473
60625	1.275	0.00603481
60626	1.27512	0.00603493
60627	1.27524	0.0060351
60628	1.27536	0.0060353
60629	1.27548	0.00603554
60630	1.2756	0.00603581
60631	1.27572	0.00603609
60632	1.27584	0.00603639
60633	1.27596	0.00603667
60634	1.27608	0.00603694
60635	1.2762	0.00603718
60636	1.27632	0.00603739
60637	1.27644	0.00603756
60638	1.27656	0.00603768
60639	1.27668	0.00603776
60640	1.2768	0.00603781
60641	1.27692	0.00603783
60642	1.27704	0.00603784
60643	1.27716	0.00603784
60644	1.27728	0.00603785
60645	1.2774	0.00603788
60646	1.27752	0.00603794
60647	1.27764	0.00603804
60648	1.27776	0.00603817
60649	1.27788	0.00603835
60650	1.278	0.00603857
60651	1.27812	0.00603882
60652	1.27824	0.0060391
60653	1.27836	0.00603939
60654	1.27848	0.00603968
60655	1.2786	0.00603996
60656	1.27872	0.00604022
60657	1.27884	0.00604045
60658	1.27896	0.00604064
60659	1.27908	0.00604078
60660	1.2792	0.00604089
60661	1.27932	0.00604095
60662	1.27944	0.00604099
60663	1.27956	0.006041
60664	1.27968	0.006041
60665	1.2798	0.00604101
60666	1.27992	0.00604103
60667	1.28004	0.00604107
60668	1.28016	0.00604115
60669	1.28028	0.00604126
60670	1.2804	0.00604142
60671	1.28052	0.00604162
60672	1.28064	0.00604186
60673	1.28076	0.00604212
60674	1.28088	0.00604241
60675	1.281	0.0060427
60676	1.28112	0.00604299
60677	1.28124	0.00604326
60678	1.28136	0.0060435
60679	1.28148	0.00604371
60680	1.2816	0.00604387
60681	1.28172	0.006044
60682	1.28184	0.00604408
60683	1.28196	0.00604413
60684	1.28208	0.00604415
60685	1.2822	0.00604415
60686	1.28232	0.00604416
60687	1.28244	0.00604417
60688	1.28256	0.0060442
60689	1.28268	0.00604426
60690	1.2828	0.00604436
60691	1.28292	0.0060445
60692	1.28304	0.00604468
60693	1.28316	0.00604491
60694	1.28328	0.00604516
60695	1.2834	0.00604544
60696	1.28352	0.00604573
60697	1.28364	0.00604602
60698	1.28376	0.0060463
60699	1.28388	0.00604656
60700	1.284	0.00604678
60701	1.28412	0.00604696
60702	1.28424	0.0060471
60703	1.28436	0.00604719
60704	1.28448	0.00604725
60705	1.2846	0.00604728
60706	1.28472	0.00604729
60707	1.28484	0.00604729
60708	1.28496	0.0060473
60709	1.28508	0.00604732
60710	1.2852	0.00604737
60711	1.28532	0.00604746
60712	1.28544	0.00604759
60713	1.28556	0.00604776
60714	1.28568	0.00604797
60715	1.2858	0.00604821
60716	1.28592	0.00604849
60717	1.28604	0.00604877
60718	1.28616	0.00604907
60719	1.28628	0.00604935
60720	1.2864	0.00604961
60721	1.28652	0.00604984
60722	1.28664	0.00605004
60723	1.28676	0.00605019
60724	1.28688	0.0060503
60725	1.287	0.00605037
60726	1.28712	0.0060504
60727	1.28724	0.00605042
60728	1.28736	0.00605042
60729	1.28748	0.00605042
60730	1.2876	0.00605044
60731	1.28772	0.00605048
60732	1.28784	0.00605056
60733	1.28796	0.00605068
60734	1.28808	0.00605084
60735	1.2882	0.00605104
60736	1.28832	0.00605128
60737	1.28844	0.00605154
60738	1.28856	0.00605183
60739	1.28868	0.00605212
60740	1.2888	0.00605241
60741	1.28892	0.00605268
60742	1.28904	0.00605292
60743	1.28916	0.00605312
60744	1.28928	0.00605328
60745	1.2894	0.00605339
60746	1.28952	0.00605347
60747	1.28964	0.00605351
60748	1.28976	0.00605353
60749	1.28988	0.00605353
60750	1.29	0.00605354
60751	1.29012	0.00605355
60752	1.29024	0.00605359
60753	1.29036	0.00605366
60754	1.29048	0.00605377
60755	1.2906	0.00605392
60756	1.29072	0.00605412
60757	1.29084	0.00605435
60758	1.29096	0.00605461
60759	1.29108	0.0060549
60760	1.2912	0.00605519
60761	1.29132	0.00605548
60762	1.29144	0.00605575
60763	1.29156	0.00605599
60764	1.29168	0.0060562
60765	1.2918	0.00605636
60766	1.29192	0.00605649
60767	1.29204	0.00605657
60768	1.29216	0.00605661
60769	1.29228	0.00605663
60770	1.2924	0.00605664
60771	1.29252	0.00605664
60772	1.29264	0.00605665
60773	1.29276	0.00605669
60774	1.29288	0.00605675
60775	1.293	0.00605686
60776	1.29312	0.00605701
60777	1.29324	0.0060572
60778	1.29336	0.00605743
60779	1.29348	0.00605769
60780	1.2936	0.00605798
60781	1.29372	0.00605827
60782	1.29384	0.00605856
60783	1.29396	0.00605883
60784	1.29408	0.00605907
60785	1.2942	0.00605928
60786	1.29432	0.00605945
60787	1.29444	0.00605957
60788	1.29456	0.00605965
60789	1.29468	0.0060597
60790	1.2948	0.00605972
60791	1.29492	0.00605973
60792	1.29504	0.00605973
60793	1.29516	0.00605974
60794	1.29528	0.00605978
60795	1.2954	0.00605984
60796	1.29552	0.00605995
60797	1.29564	0.0060601
60798	1.29576	0.00606029
60799	1.29588	0.00606052
60800	1.296	0.00606078
60801	1.29612	0.00606107
60802	1.29624	0.00606136
60803	1.29636	0.00606165
60804	1.29648	0.00606192
60805	1.2966	0.00606216
60806	1.29672	0.00606237
60807	1.29684	0.00606253
60808	1.29696	0.00606266
60809	1.29708	0.00606274
60810	1.2972	0.00606278
60811	1.29732	0.0060628
60812	1.29744	0.0060628
60813	1.29756	0.00606281
60814	1.29768	0.00606282
60815	1.2978	0.00606286
60816	1.29792	0.00606293
60817	1.29804	0.00606304
60818	1.29816	0.00606319
60819	1.29828	0.00606339
60820	1.2984	0.00606362
60821	1.29852	0.00606388
60822	1.29864	0.00606417
60823	1.29876	0.00606446
60824	1.29888	0.00606475
60825	1.299	0.00606502
60826	1.29912	0.00606526
60827	1.29924	0.00606546
60828	1.29936	0.00606562
60829	1.29948	0.00606574
60830	1.2996	0.00606581
60831	1.29972	0.00606585
60832	1.29984	0.00606587
60833	1.29996	0.00606587
60834	1.30008	0.00606587
60835	1.3002	0.00606589
60836	1.30032	0.00606593
60837	1.30044	0.00606601
60838	1.30056	0.00606612
60839	1.30068	0.00606628
60840	1.3008	0.00606649
60841	1.30092	0.00606673
60842	1.30104	0.006067
60843	1.30116	0.00606728
60844	1.30128	0.00606758
60845	1.3014	0.00606786
60846	1.30152	0.00606812
60847	1.30164	0.00606836
60848	1.30176	0.00606855
60849	1.30188	0.0060687
60850	1.302	0.00606881
60851	1.30212	0.00606888
60852	1.30224	0.00606891
60853	1.30236	0.00606892
60854	1.30248	0.00606893
60855	1.3026	0.00606893
60856	1.30272	0.00606895
60857	1.30284	0.006069
60858	1.30296	0.00606909
60859	1.30308	0.00606921
60860	1.3032	0.00606938
60861	1.30332	0.0060696
60862	1.30344	0.00606985
60863	1.30356	0.00607012
60864	1.30368	0.00607041
60865	1.3038	0.0060707
60866	1.30392	0.00607098
60867	1.30404	0.00607124
60868	1.30416	0.00607146
60869	1.30428	0.00607164
60870	1.3044	0.00607178
60871	1.30452	0.00607188
60872	1.30464	0.00607193
60873	1.30476	0.00607196
60874	1.30488	0.00607197
60875	1.305	0.00607197
60876	1.30512	0.00607198
60877	1.30524	0.00607201
60878	1.30536	0.00607207
60879	1.30548	0.00607216
60880	1.3056	0.00607231
60881	1.30572	0.00607249
60882	1.30584	0.00607272
60883	1.30596	0.00607297
60884	1.30608	0.00607326
60885	1.3062	0.00607355
60886	1.30632	0.00607384
60887	1.30644	0.00607411
60888	1.30656	0.00607435
60889	1.30668	0.00607456
60890	1.3068	0.00607473
60891	1.30692	0.00607485
60892	1.30704	0.00607493
60893	1.30716	0.00607498
60894	1.30728	0.006075
60895	1.3074	0.006075
60896	1.30752	0.006075
60897	1.30764	0.00607502
60898	1.30776	0.00607506
60899	1.30788	0.00607513
60900	1.308	0.00607525
60901	1.30812	0.0060754
60902	1.30824	0.00607561
60903	1.30836	0.00607585
60904	1.30848	0.00607612
60905	1.3086	0.0060764
60906	1.30872	0.0060767
60907	1.30884	0.00607698
60908	1.30896	0.00607724
60909	1.30908	0.00607747
60910	1.3092	0.00607766
60911	1.30932	0.00607781
60912	1.30944	0.00607791
60913	1.30956	0.00607798
60914	1.30968	0.00607801
60915	1.3098	0.00607802
60916	1.30992	0.00607802
60917	1.31004	0.00607803
60918	1.31016	0.00607805
60919	1.31028	0.00607811
60920	1.3104	0.0060782
60921	1.31052	0.00607834
60922	1.31064	0.00607852
60923	1.31076	0.00607874
60924	1.31088	0.00607899
60925	1.311	0.00607927
60926	1.31112	0.00607956
60927	1.31124	0.00607985
60928	1.31136	0.00608013
60929	1.31148	0.00608037
60930	1.3116	0.00608059
60931	1.31172	0.00608075
60932	1.31184	0.00608088
60933	1.31196	0.00608096
60934	1.31208	0.006081
60935	1.3122	0.00608102
60936	1.31232	0.00608103
60937	1.31244	0.00608103
60938	1.31256	0.00608105
60939	1.31268	0.00608109
60940	1.3128	0.00608116
60941	1.31292	0.00608128
60942	1.31304	0.00608144
60943	1.31316	0.00608164
60944	1.31328	0.00608188
60945	1.3134	0.00608215
60946	1.31352	0.00608244
60947	1.31364	0.00608273
60948	1.31376	0.00608302
60949	1.31388	0.00608328
60950	1.314	0.0060835
60951	1.31412	0.00608369
60952	1.31424	0.00608383
60953	1.31436	0.00608393
60954	1.31448	0.00608399
60955	1.3146	0.00608402
60956	1.31472	0.00608402
