# i	Trapez_int	Trapez_sum	Simpson
387	0.00435880562	0.82045664	0.00857518193
389	0.00398720278	0.824443842	0.00794111076
391	0.00409982009	0.828543662	0.00813980473
393	0.00472810303	0.833271766	0.00940876866
395	0.00484032428	0.83811209	0.00996253216
397	0.0040916764	0.842203766	0.00806912054
399	0.00457837	0.846782136	0.0089766024
401	0.00413264545	0.850914782	0.0082982128
403	0.00416341923	0.855078201	0.00830171985
405	0.00381203122	0.858890232	0.00767295869
407	0.00456661738	0.863456849	0.00920094168
409	0.00407648358	0.867533333	0.00806022737
411	0.00395299012	0.871486323	0.00802040585
413	0.00416423554	0.875650559	0.00822634739
415	0.00434011726	0.879990676	0.00854233256
417	0.00423321542	0.884223891	0.00841695352
419	0.00460608296	0.888829974	0.0091318023
421	0.00456626878	0.893396243	0.00941007506
423	0.00461909644	0.89801534	0.00909465844
425	0.0040004326	0.902015772	0.00803602834
427	0.00422956292	0.906245335	0.00867711916
429	0.00460877126	0.910854106	0.00921314353
431	0.00461905412	0.915473161	0.00917940517
433	0.00384329288	0.919316453	0.00756477724
435	0.00405856048	0.923375014	0.00801975137
437	0.00430676324	0.927681777	0.00865299591
439	0.0041450561	0.931826833	0.00821262635
441	0.0044001236	0.936226957	0.00874846141
443	0.00452165529	0.940748612	0.00898050499
445	0.00397844224	0.944727054	0.00800141181
447	0.0043896628	0.949116717	0.00868754326
449	0.00433968057	0.953456398	0.00852607412
451	0.00429239875	0.957748796	0.00854622609
453	0.00412668474	0.961875481	0.00824297811
455	0.0045326833	0.966408164	0.00904637712
457	0.00412476629	0.970532931	0.00817528902
459	0.00481336007	0.975346291	0.00935310115
461	0.00459422966	0.979940521	0.00929707728
463	0.00453666411	0.984477185	0.00888002915
465	0.00417922874	0.988656413	0.00833956321
467	0.00437513475	0.993031548	0.00862969241
469	0.00369935839	0.996730907	0.00741033652
471	0.00435307299	1.00108398	0.00878055969
473	0.00413259602	1.00521658	0.00800963509
475	0.0047715894	1.00998816	0.00948705956
477	0.00413354119	1.01412171	0.00815327705
479	0.00441014236	1.01853185	0.00866226358
481	0.00414265349	1.0226745	0.0083585014
483	0.00474287125	1.02741737	0.00982192898
485	0.00449536175	1.03191273	0.00906792753
487	0.00425487883	1.03616761	0.00858534618
489	0.0046025246	1.04077014	0.00915039085
491	0.00440745283	1.04517759	0.00882988936
493	0.0041494712	1.04932706	0.00832536513
495	0.00439306046	1.05372012	0.00895652967
497	0.00391914868	1.05763927	0.00788774666
499	0.0041064041	1.06174568	0.0082690081
501	0.0044194539	1.06616513	0.00849893066
503	0.0041916538	1.07035678	0.00858626531
505	0.00439554383	1.07475233	0.00850243623
507	0.00429777881	1.07905011	0.00851841655
509	0.00485001566	1.08390012	0.00958319245
511	0.00488826488	1.08878839	0.00975284178
513	0.00418481764	1.0929732	0.00846393248
515	0.00471402869	1.09768723	0.00925099783
517	0.00401605512	1.10170329	0.00815070048
519	0.00399290916	1.1056962	0.00785546149
521	0.00432154613	1.11001774	0.00870582509
523	0.00451981596	1.11453756	0.00912140231
525	0.00441373895	1.1189513	0.00882328226
527	0.00386037679	1.12281167	0.00781339469
529	0.00422898085	1.12704066	0.00828923453
531	0.00424696931	1.13128763	0.00850010725
533	0.00425259969	1.13554022	0.00869471696
535	0.00442321363	1.13996344	0.00866853307
537	0.00424151348	1.14420495	0.00843355431
539	0.00458302888	1.14878798	0.00919891619
541	0.00450452624	1.15329251	0.00948510443
543	0.00455286124	1.15784537	0.00927023557
545	0.00426011333	1.16210548	0.00870283037
547	0.00449385202	1.16659933	0.00901450784
549	0.00379532088	1.17039465	0.00789352398
551	0.00461919918	1.17501385	0.00942158461
553	0.00440120155	1.17941506	0.00888563976
555	0.00373343936	1.18314849	0.00752316989
557	0.00436856256	1.18751706	0.00875953382
559	0.00428217395	1.19179923	0.0087243107
561	0.00415297682	1.19595221	0.00838820567
563	0.00472447206	1.20067668	0.00939633375
565	0.00459319318	1.20526987	0.0092254946
567	0.00449696545	1.20976684	0.00895170622
569	0.00446763523	1.21423447	0.00900980564
571	0.00406085707	1.21829533	0.00834789019
573	0.00462700559	1.22292234	0.00899280933
575	0.00415199999	1.22707434	0.00836183403
577	0.00416254338	1.23123688	0.00822424258
579	0.00449096542	1.23572785	0.00912019855
581	0.00423606882	1.23996391	0.00834190945
583	0.00418902391	1.24415294	0.00813747948
585	0.00425334805	1.24840629	0.00847575152
587	0.00429845002	1.25270474	0.00870247571
589	0.0046450463	1.25734978	0.00933724563
591	0.00430939849	1.26165918	0.00871838786
593	0.00435974972	1.26601893	0.00892275458
595	0.00419650958	1.27021544	0.00838104219
597	0.00442233204	1.27463777	0.00875185599
599	0.00452642871	1.2791642	0.00900006052
601	0.00417062297	1.28333482	0.00845796734
603	0.00430302519	1.28763785	0.00837681587
605	0.00435466187	1.29199251	0.00871944336
607	0.00423529115	1.2962278	0.00846975571
609	0.00434325576	1.30057106	0.00878037056
611	0.0038361433	1.3044072	0.00772638449
613	0.00415232333	1.30855952	0.00822491894
615	0.00457721353	1.31313674	0.00894462073
617	0.0046535583	1.3177903	0.00920305185
619	0.00484653139	1.32263683	0.0096820476
621	0.00411266399	1.32674949	0.00845404413
623	0.00431865224	1.33106814	0.00850516891
625	0.00413610382	1.33520425	0.00850937226
627	0.00447055432	1.3396748	0.0089340644
629	0.00440492096	1.34407972	0.00877649496
631	0.00428274504	1.34836247	0.0086517383
633	0.00438918754	1.35275166	0.0087782359
635	0.0043126943	1.35706435	0.00863894945
637	0.0041151954	1.36117955	0.00821150283
639	0.00452784331	1.36570739	0.00918689063
641	0.00424069437	1.36994808	0.00852242464
643	0.0044725954	1.37442068	0.00914254235
645	0.00452688188	1.37894756	0.00898859768
647	0.00462940081	1.38357696	0.00948069086
649	0.00395934386	1.3875363	0.00784422356
651	0.00425755545	1.39179386	0.00855015098
653	0.00450570243	1.39629956	0.00927704723
655	0.00418455233	1.40048412	0.00849458422
657	0.00458852523	1.40507264	0.00926279624
659	0.00408620923	1.40915885	0.0082931177
661	0.0041653469	1.4133242	0.00830016389
663	0.00424622322	1.41757042	0.00852244941
665	0.0037882339	1.42135865	0.00737398967
667	0.00437763641	1.42573629	0.00893934953
669	0.00473109285	1.43046738	0.00950697527
671	0.00441801481	1.4348854	0.00894947477
673	0.00465629788	1.4395417	0.00944329966
675	0.0043236775	1.44386537	0.00869963213
677	0.0046537416	1.44851911	0.00938580699
679	0.00434167489	1.45286079	0.00838607512
681	0.00440318777	1.45726398	0.00877619342
683	0.00436405108	1.46162803	0.00850125817
685	0.00428835769	1.46591639	0.00870196895
687	0.00434303119	1.47025942	0.0085364716
689	0.00438287394	1.47464229	0.00882611747
691	0.00453322207	1.47917551	0.00876759201
693	0.00448034386	1.48365586	0.00900350465
695	0.00438094248	1.4880368	0.00885213902
697	0.00461927277	1.49265607	0.00919366069
699	0.00408322837	1.4967393	0.00808290342
701	0.00438876158	1.50112806	0.00884558559
703	0.00434023299	1.5054683	0.00864944796
705	0.00422134655	1.50968964	0.00845850046
707	0.00439566934	1.51408531	0.00892661044
709	0.00443943237	1.51852474	0.00883940436
711	0.00420246993	1.52272721	0.00849003085
713	0.00433144878	1.52705866	0.00865236729
715	0.00448680147	1.53154546	0.00893123039
717	0.00417869253	1.53572416	0.00847780548
719	0.00462625824	1.54035041	0.00941752708
721	0.00418688826	1.5445373	0.00845221899
723	0.00468068534	1.54921799	0.00952809814
725	0.00436423715	1.55358223	0.00867465923
727	0.00413627315	1.5577185	0.00823967825
729	0.00426523516	1.56198373	0.00850370652
731	0.00424935452	1.56623309	0.00848771855
733	0.00449850587	1.57073159	0.00875828018
735	0.00435686296	1.57508846	0.00870305189
737	0.00447217752	1.57956063	0.00897288054
739	0.00423120979	1.58379184	0.00831015884
741	0.00431158251	1.58810343	0.00862306787
743	0.0042739814	1.59237741	0.00835831531
745	0.00421757575	1.59659498	0.00852165345
747	0.00461629952	1.60121128	0.00921346383
749	0.00430566365	1.60551695	0.00849136189
751	0.00425951197	1.60977646	0.00840930346
753	0.00443167989	1.61420814	0.00882732154
755	0.00443038163	1.61863852	0.00877937861
757	0.00454465018	1.62318317	0.00933739309
759	0.00457465986	1.62775783	0.00904248946
761	0.00426143714	1.63201927	0.00841915118
763	0.00468643102	1.6367057	0.0094721329
765	0.00432082561	1.64102652	0.00875116668
767	0.00429692096	1.64532345	0.00839442635
769	0.00425720218	1.64958065	0.00872895937
771	0.00451075372	1.6540914	0.00906752779
773	0.00434942213	1.65844082	0.00869258861
775	0.00395370788	1.66239453	0.00806101751
777	0.00415881355	1.66655334	0.00843203428
779	0.00424763537	1.67080098	0.0084508372
781	0.00428896203	1.67508994	0.00870401869
783	0.00441702948	1.67950697	0.00906868745
785	0.00441647404	1.68392345	0.00862519543
787	0.00425711223	1.68818056	0.00869937252
789	0.00437108	1.69255164	0.00842933048
791	0.00444490298	1.69699654	0.00873404292
793	0.00416174705	1.70115829	0.00837020786
795	0.00434435737	1.70550265	0.00871376687
797	0.0043857709	1.70988842	0.0086431424
799	0.00435344134	1.71424186	0.00889832211
801	0.0040314808	1.71827334	0.00799551849
803	0.00416076638	1.7224341	0.0085090661
805	0.00442534206	1.72685945	0.00902529935
807	0.00427970498	1.73113915	0.00851400932
809	0.0040301785	1.73516933	0.00820578853
811	0.00409426673	1.7392636	0.00822115181
813	0.00436420348	1.7436278	0.00859346436
815	0.00436626814	1.74799407	0.00859573782
817	0.00420648188	1.75220055	0.0084996293
819	0.00445176872	1.75665232	0.00878935887
821	0.00414243668	1.76079476	0.00841117106
823	0.00393663007	1.76473139	0.00780300072
825	0.00420006018	1.76893145	0.00842400347
827	0.00416483601	1.77309628	0.00846612913
829	0.00429049096	1.77738677	0.00854789772
831	0.00397941678	1.78136619	0.00782678687
833	0.00437451675	1.78574071	0.00884323438
835	0.00429210465	1.79003281	0.00858455562
837	0.00436178469	1.7943946	0.00856070385
839	0.00431359302	1.79870819	0.00870770197
841	0.00434527099	1.80305346	0.00854321012
843	0.00440734962	1.80746081	0.00886438377
845	0.00439275148	1.81185356	0.00863460633
847	0.00431770557	1.81617127	0.00866379417
849	0.00419712543	1.82036839	0.00852537942
851	0.00437699461	1.82474539	0.00881597351
853	0.00417823727	1.82892362	0.00832225743
855	0.00430895397	1.83323258	0.00855325237
857	0.00447698065	1.83770956	0.0088661009
859	0.00454144013	1.842251	0.00933854303
861	0.00438479848	1.8466358	0.00861342653
863	0.00443030731	1.8510661	0.00891857767
865	0.00414475301	1.85521086	0.00849047944
867	0.0042886403	1.8594995	0.00850456752
869	0.00420508529	1.86370458	0.00850785379
871	0.00429308374	1.86799767	0.00852017452
873	0.00433746714	1.87233513	0.00869540354
875	0.00469780118	1.87703294	0.00956820265
877	0.00454504233	1.88157798	0.00935674214
879	0.00456351402	1.88614149	0.00900641826
881	0.00449868384	1.89064018	0.00906307451
883	0.00436450394	1.89500468	0.00874220766
885	0.00434228388	1.89934696	0.00856498681
887	0.00424896658	1.90359593	0.0082879874
889	0.00417303062	1.90776896	0.00847578683
891	0.00440502413	1.91217398	0.00881778221
893	0.00453789455	1.91671188	0.00917461026
895	0.00431928157	1.92103116	0.00864052006
897	0.00410880614	1.92513997	0.00806369598
899	0.00441838837	1.92955836	0.00871896887
901	0.00423082158	1.93378918	0.00842059172
903	0.00406070292	1.93784988	0.00802634983
905	0.00427667076	1.94212655	0.0086533322
907	0.00418091504	1.94630747	0.00857924726
909	0.00447766412	1.95078513	0.0089186488
911	0.00416176048	1.95494689	0.00853260876
913	0.00420122427	1.95914811	0.00845342053
915	0.00426654842	1.96341466	0.00858684956
917	0.0045519047	1.96796657	0.00892950583
919	0.00439657976	1.97236315	0.00878669216
921	0.00458289462	1.97694604	0.00915823255
923	0.00430567223	1.98125171	0.0086444704
925	0.0047711428	1.98602286	0.00969860473
927	0.00433306734	1.99035592	0.00869880664
929	0.00399708294	1.99435301	0.00787273535
931	0.00416776165	1.99852077	0.00828647824
933	0.00428260398	2.00280337	0.00850352077
935	0.0045303873	2.00733376	0.00895542085
937	0.0040381674	2.01137193	0.00830220748
939	0.00444274521	2.01581467	0.00886138563
941	0.00450805245	2.02032273	0.00911942455
943	0.00453917708	2.0248619	0.00905428248
945	0.00444611545	2.02930802	0.00910124385
947	0.00426482548	2.03357284	0.00841222696
949	0.00456802609	2.03814087	0.00900034331
951	0.00449407533	2.04263494	0.00894945315
953	0.00420029784	2.04683524	0.00844510011
955	0.00434574067	2.05118098	0.00875690628
957	0.00444581213	2.0556268	0.00891540412
959	0.00458789567	2.06021469	0.00907982167
961	0.00428329634	2.06449799	0.00866035458
963	0.00429451214	2.0687925	0.00857755755
965	0.00443698011	2.07322948	0.00867003279
967	0.00419541035	2.07742489	0.00835655939
969	0.00452127705	2.08194617	0.00905983097
971	0.00417482678	2.08612099	0.00835223674
973	0.00435578214	2.09047678	0.00877883316
975	0.00412409114	2.09460087	0.00831084763
977	0.00435804074	2.09895891	0.00855309224
979	0.00432057786	2.10327949	0.00874035291
981	0.00445856199	2.10773805	0.00895119676
983	0.00431508916	2.11205314	0.00858555926
985	0.00428467113	2.11633781	0.00865947553
987	0.0046964767	2.12103428	0.00937263743
989	0.00443624668	2.12547053	0.00890128419
991	0.0043697489	2.12984028	0.00852765993
993	0.00429489994	2.13413518	0.00884030073
995	0.00410222899	2.13823741	0.00830913595
997	0.00442443886	2.14266185	0.0090609009
999	0.00409160129	2.14675345	0.00819713359
1001	0.00450069451	2.15125414	0.00905554943
1003	0.00433410829	2.15558825	0.00846693651
1005	0.00441245914	2.16000071	0.00897212183
1007	0.00426081901	2.16426153	0.00846755451
1009	0.00432591484	2.16858745	0.00860541036
1011	0.00408241046	2.17266986	0.00829530392
1013	0.00443211979	2.17710198	0.00895380022
1015	0.0042388232	2.1813408	0.00875617854
1017	0.00443484946	2.18577565	0.00859292146
1019	0.00427515727	2.19005081	0.00854779771
1021	0.00444754768	2.19449835	0.0086012839
1023	0.00446561872	2.19896397	0.00889574431
1025	0.0041863058	2.20315028	0.0083736037
1027	0.00451286625	2.20766314	0.00899732278
1029	0.00463015841	2.2122933	0.0092044033
1031	0.00424245496	2.21653576	0.00860625015
1033	0.00413570411	2.22067146	0.00835117423
1035	0.00443176532	2.22510323	0.00886923789
1037	0.00399763842	2.22910086	0.00799842968
1039	0.00439933289	2.2335002	0.0087209847
1041	0.00425420391	2.2377544	0.00846351301
1043	0.00467243046	2.24242683	0.00928853581
1045	0.00447923613	2.24690607	0.00893141903
1047	0.00441779913	2.25132387	0.0087733209
1049	0.00431773506	2.2556416	0.00857146752
1051	0.00445984436	2.26010145	0.00890550439
1053	0.00405200664	2.26415345	0.0082317665
1055	0.00444028401	2.26859374	0.00879568821
1057	0.00433900247	2.27293274	0.00875135269
1059	0.00452649956	2.27745924	0.00894040672
1061	0.00432200543	2.28178124	0.00869403493
1063	0.0045549814	2.28633623	0.00909612877
1065	0.00439157195	2.2907278	0.00887579209
1067	0.00442308339	2.29515088	0.00886385295
1069	0.00436423622	2.29951512	0.00868915416
1071	0.0043109749	2.30382609	0.00869826782
1073	0.00411889158	2.30794498	0.00815603522
1075	0.00418627085	2.31213126	0.00869452621
1077	0.00453407965	2.31666533	0.00903552649
1079	0.00431407686	2.32097941	0.00861659025
1081	0.00428531381	2.32526473	0.008424486
1083	0.00427376644	2.32953849	0.00863456638
1085	0.00453924237	2.33407773	0.00906940549
1087	0.00425594961	2.33833368	0.00874594549
1089	0.00420913371	2.34254282	0.00838428101
1091	0.00428978115	2.3468326	0.00868036623
1093	0.00421105927	2.35104366	0.00823359005
1095	0.00423319982	2.35527686	0.00858433829
1097	0.00396921892	2.35924608	0.00805436987
1099	0.00471746817	2.36396355	0.00934080903
1101	0.00441149571	2.36837504	0.00868452244
1103	0.00441547005	2.37279051	0.00869171148
1105	0.00438482797	2.37717534	0.00875874023
1107	0.0044235046	2.38159884	0.00886031417
1109	0.00401819627	2.38561704	0.00822623048
1111	0.00426744783	2.38988449	0.00852894272
1113	0.00459148754	2.39447598	0.00933159172
1115	0.00404902929	2.398525	0.00818711139
1117	0.00440349303	2.4029285	0.00888786546
1119	0.0043306571	2.40725915	0.0085738755
1121	0.00427200659	2.41153116	0.00862336638
1123	0.00438363316	2.41591479	0.00872784251
1125	0.00472001297	2.42063481	0.00943705321
1127	0.00419970698	2.42483451	0.00830247147
1129	0.00437339337	2.42920791	0.00860025353
1131	0.00412004805	2.43332796	0.00823848518
1133	0.00443097405	2.43775893	0.00881795384
1135	0.00424363872	2.44200257	0.00864202282
1137	0.00439269241	2.44639526	0.00873542295
1139	0.00474362732	2.45113889	0.00974051808
1141	0.00436942673	2.45550831	0.00894456656
1143	0.00424956509	2.45975788	0.00857638215
1145	0.00436440237	2.46412228	0.00855373592
1147	0.00425749792	2.46837978	0.00847447396
1149	0.00410672525	2.47248651	0.00818326735
1151	0.00424411169	2.47673062	0.00844491462
1153	0.00419886025	2.48092948	0.00842193176
1155	0.00430298229	2.48523246	0.0086146634
1157	0.00427011651	2.48950258	0.0083930004
1159	0.00440998143	2.49391256	0.00866106623
1161	0.00428105744	2.49819362	0.0085921073
1163	0.00434212112	2.50253574	0.00873254967
1165	0.00437402949	2.50690977	0.00887139604
1167	0.00434619733	2.51125596	0.00869332863
1169	0.00428464395	2.51554061	0.00859015184
1171	0.00406772744	2.51960833	0.00811821626
1173	0.00432150051	2.52392983	0.00865836801
1175	0.00422826862	2.5281581	0.00835980319
1177	0.0044607277	2.53261883	0.00879857633
1179	0.00464875924	2.53726759	0.00933782694
1181	0.00424741845	2.54151501	0.00845351687
1183	0.00465697506	2.54617198	0.00934205153
1185	0.00417680947	2.55034879	0.00823165877
1187	0.00435160954	2.5547004	0.00886905024
1189	0.00420860422	2.55890901	0.00842527153
1191	0.00447044022	2.56337945	0.008971678
1193	0.00440108036	2.56778053	0.00878799294
1195	0.00432934285	2.57210987	0.00860223574
1197	0.00439217802	2.57650205	0.00869485558
1199	0.00447057192	2.58097262	0.00901624396
1201	0.00434652502	2.58531915	0.00881031809
1203	0.0043690927	2.58968824	0.00867824914
1205	0.00434449457	2.59403273	0.0087166354
1207	0.00447062306	2.59850336	0.00878415827
1209	0.00442114615	2.6029245	0.00888661514
1211	0.00447194843	2.60739645	0.00879410466
1213	0.00441403935	2.61181049	0.00894724416
1215	0.00432659783	2.61613709	0.00860445514
1217	0.00456604229	2.62070313	0.00928060894
1219	0.00455756221	2.62526069	0.00909940687
1221	0.0042408097	2.6295015	0.00875139699
1223	0.00441247917	2.63391398	0.00880208046
1225	0.00421633228	2.63813031	0.0084753372
1227	0.00415463222	2.64228495	0.00832047585
1229	0.00445190526	2.64673685	0.00882027169
1231	0.00410469793	2.65084155	0.00822241917
1233	0.0044152388	2.65525679	0.00867159794
1235	0.00450847724	2.65976526	0.00888223867
1237	0.00442361585	2.66418888	0.008565288
1239	0.00428675903	2.66847564	0.00875796573
1241	0.00400747274	2.67248311	0.00794481799
1243	0.00447054145	2.67695365	0.0089398403
1245	0.00427373633	2.68122739	0.00851752872
1247	0.00432948733	2.68555688	0.0087921172
1249	0.00420744308	2.68976432	0.00846244567
1251	0.00456882815	2.69433315	0.0091943802
1253	0.00441644161	2.69874959	0.00879680807
1255	0.00459015167	2.70333974	0.00916736921
1257	0.00439521592	2.70773496	0.00878396181
