# t   Ex   Ey   Mx   My   Ax   Ay		0, 3000
0.1  1.24301 -4.67e+06 -101.074 3.79733e+08 1083.24 -1.1216e+07
50.1  622.75 -4.67e+06 -50637.8 3.79733e+08 542383 -1.12043e+07
100.1  1244.26 -4.67e+06 -101175 3.79733e+08 1.08177e+06 -1.11696e+07
150.1  1865.76 -4.67e+06 -151711 3.79733e+08 1.61741e+06 -1.11122e+07
200.1  2487.27 -4.67e+06 -202248 3.79733e+08 2.14756e+06 -1.1033e+07
250.1  3108.78 -4.67e+06 -252785 3.79733e+08 2.67067e+06 -1.09328e+07
300.1  3730.28 -4.67e+06 -303322 3.79733e+08 3.18537e+06 -1.08129e+07
350.1  4351.79 -4.67e+06 -353858 3.79733e+08 3.69051e+06 -1.06744e+07
400.1  4973.3 -4.67e+06 -404395 3.79733e+08 4.18517e+06 -1.05189e+07
450.1  5594.8 -4.67e+06 -454932 3.79733e+08 4.66864e+06 -1.03476e+07
500.1  6216.31 -4.67e+06 -505468 3.79733e+08 5.1404e+06 -1.01621e+07
550.1  6837.82 -4.66999e+06 -556005 3.79733e+08 5.60013e+06 -9.96376e+06
600.1  7459.32 -4.66999e+06 -606542 3.79733e+08 6.04767e+06 -9.75382e+06
650.1  8080.83 -4.66999e+06 -657079 3.79732e+08 6.48299e+06 -9.53358e+06
700.1  8702.33 -4.66999e+06 -707615 3.79732e+08 6.90617e+06 -9.3042e+06
750.1  9323.84 -4.66999e+06 -758152 3.79732e+08 7.31737e+06 -9.06677e+06
800.1  9945.34 -4.66999e+06 -808689 3.79732e+08 7.71684e+06 -8.82226e+06
850.1  10566.8 -4.66999e+06 -859225 3.79732e+08 8.10486e+06 -8.57158e+06
900.1  11188.4 -4.66999e+06 -909762 3.79732e+08 8.48177e+06 -8.31554e+06
950.1  11809.9 -4.66999e+06 -960298 3.79732e+08 8.84791e+06 -8.05485e+06
1000.1  12431.4 -4.66998e+06 -1.01083e+06 3.79732e+08 9.20366e+06 -7.79018e+06
1050.1  13052.9 -4.66998e+06 -1.06137e+06 3.79732e+08 9.5494e+06 -7.5221e+06
1100.1  13674.4 -4.66998e+06 -1.11191e+06 3.79731e+08 9.88549e+06 -7.25114e+06
1150.1  14295.9 -4.66998e+06 -1.16244e+06 3.79731e+08 1.02123e+07 -6.97775e+06
1200.1  14917.4 -4.66998e+06 -1.21298e+06 3.79731e+08 1.05303e+07 -6.70234e+06
1250.1  15538.9 -4.66997e+06 -1.26352e+06 3.79731e+08 1.08397e+07 -6.42529e+06
1300.1  16160.4 -4.66997e+06 -1.31405e+06 3.79731e+08 1.11409e+07 -6.1469e+06
1350.1  16781.9 -4.66997e+06 -1.36459e+06 3.79731e+08 1.14343e+07 -5.86747e+06
1400.1  17403.4 -4.66997e+06 -1.41513e+06 3.7973e+08 1.17202e+07 -5.58724e+06
1450.1  18024.9 -4.66997e+06 -1.46566e+06 3.7973e+08 1.19988e+07 -5.30645e+06
1500.1  18646.4 -4.66996e+06 -1.5162e+06 3.7973e+08 1.22706e+07 -5.02529e+06
1550.1  19267.9 -4.66996e+06 -1.56674e+06 3.7973e+08 1.25357e+07 -4.74394e+06
1600.1  19889.4 -4.66996e+06 -1.61727e+06 3.7973e+08 1.27944e+07 -4.46255e+06
1650.1  20510.9 -4.66995e+06 -1.66781e+06 3.79729e+08 1.30471e+07 -4.18125e+06
1700.1  21132.4 -4.66995e+06 -1.71834e+06 3.79729e+08 1.32939e+07 -3.90018e+06
1750.1  21753.9 -4.66995e+06 -1.76888e+06 3.79729e+08 1.3535e+07 -3.61942e+06
1800.1  22375.4 -4.66995e+06 -1.81942e+06 3.79729e+08 1.37708e+07 -3.33909e+06
1850.1  22996.9 -4.66994e+06 -1.86995e+06 3.79728e+08 1.40013e+07 -3.05926e+06
1900.1  23618.4 -4.66994e+06 -1.92049e+06 3.79728e+08 1.42268e+07 -2.78001e+06
1950.1  24239.9 -4.66994e+06 -1.97103e+06 3.79728e+08 1.44476e+07 -2.50139e+06
2000.1  24861.4 -4.66993e+06 -2.02156e+06 3.79728e+08 1.46637e+07 -2.22348e+06
2050.1  25482.9 -4.66993e+06 -2.0721e+06 3.79727e+08 1.48753e+07 -1.9463e+06
2100.1  26104.4 -4.66993e+06 -2.12263e+06 3.79727e+08 1.50826e+07 -1.66992e+06
2150.1  26725.9 -4.66992e+06 -2.17317e+06 3.79727e+08 1.52858e+07 -1.39436e+06
2200.1  27347.4 -4.66992e+06 -2.22371e+06 3.79726e+08 1.5485e+07 -1.11966e+06
2250.1  27968.9 -4.66992e+06 -2.27424e+06 3.79726e+08 1.56803e+07 -845840
2300.1  28590.4 -4.66991e+06 -2.32478e+06 3.79726e+08 1.58719e+07 -572935
2350.1  29211.9 -4.66991e+06 -2.37531e+06 3.79726e+08 1.60599e+07 -300962
2400.1  29833.4 -4.6699e+06 -2.42585e+06 3.79725e+08 1.62444e+07 -29937.9
2450.1  30454.9 -4.6699e+06 -2.47638e+06 3.79725e+08 1.64255e+07 240123
2500.1  31076.4 -4.6699e+06 -2.52692e+06 3.79725e+08 1.66034e+07 509208
2550.1  31697.8 -4.66989e+06 -2.57746e+06 3.79724e+08 1.67781e+07 777307
2600.1  32319.3 -4.66989e+06 -2.62799e+06 3.79724e+08 1.69498e+07 1.04441e+06
2650.1  32940.8 -4.66988e+06 -2.67853e+06 3.79724e+08 1.71185e+07 1.31052e+06
2700.1  33562.3 -4.66988e+06 -2.72906e+06 3.79723e+08 1.72843e+07 1.57562e+06
2750.1  34183.8 -4.66987e+06 -2.7796e+06 3.79723e+08 1.74474e+07 1.83971e+06
2800.1  34805.3 -4.66987e+06 -2.83013e+06 3.79722e+08 1.76077e+07 2.1028e+06
2850.1  35426.8 -4.66987e+06 -2.88067e+06 3.79722e+08 1.77655e+07 2.36487e+06
2900.1  36048.3 -4.66986e+06 -2.9312e+06 3.79722e+08 1.79207e+07 2.62593e+06
2950.1  36669.8 -4.66986e+06 -2.98174e+06 3.79721e+08 1.80734e+07 2.88599e+06
3000.1  37291.3 -4.66985e+06 -3.03227e+06 3.79721e+08 1.82237e+07 3.14504e+06
3050.1  37912.7 -4.66985e+06 -3.08281e+06 3.7972e+08 1.83716e+07 3.40308e+06
3100.1  38534.2 -4.66984e+06 -3.13334e+06 3.7972e+08 1.85173e+07 3.66012e+06
3150.1  39155.7 -4.66984e+06 -3.18388e+06 3.7972e+08 1.86608e+07 3.91617e+06
3200.1  39777.2 -4.66983e+06 -3.23441e+06 3.79719e+08 1.88021e+07 4.17122e+06
3250.1  40398.7 -4.66982e+06 -3.28495e+06 3.79719e+08 1.89414e+07 4.42529e+06
3300.1  41020.2 -4.66982e+06 -3.33548e+06 3.79718e+08 1.90786e+07 4.67838e+06
3350.1  41641.6 -4.66981e+06 -3.38602e+06 3.79718e+08 1.92138e+07 4.93049e+06
3400.1  42263.1 -4.66981e+06 -3.43655e+06 3.79717e+08 1.9347e+07 5.18162e+06
3450.1  42884.6 -4.6698e+06 -3.48709e+06 3.79717e+08 1.94784e+07 5.4318e+06
3500.1  43506.1 -4.6698e+06 -3.53762e+06 3.79716e+08 1.96079e+07 5.68101e+06
3550.1  44127.6 -4.66979e+06 -3.58816e+06 3.79716e+08 1.97357e+07 5.92928e+06
3600.1  44749 -4.66978e+06 -3.63869e+06 3.79716e+08 1.98616e+07 6.1766e+06
3650.1  45370.5 -4.66978e+06 -3.68923e+06 3.79715e+08 1.99859e+07 6.42298e+06
3700.1  45992 -4.66977e+06 -3.73976e+06 3.79715e+08 2.01085e+07 6.66844e+06
3750.1  46613.5 -4.66977e+06 -3.79029e+06 3.79714e+08 2.02295e+07 6.91297e+06
3800.1  47235 -4.66976e+06 -3.84083e+06 3.79714e+08 2.03488e+07 7.15658e+06
3850.1  47856.4 -4.66975e+06 -3.89136e+06 3.79713e+08 2.04666e+07 7.39929e+06
3900.1  48477.9 -4.66975e+06 -3.9419e+06 3.79712e+08 2.05829e+07 7.64109e+06
3950.1  49099.4 -4.66974e+06 -3.99243e+06 3.79712e+08 2.06977e+07 7.882e+06
4000.1  49720.8 -4.66973e+06 -4.04296e+06 3.79711e+08 2.0811e+07 8.12202e+06
4050.1  50342.3 -4.66973e+06 -4.0935e+06 3.79711e+08 2.09229e+07 8.36117e+06
4100.1  50963.8 -4.66972e+06 -4.14403e+06 3.7971e+08 2.10334e+07 8.59944e+06
4150.1  51585.3 -4.66971e+06 -4.19457e+06 3.7971e+08 2.11426e+07 8.83685e+06
4200.1  52206.7 -4.66971e+06 -4.2451e+06 3.79709e+08 2.12504e+07 9.0734e+06
4250.1  52828.2 -4.6697e+06 -4.29563e+06 3.79709e+08 2.13569e+07 9.30911e+06
4300.1  53449.7 -4.66969e+06 -4.34617e+06 3.79708e+08 2.14621e+07 9.54397e+06
