t  x  y  z  vx  vy  vz  range
0  0  0  0  25.9257  0  37.0257  0
0  0.259257  0  0.369767  25.9257  0  36.9277  0.259257
0.01  0.518513  0  0.738553  25.9257  0  36.8297  0.518513
0.02  0.77777  0  1.10636  25.9257  0  36.7317  0.77777
0.03  1.03703  0  1.47319  25.9257  0  36.6337  1.03703
0.04  1.29628  0  1.83903  25.9257  0  36.5357  1.29628
0.05  1.55554  0  2.2039  25.9257  0  36.4377  1.55554
0.06  1.8148  0  2.56779  25.9257  0  36.3397  1.8148
0.07  2.07405  0  2.93069  25.9257  0  36.2417  2.07405
0.08  2.33331  0  3.29262  25.9257  0  36.1437  2.33331
0.09  2.59257  0  3.65357  25.9257  0  36.0457  2.59257
0.1  2.85182  0  4.01353  25.9257  0  35.9477  2.85182
0.11  3.11108  0  4.37252  25.9257  0  35.8497  3.11108
0.12  3.37034  0  4.73053  25.9257  0  35.7517  3.37034
0.13  3.62959  0  5.08755  25.9257  0  35.6537  3.62959
0.14  3.88885  0  5.4436  25.9257  0  35.5557  3.88885
0.15  4.1481  0  5.79867  25.9257  0  35.4577  4.1481
0.16  4.40736  0  6.15275  25.9257  0  35.3597  4.40736
0.17  4.66662  0  6.50586  25.9257  0  35.2617  4.66662
0.18  4.92587  0  6.85799  25.9257  0  35.1637  4.92587
0.19  5.18513  0  7.20913  25.9257  0  35.0657  5.18513
0.2  5.44439  0  7.5593  25.9257  0  34.9677  5.44439
0.21  5.70364  0  7.90849  25.9257  0  34.8697  5.70364
0.22  5.9629  0  8.25669  25.9257  0  34.7717  5.9629
0.23  6.22216  0  8.60392  25.9257  0  34.6737  6.22216
0.24  6.48141  0  8.95017  25.9257  0  34.5757  6.48141
0.25  6.74067  0  9.29543  25.9257  0  34.4777  6.74067
0.26  6.99993  0  9.63972  25.9257  0  34.3797  6.99993
0.27  7.25918  0  9.98303  25.9257  0  34.2817  7.25918
0.28  7.51844  0  10.3254  25.9257  0  34.1837  7.51844
0.29  7.7777  0  10.6667  25.9257  0  34.0857  7.7777
0.3  8.03695  0  11.0071  25.9257  0  33.9877  8.03695
0.31  8.29621  0  11.3465  25.9257  0  33.8897  8.29621
0.32  8.55547  0  11.6849  25.9257  0  33.7917  8.55547
0.33  8.81472  0  12.0223  25.9257  0  33.6937  8.81472
0.34  9.07398  0  12.3587  25.9257  0  33.5957  9.07398
0.35  9.33324  0  12.6942  25.9257  0  33.4977  9.33324
0.36  9.59249  0  13.0287  25.9257  0  33.3997  9.59249
0.37  9.85175  0  13.3622  25.9257  0  33.3017  9.85175
0.38  10.111  0  13.6947  25.9257  0  33.2037  10.111
