t  x  y  z  vx  vy  vz  range
0  0  0  0  39.1443  0  22.6  0
0  0.391443  0  0.22551  39.1443  0  22.502  0.391443
0.01  0.782887  0  0.45004  39.1443  0  22.404  0.782887
0.02  1.17433  0  0.67359  39.1443  0  22.306  1.17433
0.03  1.56577  0  0.89616  39.1443  0  22.208  1.56577
0.04  1.95722  0  1.11775  39.1443  0  22.11  1.95722
0.05  2.34866  0  1.33836  39.1443  0  22.012  2.34866
0.06  2.7401  0  1.55799  39.1443  0  21.914  2.7401
0.07  3.13155  0  1.77664  39.1443  0  21.816  3.13155
0.08  3.52299  0  1.99431  39.1443  0  21.718  3.52299
0.09  3.91443  0  2.211  39.1443  0  21.62  3.91443
0.1  4.30588  0  2.42671  39.1443  0  21.522  4.30588
0.11  4.69732  0  2.64144  39.1443  0  21.424  4.69732
0.12  5.08877  0  2.85519  39.1443  0  21.326  5.08877
0.13  5.48021  0  3.06796  39.1443  0  21.228  5.48021
0.14  5.87165  0  3.27975  39.1443  0  21.13  5.87165
0.15  6.2631  0  3.49056  39.1443  0  21.032  6.2631
0.16  6.65454  0  3.70039  39.1443  0  20.934  6.65454
0.17  7.04598  0  3.90924  39.1443  0  20.836  7.04598
0.18  7.43743  0  4.11711  39.1443  0  20.738  7.43743
0.19  7.82887  0  4.324  39.1443  0  20.64  7.82887
0.2  8.22031  0  4.52991  39.1443  0  20.542  8.22031
0.21  8.61176  0  4.73484  39.1443  0  20.444  8.61176
0.22  9.0032  0  4.93879  39.1443  0  20.346  9.0032
0.23  9.39464  0  5.14176  39.1443  0  20.248  9.39464
0.24  9.78609  0  5.34375  39.1443  0  20.15  9.78609
0.25  10.1775  0  5.54476  39.1443  0  20.052  10.1775
0.26  10.569  0  5.74479  39.1443  0  19.954  10.569
0.27  10.9604  0  5.94384  39.1443  0  19.856  10.9604
0.28  11.3519  0  6.14191  39.1443  0  19.758  11.3519
0.29  11.7433  0  6.339  39.1443  0  19.66  11.7433
0.3  12.1347  0  6.53511  39.1443  0  19.562  12.1347
0.31  12.5262  0  6.73024  39.1443  0  19.464  12.5262
0.32  12.9176  0  6.92439  39.1443  0  19.366  12.9176
0.33  13.3091  0  7.11756  39.1443  0  19.268  13.3091
0.34  13.7005  0  7.30975  39.1443  0  19.17  13.7005
0.35  14.092  0  7.50096  39.1443  0  19.072  14.092
0.36  14.4834  0  7.69119  39.1443  0  18.974  14.4834
0.37  14.8749  0  7.88044  39.1443  0  18.876  14.8749
0.38  15.2663  0  8.06871  39.1443  0  18.778  15.2663
0.39  15.6577  0  8.256  39.1443  0  18.68  15.6577
0.4  16.0492  0  8.44231  39.1443  0  18.582  16.0492
0.41  16.4406  0  8.62764  39.1443  0  18.484  16.4406
0.42  16.8321  0  8.81199  39.1443  0  18.386  16.8321
0.43  17.2235  0  8.99536  39.1443  0  18.288  17.2235
0.44  17.615  0  9.17775  39.1443  0  18.19  17.615
0.45  18.0064  0  9.35916  39.1443  0  18.092  18.0064
0.46  18.3978  0  9.53959  39.1443  0  17.994  18.3978
0.47  18.7893  0  9.71904  39.1443  0  17.896  18.7893
0.48  19.1807  0  9.89751  39.1443  0  17.798  19.1807
0.49  19.5722  0  10.075  39.1443  0  17.7  19.5722
0.5  19.9636  0  10.2515  39.1443  0  17.602  19.9636
0.51  20.3551  0  10.427  39.1443  0  17.504  20.3551
0.52  20.7465  0  10.6016  39.1443  0  17.406  20.7465
0.53  21.1379  0  10.7752  39.1443  0  17.308  21.1379
0.54  21.5294  0  10.9478  39.1443  0  17.21  21.5294
0.55  21.9208  0  11.1194  39.1443  0  17.112  21.9208
0.56  22.3123  0  11.29  39.1443  0  17.014  22.3123
0.57  22.7037  0  11.4596  39.1443  0  16.916  22.7037
0.58  23.0952  0  11.6283  39.1443  0  16.818  23.0952
0.59  23.4866  0  11.796  39.1443  0  16.72  23.4866
0.6  23.8781  0  11.9627  39.1443  0  16.622  23.8781
0.61  24.2695  0  12.1284  39.1443  0  16.524  24.2695
0.62  24.6609  0  12.2932  39.1443  0  16.426  24.6609
0.63  25.0524  0  12.457  39.1443  0  16.328  25.0524
0.64  25.4438  0  12.6198  39.1443  0  16.23  25.4438
0.65  25.8353  0  12.7816  39.1443  0  16.132  25.8353
0.66  26.2267  0  12.9424  39.1443  0  16.034  26.2267
0.67  26.6182  0  13.1022  39.1443  0  15.936  26.6182
0.68  27.0096  0  13.2611  39.1443  0  15.838  27.0096
0.69  27.401  0  13.419  39.1443  0  15.74  27.401
0.7  27.7925  0  13.5759  39.1443  0  15.642  27.7925
0.71  28.1839  0  13.7318  39.1443  0  15.544  28.1839
0.72  28.5754  0  13.8868  39.1443  0  15.446  28.5754
0.73  28.9668  0  14.0408  39.1443  0  15.348  28.9668
0.74  29.3583  0  14.1938  39.1443  0  15.25  29.3583
0.75  29.7497  0  14.3458  39.1443  0  15.152  29.7497
0.76  30.1411  0  14.4968  39.1443  0  15.054  30.1411
0.77  30.5326  0  14.6468  39.1443  0  14.956  30.5326
0.78  30.924  0  14.7959  39.1443  0  14.858  30.924
0.79  31.3155  0  14.944  39.1443  0  14.76  31.3155
0.8  31.7069  0  15.0911  39.1443  0  14.662  31.7069
0.81  32.0984  0  15.2372  39.1443  0  14.564  32.0984
0.82  32.4898  0  15.3824  39.1443  0  14.466  32.4898
0.83  32.8813  0  15.5266  39.1443  0  14.368  32.8813
0.84  33.2727  0  15.6698  39.1443  0  14.27  33.2727
0.85  33.6641  0  15.812  39.1443  0  14.172  33.6641
0.86  34.0556  0  15.9532  39.1443  0  14.074  34.0556
0.87  34.447  0  16.0934  39.1443  0  13.976  34.447
0.88  34.8385  0  16.2327  39.1443  0  13.878  34.8385
0.89  35.2299  0  16.371  39.1443  0  13.78  35.2299
0.9  35.6214  0  16.5083  39.1443  0  13.682  35.6214
0.91  36.0128  0  16.6446  39.1443  0  13.584  36.0128
