t  x  y  z  vx  vy  vz  range
0  0  0  0  31.9612  0  31.9612  0
0  0.319223  0  0.318734  31.8835  0  31.7856  0.319223
0.01  0.637671  0  0.635715  31.8062  0  31.6107  0.637671
0.02  0.95535  0  0.95095  31.7295  0  31.4366  0.95535
0.03  1.27226  0  1.26445  31.6532  0  31.2631  1.27226
0.04  1.58842  0  1.57622  31.5775  0  31.0904  1.58842
0.05  1.90381  0  1.88626  31.5022  0  30.9184  1.90381
0.06  2.21846  0  2.19459  31.4274  0  30.7471  2.21846
0.07  2.53236  0  2.5012  31.353  0  30.5765  2.53236
0.08  2.84552  0  2.80612  31.2791  0  30.4065  2.84552
0.09  3.15795  0  3.10934  31.2057  0  30.2373  3.15795
0.1  3.46964  0  3.41087  31.1328  0  30.0687  3.46964
0.11  3.7806  0  3.71071  31.0603  0  29.9008  3.7806
0.12  4.09085  0  4.00888  30.9883  0  29.7336  4.09085
0.13  4.40037  0  4.30539  30.9167  0  29.567  4.40037
0.14  4.70918  0  4.60023  30.8455  0  29.4011  4.70918
0.15  5.01728  0  4.89341  30.7748  0  29.2358  5.01728
0.16  5.32468  0  5.18494  30.7046  0  29.0712  5.32468
0.17  5.63138  0  5.47484  30.6347  0  28.9072  5.63138
0.18  5.93738  0  5.76309  30.5653  0  28.7438  5.93738
0.19  6.24268  0  6.04971  30.4964  0  28.581  6.24268
0.2  6.54731  0  6.33471  30.4278  0  28.4189  6.54731
0.21  6.85124  0  6.61809  30.3597  0  28.2574  6.85124
0.22  7.1545  0  6.89986  30.292  0  28.0965  7.1545
0.23  7.45708  0  7.18003  30.2247  0  27.9361  7.45708
0.24  7.759  0  7.45859  30.1578  0  27.7764  7.759
0.25  8.06024  0  7.73556  30.0913  0  27.6173  8.06024
0.26  8.36082  0  8.01094  30.0252  0  27.4587  8.36082
0.27  8.66074  0  8.28473  29.9595  0  27.3008  8.66074
0.28  8.96001  0  8.55695  29.8942  0  27.1434  8.96001
0.29  9.25863  0  8.8276  29.8293  0  26.9866  9.25863
0.3  9.5566  0  9.09669  29.7648  0  26.8303  9.5566
0.31  9.85393  0  9.36421  29.7006  0  26.6746  9.85393
0.32  10.1506  0  9.63018  29.6369  0  26.5194  10.1506
0.33  10.4467  0  9.8946  29.5735  0  26.3648  10.4467
0.34  10.7421  0  10.1575  29.5105  0  26.2108  10.7421
0.35  11.0369  0  10.4188  29.4479  0  26.0573  11.0369
0.36  11.331  0  10.6786  29.3857  0  25.9043  11.331
0.37  11.6246  0  10.9369  29.3238  0  25.7518  11.6246
0.38  11.9175  0  11.1937  29.2623  0  25.5999  11.9175
0.39  12.2098  0  11.4489  29.2011  0  25.4485  12.2098
0.4  12.5015  0  11.7026  29.1403  0  25.2976  12.5015
0.41  12.7926  0  11.9549  29.0799  0  25.1473  12.7926
0.42  13.0831  0  12.2056  29.0198  0  24.9974  13.0831
