# i	Trapez	Simpson
2057	0.87112397	0.860422552
2059	0.87500602	0.88652885
2061	0.871823311	0.867654622
2063	0.874254107	0.868136525
2065	0.872616053	0.884611964
2067	0.873433232	0.864167988
2069	0.873459518	0.873337507
2071	0.872585893	0.881991446
2073	0.874296606	0.862373233
2075	0.871772885	0.877626717
2077	0.875066638	0.879481792
2079	0.871066332	0.859623969
2081	0.875693262	0.885833204
2083	0.870520711	0.869063139
2085	0.876132429	0.867864311
2087	0.870203614	0.882142842
2089	0.876316607	0.869449198
2091	0.87015748	0.866939127
2093	0.876223445	0.887146652
2095	0.870403171	0.859829545
2097	0.875826716	0.878265381
2099	0.870939195	0.878403187
2101	0.875164926	0.863366067
2103	0.871721268	0.879078209
2105	0.874286115	0.876842737
2107	0.872670949	0.862116516
2109	0.873285592	0.883950233
2111	0.873692572	0.870880842
2113	0.872279465	0.865164578
2115	0.874652863	0.886321247
2117	0.871391296	0.863963902
2119	0.875434041	0.873033106
2121	0.870752454	0.881138504
2123	0.875901818	0.865418851
2125	0.870466888	0.873091936
2127	0.875989676	0.883208215
2129	0.870594978	0.859044969
2131	0.875651419	0.882725954
2133	0.871127725	0.873909354
2135	0.874940217	0.86446929
2137	0.871995389	0.882092118
2139	0.87394309	0.871990502
2141	0.873079777	0.865410686
2143	0.872829139	0.884178698
2145	0.874177933	0.867938459
2147	0.871792793	0.868097067
2149	0.875099361	0.885842144
2151	0.871031523	0.861603796
2153	0.875658214	0.876443744
2155	0.87070781	0.87914741
2157	0.875735819	0.864709795
2159	0.870895445	0.875858009
2161	0.875289679	0.88027221
2163	0.871574521	0.860595286
2165	0.874405146	0.882707298
2167	0.872612536	0.873541415
2169	0.873266459	0.863862813
2171	0.873785377	0.8842026
2173	0.872134864	0.868971705
2175	0.874815643	0.868240476
2177	0.871265471	0.882307887
2179	0.875459671	0.86878711
2181	0.870899379	0.867872953
2183	0.875525653	0.885790884
2185	0.871127009	0.861890674
2187	0.875004649	0.875779212
2189	0.871916294	0.880207956
2191	0.874002159	0.863353372
2193	0.87305963	0.877449095
2195	0.872802734	0.87820816
2197	0.874238193	0.863458157
2199	0.871735632	0.879109979
2201	0.875109911	0.877140462
2203	0.871124506	0.861382723
2205	0.875409901	0.884862006
2207	0.871166408	0.869750559
2209	0.87503165	0.867266774
2211	0.871858358	0.882398665
2213	0.874078631	0.869454265
2215	0.872990608	0.867898762
2217	0.872861803	0.883436203
2219	0.87418741	0.866899133
2221	0.871783555	0.869751334
2223	0.875046551	0.884676039
2225	0.871224046	0.862046838
2227	0.875249445	0.876322985
2229	0.871392846	0.879298508
2231	0.874717891	0.864485979
2233	0.872237623	0.876206994
2235	0.873641491	0.879260302
2237	0.873449206	0.862995863
2239	0.872418225	0.87888068
2241	0.874555647	0.877532303
2243	0.871537268	0.861670494
2245	0.875121713	0.883497417
2247	0.871350467	0.871567369
2249	0.874909222	0.86631453
2251	0.871949434	0.881567776
2253	0.873992562	0.871565104
2255	0.873083889	0.866265118
2257	0.87276125	0.882952273
2259	0.874262691	0.869458556
2261	0.87176019	0.867057741
2263	0.874974966	0.885109127
2265	0.871437728	0.86462611
2267	0.874869883	0.872482896
2269	0.871953607	0.881447732
2271	0.874001145	0.865654528
2273	0.873069406	0.873029888
2275	0.872780859	0.881140888
2277	0.874246001	0.864877999
2279	0.871798694	0.873994172
2281	0.87490207	0.881778359
2283	0.871554732	0.861660957
2285	0.874698162	0.87891221
2287	0.872174084	0.877330482
2289	0.873740554	0.863786042
2291	0.873336673	0.879299641
2293	0.872531712	0.875818253
2295	0.874433041	0.864827037
2297	0.871716499	0.879107833
2299	0.874842882	0.876220703
2301	0.871757746	0.862867713
2303	0.874349296	0.882811546
2305	0.872630477	0.872146606
2307	0.873227358	0.865331233
2309	0.873839915	0.883019626
2311	0.872127473	0.869907141
2313	0.874670208	0.867962658
2315	0.87170589	0.881276429
2317	0.874615788	0.870822728
2319	0.872216463	0.86682725
2321	0.873721659	0.883399725
2323	0.873349071	0.868163526
2325	0.872534811	0.868537724
2327	0.874390721	0.883909404
2329	0.871815622	0.865458071
2331	0.874667585	0.87207973
2333	0.872032106	0.881175518
2335	0.873999715	0.866681695
2337	0.873039305	0.871830881
2339	0.872832954	0.881427288
2341	0.874155343	0.86609596
2343	0.871953785	0.87205857
2345	0.874617457	0.882536292
2347	0.871989071	0.863390923
2349	0.874105334	0.875426888
2351	0.872895658	0.880053401
2353	0.872977316	0.864014149
2355	0.874026537	0.876455367
2357	0.872056901	0.878406882
2359	0.874556363	0.865377009
2361	0.872021317	0.87544626
2363	0.874089599	0.879604757
2365	0.872899473	0.863638163
2367	0.872979403	0.877290487
2369	0.874011695	0.878691852
2371	0.872092903	0.86286056
2373	0.874496579	0.879562736
2375	0.872111261	0.87598139
2377	0.873977602	0.864863634
2379	0.873026311	0.878728747
2381	0.872870445	0.875972986
2383	0.874087512	0.865154505
2385	0.872077942	0.878314078
2387	0.874426603	0.876823008
2389	0.872263908	0.863550425
2391	0.873757362	0.880433738
2393	0.873266637	0.875018358
2395	0.872659445	0.864189863
2397	0.874212742	0.881242692
2399	0.872077048	0.873247147
2401	0.874291241	0.866070449
2403	0.872521639	0.879830658
2405	0.873430192	0.874094009
2407	0.873591125	0.865626872
2409	0.872409463	0.879932821
2411	0.874309361	0.874533534
2413	0.87216419	0.864435852
2415	0.874033511	0.88171351
2417	0.872907996	0.872770667
2419	0.87300849	0.865496278
2421	0.873939633	0.881721735
2423	0.872225404	0.871798873
2425	0.87427783	0.866953433
2427	0.872424662	0.880273402
2429	0.873598933	0.872955143
2431	0.873406291	0.8662377
2433	0.872572243	0.880449653
2435	0.874195993	0.87340337
2437	0.872227192	0.865174234
2439	0.87400192	0.881879508
2441	0.872901976	0.872034609
2443	0.873034298	0.866055846
2445	0.873893738	0.881744385
2447	0.87229228	0.871410549
2449	0.874182582	0.867242277
2451	0.872544587	0.880337775
2453	0.873456776	0.872628987
2455	0.873520434	0.866577268
2457	0.872519493	0.880227864
2459	0.874164164	0.873449743
2461	0.872363389	0.865383923
2463	0.873781145	0.881377459
2465	0.873163044	0.872628927
2467	0.872801006	0.86575228
2469	0.874023736	0.881477654
2471	0.872324288	0.872034311
2473	0.873976707	0.866832435
2475	0.872884989	0.88016516
2477	0.873084068	0.873095334
2479	0.87382555	0.866560042
2481	0.872385561	0.879447222
2483	0.8740592	0.874432862
2485	0.872689843	0.865290761
2487	0.873320937	0.880120456
2489	0.873624623	0.87442112
2491	0.872494876	0.86495018
2493	0.874072015	0.880557954
2495	0.872575641	0.87385124
2497	0.873491764	0.865807414
2499	0.873453617	0.879563987
2501	0.872614026	0.874411166
2503	0.874037683	0.866224408
2505	0.872521043	0.878194273
2507	0.873606384	0.875976801
2509	0.873324454	0.865411878
2511	0.872715294	0.877878726
2513	0.873989403	0.876966476
2515	0.872508585	0.86453706
2517	0.873665154	0.878245234
2519	0.873240173	0.876852989
2521	0.872788787	0.864814639
2523	0.87394762	0.87786454
2525	0.872511327	0.876774848
2527	0.873696268	0.865790844
2529	0.873194754	0.876366019
2531	0.872837126	0.877746701
2533	0.873912871	0.86616081
2535	0.872529268	0.874877691
2537	0.87368989	0.87922591
2539	0.873190045	0.865698338
2541	0.872847438	0.874288738
2543	0.873892188	0.880016446
2545	0.87255764	0.86544472
2547	0.873657584	0.874135673
2549	0.873224497	0.879874289
2551	0.872829497	0.866226673
2553	0.873882711	0.873335719
2555	0.872598946	0.879682183
2557	0.873595119	0.867641509
2559	0.87328428	0.871681869
2561	0.872793019	0.88019222
2563	0.87387681	0.868717492
2565	0.872653186	0.869981289
2567	0.873513699	0.881082118
2569	0.873368084	0.869150102
2571	0.872745633	0.869029939
2573	0.873865247	0.881433308
2575	0.872729719	0.869583309
2577	0.873394608	0.86869216
2579	0.87347424	0.88084662
2581	0.872692049	0.87074852
2583	0.873836577	0.86823976
2585	0.872838557	0.879791975
2587	0.873253644	0.872600853
2589	0.873590171	0.86723882
2591	0.872656524	0.878974736
2593	0.87376821	0.874463677
2595	0.872978091	0.866065383
2597	0.87309587	0.878544569
2599	0.873699009	0.875756919
2601	0.872660041	0.865410626
2603	0.873651803	0.878008425
2605	0.873157084	0.876538455
2607	0.872935712	0.865617633
2609	0.873760939	0.876827896
2611	0.872721374	0.877322614
2613	0.873482525	0.866396189
2615	0.873358369	0.874973238
2617	0.872798145	0.878445208
2619	0.873768985	0.867235541
2621	0.872858047	0.872918308
2623	0.873268425	0.879729807
2625	0.873549938	0.867885768
2627	0.872725904	0.871202648
2629	0.873684227	0.880645037
2631	0.873063385	0.868572533
2633	0.873043239	0.869975626
2635	0.873686194	0.880800068
2637	0.872742772	0.869689405
2639	0.873506308	0.869035423
2641	0.873307645	0.880173445
2643	0.872852802	0.871438444
2645	0.873720825	0.868086219
2647	0.872891068	0.87909615
2649	0.873258352	0.873596668
2651	0.873538852	0.867063761
2653	0.872763991	0.877910316
2655	0.87362057	0.875714779
2657	0.873128414	0.866232157
2659	0.873001754	0.876727462
2661	0.873671591	0.877408922
2663	0.872826636	0.865981221
2665	0.873392403	0.875410855
2667	0.873405814	0.878538668
2669	0.872825027	0.86652571
2671	0.873643696	0.873786807
2673	0.873034477	0.879190803
2675	0.873108447	0.8678509
2677	0.873612881	0.871844947
2679	0.872818589	0.879525363
2681	0.873456895	0.869678617
2683	0.873325229	0.869763613
2685	0.87288177	0.879580736
2687	0.873642504	0.871680617
2689	0.873001039	0.867935836
2691	0.873157918	0.879263163
2693	0.87356776	0.873620927
2695	0.872830033	0.866708755
2697	0.873463392	0.878404975
2699	0.873297155	0.875379443
2701	0.872911096	0.866301477
2703	0.873618245	0.876903057
2705	0.873013794	0.876940429
2707	0.873161435	0.866717458
2709	0.873553634	0.874843061
2711	0.872857928	0.878241241
2713	0.873434842	0.867826998
2715	0.873325348	0.872458577
2717	0.872910738	0.879191041
2719	0.873591423	0.86943531
2721	0.873057008	0.870119274
2723	0.873118877	0.879600406
2725	0.873561323	0.87134099
2727	0.872898042	0.868208349
2729	0.873368502	0.879298866
2731	0.87338084	0.873366416
2733	0.87290144	0.867002249
2735	0.873539031	0.878198087
2737	0.873148561	0.875360131
2739	0.873048961	0.866674244
2741	0.873568714	0.876359642
2743	0.872965455	0.877135217
2745	0.873263061	0.867230296
2747	0.873455644	0.874002635
2749	0.872903049	0.87849021
2751	0.873452127	0.868575335
2753	0.873262644	0.871482015
2755	0.872970521	0.879210413
2757	0.873550177	0.870514452
2759	0.873075426	0.869198084
2761	0.873131812	0.879136205
2763	0.873521268	0.872776985
2765	0.872955859	0.86754477
2767	0.873313785	0.878195047
2769	0.873399556	0.875065804
2771	0.872931838	0.866800845
2773	0.873461664	0.876461029
2775	0.873231828	0.877063334
2777	0.873009443	0.867123544
2779	0.873522103	0.874156892
2781	0.873078465	0.878462255
2783	0.873143435	0.868456244
2785	0.873495996	0.87165463
2787	0.872976005	0.879024446
2789	0.87329632	0.870601714
2791	0.873400688	0.869389772
2793	0.872952461	0.878629565
2795	0.873422742	0.873194575
2797	0.87326777	0.867784739
2799	0.87300235	0.877296448
2801	0.873488903	0.875774264
2803	0.873133779	0.867167652
2805	0.873101234	0.875222445
2807	0.873490691	0.877872825
2809	0.873033464	0.867705762
2811	0.873222828	0.87276566
2813	0.873436511	0.8790797
2815	0.872980952	0.869319439
2817	0.873340011	0.870387435
2819	0.873347938	0.879142106
2821	0.872987449	0.871723533
2823	0.873425961	0.868571401
2825	0.873241246	0.878011346
2827	0.873039663	0.874431252
2829	0.87346983	0.867717683
2831	0.873140633	0.875885427
2833	0.873112082	0.876875043
2835	0.873467147	0.868041158
2837	0.87306565	0.873194635
2839	0.873203874	0.878515244
2841	0.873428106	0.869520605
2843	0.873022318	0.870503664
2845	0.873289168	0.878965199
2847	0.873368919	0.871864259
2849	0.873006642	0.868416131
2851	0.8733657	0.878094554
2853	0.873297393	0.874544859
2855	0.873026848	0.867439985
2857	0.873416364	0.876084924
2859	0.873223126	0.876926124
2861	0.873067439	0.867826462
2863	0.873441041	0.873395562
2865	0.873154461	0.878400266
2867	0.873122573	0.869533598
2869	0.873436153	0.87069577
2871	0.873101056	0.878570259
2873	0.873184144	0.87214762
2875	0.873420656	0.868685305
2877	0.873065472	0.877340078
2879	0.873241305	0.875028849
2881	0.873390257	0.867909312
2883	0.873044312	0.874997199
2885	0.873292387	0.877424538
2887	0.87334913	0.868600011
2889	0.87304306	0.872142136
2891	0.873334169	0.878669262
2893	0.873304427	0.87060076
2895	0.873050153	0.86955452
2897	0.873367608	0.878405929
2899	0.873261631	0.873364389
2901	0.873071551	0.867984116
2903	0.873387337	0.876675665
2905	0.873220801	0.876099288
2907	0.873091757	0.867904961
2909	0.873400211	0.873973608
2911	0.873186231	0.877972007
2913	0.873118103	0.869385839
2915	0.873404086	0.871094882
2917	0.873159587	0.878391743
2919	0.873149753	0.872018516
2921	0.873402178	0.86893177
2923	0.873131394	0.877180278
2925	0.873173416	0.874987185
2927	0.873393595	0.868184388
2929	0.873116672	0.874691129
2931	0.873197377	0.877368033
2933	0.873383462	0.86912334
2935	0.873106897	0.871701241
2937	0.87322408	0.878369451
2939	0.873367488	0.871467948
2941	0.873097301	0.869189501
2943	0.873240232	0.877631545
2945	0.873355448	0.874448299
2947	0.873094201	0.868026972
2949	0.873256326	0.875385404
2951	0.873345852	0.877043545
2953	0.873090029	0.868632793
2955	0.87326473	0.872391641
2957	0.873336852	0.87832135
2959	0.873092771	0.870835245
2961	0.87327683	0.869725525
2963	0.873327851	0.877796769
2965	0.873093426	0.873843729
2967	0.873281717	0.868366182
2969	0.873316765	0.87562108
2971	0.873096049	0.876564085
2973	0.873289883	0.868851244
2975	0.873311758	0.872596502
2977	0.873102129	0.877962828
2979	0.873287678	0.871020615
2981	0.873309851	0.869856238
2983	0.873105407	0.877469182
2985	0.873287618	0.874067008
2987	0.873307645	0.868487775
2989	0.873105228	0.87525177
2991	0.873285592	0.876786828
2993	0.873308063	0.869054675
2995	0.873111308	0.872189224
2997	0.873282731	0.878070712
2999	0.873305559	0.871352434
3001	0.873113036	0.869513571
