i	t	sum
22298	-3.32424	0.137208
22299	-3.32412	0.137266
22300	-3.324	0.137294
22301	-3.32388	0.137318
22302	-3.32376	0.137375
22303	-3.32364	0.13741
22304	-3.32352	0.13743
22305	-3.3234	0.137484
22306	-3.32328	0.137526
22307	-3.32316	0.137543
22308	-3.32304	0.137591
22309	-3.32292	0.137641
22310	-3.3228	0.137658
22311	-3.32268	0.137699
22312	-3.32256	0.137754
22313	-3.32244	0.137774
22314	-3.32232	0.137807
22315	-3.3222	0.137865
22316	-3.32208	0.13789
22317	-3.32196	0.137917
22318	-3.32184	0.137975
22319	-3.32172	0.138007
22320	-3.3216	0.138028
22321	-3.32148	0.138083
22322	-3.32136	0.138123
22323	-3.32124	0.138141
22324	-3.32112	0.138191
22325	-3.321	0.138239
22326	-3.32088	0.138256
22327	-3.32076	0.138299
22328	-3.32064	0.138352
22329	-3.32052	0.138371
22330	-3.3204	0.138407
22331	-3.32028	0.138464
22332	-3.32016	0.138488
22333	-3.32004	0.138517
22334	-3.31992	0.138575
22335	-3.3198	0.138606
22336	-3.31968	0.138628
22337	-3.31956	0.138684
22338	-3.31944	0.138722
22339	-3.31932	0.13874
22340	-3.3192	0.138792
22341	-3.31908	0.138838
22342	-3.31896	0.138855
22343	-3.31884	0.1389
22344	-3.31872	0.138952
22345	-3.3186	0.138971
22346	-3.31848	0.139008
22347	-3.31836	0.139065
22348	-3.31824	0.139088
22349	-3.31812	0.139118
22350	-3.318	0.139176
22351	-3.31788	0.139206
22352	-3.31776	0.139228
22353	-3.31764	0.139285
22354	-3.31752	0.139323
22355	-3.3174	0.139341
22356	-3.31728	0.139394
22357	-3.31716	0.139439
22358	-3.31704	0.139456
22359	-3.31692	0.139502
22360	-3.3168	0.139554
22361	-3.31668	0.139572
22362	-3.31656	0.13961
22363	-3.31644	0.139667
22364	-3.31632	0.139689
22365	-3.3162	0.139719
22366	-3.31608	0.139778
22367	-3.31596	0.139807
22368	-3.31584	0.13983
22369	-3.31572	0.139888
22370	-3.3156	0.139925
22371	-3.31548	0.139943
22372	-3.31536	0.139996
22373	-3.31524	0.140041
22374	-3.31512	0.140058
22375	-3.315	0.140104
22376	-3.31488	0.140156
22377	-3.31476	0.140175
22378	-3.31464	0.140213
22379	-3.31452	0.14027
22380	-3.3144	0.140292
22381	-3.31428	0.140322
22382	-3.31416	0.140381
22383	-3.31404	0.140411
22384	-3.31392	0.140434
22385	-3.3138	0.140491
22386	-3.31368	0.140528
22387	-3.31356	0.140547
22388	-3.31344	0.140599
22389	-3.31332	0.140645
22390	-3.3132	0.140662
22391	-3.31308	0.140708
22392	-3.31296	0.140761
22393	-3.31284	0.140779
22394	-3.31272	0.140816
22395	-3.3126	0.140874
22396	-3.31248	0.140897
22397	-3.31236	0.140926
22398	-3.31224	0.140985
22399	-3.31212	0.141016
22400	-3.312	0.141038
22401	-3.31188	0.141095
22402	-3.31176	0.141134
22403	-3.31164	0.141152
22404	-3.31152	0.141203
22405	-3.3114	0.141251
22406	-3.31128	0.141267
22407	-3.31116	0.141312
22408	-3.31104	0.141366
22409	-3.31092	0.141385
22410	-3.3108	0.141421
22411	-3.31068	0.141479
22412	-3.31056	0.141504
22413	-3.31044	0.141531
22414	-3.31032	0.14159
22415	-3.3102	0.141622
22416	-3.31008	0.141643
22417	-3.30996	0.141699
22418	-3.30984	0.141741
22419	-3.30972	0.141758
22420	-3.3096	0.141808
22421	-3.30948	0.141857
22422	-3.30936	0.141875
22423	-3.30924	0.141917
22424	-3.30912	0.141972
22425	-3.309	0.141993
22426	-3.30888	0.142026
22427	-3.30876	0.142085
22428	-3.30864	0.142112
22429	-3.30852	0.142137
22430	-3.3084	0.142196
22431	-3.30828	0.142231
22432	-3.30816	0.14225
22433	-3.30804	0.142305
22434	-3.30792	0.142349
22435	-3.3078	0.142366
22436	-3.30768	0.142414
22437	-3.30756	0.142465
22438	-3.30744	0.142483
22439	-3.30732	0.142523
22440	-3.3072	0.14258
22441	-3.30708	0.142602
22442	-3.30696	0.142633
22443	-3.30684	0.142692
22444	-3.30672	0.142722
22445	-3.3066	0.142745
22446	-3.30648	0.142802
22447	-3.30636	0.142841
22448	-3.30624	0.142859
22449	-3.30612	0.142911
22450	-3.306	0.142959
22451	-3.30588	0.142975
22452	-3.30576	0.14302
22453	-3.30564	0.143074
22454	-3.30552	0.143094
22455	-3.3054	0.143129
22456	-3.30528	0.143188
22457	-3.30516	0.143213
22458	-3.30504	0.14324
22459	-3.30492	0.1433
22460	-3.3048	0.143333
22461	-3.30468	0.143353
22462	-3.30456	0.143409
22463	-3.30444	0.143452
22464	-3.30432	0.143469
22465	-3.3042	0.143518
22466	-3.30408	0.143569
22467	-3.30396	0.143587
22468	-3.30384	0.143627
22469	-3.30372	0.143684
22470	-3.3036	0.143706
22471	-3.30348	0.143737
22472	-3.30336	0.143797
22473	-3.30324	0.143826
22474	-3.30312	0.14385
22475	-3.303	0.143908
22476	-3.30288	0.143946
22477	-3.30276	0.143964
22478	-3.30264	0.144017
22479	-3.30252	0.144064
22480	-3.3024	0.144081
22481	-3.30228	0.144126
22482	-3.30216	0.144181
22483	-3.30204	0.1442
22484	-3.30192	0.144236
22485	-3.3018	0.144295
22486	-3.30168	0.144321
22487	-3.30156	0.144347
22488	-3.30144	0.144406
22489	-3.30132	0.144441
22490	-3.3012	0.144461
22491	-3.30108	0.144516
22492	-3.30096	0.14456
22493	-3.30084	0.144577
22494	-3.30072	0.144625
22495	-3.3006	0.144678
22496	-3.30048	0.144696
22497	-3.30036	0.144735
22498	-3.30024	0.144793
22499	-3.30012	0.144816
22500	-3.3	0.144845
22501	-3.29988	0.144905
22502	-3.29976	0.144937
22503	-3.29964	0.144958
22504	-3.29952	0.145016
22505	-3.2994	0.145057
22506	-3.29928	0.145074
22507	-3.29916	0.145125
22508	-3.29904	0.145175
22509	-3.29892	0.145192
22510	-3.2988	0.145234
22511	-3.29868	0.145291
22512	-3.29856	0.145312
22513	-3.29844	0.145345
22514	-3.29832	0.145405
22515	-3.2982	0.145433
22516	-3.29808	0.145457
22517	-3.29796	0.145516
22518	-3.29784	0.145554
22519	-3.29772	0.145572
22520	-3.2976	0.145625
22521	-3.29748	0.145673
22522	-3.29736	0.14569
22523	-3.29724	0.145735
22524	-3.29712	0.14579
22525	-3.297	0.14581
22526	-3.29688	0.145845
22527	-3.29676	0.145904
22528	-3.29664	0.145931
22529	-3.29652	0.145957
22530	-3.2964	0.146016
22531	-3.29628	0.146052
22532	-3.29616	0.146071
22533	-3.29604	0.146126
22534	-3.29592	0.146172
22535	-3.2958	0.146189
22536	-3.29568	0.146236
22537	-3.29556	0.14629
22538	-3.29544	0.146309
22539	-3.29532	0.146346
22540	-3.2952	0.146405
22541	-3.29508	0.14643
22542	-3.29496	0.146457
22543	-3.29484	0.146517
22544	-3.29472	0.146552
22545	-3.2946	0.146572
22546	-3.29448	0.146628
22547	-3.29436	0.146672
22548	-3.29424	0.146689
22549	-3.29412	0.146737
22550	-3.294	0.14679
22551	-3.29388	0.146809
22552	-3.29376	0.146847
22553	-3.29364	0.146906
22554	-3.29352	0.14693
22555	-3.2934	0.146959
22556	-3.29328	0.147019
22557	-3.29316	0.147052
22558	-3.29304	0.147073
22559	-3.29292	0.147129
22560	-3.2928	0.147173
22561	-3.29268	0.14719
22562	-3.29256	0.147239
22563	-3.29244	0.147292
22564	-3.29232	0.14731
22565	-3.2922	0.147349
22566	-3.29208	0.147408
22567	-3.29196	0.147431
22568	-3.29184	0.14746
22569	-3.29172	0.147521
22570	-3.2916	0.147553
22571	-3.29148	0.147575
22572	-3.29136	0.147632
22573	-3.29124	0.147675
22574	-3.29112	0.147692
22575	-3.291	0.147741
22576	-3.29088	0.147794
22577	-3.29076	0.147812
22578	-3.29064	0.147851
22579	-3.29052	0.14791
22580	-3.2904	0.147933
22581	-3.29028	0.147963
22582	-3.29016	0.148024
22583	-3.29004	0.148056
22584	-3.28992	0.148077
22585	-3.2898	0.148135
22586	-3.28968	0.148178
22587	-3.28956	0.148195
22588	-3.28944	0.148244
22589	-3.28932	0.148297
22590	-3.2892	0.148315
22591	-3.28908	0.148354
22592	-3.28896	0.148413
22593	-3.28884	0.148437
22594	-3.28872	0.148466
22595	-3.2886	0.148527
22596	-3.28848	0.14856
22597	-3.28836	0.148581
22598	-3.28824	0.148638
22599	-3.28812	0.148681
22600	-3.288	0.148698
22601	-3.28788	0.148748
22602	-3.28776	0.148801
22603	-3.28764	0.148819
22604	-3.28752	0.148858
22605	-3.2874	0.148917
22606	-3.28728	0.148941
22607	-3.28716	0.14897
22608	-3.28704	0.149031
22609	-3.28692	0.149064
22610	-3.2868	0.149085
22611	-3.28668	0.149142
22612	-3.28656	0.149186
22613	-3.28644	0.149203
22614	-3.28632	0.149252
22615	-3.2862	0.149306
22616	-3.28608	0.149324
22617	-3.28596	0.149362
22618	-3.28584	0.149422
22619	-3.28572	0.149447
22620	-3.2856	0.149475
22621	-3.28548	0.149535
22622	-3.28536	0.14957
22623	-3.28524	0.14959
22624	-3.28512	0.149646
22625	-3.285	0.149692
22626	-3.28488	0.149709
22627	-3.28476	0.149756
22628	-3.28464	0.149811
22629	-3.28452	0.14983
22630	-3.2844	0.149867
22631	-3.28428	0.149927
22632	-3.28416	0.149954
22633	-3.28404	0.14998
22634	-3.28392	0.15004
22635	-3.2838	0.150077
22636	-3.28368	0.150096
22637	-3.28356	0.150151
22638	-3.28344	0.150199
22639	-3.28332	0.150216
22640	-3.2832	0.150261
22641	-3.28308	0.150318
22642	-3.28296	0.150338
22643	-3.28284	0.150372
22644	-3.28272	0.150433
22645	-3.2826	0.150462
22646	-3.28248	0.150486
22647	-3.28236	0.150546
22648	-3.28224	0.150585
22649	-3.28212	0.150603
22650	-3.282	0.150656
22651	-3.28188	0.150706
22652	-3.28176	0.150723
22653	-3.28164	0.150766
22654	-3.28152	0.150825
22655	-3.2814	0.150846
22656	-3.28128	0.150878
22657	-3.28116	0.150939
22658	-3.28104	0.150971
22659	-3.28092	0.150993
22660	-3.2808	0.151051
22661	-3.28068	0.151094
22662	-3.28056	0.151111
22663	-3.28044	0.151162
22664	-3.28032	0.151215
22665	-3.2802	0.151232
22666	-3.28008	0.151272
22667	-3.27996	0.151332
22668	-3.27984	0.151356
22669	-3.27972	0.151385
22670	-3.2796	0.151446
22671	-3.27948	0.151481
22672	-3.27936	0.151501
22673	-3.27924	0.151558
22674	-3.27912	0.151603
22675	-3.279	0.15162
22676	-3.27888	0.151668
22677	-3.27876	0.151724
22678	-3.27864	0.151743
22679	-3.27852	0.151779
22680	-3.2784	0.15184
22681	-3.27828	0.151867
22682	-3.27816	0.151893
22683	-3.27804	0.151953
22684	-3.27792	0.151991
22685	-3.2778	0.15201
22686	-3.27768	0.152064
22687	-3.27756	0.152114
22688	-3.27744	0.152131
22689	-3.27732	0.152175
22690	-3.2772	0.152233
22691	-3.27708	0.152254
22692	-3.27696	0.152287
22693	-3.27684	0.152348
22694	-3.27672	0.152379
22695	-3.2766	0.152402
22696	-3.27648	0.15246
22697	-3.27636	0.152503
22698	-3.27624	0.15252
22699	-3.27612	0.152571
22700	-3.276	0.152625
22701	-3.27588	0.152643
22702	-3.27576	0.152682
22703	-3.27564	0.152742
22704	-3.27552	0.152767
22705	-3.2754	0.152795
22706	-3.27528	0.152857
22707	-3.27516	0.152892
22708	-3.27504	0.152912
22709	-3.27492	0.152968
22710	-3.2748	0.153016
22711	-3.27468	0.153032
22712	-3.27456	0.153078
22713	-3.27444	0.153136
22714	-3.27432	0.153156
22715	-3.2742	0.15319
22716	-3.27408	0.153252
22717	-3.27396	0.153281
22718	-3.27384	0.153305
22719	-3.27372	0.153365
22720	-3.2736	0.153406
22721	-3.27348	0.153424
22722	-3.27336	0.153476
22723	-3.27324	0.153528
22724	-3.27312	0.153546
22725	-3.273	0.153587
22726	-3.27288	0.153647
22727	-3.27276	0.153671
22728	-3.27264	0.1537
22729	-3.27252	0.153762
22730	-3.2724	0.153796
22731	-3.27228	0.153816
22732	-3.27216	0.153873
22733	-3.27204	0.15392
22734	-3.27192	0.153937
22735	-3.2718	0.153984
22736	-3.27168	0.154041
22737	-3.27156	0.154061
22738	-3.27144	0.154096
22739	-3.27132	0.154158
22740	-3.2712	0.154187
22741	-3.27108	0.154211
22742	-3.27096	0.154271
22743	-3.27084	0.154312
22744	-3.27072	0.15433
22745	-3.2706	0.154382
22746	-3.27048	0.154435
22747	-3.27036	0.154452
22748	-3.27024	0.154493
22749	-3.27012	0.154554
22750	-3.27	0.154578
22751	-3.26988	0.154606
22752	-3.26976	0.154668
22753	-3.26964	0.154704
22754	-3.26952	0.154723
22755	-3.2694	0.15478
22756	-3.26928	0.154828
22757	-3.26916	0.154845
22758	-3.26904	0.154891
22759	-3.26892	0.154949
22760	-3.2688	0.15497
22761	-3.26868	0.155003
22762	-3.26856	0.155065
22763	-3.26844	0.155096
22764	-3.26832	0.155119
22765	-3.2682	0.155178
22766	-3.26808	0.155221
22767	-3.26796	0.155238
22768	-3.26784	0.155289
22769	-3.26772	0.155344
22770	-3.2676	0.155362
22771	-3.26748	0.155401
22772	-3.26736	0.155462
22773	-3.26724	0.155489
22774	-3.26712	0.155515
22775	-3.267	0.155577
22776	-3.26688	0.155615
22777	-3.26676	0.155633
22778	-3.26664	0.155688
22779	-3.26652	0.155739
22780	-3.2664	0.155756
22781	-3.26628	0.155799
22782	-3.26616	0.155859
22783	-3.26604	0.155882
22784	-3.26592	0.155912
22785	-3.2658	0.155975
22786	-3.26568	0.156008
22787	-3.26556	0.156029
22788	-3.26544	0.156087
22789	-3.26532	0.156134
22790	-3.2652	0.15615
22791	-3.26508	0.156198
22792	-3.26496	0.156256
22793	-3.26484	0.156276
22794	-3.26472	0.15631
22795	-3.2646	0.156373
22796	-3.26448	0.156403
22797	-3.26436	0.156426
22798	-3.26424	0.156486
22799	-3.26412	0.156529
22800	-3.264	0.156546
22801	-3.26388	0.156598
22802	-3.26376	0.156652
22803	-3.26364	0.15667
22804	-3.26352	0.156709
22805	-3.2634	0.156771
22806	-3.26328	0.156797
22807	-3.26316	0.156824
22808	-3.26304	0.156886
22809	-3.26292	0.156924
22810	-3.2628	0.156942
22811	-3.26268	0.156997
22812	-3.26256	0.157049
22813	-3.26244	0.157066
22814	-3.26232	0.157109
22815	-3.2622	0.157169
22816	-3.26208	0.157193
22817	-3.26196	0.157222
22818	-3.26184	0.157285
22819	-3.26172	0.15732
22820	-3.2616	0.15734
22821	-3.26148	0.157397
22822	-3.26136	0.157446
22823	-3.26124	0.157462
22824	-3.26112	0.157508
22825	-3.261	0.157567
22826	-3.26088	0.157589
22827	-3.26076	0.157621
22828	-3.26064	0.157684
22829	-3.26052	0.157716
22830	-3.2604	0.157738
22831	-3.26028	0.157797
22832	-3.26016	0.157843
22833	-3.26004	0.157859
22834	-3.25992	0.157909
22835	-3.2598	0.157966
22836	-3.25968	0.157985
22837	-3.25956	0.158021
22838	-3.25944	0.158084
22839	-3.25932	0.158113
22840	-3.2592	0.158137
22841	-3.25908	0.158198
22842	-3.25896	0.15824
22843	-3.25884	0.158257
22844	-3.25872	0.158309
22845	-3.2586	0.158364
22846	-3.25848	0.158383
22847	-3.25836	0.158421
22848	-3.25824	0.158484
22849	-3.25812	0.158511
22850	-3.258	0.158536
22851	-3.25788	0.158598
22852	-3.25776	0.158638
22853	-3.25764	0.158656
22854	-3.25752	0.15871
22855	-3.2574	0.158763
22856	-3.25728	0.158781
22857	-3.25716	0.158822
22858	-3.25704	0.158884
22859	-3.25692	0.158909
22860	-3.2568	0.158936
22861	-3.25668	0.158999
22862	-3.25656	0.159037
22863	-3.25644	0.159055
22864	-3.25632	0.159111
22865	-3.2562	0.159163
22866	-3.25608	0.15918
22867	-3.25596	0.159223
22868	-3.25584	0.159284
22869	-3.25572	0.159307
22870	-3.2556	0.159337
22871	-3.25548	0.1594
22872	-3.25536	0.159436
22873	-3.25524	0.159455
22874	-3.25512	0.159513
22875	-3.255	0.159562
22876	-3.25488	0.159579
22877	-3.25476	0.159624
22878	-3.25464	0.159684
22879	-3.25452	0.159707
22880	-3.2544	0.159738
22881	-3.25428	0.159801
22882	-3.25416	0.159836
22883	-3.25404	0.159856
22884	-3.25392	0.159914
22885	-3.2538	0.159963
22886	-3.25368	0.159979
22887	-3.25356	0.160026
22888	-3.25344	0.160085
22889	-3.25332	0.160107
22890	-3.2532	0.160139
22891	-3.25308	0.160203
22892	-3.25296	0.160236
22893	-3.25284	0.160257
22894	-3.25272	0.160316
22895	-3.2526	0.160363
22896	-3.25248	0.16038
22897	-3.25236	0.160428
22898	-3.25224	0.160487
22899	-3.25212	0.160508
22900	-3.252	0.160541
22901	-3.25188	0.160605
22902	-3.25176	0.160637
22903	-3.25164	0.160658
22904	-3.25152	0.160718
22905	-3.2514	0.160765
22906	-3.25128	0.160781
22907	-3.25116	0.16083
22908	-3.25104	0.160888
22909	-3.25092	0.160909
22910	-3.2508	0.160943
22911	-3.25068	0.161007
22912	-3.25056	0.161038
22913	-3.25044	0.16106
22914	-3.25032	0.161121
22915	-3.2502	0.161167
22916	-3.25008	0.161183
22917	-3.24996	0.161232
22918	-3.24984	0.161291
22919	-3.24972	0.161311
22920	-3.2496	0.161345
22921	-3.24948	0.161409
22922	-3.24936	0.161441
22923	-3.24924	0.161463
22924	-3.24912	0.161523
22925	-3.249	0.161569
22926	-3.24888	0.161586
22927	-3.24876	0.161635
22928	-3.24864	0.161693
22929	-3.24852	0.161714
22930	-3.2484	0.161748
22931	-3.24828	0.161812
22932	-3.24816	0.161844
22933	-3.24804	0.161866
22934	-3.24792	0.161926
22935	-3.2478	0.161972
22936	-3.24768	0.161989
22937	-3.24756	0.162038
22938	-3.24744	0.162097
22939	-3.24732	0.162117
22940	-3.2472	0.162151
22941	-3.24708	0.162215
22942	-3.24696	0.162247
22943	-3.24684	0.162269
22944	-3.24672	0.162329
22945	-3.2466	0.162376
22946	-3.24648	0.162392
22947	-3.24636	0.162441
22948	-3.24624	0.1625
22949	-3.24612	0.162521
22950	-3.246	0.162555
22951	-3.24588	0.162619
22952	-3.24576	0.162651
22953	-3.24564	0.162673
22954	-3.24552	0.162733
22955	-3.2454	0.16278
22956	-3.24528	0.162797
22957	-3.24516	0.162845
22958	-3.24504	0.162904
22959	-3.24492	0.162925
22960	-3.2448	0.162958
22961	-3.24468	0.163023
22962	-3.24456	0.163056
22963	-3.24444	0.163077
22964	-3.24432	0.163136
22965	-3.2442	0.163185
22966	-3.24408	0.163201
22967	-3.24396	0.163248
22968	-3.24384	0.163309
22969	-3.24372	0.163331
22970	-3.2436	0.163362
22971	-3.24348	0.163427
22972	-3.24336	0.163461
22973	-3.24324	0.163482
22974	-3.24312	0.16354
22975	-3.243	0.16359
22976	-3.24288	0.163607
22977	-3.24276	0.163652
22978	-3.24264	0.163714
22979	-3.24252	0.163737
22980	-3.2424	0.163767
22981	-3.24228	0.163831
22982	-3.24216	0.163868
22983	-3.24204	0.163887
22984	-3.24192	0.163944
22985	-3.2418	0.163996
22986	-3.24168	0.164013
22987	-3.24156	0.164056
22988	-3.24144	0.164119
22989	-3.24132	0.164143
22990	-3.2412	0.164172
22991	-3.24108	0.164236
22992	-3.24096	0.164274
22993	-3.24084	0.164293
22994	-3.24072	0.164349
22995	-3.2406	0.164402
22996	-3.24048	0.164419
22997	-3.24036	0.164461
22998	-3.24024	0.164524
22999	-3.24012	0.16455
23000	-3.24	0.164577
23001	-3.23988	0.164641
23002	-3.23976	0.164681
23003	-3.23964	0.164699
23004	-3.23952	0.164753
23005	-3.2394	0.164809
23006	-3.23928	0.164827
23007	-3.23916	0.164866
23008	-3.23904	0.16493
23009	-3.23892	0.164958
23010	-3.2388	0.164983
23011	-3.23868	0.165046
23012	-3.23856	0.165089
23013	-3.23844	0.165106
23014	-3.23832	0.165158
23015	-3.2382	0.165216
23016	-3.23808	0.165235
23017	-3.23796	0.165271
23018	-3.23784	0.165336
23019	-3.23772	0.165367
23020	-3.2376	0.165389
23021	-3.23748	0.165451
23022	-3.23736	0.165497
23023	-3.23724	0.165514
23024	-3.23712	0.165563
23025	-3.237	0.165623
23026	-3.23688	0.165644
23027	-3.23676	0.165677
23028	-3.23664	0.165742
23029	-3.23652	0.165776
23030	-3.2364	0.165797
23031	-3.23628	0.165856
23032	-3.23616	0.165906
23033	-3.23604	0.165923
23034	-3.23592	0.165968
23035	-3.2358	0.16603
23036	-3.23568	0.166053
23037	-3.23556	0.166083
23038	-3.23544	0.166148
23039	-3.23532	0.166186
23040	-3.2352	0.166204
23041	-3.23508	0.166261
23042	-3.23496	0.166315
23043	-3.23484	0.166332
23044	-3.23472	0.166374
23045	-3.2346	0.166438
23046	-3.23448	0.166464
23047	-3.23436	0.16649
23048	-3.23424	0.166554
23049	-3.23412	0.166596
23050	-3.234	0.166613
23051	-3.23388	0.166667
23052	-3.23376	0.166724
23053	-3.23364	0.166742
23054	-3.23352	0.16678
23055	-3.2334	0.166845
23056	-3.23328	0.166875
23057	-3.23316	0.166898
23058	-3.23304	0.16696
23059	-3.23292	0.167006
23060	-3.2328	0.167023
23061	-3.23268	0.167073
23062	-3.23256	0.167133
23063	-3.23244	0.167153
23064	-3.23232	0.167187
23065	-3.2322	0.167252
23066	-3.23208	0.167286
23067	-3.23196	0.167307
23068	-3.23184	0.167367
23069	-3.23172	0.167417
23070	-3.2316	0.167434
23071	-3.23148	0.167479
23072	-3.23136	0.167542
23073	-3.23124	0.167565
23074	-3.23112	0.167595
23075	-3.231	0.16766
23076	-3.23088	0.167698
23077	-3.23076	0.167717
23078	-3.23064	0.167773
23079	-3.23052	0.167828
23080	-3.2304	0.167845
23081	-3.23028	0.167886
23082	-3.23016	0.16795
23083	-3.23004	0.167978
23084	-3.22992	0.168003
23085	-3.2298	0.168067
23086	-3.22968	0.168111
23087	-3.22956	0.168128
23088	-3.22944	0.168179
23089	-3.22932	0.168238
23090	-3.2292	0.168258
23091	-3.22908	0.168293
23092	-3.22896	0.168359
23093	-3.22884	0.168392
23094	-3.22872	0.168413
23095	-3.2286	0.168474
23096	-3.22848	0.168523
23097	-3.22836	0.16854
23098	-3.22824	0.168586
23099	-3.22812	0.168649
23100	-3.228	0.168672
23101	-3.22788	0.168702
23102	-3.22776	0.168767
23103	-3.22764	0.168805
23104	-3.22752	0.168824
23105	-3.2274	0.168881
23106	-3.22728	0.168935
23107	-3.22716	0.168953
23108	-3.22704	0.168994
23109	-3.22692	0.169058
23110	-3.2268	0.169086
23111	-3.22668	0.169111
23112	-3.22656	0.169175
23113	-3.22644	0.169219
23114	-3.22632	0.169236
23115	-3.2262	0.169288
23116	-3.22608	0.169347
23117	-3.22596	0.169368
23118	-3.22584	0.169402
23119	-3.22572	0.169468
23120	-3.2256	0.169502
23121	-3.22548	0.169522
23122	-3.22536	0.169582
23123	-3.22524	0.169633
23124	-3.22512	0.16965
23125	-3.225	0.169695
23126	-3.22488	0.169759
23127	-3.22476	0.169783
23128	-3.22464	0.169811
23129	-3.22452	0.169876
23130	-3.2244	0.169917
23131	-3.22428	0.169935
23132	-3.22416	0.16999
23133	-3.22404	0.170047
23134	-3.22392	0.170065
23135	-3.2238	0.170103
23136	-3.22368	0.170169
23137	-3.22356	0.170199
23138	-3.22344	0.170222
23139	-3.22332	0.170285
23140	-3.2232	0.170332
23141	-3.22308	0.170349
23142	-3.22296	0.170398
23143	-3.22284	0.170459
23144	-3.22272	0.170482
23145	-3.2226	0.170513
23146	-3.22248	0.170579
23147	-3.22236	0.170616
23148	-3.22224	0.170635
23149	-3.22212	0.170693
23150	-3.222	0.170747
23151	-3.22188	0.170765
23152	-3.22176	0.170806
23153	-3.22164	0.170871
23154	-3.22152	0.170899
23155	-3.2214	0.170924
23156	-3.22128	0.170988
23157	-3.22116	0.171033
23158	-3.22104	0.17105
23159	-3.22092	0.171101
23160	-3.2208	0.171161
23161	-3.22068	0.171182
23162	-3.22056	0.171216
23163	-3.22044	0.171282
23164	-3.22032	0.171317
23165	-3.2202	0.171337
23166	-3.22008	0.171396
23167	-3.21996	0.171449
23168	-3.21984	0.171466
23169	-3.21972	0.171509
23170	-3.2196	0.171574
23171	-3.21948	0.1716
23172	-3.21936	0.171627
23173	-3.21924	0.171691
23174	-3.21912	0.171735
23175	-3.219	0.171752
23176	-3.21888	0.171804
23177	-3.21876	0.171864
23178	-3.21864	0.171884
23179	-3.21852	0.171919
23180	-3.2184	0.171985
23181	-3.21828	0.17202
23182	-3.21816	0.17204
23183	-3.21804	0.1721
23184	-3.21792	0.172152
23185	-3.2178	0.172169
23186	-3.21768	0.172213
23187	-3.21756	0.172278
23188	-3.21744	0.172304
23189	-3.21732	0.172331
23190	-3.2172	0.172396
23191	-3.21708	0.172439
23192	-3.21696	0.172456
23193	-3.21684	0.172509
23194	-3.21672	0.172568
23195	-3.2166	0.172588
23196	-3.21648	0.172624
23197	-3.21636	0.17269
23198	-3.21624	0.172724
23199	-3.21612	0.172745
23200	-3.216	0.172805
23201	-3.21588	0.172857
23202	-3.21576	0.172874
23203	-3.21564	0.172918
23204	-3.21552	0.172983
23205	-3.2154	0.173009
23206	-3.21528	0.173036
23207	-3.21516	0.173101
23208	-3.21504	0.173144
23209	-3.21492	0.173161
23210	-3.2148	0.173214
23211	-3.21468	0.173274
23212	-3.21456	0.173294
23213	-3.21444	0.173329
23214	-3.21432	0.173396
23215	-3.2142	0.17343
23216	-3.21408	0.17345
23217	-3.21396	0.17351
23218	-3.21384	0.173563
23219	-3.21372	0.17358
23220	-3.2136	0.173624
23221	-3.21348	0.173689
23222	-3.21336	0.173716
23223	-3.21324	0.173742
23224	-3.21312	0.173807
23225	-3.213	0.173851
23226	-3.21288	0.173868
23227	-3.21276	0.17392
23228	-3.21264	0.173981
23229	-3.21252	0.174002
23230	-3.2124	0.174035
23231	-3.21228	0.174102
23232	-3.21216	0.174138
23233	-3.21204	0.174158
23234	-3.21192	0.174216
23235	-3.2118	0.174271
23236	-3.21168	0.174289
23237	-3.21156	0.17433
23238	-3.21144	0.174396
23239	-3.21132	0.174425
23240	-3.2112	0.174449
23241	-3.21108	0.174513
23242	-3.21096	0.17456
23243	-3.21084	0.174577
23244	-3.21072	0.174626
23245	-3.2106	0.174689
23246	-3.21048	0.174712
23247	-3.21036	0.174742
23248	-3.21024	0.174809
23249	-3.21012	0.174848
23250	-3.21	0.174866
23251	-3.20988	0.174923
23252	-3.20976	0.17498
23253	-3.20964	0.174999
23254	-3.20952	0.175037
23255	-3.2094	0.175104
23256	-3.20928	0.175136
23257	-3.20916	0.175158
23258	-3.20904	0.17522
23259	-3.20892	0.175271
23260	-3.2088	0.175287
23261	-3.20868	0.175333
23262	-3.20856	0.175398
23263	-3.20844	0.175423
23264	-3.20832	0.175451
23265	-3.2082	0.175517
23266	-3.20808	0.17556
23267	-3.20796	0.175577
23268	-3.20784	0.17563
23269	-3.20772	0.175691
23270	-3.2076	0.175711
23271	-3.20748	0.175745
23272	-3.20736	0.175813
23273	-3.20724	0.175848
23274	-3.20712	0.175868
23275	-3.207	0.175927
23276	-3.20688	0.175982
23277	-3.20676	0.176
23278	-3.20664	0.176041
23279	-3.20652	0.176108
23280	-3.2064	0.176137
23281	-3.20628	0.176161
23282	-3.20616	0.176225
23283	-3.20604	0.176273
23284	-3.20592	0.176289
23285	-3.2058	0.176338
23286	-3.20568	0.176402
23287	-3.20556	0.176425
23288	-3.20544	0.176455
23289	-3.20532	0.176521
23290	-3.2052	0.176563
23291	-3.20508	0.17658
23292	-3.20496	0.176635
23293	-3.20484	0.176695
23294	-3.20472	0.176714
23295	-3.2046	0.17675
23296	-3.20448	0.176818
23297	-3.20436	0.176852
23298	-3.20424	0.176872
23299	-3.20412	0.176933
