# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0.042  3.1064  -0.014766  3.0798  -1.2763  19.614  0  0.020936
0.043  3.1064  -0.015112  3.0786  -1.3065  19.614  9.0292e-17  0.021435
0.044  3.1063  -0.015457  3.0772  -1.3367  19.614  0  0.021933
0.045  3.1063  -0.015803  3.0759  -1.3669  19.614  9.0292e-17  0.022432
0.046  3.1063  -0.016149  3.0745  -1.3971  19.614  0  0.02293
0.047  3.1063  -0.016495  3.0731  -1.4272  19.614  0  0.023429
0.048  3.1063  -0.016842  3.0716  -1.4574  19.614  9.0292e-17  0.023927
0.049  3.1063  -0.017188  3.0702  -1.4875  19.614  9.0292e-17  0.024426
0.05  3.1062  -0.017535  3.0687  -1.5176  19.614  0  0.024924
0.051  3.1062  -0.017882  3.0671  -1.5477  19.614  9.0292e-17  0.025423
0.052  3.1062  -0.018229  3.0656  -1.5778  19.614  0  0.025921
0.053  3.1062  -0.018576  3.064  -1.6079  19.614  9.0292e-17  0.02642
0.054  3.1062  -0.018923  3.0624  -1.6379  19.614  9.0292e-17  0.026918
0.055  3.1061  -0.019271  3.0607  -1.6679  19.614  0  0.027417
0.056  3.1061  -0.019619  3.059  -1.698  19.614  0  0.027915
0.057  3.1061  -0.019966  3.0573  -1.728  19.614  0  0.028414
0.058  3.1061  -0.020315  3.0556  -1.7579  19.614  9.0292e-17  0.028912
0.059  3.1061  -0.020663  3.0538  -1.7879  19.614  9.0292e-17  0.029411
0.06  3.106  -0.021011  3.052  -1.8179  19.614  0  0.029909
0.061  3.106  -0.02136  3.0502  -1.8478  19.614  9.0292e-17  0.030408
0.062  3.106  -0.021709  3.0483  -1.8777  19.614  0  0.030906
0.063  3.106  -0.022058  3.0464  -1.9076  19.614  9.0292e-17  0.031405
0.064  3.106  -0.022408  3.0445  -1.9375  19.614  0  0.031903
0.065  3.1059  -0.022757  3.0425  -1.9673  19.614  9.0292e-17  0.032402
0.066  3.1059  -0.023107  3.0405  -1.9972  19.614  0  0.0329
0.067  3.1059  -0.023457  3.0385  -2.027  19.614  9.0292e-17  0.033399
0.068  3.1059  -0.023807  3.0365  -2.0568  19.614  9.0292e-17  0.033897
0.069  3.1058  -0.024158  3.0344  -2.0866  19.614  0  0.034396
0.07  3.1058  -0.024509  3.0323  -2.1163  19.614  0  0.034894
0.071  3.1058  -0.02486  3.0302  -2.146  19.614  9.0292e-17  0.035393
0.072  3.1058  -0.025211  3.028  -2.1758  19.614  0  0.035891
0.073  3.1057  -0.025562  3.0258  -2.2055  19.614  9.0292e-17  0.03639
0.074  3.1057  -0.025914  3.0236  -2.2351  19.614  0  0.036888
0.075  3.1057  -0.026266  3.0214  -2.2648  19.614  0  0.037387
0.076  3.1057  -0.026618  3.0191  -2.2944  19.614  0  0.037885
0.077  3.1056  -0.026971  3.0168  -2.324  19.614  0  0.038384
0.078  3.1056  -0.027323  3.0144  -2.3536  19.614  0  0.038882
0.079  3.1056  -0.027676  3.0121  -2.3832  19.614  9.0292e-17  0.039381
0.08  3.1056  -0.02803  3.0097  -2.4127  19.614  9.0292e-17  0.039879
0.081  3.1055  -0.028383  3.0072  -2.4422  19.614  0  0.040378
0.082  3.1055  -0.028737  3.0048  -2.4717  19.614  0  0.040876
0.083  3.1055  -0.029091  3.0023  -2.5012  19.614  0  0.041374
0.084  3.1054  -0.029446  2.9998  -2.5306  19.614  9.0292e-17  0.041873
0.085  3.1054  -0.0298  2.9972  -2.56  19.614  9.0292e-17  0.042371
0.086  3.1054  -0.030155  2.9947  -2.5894  19.614  0  0.04287
0.087  3.1054  -0.030511  2.9921  -2.6188  19.614  0  0.043368
0.088  3.1053  -0.030866  2.9894  -2.6481  19.614  9.0292e-17  0.043867
0.089  3.1053  -0.031222  2.9868  -2.6774  19.614  0  0.044365
0.09  3.1053  -0.031578  2.9841  -2.7067  19.614  9.0292e-17  0.044864
0.091  3.1052  -0.031935  2.9813  -2.736  19.614  0  0.045362
0.092  3.1052  -0.032292  2.9786  -2.7652  19.614  0  0.045861
0.093  3.1052  -0.032649  2.9758  -2.7944  19.614  0  0.046359
0.094  3.1051  -0.033006  2.973  -2.8236  19.614  0  0.046858
0.095  3.1051  -0.033364  2.9702  -2.8527  19.614  0  0.047356
0.096  3.1051  -0.033722  2.9673  -2.8819  19.614  0  0.047855
0.097  3.105  -0.034081  2.9644  -2.911  19.614  0  0.048353
0.098  3.105  -0.034439  2.9615  -2.94  19.614  0  0.048852
0.099  3.105  -0.034799  2.9585  -2.9691  19.614  0  0.04935
0.1  3.1049  -0.035158  2.9555  -2.9981  19.614  0  0.049849
0.101  3.1049  -0.035518  2.9525  -3.0271  19.614  0  0.050347
0.102  3.1049  -0.035878  2.9495  -3.056  19.614  0  0.050846
0.103  3.1048  -0.036238  2.9464  -3.0849  19.614  0  0.051344
0.104  3.1048  -0.036599  2.9433  -3.1138  19.614  0  0.051843
0.105  3.1047  -0.036961  2.9402  -3.1427  19.614  0  0.052341
0.106  3.1047  -0.037322  2.937  -3.1715  19.614  9.0292e-17  0.05284
0.107  3.1047  -0.037684  2.9338  -3.2003  19.614  0  0.053338
0.108  3.1046  -0.038046  2.9306  -3.2291  19.614  9.0292e-17  0.053837
0.109  3.1046  -0.038409  2.9274  -3.2578  19.614  0  0.054335
0.11  3.1046  -0.038772  2.9241  -3.2865  19.614  9.0292e-17  0.054834
0.111  3.1045  -0.039136  2.9208  -3.3152  19.614  0  0.055332
0.112  3.1045  -0.039499  2.9175  -3.3438  19.614  0  0.055831
0.113  3.1044  -0.039864  2.9141  -3.3724  19.614  9.0292e-17  0.056329
0.114  3.1044  -0.040228  2.9107  -3.401  19.614  0  0.056828
0.115  3.1044  -0.040593  2.9073  -3.4295  19.614  0  0.057326
0.116  3.1043  -0.040959  2.9039  -3.458  19.614  0  0.057825
0.117  3.1043  -0.041324  2.9004  -3.4865  19.614  0  0.058323
0.118  3.1042  -0.041691  2.8969  -3.5149  19.614  0  0.058822
0.119  3.1042  -0.042057  2.8934  -3.5433  19.614  9.0292e-17  0.05932
0.12  3.1041  -0.042424  2.8898  -3.5717  19.614  9.0292e-17  0.059819
0.121  3.1041  -0.042792  2.8862  -3.6  19.614  0  0.060317
0.122  3.1041  -0.04316  2.8826  -3.6283  19.614  0  0.060816
0.123  3.104  -0.043528  2.879  -3.6566  19.614  0  0.061314
0.124  3.104  -0.043897  2.8753  -3.6848  19.614  9.0292e-17  0.061813
0.125  3.1039  -0.044266  2.8716  -3.713  19.614  0  0.062311
0.126  3.1039  -0.044635  2.8679  -3.7411  19.614  0  0.062809
0.127  3.1038  -0.045005  2.8641  -3.7693  19.614  9.0292e-17  0.063308
0.128  3.1038  -0.045376  2.8603  -3.7973  19.614  0  0.063806
0.129  3.1038  -0.045747  2.8565  -3.8254  19.614  0  0.064305
0.13  3.1037  -0.046118  2.8527  -3.8534  19.614  9.0292e-17  0.064803
0.131  3.1037  -0.04649  2.8488  -3.8814  19.614  0  0.065302
0.132  3.1036  -0.046862  2.8449  -3.9093  19.614  9.0292e-17  0.0658
0.133  3.1036  -0.047235  2.841  -3.9372  19.614  0  0.066299
0.134  3.1035  -0.047608  2.8371  -3.965  19.614  0  0.066797
0.135  3.1035  -0.047981  2.8331  -3.9928  19.614  0  0.067296
0.136  3.1034  -0.048356  2.8291  -4.0206  19.614  0  0.067794
0.137  3.1034  -0.04873  2.825  -4.0483  19.614  0  0.068293
0.138  3.1033  -0.049105  2.821  -4.076  19.614  0  0.068791
0.139  3.1033  -0.049481  2.8169  -4.1037  19.614  9.0292e-17  0.06929
0.14  3.1032  -0.049857  2.8128  -4.1313  19.614  0  0.069788
0.141  3.1032  -0.050233  2.8086  -4.1589  19.614  0  0.070287
0.142  3.1031  -0.05061  2.8045  -4.1864  19.614  0  0.070785
0.143  3.1031  -0.050988  2.8003  -4.2139  19.614  0  0.071284
0.144  3.103  -0.051366  2.796  -4.2413  19.614  0  0.071782
0.145  3.103  -0.051744  2.7918  -4.2688  19.614  9.0292e-17  0.072281
0.146  3.1029  -0.052123  2.7875  -4.2961  19.614  0  0.072779
0.147  3.1029  -0.052503  2.7832  -4.3234  19.614  0  0.073278
0.148  3.1028  -0.052883  2.7788  -4.3507  19.614  0  0.073776
0.149  3.1028  -0.053264  2.7745  -4.378  19.614  9.0292e-17  0.074275
0.15  3.1027  -0.053645  2.7701  -4.4052  19.614  0  0.074773
0.151  3.1027  -0.054026  2.7657  -4.4323  19.614  0  0.075272
0.152  3.1026  -0.054408  2.7612  -4.4594  19.614  0  0.07577
0.153  3.1025  -0.054791  2.7567  -4.4865  19.614  9.0292e-17  0.076269
0.154  3.1025  -0.055174  2.7522  -4.5135  19.614  0  0.076767
0.155  3.1024  -0.055558  2.7477  -4.5405  19.614  9.0292e-17  0.077266
0.156  3.1024  -0.055942  2.7432  -4.5674  19.614  9.0292e-17  0.077764
0.157  3.1023  -0.056327  2.7386  -4.5943  19.614  9.0292e-17  0.078263
0.158  3.1023  -0.056713  2.734  -4.6212  19.614  9.0292e-17  0.078761
0.159  3.1022  -0.057098  2.7293  -4.6479  19.614  0  0.07926
0.16  3.1022  -0.057485  2.7247  -4.6747  19.614  0  0.079758
0.161  3.1021  -0.057872  2.72  -4.7014  19.614  0  0.080257
0.162  3.102  -0.05826  2.7153  -4.7281  19.614  9.0292e-17  0.080755
0.163  3.102  -0.058648  2.7105  -4.7547  19.614  0  0.081254
0.164  3.1019  -0.059037  2.7058  -4.7812  19.614  0  0.081752
0.165  3.1019  -0.059426  2.701  -4.8078  19.614  0  0.082251
0.166  3.1018  -0.059816  2.6962  -4.8342  19.614  0  0.082749
0.167  3.1017  -0.060207  2.6913  -4.8607  19.614  0  0.083247
0.168  3.1017  -0.060598  2.6864  -4.887  19.614  0  0.083746
0.169  3.1016  -0.060989  2.6815  -4.9134  19.614  0  0.084244
0.17  3.1016  -0.061382  2.6766  -4.9397  19.614  0  0.084743
0.171  3.1015  -0.061775  2.6717  -4.9659  19.614  9.0292e-17  0.085241
0.172  3.1014  -0.062168  2.6667  -4.9921  19.614  0  0.08574
0.173  3.1014  -0.062562  2.6617  -5.0182  19.614  0  0.086238
0.174  3.1013  -0.062957  2.6566  -5.0443  19.614  9.0292e-17  0.086737
0.175  3.1012  -0.063352  2.6516  -5.0703  19.614  9.0292e-17  0.087235
0.176  3.1012  -0.063748  2.6465  -5.0963  19.614  9.0292e-17  0.087734
0.177  3.1011  -0.064145  2.6414  -5.1223  19.614  0  0.088232
0.178  3.1011  -0.064542  2.6363  -5.1481  19.614  0  0.088731
0.179  3.101  -0.06494  2.6311  -5.174  19.614  9.0292e-17  0.089229
0.18  3.1009  -0.065339  2.6259  -5.1998  19.614  0  0.089728
0.181  3.1009  -0.065738  2.6207  -5.2255  19.614  9.0292e-17  0.090226
0.182  3.1008  -0.066138  2.6155  -5.2512  19.614  0  0.090725
0.183  3.1007  -0.066538  2.6102  -5.2768  19.614  9.0292e-17  0.091223
0.184  3.1007  -0.066939  2.6049  -5.3024  19.614  0  0.091722
0.185  3.1006  -0.067341  2.5996  -5.3279  19.614  0  0.09222
0.186  3.1005  -0.067743  2.5942  -5.3534  19.614  0  0.092719
0.187  3.1005  -0.068146  2.5889  -5.3788  19.614  0  0.093217
0.188  3.1004  -0.06855  2.5835  -5.4042  19.614  9.0292e-17  0.093716
0.189  3.1003  -0.068954  2.5781  -5.4295  19.614  0  0.094214
0.19  3.1003  -0.06936  2.5726  -5.4548  19.614  0  0.094713
0.191  3.1002  -0.069765  2.5672  -5.48  19.614  0  0.095211
0.192  3.1001  -0.070172  2.5617  -5.5051  19.614  0  0.09571
0.193  3.1  -0.070579  2.5562  -5.5302  19.614  0  0.096208
0.194  3.1  -0.070987  2.5506  -5.5553  19.614  0  0.096707
0.195  3.0999  -0.071395  2.545  -5.5803  19.614  0  0.097205
0.196  3.0998  -0.071805  2.5394  -5.6052  19.614  0  0.097704
0.197  3.0998  -0.072214  2.5338  -5.6301  19.614  0  0.098202
0.198  3.0997  -0.072625  2.5282  -5.6549  19.614  0  0.098701
0.199  3.0996  -0.073036  2.5225  -5.6797  19.614  9.0292e-17  0.099199
0.2  3.0995  -0.073448  2.5168  -5.7044  19.614  0  0.099698
0.201  3.0995  -0.073861  2.5111  -5.7291  19.614  9.0292e-17  0.1002
0.202  3.0994  -0.074275  2.5054  -5.7537  19.614  0  0.10069
0.203  3.0993  -0.074689  2.4996  -5.7783  19.614  9.0292e-17  0.10119
0.204  3.0992  -0.075104  2.4938  -5.8027  19.614  0  0.10169
0.205  3.0992  -0.07552  2.488  -5.8272  19.614  0  0.10219
0.206  3.0991  -0.075936  2.4822  -5.8516  19.614  0  0.10269
0.207  3.099  -0.076353  2.4763  -5.8759  19.614  0  0.10319
0.208  3.0989  -0.076771  2.4704  -5.9001  19.614  0  0.10369
0.209  3.0989  -0.07719  2.4645  -5.9243  19.614  0  0.10418
0.21  3.0988  -0.077609  2.4586  -5.9485  19.614  9.0292e-17  0.10468
0.211  3.0987  -0.07803  2.4526  -5.9726  19.614  9.0292e-17  0.10518
0.212  3.0986  -0.078451  2.4466  -5.9966  19.614  0  0.10568
0.213  3.0985  -0.078872  2.4406  -6.0206  19.614  0  0.10618
0.214  3.0985  -0.079295  2.4346  -6.0445  19.614  0  0.10668
0.215  3.0984  -0.079718  2.4285  -6.0684  19.614  9.0292e-17  0.10717
0.216  3.0983  -0.080142  2.4224  -6.0921  19.614  9.0292e-17  0.10767
0.217  3.0982  -0.080567  2.4163  -6.1159  19.614  9.0292e-17  0.10817
0.218  3.0981  -0.080993  2.4102  -6.1396  19.614  0  0.10867
0.219  3.0981  -0.081419  2.4041  -6.1632  19.614  9.0292e-17  0.10917
0.22  3.098  -0.081846  2.3979  -6.1867  19.614  0  0.10967
0.221  3.0979  -0.082274  2.3917  -6.2102  19.614  0  0.11017
0.222  3.0978  -0.082703  2.3855  -6.2336  19.614  0  0.11066
0.223  3.0977  -0.083133  2.3792  -6.257  19.614  0  0.11116
0.224  3.0977  -0.083563  2.3729  -6.2803  19.614  0  0.11166
0.225  3.0976  -0.083995  2.3667  -6.3036  19.614  0  0.11216
0.226  3.0975  -0.084427  2.3603  -6.3268  19.614  0  0.11266
0.227  3.0974  -0.08486  2.354  -6.3499  19.614  0  0.11316
0.228  3.0973  -0.085294  2.3476  -6.3729  19.614  9.0292e-17  0.11366
0.229  3.0972  -0.085728  2.3413  -6.3959  19.614  0  0.11415
0.23  3.0971  -0.086164  2.3348  -6.4189  19.614  9.0292e-17  0.11465
0.231  3.0971  -0.0866  2.3284  -6.4418  19.614  0  0.11515
0.232  3.097  -0.087037  2.322  -6.4646  19.614  9.0292e-17  0.11565
0.233  3.0969  -0.087475  2.3155  -6.4873  19.614  9.0292e-17  0.11615
0.234  3.0968  -0.087914  2.309  -6.51  19.614  0  0.11665
0.235  3.0967  -0.088354  2.3025  -6.5326  19.614  9.0292e-17  0.11714
0.236  3.0966  -0.088794  2.2959  -6.5552  19.614  9.0292e-17  0.11764
0.237  3.0965  -0.089236  2.2894  -6.5777  19.614  0  0.11814
0.238  3.0964  -0.089678  2.2828  -6.6001  19.614  9.0292e-17  0.11864
0.239  3.0964  -0.090121  2.2762  -6.6224  19.614  0  0.11914
0.24  3.0963  -0.090565  2.2695  -6.6447  19.614  0  0.11964
0.241  3.0962  -0.09101  2.2629  -6.667  19.614  0  0.12014
0.242  3.0961  -0.091456  2.2562  -6.6891  19.614  0  0.12063
0.243  3.096  -0.091903  2.2495  -6.7112  19.614  0  0.12113
0.244  3.0959  -0.092351  2.2428  -6.7333  19.614  0  0.12163
0.245  3.0958  -0.092799  2.236  -6.7552  19.614  9.0292e-17  0.12213
0.246  3.0957  -0.093249  2.2293  -6.7771  19.614  0  0.12263
0.247  3.0956  -0.093699  2.2225  -6.799  19.614  0  0.12313
0.248  3.0955  -0.09415  2.2157  -6.8208  19.614  0  0.12363
0.249  3.0954  -0.094603  2.2088  -6.8425  19.614  0  0.12412
0.25  3.0953  -0.095056  2.202  -6.8641  19.614  0  0.12462
0.251  3.0952  -0.09551  2.1951  -6.8857  19.614  0  0.12512
0.252  3.0951  -0.095965  2.1882  -6.9072  19.614  0  0.12562
0.253  3.095  -0.096421  2.1813  -6.9286  19.614  0  0.12612
0.254  3.095  -0.096878  2.1743  -6.95  19.614  9.0292e-17  0.12662
0.255  3.0949  -0.097336  2.1674  -6.9712  19.614  0  0.12711
0.256  3.0948  -0.097794  2.1604  -6.9925  19.614  9.0292e-17  0.12761
0.257  3.0947  -0.098254  2.1534  -7.0136  19.614  0  0.12811
0.258  3.0946  -0.098715  2.1464  -7.0347  19.614  0  0.12861
0.259  3.0945  -0.099177  2.1393  -7.0557  19.614  9.0292e-17  0.12911
0.26  3.0944  -0.099639  2.1323  -7.0767  19.614  0  0.12961
0.261  3.0943  -0.1001  2.1252  -7.0976  19.614  0  0.13011
0.262  3.0942  -0.10057  2.1181  -7.1184  19.614  9.0292e-17  0.1306
0.263  3.0941  -0.10103  2.1109  -7.1391  19.614  0  0.1311
0.264  3.094  -0.1015  2.1038  -7.1598  19.614  0  0.1316
0.265  3.0939  -0.10197  2.0966  -7.1804  19.614  0  0.1321
0.266  3.0938  -0.10244  2.0894  -7.2009  19.614  0  0.1326
0.267  3.0937  -0.10291  2.0822  -7.2214  19.614  0  0.1331
0.268  3.0935  -0.10338  2.075  -7.2418  19.614  0  0.13359
0.269  3.0934  -0.10385  2.0677  -7.2621  19.614  9.0292e-17  0.13409
0.27  3.0933  -0.10432  2.0605  -7.2824  19.614  9.0292e-17  0.13459
0.271  3.0932  -0.10479  2.0532  -7.3025  19.614  9.0292e-17  0.13509
0.272  3.0931  -0.10527  2.0459  -7.3227  19.614  0  0.13559
0.273  3.093  -0.10574  2.0385  -7.3427  19.614  9.0292e-17  0.13609
0.274  3.0929  -0.10622  2.0312  -7.3626  19.614  0  0.13659
0.275  3.0928  -0.1067  2.0238  -7.3825  19.614  0  0.13708
0.276  3.0927  -0.10718  2.0164  -7.4024  19.614  0  0.13758
0.277  3.0926  -0.10766  2.009  -7.4221  19.614  0  0.13808
0.278  3.0925  -0.10814  2.0016  -7.4418  19.614  0  0.13858
0.279  3.0924  -0.10862  1.9941  -7.4614  19.614  0  0.13908
0.28  3.0923  -0.1091  1.9866  -7.4809  19.614  9.0292e-17  0.13958
0.281  3.0922  -0.10959  1.9791  -7.5003  19.614  0  0.14008
0.282  3.0921  -0.11007  1.9716  -7.5197  19.614  9.0292e-17  0.14057
0.283  3.0919  -0.11056  1.9641  -7.539  19.614  0  0.14107
0.284  3.0918  -0.11105  1.9566  -7.5583  19.614  9.0292e-17  0.14157
0.285  3.0917  -0.11154  1.949  -7.5774  19.614  9.0292e-17  0.14207
0.286  3.0916  -0.11203  1.9414  -7.5965  19.614  0  0.14257
0.287  3.0915  -0.11252  1.9338  -7.6155  19.614  0  0.14307
0.288  3.0914  -0.11301  1.9262  -7.6344  19.614  0  0.14356
0.289  3.0913  -0.1135  1.9185  -7.6533  19.614  0  0.14406
0.29  3.0912  -0.11399  1.9109  -7.6721  19.614  0  0.14456
0.291  3.091  -0.11449  1.9032  -7.6908  19.614  0  0.14506
0.292  3.0909  -0.11499  1.8955  -7.7094  19.614  0  0.14556
0.293  3.0908  -0.11548  1.8878  -7.728  19.614  9.0292e-17  0.14606
0.294  3.0907  -0.11598  1.88  -7.7465  19.614  9.0292e-17  0.14656
0.295  3.0906  -0.11648  1.8723  -7.7649  19.614  0  0.14705
0.296  3.0905  -0.11698  1.8645  -7.7832  19.614  9.0292e-17  0.14755
0.297  3.0903  -0.11748  1.8567  -7.8014  19.614  0  0.14805
0.298  3.0902  -0.11799  1.8489  -7.8196  19.614  9.0292e-17  0.14855
0.299  3.0901  -0.11849  1.8411  -7.8377  19.614  9.0292e-17  0.14905
0.3  3.09  -0.119  1.8332  -7.8557  19.614  0  0.14955
0.301  3.0899  -0.1195  1.8254  -7.8737  19.614  9.0292e-17  0.15004
0.302  3.0898  -0.12001  1.8175  -7.8916  19.614  9.0292e-17  0.15054
0.303  3.0896  -0.12052  1.8096  -7.9094  19.614  0  0.15104
0.304  3.0895  -0.12103  1.8017  -7.9271  19.614  9.0292e-17  0.15154
0.305  3.0894  -0.12154  1.7937  -7.9447  19.614  9.0292e-17  0.15204
0.306  3.0893  -0.12205  1.7858  -7.9623  19.614  0  0.15254
0.307  3.0891  -0.12257  1.7778  -7.9797  19.614  9.0292e-17  0.15304
0.308  3.089  -0.12308  1.7698  -7.9971  19.614  0  0.15353
0.309  3.0889  -0.1236  1.7618  -8.0145  19.614  9.0292e-17  0.15403
0.31  3.0888  -0.12412  1.7538  -8.0317  19.614  0  0.15453
0.311  3.0887  -0.12463  1.7457  -8.0489  19.614  0  0.15503
0.312  3.0885  -0.12515  1.7377  -8.066  19.614  9.0292e-17  0.15553
0.313  3.0884  -0.12567  1.7296  -8.083  19.614  0  0.15603
0.314  3.0883  -0.1262  1.7215  -8.0999  19.614  0  0.15653
0.315  3.0882  -0.12672  1.7134  -8.1167  19.614  0  0.15702
0.316  3.088  -0.12724  1.7053  -8.1335  19.614  9.0292e-17  0.15752
0.317  3.0879  -0.12777  1.6971  -8.1502  19.614  0  0.15802
0.318  3.0878  -0.1283  1.689  -8.1668  19.614  0  0.15852
0.319  3.0876  -0.12883  1.6808  -8.1833  19.614  0  0.15902
0.32  3.0875  -0.12936  1.6726  -8.1998  19.614  0  0.15952
0.321  3.0874  -0.12989  1.6644  -8.2161  19.614  0  0.16001
0.322  3.0873  -0.13042  1.6562  -8.2324  19.614  9.0292e-17  0.16051
0.323  3.0871  -0.13095  1.6479  -8.2486  19.614  9.0292e-17  0.16101
0.324  3.087  -0.13149  1.6397  -8.2648  19.614  0  0.16151
0.325  3.0869  -0.13202  1.6314  -8.2808  19.614  0  0.16201
0.326  3.0867  -0.13256  1.6231  -8.2968  19.614  0  0.16251
0.327  3.0866  -0.1331  1.6148  -8.3127  19.614  0  0.16301
0.328  3.0865  -0.13364  1.6065  -8.3285  19.614  0  0.1635
0.329  3.0863  -0.13418  1.5982  -8.3442  19.614  9.0292e-17  0.164
0.33  3.0862  -0.13472  1.5898  -8.3598  19.614  9.0292e-17  0.1645
0.331  3.0861  -0.13527  1.5814  -8.3754  19.614  0  0.165
0.332  3.0859  -0.13581  1.5731  -8.3908  19.614  0  0.1655
0.333  3.0858  -0.13636  1.5647  -8.4062  19.614  0  0.166
0.334  3.0856  -0.13691  1.5562  -8.4215  19.614  0  0.16649
0.335  3.0855  -0.13746  1.5478  -8.4368  19.614  0  0.16699
0.336  3.0854  -0.13801  1.5394  -8.4519  19.614  9.0292e-17  0.16749
0.337  3.0852  -0.13856  1.5309  -8.467  19.614  0  0.16799
0.338  3.0851  -0.13911  1.5224  -8.4819  19.614  9.0292e-17  0.16849
0.339  3.085  -0.13967  1.5139  -8.4968  19.614  9.0292e-17  0.16899
0.34  3.0848  -0.14022  1.5054  -8.5117  19.614  0  0.16949
0.341  3.0847  -0.14078  1.4969  -8.5264  19.614  0  0.16998
0.342  3.0845  -0.14134  1.4884  -8.541  19.614  0  0.17048
0.343  3.0844  -0.1419  1.4798  -8.5556  19.614  0  0.17098
0.344  3.0843  -0.14246  1.4713  -8.5701  19.614  0  0.17148
0.345  3.0841  -0.14302  1.4627  -8.5844  19.614  0  0.17198
0.346  3.084  -0.14359  1.4541  -8.5988  19.614  0  0.17248
0.347  3.0838  -0.14415  1.4455  -8.613  19.614  9.0292e-17  0.17298
0.348  3.0837  -0.14472  1.4369  -8.6271  19.614  9.0292e-17  0.17347
0.349  3.0835  -0.14529  1.4283  -8.6412  19.614  0  0.17397
0.35  3.0834  -0.14586  1.4196  -8.6551  19.614  0  0.17447
0.351  3.0832  -0.14643  1.4109  -8.669  19.614  9.0292e-17  0.17497
0.352  3.0831  -0.147  1.4023  -8.6828  19.614  0  0.17547
0.353  3.0829  -0.14758  1.3936  -8.6965  19.614  9.0292e-17  0.17597
0.354  3.0828  -0.14815  1.3849  -8.7102  19.614  0  0.17646
0.355  3.0827  -0.14873  1.3762  -8.7237  19.614  9.0292e-17  0.17696
0.356  3.0825  -0.14931  1.3674  -8.7372  19.614  0  0.17746
0.357  3.0824  -0.14989  1.3587  -8.7505  19.614  0  0.17796
