# time  xt  vt  xtrue  vtrue  Et  dE/T  t/T
0  1  0  1  0  0.5  0  0
0  0.99995  -0.01  1  0  0.5  3.9789e-10  0
0.01  0.9998  -0.019999  0.99995  -0.0099998  0.5  7.9577e-10  0.0015915
0.02  0.99955  -0.029996  0.9998  -0.019999  0.5  1.1937e-09  0.0031831
0.03  0.9992  -0.03999  0.99955  -0.029996  0.5  1.5915e-09  0.0047746
0.04  0.99875  -0.04998  0.9992  -0.039989  0.5  1.9894e-09  0.0063662
0.05  0.9982  -0.059965  0.99875  -0.049979  0.5  2.3873e-09  0.0079577
0.06  0.99755  -0.069944  0.9982  -0.059964  0.5  2.7852e-09  0.0095493
0.07  0.9968  -0.079916  0.99755  -0.069943  0.5  3.1831e-09  0.011141
0.08  0.99595  -0.08988  0.9968  -0.079915  0.5  3.581e-09  0.012732
0.09  0.995  -0.099835  0.99595  -0.089879  0.5  3.9789e-09  0.014324
0.1  0.99396  -0.10978  0.995  -0.099833  0.5  4.3768e-09  0.015915
0.11  0.99281  -0.11971  0.99396  -0.10978  0.5  4.7746e-09  0.017507
0.12  0.99156  -0.12964  0.99281  -0.11971  0.5  5.1725e-09  0.019099
0.13  0.99022  -0.13955  0.99156  -0.12963  0.5  5.5704e-09  0.02069
0.14  0.98877  -0.14944  0.99022  -0.13954  0.5  5.9683e-09  0.022282
0.15  0.98723  -0.15932  0.98877  -0.14944  0.5  6.3662e-09  0.023873
0.16  0.98558  -0.16919  0.98723  -0.15932  0.5  6.7641e-09  0.025465
0.17  0.98384  -0.17903  0.98558  -0.16918  0.5  7.162e-09  0.027056
0.18  0.982  -0.18886  0.98384  -0.17903  0.5  7.5599e-09  0.028648
0.19  0.98007  -0.19867  0.982  -0.18886  0.5  7.9577e-09  0.030239
0.2  0.97803  -0.20846  0.98007  -0.19867  0.5  8.3556e-09  0.031831
0.21  0.9759  -0.21823  0.97803  -0.20846  0.5  8.7535e-09  0.033423
0.22  0.97367  -0.22798  0.9759  -0.21823  0.5  9.1514e-09  0.035014
0.23  0.97134  -0.23771  0.97367  -0.22798  0.5  9.5493e-09  0.036606
0.24  0.96891  -0.24741  0.97134  -0.2377  0.5  9.9472e-09  0.038197
0.25  0.96639  -0.25708  0.96891  -0.2474  0.5  1.0345e-08  0.039789
0.26  0.96377  -0.26674  0.96639  -0.25708  0.5  1.0743e-08  0.04138
0.27  0.96105  -0.27636  0.96377  -0.26673  0.5  1.1141e-08  0.042972
0.28  0.95824  -0.28596  0.96106  -0.27636  0.5  1.1539e-08  0.044563
0.29  0.95534  -0.29552  0.95824  -0.28595  0.5  1.1937e-08  0.046155
0.3  0.95233  -0.30506  0.95534  -0.29552  0.5  1.2335e-08  0.047746
0.31  0.94923  -0.31457  0.95233  -0.30506  0.5  1.2732e-08  0.049338
0.32  0.94604  -0.32405  0.94924  -0.31457  0.5  1.313e-08  0.05093
0.33  0.94275  -0.33349  0.94604  -0.32404  0.5  1.3528e-08  0.052521
0.34  0.93937  -0.3429  0.94275  -0.33349  0.5  1.3926e-08  0.054113
0.35  0.93589  -0.35228  0.93937  -0.3429  0.5  1.4324e-08  0.055704
0.36  0.93233  -0.36162  0.9359  -0.35227  0.5  1.4722e-08  0.057296
0.37  0.92866  -0.37093  0.93233  -0.36162  0.5  1.512e-08  0.058887
0.38  0.92491  -0.38019  0.92866  -0.37092  0.5  1.5518e-08  0.060479
0.39  0.92106  -0.38942  0.92491  -0.38019  0.5  1.5915e-08  0.06207
0.4  0.91712  -0.39862  0.92106  -0.38942  0.5  1.6313e-08  0.063662
0.41  0.91309  -0.40777  0.91712  -0.39861  0.5  1.6711e-08  0.065254
0.42  0.90896  -0.41688  0.91309  -0.40776  0.5  1.7109e-08  0.066845
0.43  0.90475  -0.42595  0.90897  -0.41687  0.5  1.7507e-08  0.068437
0.44  0.90044  -0.43497  0.90475  -0.42594  0.5  1.7905e-08  0.070028
0.45  0.89605  -0.44396  0.90045  -0.43497  0.5  1.8303e-08  0.07162
0.46  0.89156  -0.45289  0.89605  -0.44395  0.5  1.8701e-08  0.073211
0.47  0.88699  -0.46179  0.89157  -0.45289  0.5  1.9099e-08  0.074803
0.48  0.88233  -0.47063  0.88699  -0.46178  0.5  1.9496e-08  0.076394
0.49  0.87758  -0.47943  0.88233  -0.47063  0.5  1.9894e-08  0.077986
0.5  0.87274  -0.48818  0.87758  -0.47943  0.5  2.0292e-08  0.079577
0.51  0.86781  -0.49689  0.87274  -0.48818  0.5  2.069e-08  0.081169
0.52  0.8628  -0.50554  0.86782  -0.49688  0.5  2.1088e-08  0.082761
0.53  0.8577  -0.51414  0.86281  -0.50553  0.5  2.1486e-08  0.084352
0.54  0.85252  -0.5227  0.85771  -0.51414  0.5  2.1884e-08  0.085944
0.55  0.84725  -0.53119  0.85252  -0.52269  0.5  2.2282e-08  0.087535
0.56  0.8419  -0.53964  0.84726  -0.53119  0.5  2.268e-08  0.089127
0.57  0.83646  -0.54803  0.8419  -0.53963  0.5  2.3077e-08  0.090718
0.58  0.83094  -0.55637  0.83646  -0.54802  0.5  2.3475e-08  0.09231
0.59  0.82533  -0.56465  0.83094  -0.55636  0.5  2.3873e-08  0.093901
0.6  0.81964  -0.57288  0.82534  -0.56464  0.5  2.4271e-08  0.095493
0.61  0.81387  -0.58104  0.81965  -0.57287  0.5  2.4669e-08  0.097085
0.62  0.80802  -0.58915  0.81388  -0.58104  0.5  2.5067e-08  0.098676
0.63  0.80209  -0.5972  0.80803  -0.58914  0.5  2.5465e-08  0.10027
0.64  0.79608  -0.6052  0.8021  -0.5972  0.5  2.5863e-08  0.10186
0.65  0.78999  -0.61313  0.79608  -0.60519  0.5  2.6261e-08  0.10345
0.66  0.78381  -0.62099  0.78999  -0.61312  0.5  2.6658e-08  0.10504
0.67  0.77757  -0.6288  0.78382  -0.62099  0.5  2.7056e-08  0.10663
0.68  0.77124  -0.63655  0.77757  -0.62879  0.5  2.7454e-08  0.10823
0.69  0.76483  -0.64423  0.77125  -0.63654  0.5  2.7852e-08  0.10982
0.7  0.75835  -0.65184  0.76484  -0.64422  0.5  2.825e-08  0.11141
0.71  0.7518  -0.65939  0.75836  -0.65183  0.5  2.8648e-08  0.113
0.72  0.74517  -0.66688  0.75181  -0.65938  0.5  2.9046e-08  0.11459
0.73  0.73846  -0.6743  0.74517  -0.66687  0.5  2.9444e-08  0.11618
0.74  0.73168  -0.68165  0.73847  -0.67429  0.5  2.9842e-08  0.11777
0.75  0.72483  -0.68893  0.73169  -0.68164  0.5  3.0239e-08  0.11937
0.76  0.7179  -0.69614  0.72484  -0.68892  0.5  3.0637e-08  0.12096
0.77  0.7109  -0.70329  0.71791  -0.69614  0.5  3.1035e-08  0.12255
0.78  0.70384  -0.71036  0.71091  -0.70328  0.5  3.1433e-08  0.12414
0.79  0.6967  -0.71737  0.70385  -0.71035  0.5  3.1831e-08  0.12573
0.8  0.68949  -0.7243  0.69671  -0.71736  0.5  3.2229e-08  0.12732
0.81  0.68221  -0.73116  0.6895  -0.72429  0.5  3.2627e-08  0.12892
0.82  0.67487  -0.73794  0.68222  -0.73115  0.5  3.3025e-08  0.13051
0.83  0.66745  -0.74465  0.67488  -0.73793  0.5  3.3423e-08  0.1321
0.84  0.65997  -0.75129  0.66746  -0.74464  0.5  3.382e-08  0.13369
0.85  0.65243  -0.75785  0.65998  -0.75128  0.5  3.4218e-08  0.13528
0.86  0.64482  -0.76434  0.65244  -0.75784  0.5  3.4616e-08  0.13687
0.87  0.63714  -0.77075  0.64483  -0.76433  0.5  3.5014e-08  0.13846
0.88  0.6294  -0.77708  0.63715  -0.77074  0.5  3.5412e-08  0.14006
0.89  0.6216  -0.78334  0.62941  -0.77707  0.5  3.581e-08  0.14165
0.9  0.61373  -0.78951  0.62161  -0.78333  0.5  3.6208e-08  0.14324
0.91  0.60581  -0.79561  0.61375  -0.7895  0.5  3.6606e-08  0.14483
0.92  0.59782  -0.80163  0.60582  -0.7956  0.5  3.7004e-08  0.14642
0.93  0.58978  -0.80757  0.59783  -0.80162  0.5  3.7401e-08  0.14801
0.94  0.58167  -0.81342  0.58979  -0.80756  0.5  3.7799e-08  0.14961
0.95  0.57351  -0.8192  0.58168  -0.81342  0.5  3.8197e-08  0.1512
0.96  0.56529  -0.82489  0.57352  -0.81919  0.5  3.8595e-08  0.15279
0.97  0.55701  -0.83051  0.5653  -0.82489  0.5  3.8993e-08  0.15438
0.98  0.54868  -0.83604  0.55702  -0.8305  0.5  3.9391e-08  0.15597
0.99  0.54029  -0.84148  0.54869  -0.83603  0.5  3.9789e-08  0.15756
1  0.53185  -0.84684  0.5403  -0.84147  0.5  4.0187e-08  0.15915
1.01  0.52335  -0.85212  0.53186  -0.84683  0.5  4.0585e-08  0.16075
1.02  0.5148  -0.85731  0.52337  -0.85211  0.5  4.0982e-08  0.16234
1.03  0.50621  -0.86241  0.51482  -0.8573  0.5  4.138e-08  0.16393
1.04  0.49756  -0.86743  0.50622  -0.8624  0.5  4.1778e-08  0.16552
1.05  0.48886  -0.87236  0.49757  -0.86742  0.5  4.2176e-08  0.16711
1.06  0.48011  -0.87721  0.48887  -0.87236  0.5  4.2574e-08  0.1687
1.07  0.47131  -0.88197  0.48012  -0.8772  0.5  4.2972e-08  0.1703
1.08  0.46247  -0.88664  0.47133  -0.88196  0.5  4.337e-08  0.17189
1.09  0.45358  -0.89122  0.46249  -0.88663  0.5  4.3768e-08  0.17348
1.1  0.44465  -0.89571  0.4536  -0.89121  0.5  4.4166e-08  0.17507
1.11  0.43567  -0.90011  0.44466  -0.8957  0.5  4.4563e-08  0.17666
1.12  0.42664  -0.90442  0.43568  -0.9001  0.5  4.4961e-08  0.17825
1.13  0.41758  -0.90864  0.42666  -0.90441  0.5  4.5359e-08  0.17985
1.14  0.40847  -0.91277  0.41759  -0.90863  0.5  4.5757e-08  0.18144
1.15  0.39932  -0.91681  0.40849  -0.91276  0.5  4.6155e-08  0.18303
1.16  0.39013  -0.92076  0.39934  -0.9168  0.5  4.6553e-08  0.18462
1.17  0.38091  -0.92461  0.39015  -0.92075  0.5  4.6951e-08  0.18621
1.18  0.37164  -0.92838  0.38092  -0.92461  0.5  4.7349e-08  0.1878
1.19  0.36234  -0.93205  0.37166  -0.92837  0.5  4.7746e-08  0.18939
1.2  0.353  -0.93562  0.36236  -0.93204  0.5  4.8144e-08  0.19099
1.21  0.34363  -0.93911  0.35302  -0.93562  0.5  4.8542e-08  0.19258
1.22  0.33422  -0.9425  0.34365  -0.9391  0.5  4.894e-08  0.19417
1.23  0.32478  -0.94579  0.33424  -0.94249  0.5  4.9338e-08  0.19576
1.24  0.3153  -0.94899  0.3248  -0.94578  0.5  4.9736e-08  0.19735
1.25  0.3058  -0.9521  0.31532  -0.94898  0.5  5.0134e-08  0.19894
1.26  0.29626  -0.95511  0.30582  -0.95209  0.5  5.0532e-08  0.20054
1.27  0.28669  -0.95802  0.29628  -0.9551  0.5  5.093e-08  0.20213
1.28  0.2771  -0.96084  0.28672  -0.95802  0.5  5.1327e-08  0.20372
1.29  0.26748  -0.96356  0.27712  -0.96084  0.5  5.1725e-08  0.20531
1.3  0.25783  -0.96619  0.2675  -0.96356  0.5  5.2123e-08  0.2069
1.31  0.24815  -0.96872  0.25785  -0.96618  0.5  5.2521e-08  0.20849
1.32  0.23845  -0.97115  0.24818  -0.96872  0.5  5.2919e-08  0.21008
1.33  0.22873  -0.97349  0.23848  -0.97115  0.5  5.3317e-08  0.21168
1.34  0.21898  -0.97573  0.22875  -0.97348  0.5  5.3715e-08  0.21327
1.35  0.20922  -0.97787  0.21901  -0.97572  0.5  5.4113e-08  0.21486
1.36  0.19943  -0.97991  0.20924  -0.97786  0.5  5.4511e-08  0.21645
1.37  0.18962  -0.98186  0.19945  -0.97991  0.5  5.4908e-08  0.21804
1.38  0.17979  -0.98371  0.18964  -0.98185  0.5  5.5306e-08  0.21963
1.39  0.16994  -0.98545  0.17981  -0.9837  0.5  5.5704e-08  0.22123
1.4  0.16008  -0.9871  0.16997  -0.98545  0.5  5.6102e-08  0.22282
