# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0  1.7104  0  1.7104  0  11.175  0  0
0  1.7104  -0.0097145  1.7104  0  11.175  7.9237e-17  0
0.001  1.7104  -0.019429  1.7104  -0.016779  11.175  7.9237e-17  0.00049849
0.002  1.7104  -0.029144  1.7104  -0.033558  11.175  7.9237e-17  0.00099698
0.003  1.7103  -0.038858  1.7103  -0.050337  11.175  1.5847e-16  0.0014955
0.004  1.7103  -0.048573  1.7103  -0.067115  11.175  1.5847e-16  0.001994
0.005  1.7102  -0.058288  1.7102  -0.083893  11.175  7.9237e-17  0.0024924
0.006  1.7102  -0.068002  1.7101  -0.10067  11.175  1.5847e-16  0.0029909
0.007  1.7101  -0.077717  1.71  -0.11745  11.175  2.3771e-16  0.0034894
0.008  1.71  -0.087432  1.7099  -0.13422  11.175  1.5847e-16  0.0039879
0.009  1.7099  -0.097148  1.7097  -0.15099  11.175  2.3771e-16  0.0044864
0.01  1.7098  -0.10686  1.7096  -0.16777  11.175  3.1695e-16  0.0049849
0.011  1.7097  -0.11658  1.7094  -0.18454  11.175  3.9618e-16  0.0054834
0.012  1.7096  -0.12629  1.7092  -0.2013  11.175  4.7542e-16  0.0059819
0.013  1.7095  -0.13601  1.709  -0.21807  11.175  5.5466e-16  0.0064803
0.014  1.7093  -0.14573  1.7088  -0.23483  11.175  5.5466e-16  0.0069788
0.015  1.7092  -0.15544  1.7085  -0.2516  11.175  7.1313e-16  0.0074773
0.016  1.709  -0.16516  1.7083  -0.26836  11.175  7.9237e-16  0.0079758
0.017  1.7088  -0.17487  1.708  -0.28511  11.175  8.716e-16  0.0084743
0.018  1.7087  -0.18459  1.7077  -0.30187  11.175  8.716e-16  0.0089728
0.019  1.7085  -0.19431  1.7074  -0.31862  11.175  9.5084e-16  0.0094713
0.02  1.7083  -0.20403  1.7071  -0.33537  11.175  1.1093e-15  0.0099698
0.021  1.7081  -0.21374  1.7067  -0.35211  11.175  1.2678e-15  0.010468
0.022  1.7079  -0.22346  1.7064  -0.36885  11.175  1.347e-15  0.010967
0.023  1.7076  -0.23318  1.706  -0.38559  11.175  1.4263e-15  0.011465
0.024  1.7074  -0.2429  1.7056  -0.40232  11.175  1.5055e-15  0.011964
0.025  1.7071  -0.25262  1.7052  -0.41905  11.175  1.664e-15  0.012462
0.026  1.7069  -0.26234  1.7048  -0.43578  11.175  1.8224e-15  0.012961
0.027  1.7066  -0.27205  1.7043  -0.4525  11.175  1.9017e-15  0.013459
0.028  1.7063  -0.28177  1.7038  -0.46922  11.175  2.0602e-15  0.013958
0.029  1.7061  -0.2915  1.7034  -0.48593  11.175  2.2186e-15  0.014456
0.03  1.7058  -0.30122  1.7029  -0.50264  11.175  2.2186e-15  0.014955
0.031  1.7054  -0.31094  1.7024  -0.51934  11.175  2.2979e-15  0.015453
0.032  1.7051  -0.32066  1.7018  -0.53604  11.175  2.4563e-15  0.015952
0.033  1.7048  -0.33038  1.7013  -0.55273  11.175  2.694e-15  0.01645
0.034  1.7045  -0.3401  1.7007  -0.56942  11.175  2.8525e-15  0.016949
