# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0.051  1.5575  -0.51011  1.5508  -0.78255  9.81  6.4088e-15  0.025423
0.052  1.557  -0.51992  1.55  -0.79776  9.81  6.5893e-15  0.025921
0.053  1.5565  -0.52973  1.5492  -0.81296  9.81  6.7698e-15  0.02642
0.054  1.556  -0.53954  1.5484  -0.82815  9.81  7.0406e-15  0.026918
0.055  1.5554  -0.54935  1.5475  -0.84334  9.81  7.4017e-15  0.027417
0.056  1.5549  -0.55916  1.5467  -0.85851  9.81  7.5822e-15  0.027915
0.057  1.5543  -0.56896  1.5458  -0.87368  9.81  7.853e-15  0.028414
0.058  1.5537  -0.57877  1.5449  -0.88884  9.81  8.214e-15  0.028912
0.059  1.5531  -0.58858  1.5441  -0.904  9.81  8.4848e-15  0.029411
0.06  1.5525  -0.59839  1.5431  -0.91914  9.81  8.7556e-15  0.029909
0.061  1.5519  -0.6082  1.5422  -0.93427  9.81  8.9362e-15  0.030408
0.062  1.5513  -0.61801  1.5413  -0.9494  9.81  9.2972e-15  0.030906
0.063  1.5507  -0.62781  1.5403  -0.96451  9.81  9.7485e-15  0.031405
0.064  1.5501  -0.63762  1.5393  -0.97962  9.81  1.0019e-14  0.031903
0.065  1.5494  -0.64743  1.5384  -0.99471  9.81  1.029e-14  0.032402
0.066  1.5488  -0.65724  1.5374  -1.0098  9.81  1.0651e-14  0.0329
0.067  1.5481  -0.66705  1.5363  -1.0249  9.81  1.1012e-14  0.033399
0.068  1.5474  -0.67685  1.5353  -1.0399  9.81  1.1373e-14  0.033897
0.069  1.5468  -0.68666  1.5343  -1.055  9.81  1.1554e-14  0.034396
0.07  1.5461  -0.69647  1.5332  -1.07  9.81  1.2095e-14  0.034894
0.071  1.5454  -0.70627  1.5321  -1.0851  9.81  1.2276e-14  0.035393
0.072  1.5447  -0.71608  1.531  -1.1001  9.81  1.2547e-14  0.035891
0.073  1.5439  -0.72589  1.5299  -1.1151  9.81  1.2998e-14  0.03639
0.074  1.5432  -0.73569  1.5288  -1.1301  9.81  1.3359e-14  0.036888
0.075  1.5425  -0.7455  1.5277  -1.1451  9.81  1.372e-14  0.037387
0.076  1.5417  -0.75531  1.5265  -1.1601  9.81  1.4171e-14  0.037885
0.077  1.541  -0.76511  1.5253  -1.1751  9.81  1.4442e-14  0.038384
0.078  1.5402  -0.77492  1.5242  -1.19  9.81  1.4894e-14  0.038882
0.079  1.5394  -0.78472  1.523  -1.205  9.81  1.5345e-14  0.039381
0.08  1.5386  -0.79453  1.5217  -1.2199  9.81  1.5616e-14  0.039879
0.081  1.5378  -0.80433  1.5205  -1.2348  9.81  1.6157e-14  0.040378
0.082  1.537  -0.81414  1.5193  -1.2497  9.81  1.6518e-14  0.040876
0.083  1.5362  -0.82394  1.518  -1.2646  9.81  1.6879e-14  0.041374
0.084  1.5354  -0.83375  1.5167  -1.2795  9.81  1.724e-14  0.041873
0.085  1.5345  -0.84355  1.5155  -1.2944  9.81  1.7692e-14  0.042371
0.086  1.5337  -0.85335  1.5142  -1.3093  9.81  1.8143e-14  0.04287
0.087  1.5328  -0.86316  1.5128  -1.3241  9.81  1.8504e-14  0.043368
0.088  1.5319  -0.87296  1.5115  -1.3389  9.81  1.8955e-14  0.043867
0.089  1.5311  -0.88276  1.5102  -1.3538  9.81  1.9497e-14  0.044365
0.09  1.5302  -0.89256  1.5088  -1.3686  9.81  1.9858e-14  0.044864
0.091  1.5293  -0.90236  1.5074  -1.3834  9.81  2.04e-14  0.045362
0.092  1.5284  -0.91217  1.506  -1.3981  9.81  2.0761e-14  0.045861
0.093  1.5275  -0.92197  1.5046  -1.4129  9.81  2.1302e-14  0.046359
0.094  1.5265  -0.93177  1.5032  -1.4277  9.81  2.1754e-14  0.046858
0.095  1.5256  -0.94157  1.5018  -1.4424  9.81  2.2295e-14  0.047356
0.096  1.5246  -0.95137  1.5003  -1.4571  9.81  2.2656e-14  0.047855
0.097  1.5237  -0.96117  1.4989  -1.4718  9.81  2.3198e-14  0.048353
0.098  1.5227  -0.97097  1.4974  -1.4865  9.81  2.3649e-14  0.048852
0.099  1.5218  -0.98076  1.4959  -1.5012  9.81  2.4101e-14  0.04935
0.1  1.5208  -0.99056  1.4944  -1.5159  9.81  2.4642e-14  0.049849
0.101  1.5198  -1.0004  1.4929  -1.5305  9.81  2.5093e-14  0.050347
0.102  1.5188  -1.0102  1.4913  -1.5452  9.81  2.5635e-14  0.050846
0.103  1.5177  -1.02  1.4898  -1.5598  9.81  2.6177e-14  0.051344
0.104  1.5167  -1.0297  1.4882  -1.5744  9.81  2.6718e-14  0.051843
0.105  1.5157  -1.0395  1.4866  -1.589  9.81  2.726e-14  0.052341
0.106  1.5146  -1.0493  1.485  -1.6036  9.81  2.7801e-14  0.05284
0.107  1.5136  -1.0591  1.4834  -1.6181  9.81  2.8343e-14  0.053338
0.108  1.5125  -1.0689  1.4818  -1.6327  9.81  2.8885e-14  0.053837
0.109  1.5115  -1.0787  1.4801  -1.6472  9.81  2.9336e-14  0.054335
0.11  1.5104  -1.0885  1.4785  -1.6617  9.81  2.9877e-14  0.054834
0.111  1.5093  -1.0983  1.4768  -1.6762  9.81  3.0419e-14  0.055332
0.112  1.5082  -1.1081  1.4751  -1.6907  9.81  3.087e-14  0.055831
0.113  1.5071  -1.1179  1.4734  -1.7051  9.81  3.1502e-14  0.056329
0.114  1.5059  -1.1277  1.4717  -1.7196  9.81  3.2044e-14  0.056828
0.115  1.5048  -1.1375  1.47  -1.734  9.81  3.2495e-14  0.057326
0.116  1.5037  -1.1473  1.4683  -1.7484  9.81  3.3037e-14  0.057825
0.117  1.5025  -1.157  1.4665  -1.7628  9.81  3.3578e-14  0.058323
0.118  1.5013  -1.1668  1.4647  -1.7772  9.81  3.412e-14  0.058822
0.119  1.5002  -1.1766  1.4629  -1.7916  9.81  3.4661e-14  0.05932
0.12  1.499  -1.1864  1.4611  -1.8059  9.81  3.5203e-14  0.059819
0.121  1.4978  -1.1962  1.4593  -1.8202  9.81  3.5745e-14  0.060317
0.122  1.4966  -1.206  1.4575  -1.8345  9.81  3.6376e-14  0.060816
0.123  1.4954  -1.2157  1.4557  -1.8488  9.81  3.6918e-14  0.061314
0.124  1.4942  -1.2255  1.4538  -1.8631  9.81  3.755e-14  0.061813
0.125  1.4929  -1.2353  1.4519  -1.8774  9.81  3.8182e-14  0.062311
0.126  1.4917  -1.2451  1.4501  -1.8916  9.81  3.8723e-14  0.062809
0.127  1.4905  -1.2549  1.4482  -1.9058  9.81  3.9355e-14  0.063308
0.128  1.4892  -1.2646  1.4462  -1.92  9.81  3.9897e-14  0.063806
0.129  1.4879  -1.2744  1.4443  -1.9342  9.81  4.0438e-14  0.064305
0.13  1.4866  -1.2842  1.4424  -1.9483  9.81  4.098e-14  0.064803
0.131  1.4854  -1.294  1.4404  -1.9625  9.81  4.1612e-14  0.065302
0.132  1.4841  -1.3037  1.4385  -1.9766  9.81  4.2334e-14  0.0658
0.133  1.4827  -1.3135  1.4365  -1.9907  9.81  4.2966e-14  0.066299
0.134  1.4814  -1.3233  1.4345  -2.0048  9.81  4.3688e-14  0.066797
0.135  1.4801  -1.3331  1.4325  -2.0188  9.81  4.4229e-14  0.067296
0.136  1.4788  -1.3428  1.4304  -2.0329  9.81  4.5042e-14  0.067794
0.137  1.4774  -1.3526  1.4284  -2.0469  9.81  4.5674e-14  0.068293
0.138  1.4761  -1.3624  1.4263  -2.0609  9.81  4.6306e-14  0.068791
0.139  1.4747  -1.3721  1.4243  -2.0749  9.81  4.7028e-14  0.06929
0.14  1.4733  -1.3819  1.4222  -2.0889  9.81  4.7569e-14  0.069788
0.141  1.4719  -1.3917  1.4201  -2.1028  9.81  4.8291e-14  0.070287
0.142  1.4705  -1.4014  1.418  -2.1167  9.81  4.9013e-14  0.070785
0.143  1.4691  -1.4112  1.4159  -2.1306  9.81  4.9736e-14  0.071284
0.144  1.4677  -1.4209  1.4137  -2.1445  9.81  5.0458e-14  0.071782
0.145  1.4663  -1.4307  1.4116  -2.1584  9.81  5.109e-14  0.072281
0.146  1.4648  -1.4405  1.4094  -2.1722  9.81  5.1721e-14  0.072779
0.147  1.4634  -1.4502  1.4072  -2.186  9.81  5.2444e-14  0.073278
0.148  1.4619  -1.46  1.405  -2.1998  9.81  5.3075e-14  0.073776
0.149  1.4605  -1.4697  1.4028  -2.2136  9.81  5.3798e-14  0.074275
0.15  1.459  -1.4795  1.4006  -2.2273  9.81  5.452e-14  0.074773
0.151  1.4575  -1.4892  1.3984  -2.2411  9.81  5.5151e-14  0.075272
0.152  1.456  -1.499  1.3961  -2.2548  9.81  5.5874e-14  0.07577
0.153  1.4545  -1.5087  1.3939  -2.2684  9.81  5.6686e-14  0.076269
0.154  1.453  -1.5184  1.3916  -2.2821  9.81  5.7318e-14  0.076767
0.155  1.4515  -1.5282  1.3893  -2.2958  9.81  5.813e-14  0.077266
0.156  1.45  -1.5379  1.387  -2.3094  9.81  5.8852e-14  0.077764
0.157  1.4484  -1.5477  1.3847  -2.323  9.81  5.9574e-14  0.078263
0.158  1.4469  -1.5574  1.3823  -2.3365  9.81  6.0206e-14  0.078761
0.159  1.4453  -1.5671  1.38  -2.3501  9.81  6.1019e-14  0.07926
0.16  1.4437  -1.5769  1.3776  -2.3636  9.81  6.1741e-14  0.079758
0.161  1.4421  -1.5866  1.3753  -2.3771  9.81  6.2463e-14  0.080257
0.162  1.4405  -1.5963  1.3729  -2.3906  9.81  6.3185e-14  0.080755
0.163  1.4389  -1.606  1.3705  -2.4041  9.81  6.3907e-14  0.081254
0.164  1.4373  -1.6158  1.3681  -2.4175  9.81  6.4719e-14  0.081752
0.165  1.4357  -1.6255  1.3657  -2.4309  9.81  6.5351e-14  0.082251
0.166  1.4341  -1.6352  1.3632  -2.4443  9.81  6.6164e-14  0.082749
0.167  1.4324  -1.6449  1.3608  -2.4576  9.81  6.6886e-14  0.083247
0.168  1.4308  -1.6546  1.3583  -2.471  9.81  6.7698e-14  0.083746
0.169  1.4291  -1.6644  1.3558  -2.4843  9.81  6.842e-14  0.084244
0.17  1.4275  -1.6741  1.3533  -2.4976  9.81  6.9052e-14  0.084743
0.171  1.4258  -1.6838  1.3508  -2.5108  9.81  6.9865e-14  0.085241
0.172  1.4241  -1.6935  1.3483  -2.5241  9.81  7.0587e-14  0.08574
0.173  1.4224  -1.7032  1.3458  -2.5373  9.81  7.1399e-14  0.086238
0.174  1.4207  -1.7129  1.3432  -2.5505  9.81  7.2121e-14  0.086737
0.175  1.419  -1.7226  1.3407  -2.5637  9.81  7.2843e-14  0.087235
0.176  1.4172  -1.7323  1.3381  -2.5768  9.81  7.3656e-14  0.087734
0.177  1.4155  -1.742  1.3355  -2.5899  9.81  7.4287e-14  0.088232
0.178  1.4138  -1.7517  1.3329  -2.603  9.81  7.51e-14  0.088731
0.179  1.412  -1.7613  1.3303  -2.6161  9.81  7.5912e-14  0.089229
0.18  1.4102  -1.771  1.3277  -2.6291  9.81  7.6725e-14  0.089728
0.181  1.4085  -1.7807  1.3251  -2.6421  9.81  7.7447e-14  0.090226
0.182  1.4067  -1.7904  1.3224  -2.6551  9.81  7.8169e-14  0.090725
0.183  1.4049  -1.8001  1.3198  -2.6681  9.81  7.9071e-14  0.091223
0.184  1.4031  -1.8097  1.3171  -2.681  9.81  7.9884e-14  0.091722
0.185  1.4013  -1.8194  1.3144  -2.6939  9.81  8.0787e-14  0.09222
0.186  1.3994  -1.8291  1.3117  -2.7068  9.81  8.1509e-14  0.092719
0.187  1.3976  -1.8388  1.309  -2.7196  9.81  8.2321e-14  0.093217
0.188  1.3958  -1.8484  1.3063  -2.7325  9.81  8.3043e-14  0.093716
0.189  1.3939  -1.8581  1.3035  -2.7453  9.81  8.3856e-14  0.094214
0.19  1.392  -1.8677  1.3008  -2.758  9.81  8.4578e-14  0.094713
0.191  1.3902  -1.8774  1.298  -2.7708  9.81  8.548e-14  0.095211
0.192  1.3883  -1.887  1.2952  -2.7835  9.81  8.6293e-14  0.09571
0.193  1.3864  -1.8967  1.2924  -2.7962  9.81  8.7105e-14  0.096208
0.194  1.3845  -1.9063  1.2896  -2.8089  9.81  8.7917e-14  0.096707
0.195  1.3826  -1.916  1.2868  -2.8215  9.81  8.873e-14  0.097205
0.196  1.3807  -1.9256  1.284  -2.8341  9.81  8.9542e-14  0.097704
0.197  1.3787  -1.9352  1.2811  -2.8467  9.81  9.0445e-14  0.098202
0.198  1.3768  -1.9448  1.2783  -2.8592  9.81  9.1167e-14  0.098701
0.199  1.3748  -1.9545  1.2754  -2.8718  9.81  9.1979e-14  0.099199
0.2  1.3729  -1.9641  1.2726  -2.8843  9.81  9.2792e-14  0.099698
0.201  1.3709  -1.9737  1.2697  -2.8967  9.81  9.3604e-14  0.1002
0.202  1.3689  -1.9833  1.2668  -2.9092  9.81  9.4507e-14  0.10069
0.203  1.367  -1.9929  1.2638  -2.9216  9.81  9.5229e-14  0.10119
0.204  1.365  -2.0025  1.2609  -2.934  9.81  9.6041e-14  0.10169
0.205  1.3629  -2.0121  1.258  -2.9463  9.81  9.6944e-14  0.10219
0.206  1.3609  -2.0217  1.255  -2.9587  9.81  9.7756e-14  0.10269
0.207  1.3589  -2.0313  1.2521  -2.9709  9.81  9.8569e-14  0.10319
0.208  1.3569  -2.0409  1.2491  -2.9832  9.81  9.9471e-14  0.10369
0.209  1.3548  -2.0505  1.2461  -2.9955  9.81  1.0019e-13  0.10418
0.21  1.3528  -2.0601  1.2431  -3.0077  9.81  1.0092e-13  0.10468
0.211  1.3507  -2.0697  1.2401  -3.0198  9.81  1.0182e-13  0.10518
0.212  1.3486  -2.0792  1.2371  -3.032  9.81  1.0263e-13  0.10568
0.213  1.3465  -2.0888  1.234  -3.0441  9.81  1.0344e-13  0.10618
0.214  1.3445  -2.0984  1.231  -3.0562  9.81  1.0426e-13  0.10668
0.215  1.3423  -2.1079  1.2279  -3.0683  9.81  1.0516e-13  0.10717
0.216  1.3402  -2.1175  1.2248  -3.0803  9.81  1.0597e-13  0.10767
0.217  1.3381  -2.127  1.2217  -3.0923  9.81  1.0687e-13  0.10817
0.218  1.336  -2.1366  1.2186  -3.1043  9.81  1.076e-13  0.10867
0.219  1.3338  -2.1461  1.2155  -3.1162  9.81  1.0832e-13  0.10917
0.22  1.3317  -2.1556  1.2124  -3.1281  9.81  1.0922e-13  0.10967
0.221  1.3295  -2.1652  1.2093  -3.14  9.81  1.0994e-13  0.11017
0.222  1.3274  -2.1747  1.2061  -3.1518  9.81  1.1084e-13  0.11066
0.223  1.3252  -2.1842  1.203  -3.1637  9.81  1.1157e-13  0.11116
0.224  1.323  -2.1937  1.1998  -3.1754  9.81  1.1238e-13  0.11166
0.225  1.3208  -2.2032  1.1966  -3.1872  9.81  1.1319e-13  0.11216
0.226  1.3186  -2.2127  1.1934  -3.1989  9.81  1.1409e-13  0.11266
0.227  1.3164  -2.2222  1.1902  -3.2106  9.81  1.15e-13  0.11316
0.228  1.3141  -2.2317  1.187  -3.2223  9.81  1.159e-13  0.11366
0.229  1.3119  -2.2412  1.1838  -3.2339  9.81  1.1662e-13  0.11415
0.23  1.3097  -2.2507  1.1805  -3.2455  9.81  1.1743e-13  0.11465
0.231  1.3074  -2.2601  1.1773  -3.2571  9.81  1.1825e-13  0.11515
0.232  1.3051  -2.2696  1.174  -3.2686  9.81  1.1906e-13  0.11565
0.233  1.3029  -2.2791  1.1708  -3.2801  9.81  1.1987e-13  0.11615
0.234  1.3006  -2.2885  1.1675  -3.2916  9.81  1.2059e-13  0.11665
0.235  1.2983  -2.298  1.1642  -3.303  9.81  1.2141e-13  0.11714
0.236  1.296  -2.3074  1.1609  -3.3144  9.81  1.2222e-13  0.11764
0.237  1.2937  -2.3169  1.1575  -3.3258  9.81  1.2303e-13  0.11814
0.238  1.2913  -2.3263  1.1542  -3.3371  9.81  1.2375e-13  0.11864
0.239  1.289  -2.3357  1.1509  -3.3484  9.81  1.2456e-13  0.11914
0.24  1.2867  -2.3452  1.1475  -3.3597  9.81  1.2529e-13  0.11964
0.241  1.2843  -2.3546  1.1441  -3.3709  9.81  1.2601e-13  0.12014
0.242  1.282  -2.364  1.1408  -3.3822  9.81  1.2691e-13  0.12063
0.243  1.2796  -2.3734  1.1374  -3.3933  9.81  1.2763e-13  0.12113
0.244  1.2772  -2.3828  1.134  -3.4045  9.81  1.2845e-13  0.12163
0.245  1.2748  -2.3922  1.1306  -3.4156  9.81  1.2908e-13  0.12213
0.246  1.2724  -2.4015  1.1272  -3.4266  9.81  1.2989e-13  0.12263
0.247  1.27  -2.4109  1.1237  -3.4377  9.81  1.307e-13  0.12313
0.248  1.2676  -2.4203  1.1203  -3.4487  9.81  1.3142e-13  0.12363
0.249  1.2652  -2.4296  1.1168  -3.4597  9.81  1.3233e-13  0.12412
0.25  1.2628  -2.439  1.1134  -3.4706  9.81  1.3296e-13  0.12462
0.251  1.2603  -2.4483  1.1099  -3.4815  9.81  1.3377e-13  0.12512
0.252  1.2579  -2.4577  1.1064  -3.4924  9.81  1.3449e-13  0.12562
0.253  1.2554  -2.467  1.1029  -3.5032  9.81  1.3531e-13  0.12612
0.254  1.2529  -2.4763  1.0994  -3.514  9.81  1.3594e-13  0.12662
0.255  1.2504  -2.4856  1.0959  -3.5248  9.81  1.3666e-13  0.12711
0.256  1.248  -2.4949  1.0923  -3.5355  9.81  1.3738e-13  0.12761
0.257  1.2455  -2.5042  1.0888  -3.5462  9.81  1.3819e-13  0.12811
0.258  1.2429  -2.5135  1.0852  -3.5569  9.81  1.3892e-13  0.12861
0.259  1.2404  -2.5228  1.0817  -3.5675  9.81  1.3964e-13  0.12911
0.26  1.2379  -2.5321  1.0781  -3.5781  9.81  1.4027e-13  0.12961
0.261  1.2354  -2.5414  1.0745  -3.5887  9.81  1.4108e-13  0.13011
0.262  1.2328  -2.5506  1.0709  -3.5992  9.81  1.4171e-13  0.1306
0.263  1.2303  -2.5599  1.0673  -3.6097  9.81  1.4244e-13  0.1311
0.264  1.2277  -2.5691  1.0637  -3.6201  9.81  1.4307e-13  0.1316
0.265  1.2251  -2.5783  1.0601  -3.6305  9.81  1.4388e-13  0.1321
0.266  1.2225  -2.5876  1.0565  -3.6409  9.81  1.4451e-13  0.1326
0.267  1.2199  -2.5968  1.0528  -3.6513  9.81  1.4524e-13  0.1331
0.268  1.2173  -2.606  1.0491  -3.6616  9.81  1.4587e-13  0.13359
0.269  1.2147  -2.6152  1.0455  -3.6719  9.81  1.465e-13  0.13409
0.27  1.2121  -2.6244  1.0418  -3.6821  9.81  1.4722e-13  0.13459
0.271  1.2095  -2.6336  1.0381  -3.6923  9.81  1.4785e-13  0.13509
0.272  1.2068  -2.6427  1.0344  -3.7025  9.81  1.4839e-13  0.13559
0.273  1.2042  -2.6519  1.0307  -3.7126  9.81  1.4903e-13  0.13609
0.274  1.2015  -2.6611  1.027  -3.7227  9.81  1.4957e-13  0.13659
0.275  1.1989  -2.6702  1.0233  -3.7327  9.81  1.5029e-13  0.13708
0.276  1.1962  -2.6793  1.0195  -3.7428  9.81  1.5092e-13  0.13758
0.277  1.1935  -2.6885  1.0158  -3.7527  9.81  1.5146e-13  0.13808
0.278  1.1908  -2.6976  1.012  -3.7627  9.81  1.5201e-13  0.13858
0.279  1.1881  -2.7067  1.0083  -3.7726  9.81  1.5264e-13  0.13908
0.28  1.1854  -2.7158  1.0045  -3.7825  9.81  1.5318e-13  0.13958
0.281  1.1827  -2.7249  1.0007  -3.7923  9.81  1.5381e-13  0.14008
0.282  1.18  -2.7339  0.99689  -3.8021  9.81  1.5435e-13  0.14057
0.283  1.1772  -2.743  0.99309  -3.8119  9.81  1.5498e-13  0.14107
0.284  1.1745  -2.7521  0.98927  -3.8216  9.81  1.5544e-13  0.14157
0.285  1.1717  -2.7611  0.98544  -3.8313  9.81  1.5616e-13  0.14207
0.286  1.169  -2.7701  0.98161  -3.8409  9.81  1.5661e-13  0.14257
0.287  1.1662  -2.7792  0.97776  -3.8505  9.81  1.5724e-13  0.14307
0.288  1.1634  -2.7882  0.97391  -3.8601  9.81  1.5778e-13  0.14356
0.289  1.1606  -2.7972  0.97004  -3.8696  9.81  1.5832e-13  0.14406
0.29  1.1578  -2.8062  0.96617  -3.8791  9.81  1.5887e-13  0.14456
0.291  1.155  -2.8151  0.96228  -3.8886  9.81  1.5932e-13  0.14506
0.292  1.1522  -2.8241  0.95839  -3.898  9.81  1.5977e-13  0.14556
0.293  1.1493  -2.8331  0.95449  -3.9074  9.81  1.604e-13  0.14606
0.294  1.1465  -2.842  0.95058  -3.9168  9.81  1.6085e-13  0.14656
0.295  1.1437  -2.8509  0.94665  -3.9261  9.81  1.6121e-13  0.14705
0.296  1.1408  -2.8599  0.94272  -3.9353  9.81  1.6166e-13  0.14755
0.297  1.1379  -2.8688  0.93878  -3.9446  9.81  1.6211e-13  0.14805
0.298  1.1351  -2.8777  0.93483  -3.9537  9.81  1.6257e-13  0.14855
0.299  1.1322  -2.8866  0.93088  -3.9629  9.81  1.6302e-13  0.14905
0.3  1.1293  -2.8954  0.92691  -3.972  9.81  1.6338e-13  0.14955
0.301  1.1264  -2.9043  0.92293  -3.9811  9.81  1.6374e-13  0.15004
0.302  1.1235  -2.9132  0.91895  -3.9901  9.81  1.6428e-13  0.15054
0.303  1.1206  -2.922  0.91495  -3.9991  9.81  1.6464e-13  0.15104
0.304  1.1176  -2.9308  0.91095  -4.0081  9.81  1.65e-13  0.15154
0.305  1.1147  -2.9396  0.90694  -4.017  9.81  1.6536e-13  0.15204
0.306  1.1118  -2.9484  0.90291  -4.0259  9.81  1.6573e-13  0.15254
0.307  1.1088  -2.9572  0.89888  -4.0347  9.81  1.6609e-13  0.15304
0.308  1.1058  -2.966  0.89485  -4.0435  9.81  1.6645e-13  0.15353
0.309  1.1029  -2.9748  0.8908  -4.0523  9.81  1.6672e-13  0.15403
0.31  1.0999  -2.9835  0.88674  -4.061  9.81  1.6708e-13  0.15453
0.311  1.0969  -2.9922  0.88268  -4.0697  9.81  1.6735e-13  0.15503
0.312  1.0939  -3.001  0.8786  -4.0783  9.81  1.6753e-13  0.15553
0.313  1.0909  -3.0097  0.87452  -4.0869  9.81  1.6789e-13  0.15603
0.314  1.0879  -3.0184  0.87043  -4.0954  9.81  1.6807e-13  0.15653
0.315  1.0849  -3.027  0.86633  -4.104  9.81  1.6825e-13  0.15702
0.316  1.0818  -3.0357  0.86222  -4.1124  9.81  1.6843e-13  0.15752
0.317  1.0788  -3.0444  0.8581  -4.1209  9.81  1.6879e-13  0.15802
0.318  1.0758  -3.053  0.85398  -4.1293  9.81  1.6888e-13  0.15852
0.319  1.0727  -3.0616  0.84984  -4.1376  9.81  1.6897e-13  0.15902
0.32  1.0696  -3.0702  0.8457  -4.146  9.81  1.6925e-13  0.15952
0.321  1.0666  -3.0788  0.84155  -4.1542  9.81  1.6934e-13  0.16001
0.322  1.0635  -3.0874  0.83739  -4.1625  9.81  1.6952e-13  0.16051
0.323  1.0604  -3.096  0.83323  -4.1707  9.81  1.6961e-13  0.16101
0.324  1.0573  -3.1045  0.82905  -4.1788  9.81  1.697e-13  0.16151
0.325  1.0542  -3.1131  0.82487  -4.1869  9.81  1.697e-13  0.16201
