# time  thetat  wt  thetasmall  wsmall  Et  dE/T  t/T
0  1.0123  0  1.0123  0  4.6115  0  0
0  1.0123  -0.0083193  1.0123  0  4.6115  0  0
0.001  1.0123  -0.016639  1.0123  -0.0099306  4.6115  9.6009e-17  0.00049849
0.002  1.0123  -0.024958  1.0123  -0.019861  4.6115  1.9202e-16  0.00099698
0.003  1.0122  -0.033277  1.0122  -0.029791  4.6115  2.8803e-16  0.0014955
0.004  1.0122  -0.041596  1.0122  -0.039721  4.6115  1.9202e-16  0.001994
0.005  1.0121  -0.049915  1.0122  -0.049651  4.6115  1.9202e-16  0.0024924
0.006  1.0121  -0.058233  1.0121  -0.05958  4.6115  2.8803e-16  0.0029909
0.007  1.012  -0.066551  1.012  -0.069508  4.6115  2.8803e-16  0.0034894
0.008  1.012  -0.074869  1.012  -0.079436  4.6115  3.8404e-16  0.0039879
0.009  1.0119  -0.083186  1.0119  -0.089363  4.6115  2.8803e-16  0.0044864
0.01  1.0118  -0.091503  1.0118  -0.09929  4.6115  4.8005e-16  0.0049849
0.011  1.0117  -0.09982  1.0117  -0.10921  4.6115  4.8005e-16  0.0054834
0.012  1.0116  -0.10814  1.0116  -0.11914  4.6115  3.8404e-16  0.0059819
0.013  1.0115  -0.11645  1.0115  -0.12906  4.6115  5.7606e-16  0.0064803
0.014  1.0114  -0.12477  1.0113  -0.13898  4.6115  5.7606e-16  0.0069788
0.015  1.0112  -0.13308  1.0112  -0.1489  4.6115  6.7207e-16  0.0074773
0.016  1.0111  -0.14139  1.011  -0.15882  4.6115  7.6807e-16  0.0079758
0.017  1.0109  -0.14971  1.0109  -0.16874  4.6115  9.6009e-16  0.0084743
0.018  1.0108  -0.15802  1.0107  -0.17866  4.6115  9.6009e-16  0.0089728
0.019  1.0106  -0.16633  1.0105  -0.18857  4.6115  1.1521e-15  0.0094713
0.02  1.0105  -0.17464  1.0103  -0.19848  4.6115  1.2481e-15  0.0099698
0.021  1.0103  -0.18295  1.0101  -0.20839  4.6115  1.4401e-15  0.010468
0.022  1.0101  -0.19126  1.0099  -0.2183  4.6115  1.5361e-15  0.010967
0.023  1.0099  -0.19956  1.0097  -0.22821  4.6115  1.8242e-15  0.011465
0.024  1.0097  -0.20787  1.0094  -0.23811  4.6115  1.7282e-15  0.011964
0.025  1.0095  -0.21618  1.0092  -0.24801  4.6115  1.8242e-15  0.012462
0.026  1.0093  -0.22448  1.0089  -0.25791  4.6115  2.0162e-15  0.012961
0.027  1.009  -0.23278  1.0087  -0.26781  4.6115  2.3042e-15  0.013459
0.028  1.0088  -0.24109  1.0084  -0.2777  4.6115  2.3042e-15  0.013958
0.029  1.0085  -0.24939  1.0081  -0.28759  4.6115  2.4962e-15  0.014456
0.03  1.0083  -0.25768  1.0078  -0.29748  4.6115  2.5923e-15  0.014955
0.031  1.008  -0.26598  1.0075  -0.30736  4.6115  2.6883e-15  0.015453
0.032  1.0078  -0.27428  1.0072  -0.31725  4.6115  2.8803e-15  0.015952
0.033  1.0075  -0.28257  1.0069  -0.32713  4.6115  2.9763e-15  0.01645
