# time  xt  vt  xtrue  vtrue  Et  dE/T  t/T
6.8  0.80974  -0.58826  0.8694  -0.49411  0.50086  0.00027478  1.0823
6.9  0.74686  -0.66629  0.81573  -0.57844  0.50088  0.00027876  1.0982
7  0.6765  -0.73765  0.7539  -0.65699  0.50089  0.00028275  1.1141
7.1  0.59935  -0.80161  0.68455  -0.72897  0.5009  0.00028673  1.13
7.2  0.51619  -0.85754  0.60835  -0.79367  0.50091  0.00029072  1.1459
7.3  0.42786  -0.90487  0.52608  -0.85044  0.50093  0.00029471  1.1618
7.4  0.33523  -0.94313  0.43855  -0.89871  0.50094  0.00029869  1.1777
7.5  0.23924  -0.97194  0.34664  -0.938  0.50095  0.00030268  1.1937
7.6  0.14085  -0.991  0.25126  -0.96792  0.50096  0.00030666  1.2096
7.7  0.041049  -1.0001  0.15337  -0.98817  0.50098  0.00031065  1.2255
7.8  -0.059169  -0.99924  0.053955  -0.99854  0.50099  0.00031464  1.2414
7.9  -0.1588  -0.98832  -0.046002  -0.99894  0.501  0.00031862  1.2573
8  -0.25684  -0.9675  -0.1455  -0.98936  0.50101  0.00032261  1.2732
8.1  -0.3523  -0.93698  -0.24354  -0.96989  0.50103  0.0003266  1.2892
8.2  -0.44424  -0.89707  -0.33915  -0.94073  0.50104  0.00033059  1.3051
8.3  -0.53172  -0.84816  -0.43138  -0.90217  0.50105  0.00033457  1.321
8.4  -0.61388  -0.79074  -0.51929  -0.8546  0.50106  0.00033856  1.3369
8.5  -0.68989  -0.7254  -0.60201  -0.79849  0.50108  0.00034255  1.3528
8.6  -0.75898  -0.65279  -0.67872  -0.7344  0.50109  0.00034653  1.3687
8.7  -0.82046  -0.57363  -0.74865  -0.66297  0.5011  0.00035052  1.3846
8.8  -0.87372  -0.48871  -0.81109  -0.58492  0.50111  0.00035451  1.4006
8.9  -0.91822  -0.3989  -0.86544  -0.50102  0.50113  0.0003585  1.4165
9  -0.95352  -0.30508  -0.91113  -0.41212  0.50114  0.00036249  1.4324
9.1  -0.97926  -0.2082  -0.94772  -0.3191  0.50115  0.00036647  1.4483
9.2  -0.99519  -0.10923  -0.97484  -0.22289  0.50116  0.00037046  1.4642
9.3  -1.0011  -0.0091691  -0.99223  -0.12445  0.50118  0.00037445  1.4801
9.4  -0.99704  0.09099  -0.99969  -0.024775  0.50119  0.00037844  1.4961
9.5  -0.98296  0.19024  -0.99717  0.075151  0.5012  0.00038243  1.512
9.6  -0.95902  0.28758  -0.98469  0.17433  0.50121  0.00038641  1.5279
9.7  -0.92547  0.38205  -0.96236  0.27176  0.50123  0.0003904  1.5438
9.8  -0.88264  0.47269  -0.93043  0.36648  0.50124  0.00039439  1.5597
9.9  -0.83095  0.55859  -0.88919  0.45754  0.50125  0.00039838  1.5756
10  -0.77094  0.63889  -0.83907  0.54402  0.50126  0.00040237  1.5915
10.1  -0.7032  0.71279  -0.78057  0.62507  0.50128  0.00040636  1.6075
10.2  -0.6284  0.77954  -0.71427  0.69987  0.50129  0.00041035  1.6234
10.3  -0.54731  0.83849  -0.64083  0.76769  0.5013  0.00041434  1.6393
10.4  -0.46072  0.88902  -0.56098  0.82783  0.50131  0.00041833  1.6552
10.5  -0.36952  0.93065  -0.47554  0.8797  0.50133  0.00042231  1.6711
10.6  -0.2746  0.96295  -0.38534  0.92278  0.50134  0.0004263  1.687
10.7  -0.17693  0.9856  -0.29129  0.95664  0.50135  0.00043029  1.703
10.8  -0.07749  0.99836  -0.19433  0.98094  0.50136  0.00043428  1.7189
10.9  0.022733  1.0011  -0.095429  0.99544  0.50138  0.00043827  1.7348
11  0.12273  0.99384  0.0044257  0.99999  0.50139  0.00044226  1.7507
11.1  0.2215  0.9766  0.10424  0.99455  0.5014  0.00044625  1.7666
11.2  0.31805  0.94956  0.203  0.97918  0.50141  0.00045024  1.7825
11.3  0.41142  0.91301  0.29975  0.95402  0.50143  0.00045423  1.7985
11.4  0.50066  0.8673  0.39349  0.91933  0.50144  0.00045822  1.8144
11.5  0.58489  0.8129  0.4833  0.87545  0.50145  0.00046221  1.8303
11.6  0.66326  0.75035  0.56829  0.82283  0.50146  0.0004662  1.8462
11.7  0.73497  0.68027  0.6476  0.76198  0.50148  0.00047019  1.8621
11.8  0.79933  0.60337  0.72043  0.69353  0.50149  0.00047419  1.878
11.9  0.85567  0.52042  0.78607  0.61814  0.5015  0.00047818  1.8939
12  0.90343  0.43225  0.84385  0.53657  0.50151  0.00048217  1.9099
12.1  0.94214  0.33975  0.89321  0.44965  0.50153  0.00048616  1.9258
12.2  0.9714  0.24384  0.93363  0.35823  0.50154  0.00049015  1.9417
12.3  0.99093  0.14548  0.96473  0.26323  0.50155  0.00049414  1.9576
12.4  1.0005  0.045655  0.98619  0.1656  0.50156  0.00049813  1.9735
12.5  1.0001  -0.054625  0.9978  0.066322  0.50158  0.00050212  1.9894
12.6  0.98962  -0.15436  0.99943  -0.033623  0.50159  0.00050611  2.0054
12.7  0.96924  -0.25255  0.99108  -0.13323  0.5016  0.00051011  2.0213
12.8  0.93914  -0.34821  0.97283  -0.23151  0.50162  0.0005141  2.0372
12.9  0.89962  -0.44038  0.94486  -0.32747  0.50163  0.00051809  2.0531
13  0.85108  -0.52814  0.90745  -0.42017  0.50164  0.00052208  2.069
13.1  0.79401  -0.61061  0.86097  -0.50866  0.50165  0.00052607  2.0849
13.2  0.72898  -0.68696  0.80588  -0.59207  0.50167  0.00053006  2.1008
13.3  0.65664  -0.75642  0.74275  -0.66957  0.50168  0.00053406  2.1168
13.4  0.57772  -0.81831  0.67219  -0.74038  0.50169  0.00053805  2.1327
13.5  0.493  -0.87199  0.59492  -0.80378  0.5017  0.00054204  2.1486
13.6  0.40333  -0.91693  0.5117  -0.85916  0.50172  0.00054603  2.1645
13.7  0.30962  -0.95267  0.42337  -0.90595  0.50173  0.00055003  2.1804
13.8  0.21281  -0.97887  0.33081  -0.9437  0.50174  0.00055402  2.1963
13.9  0.11386  -0.99526  0.23495  -0.97201  0.50175  0.00055801  2.2123
14  0.013761  -1.0017  0.13674  -0.99061  0.50177  0.000562  2.2282
14.1  -0.086474  -0.99804  0.037158  -0.99931  0.50178  0.000566  2.2441
14.2  -0.18585  -0.9844  -0.062792  -0.99803  0.50179  0.00056999  2.26
14.3  -0.28336  -0.96089  -0.16211  -0.98677  0.5018  0.00057398  2.2759
14.4  -0.37803  -0.92775  -0.25982  -0.96566  0.50182  0.00057798  2.2918
14.5  -0.46891  -0.88531  -0.35492  -0.9349  0.50183  0.00058197  2.3077
14.6  -0.5551  -0.83399  -0.44648  -0.89479  0.50184  0.00058596  2.3237
14.7  -0.63572  -0.77431  -0.53358  -0.84575  0.50185  0.00058996  2.3396
14.8  -0.70998  -0.70687  -0.61535  -0.78825  0.50187  0.00059395  2.3555
14.9  -0.77711  -0.63234  -0.69097  -0.72288  0.50188  0.00059794  2.3714
15  -0.83646  -0.55146  -0.75969  -0.65029  0.50189  0.00060194  2.3873
15.1  -0.88743  -0.46506  -0.82081  -0.5712  0.5019  0.00060593  2.4032
15.2  -0.9295  -0.37399  -0.87374  -0.4864  0.50192  0.00060993  2.4192
15.3  -0.96225  -0.27917  -0.91793  -0.39674  0.50193  0.00061392  2.4351
15.4  -0.98535  -0.18155  -0.95295  -0.30312  0.50194  0.00061791  2.451
15.5  -0.99858  -0.082109  -0.97845  -0.20647  0.50195  0.00062191  2.4669
15.6  -1.0018  0.018159  -0.99418  -0.10775  0.50197  0.0006259  2.4828
15.7  -0.99497  0.11825  -0.99997  -0.0079632  0.50198  0.0006299  2.4987
15.8  -0.97818  0.21715  -0.99577  0.091907  0.50199  0.00063389  2.5146
15.9  -0.95157  0.31389  -0.98162  0.19086  0.502  0.00063789  2.5306
16  -0.91542  0.40747  -0.95766  0.2879  0.50202  0.00064188  2.5465
16.1  -0.8701  0.49698  -0.92413  0.38207  0.50203  0.00064588  2.5624
16.2  -0.81605  0.5815  -0.88137  0.47242  0.50204  0.00064987  2.5783
16.3  -0.75382  0.6602  -0.82981  0.55805  0.50205  0.00065387  2.5942
16.4  -0.68403  0.73228  -0.76995  0.63811  0.50207  0.00065786  2.6101
16.5  -0.60738  0.79702  -0.7024  0.71179  0.50208  0.00066186  2.6261
16.6  -0.52464  0.85378  -0.62783  0.77835  0.50209  0.00066585  2.642
16.7  -0.43664  0.90197  -0.54699  0.83714  0.5021  0.00066985  2.6579
16.8  -0.34426  0.94113  -0.46068  0.88757  0.50212  0.00067384  2.6738
16.9  -0.24843  0.97085  -0.36977  0.92912  0.50213  0.00067784  2.6897
17  -0.1501  0.99084  -0.27516  0.9614  0.50214  0.00068184  2.7056
17.1  -0.050266  1.0009  -0.17781  0.98407  0.50215  0.00068583  2.7215
17.2  0.050074  1.0009  -0.078678  0.9969  0.50217  0.00068983  2.7375
17.3  0.14992  0.9909  0.021239  0.99977  0.50218  0.00069382  2.7534
17.4  0.24826  0.97096  0.12094  0.99266  0.50219  0.00069782  2.7693
17.5  0.34411  0.94127  0.21944  0.97563  0.5022  0.00070182  2.7852
17.6  0.43652  0.90216  0.31574  0.94884  0.50222  0.00070581  2.8011
17.7  0.52455  0.85399  0.40889  0.91258  0.50223  0.00070981  2.817
17.8  0.60733  0.79727  0.49796  0.8672  0.50224  0.00071381  2.833
17.9  0.68402  0.73255  0.58204  0.81316  0.50226  0.0007178  2.8489
18  0.75385  0.66049  0.66032  0.75099  0.50227  0.0007218  2.8648
18.1  0.81613  0.5818  0.73199  0.68131  0.50228  0.0007258  2.8807
18.2  0.87023  0.49728  0.79635  0.60483  0.50229  0.00072979  2.8966
18.3  0.91561  0.40777  0.85276  0.52231  0.50231  0.00073379  2.9125
18.4  0.95181  0.31417  0.90064  0.43457  0.50232  0.00073779  2.9285
18.5  0.97846  0.21742  0.93952  0.34248  0.50233  0.00074178  2.9444
18.6  0.99531  0.11848  0.96902  0.24697  0.50234  0.00074578  2.9603
18.7  1.0022  0.018359  0.98884  0.149  0.50236  0.00074978  2.9762
18.8  0.99901  -0.081951  0.99877  0.049536  0.50237  0.00075378  2.9921
18.9  0.98582  -0.18144  0.99873  -0.050423  0.50238  0.00075777  3.008
19  0.96275  -0.27912  0.9887  -0.14988  0.50239  0.00076177  3.0239
19.1  0.93002  -0.374  0.9688  -0.24783  0.50241  0.00076577  3.0399
19.2  0.88797  -0.46513  0.93922  -0.34331  0.50242  0.00076977  3.0558
19.3  0.83702  -0.5516  0.90025  -0.43537  0.50243  0.00077377  3.0717
19.4  0.77767  -0.63254  0.85229  -0.52307  0.50244  0.00077776  3.0876
19.5  0.71053  -0.70715  0.79581  -0.60554  0.50246  0.00078176  3.1035
19.6  0.63626  -0.77467  0.73139  -0.68196  0.50247  0.00078576  3.1194
19.7  0.55562  -0.83442  0.65965  -0.75157  0.50248  0.00078976  3.1354
19.8  0.4694  -0.88581  0.58132  -0.81367  0.50249  0.00079376  3.1513
19.9  0.37847  -0.92832  0.49719  -0.86764  0.50251  0.00079776  3.1672
20  0.28374  -0.96152  0.40808  -0.91295  0.50252  0.00080176  3.1831
20.1  0.18617  -0.98509  0.3149  -0.94912  0.50253  0.00080576  3.199
20.2  0.086732  -0.99878  0.21857  -0.97582  0.50254  0.00080975  3.2149
20.3  -0.01358  -1.0025  0.12006  -0.99277  0.50256  0.00081375  3.2308
20.4  -0.11376  -0.99609  0.020351  -0.99979  0.50257  0.00081775  3.2468
20.5  -0.2128  -0.97973  -0.079564  -0.99683  0.50258  0.00082175  3.2627
20.6  -0.30971  -0.95356  -0.17868  -0.98391  0.50259  0.00082575  3.2786
20.7  -0.40351  -0.91782  -0.27602  -0.96115  0.50261  0.00082975  3.2945
20.8  -0.49328  -0.87288  -0.37059  -0.9288  0.50262  0.00083375  3.3104
20.9  -0.5781  -0.81918  -0.46147  -0.88716  0.50263  0.00083775  3.3263
21  -0.65713  -0.75728  -0.54773  -0.83666  0.50264  0.00084175  3.3423
21.1  -0.72957  -0.68778  -0.62852  -0.77779  0.50266  0.00084575  3.3582
21.2  -0.7947  -0.61138  -0.70303  -0.71116  0.50267  0.00084975  3.3741
21.3  -0.85187  -0.52886  -0.77051  -0.63742  0.50268  0.00085375  3.39
21.4  -0.90049  -0.44103  -0.8303  -0.55732  0.50269  0.00085775  3.4059
21.5  -0.94009  -0.34877  -0.88179  -0.47164  0.50271  0.00086175  3.4218
21.6  -0.97027  -0.25302  -0.92447  -0.38125  0.50272  0.00086575  3.4377
21.7  -0.99072  -0.15473  -0.95791  -0.28705  0.50273  0.00086975  3.4537
21.8  -1.0012  -0.054881  -0.98179  -0.18999  0.50274  0.00087375  3.4696
21.9  -1.0017  0.045517  -0.99585  -0.091022  0.50276  0.00087775  3.4855
22  -0.99216  0.14546  -0.99996  0.0088513  0.50277  0.00088175  3.5014
22.1  -0.97265  0.24395  -0.99408  0.10864  0.50278  0.00088575  3.5173
22.2  -0.94339  0.34  -0.97827  0.20734  0.5028  0.00088976  3.5332
22.3  -0.90468  0.43264  -0.95268  0.30396  0.50281  0.00089376  3.5492
22.4  -0.85689  0.52094  -0.91758  0.39756  0.50282  0.00089776  3.5651
22.5  -0.80051  0.60402  -0.8733  0.48717  0.50283  0.00090176  3.581
22.6  -0.73611  0.68106  -0.82031  0.57193  0.50285  0.00090576  3.5969
22.7  -0.66432  0.75126  -0.75911  0.65096  0.50286  0.00090976  3.6128
22.8  -0.58587  0.81394  -0.69033  0.72349  0.50287  0.00091376  3.6287
22.9  -0.50155  0.86845  -0.61465  0.7888  0.50288  0.00091777  3.6446
23  -0.4122  0.91427  -0.53283  0.84622  0.5029  0.00092177  3.6606
23.1  -0.31871  0.95092  -0.44569  0.89519  0.50291  0.00092577  3.6765
23.2  -0.22202  0.97803  -0.35409  0.93521  0.50292  0.00092977  3.6924
23.3  -0.12311  0.99534  -0.25896  0.96589  0.50293  0.00093377  3.7083
23.4  -0.022962  1.0027  -0.16124  0.98692  0.50295  0.00093778  3.7242
23.5  0.077421  0.99996  -0.061905  0.99808  0.50296  0.00094178  3.7401
23.6  0.17703  0.98722  0.038046  0.99928  0.50297  0.00094578  3.7561
23.7  0.27487  0.96458  0.13762  0.99049  0.50298  0.00094978  3.772
23.8  0.36995  0.93227  0.23581  0.9718  0.503  0.00095379  3.7879
23.9  0.46133  0.89061  0.33165  0.9434  0.50301  0.00095779  3.8038
24  0.54808  0.84003  0.42418  0.90558  0.50302  0.00096179  3.8197
24.1  0.62935  0.78102  0.51247  0.85871  0.50303  0.00096579  3.8356
24.2  0.7043  0.71418  0.59563  0.80326  0.50305  0.0009698  3.8515
24.3  0.7722  0.64018  0.67285  0.73978  0.50306  0.0009738  3.8675
24.4  0.83235  0.55976  0.74334  0.66891  0.50307  0.0009778  3.8834
24.5  0.88417  0.47372  0.80641  0.59136  0.50308  0.00098181  3.8993
24.6  0.92712  0.38294  0.86142  0.5079  0.5031  0.00098581  3.9152
24.7  0.96078  0.28831  0.90782  0.41936  0.50311  0.00098981  3.9311
24.8  0.98481  0.19079  0.94515  0.32664  0.50312  0.00099382  3.947
24.9  0.99896  0.091359  0.97304  0.23065  0.50313  0.00099782  3.963
25  1.0031  -0.0089942  0.9912  0.13235  0.50315  0.0010018  3.9789
25.1  0.99719  -0.10926  0.99946  0.032735  0.50316  0.0010058  3.9948
25.2  0.98128  -0.20843  0.99774  -0.067208  0.50317  0.0010098  4.0107
25.3  0.95553  -0.30552  0.98604  -0.16648  0.50319  0.0010138  4.0266
25.4  0.9202  -0.39954  0.9645  -0.26409  0.5032  0.0010178  4.0425
25.5  0.87564  -0.48956  0.93332  -0.35906  0.50321  0.0010218  4.0585
25.6  0.82231  -0.57468  0.89281  -0.45044  0.50322  0.0010258  4.0744
25.7  0.76073  -0.65404  0.84338  -0.53732  0.50324  0.0010299  4.0903
25.8  0.69152  -0.72684  0.78552  -0.61884  0.50325  0.0010339  4.1062
25.9  0.61538  -0.79236  0.71982  -0.69416  0.50326  0.0010379  4.1221
26  0.53307  -0.84993  0.64692  -0.76256  0.50327  0.0010419  4.138
26.1  0.44541  -0.89899  0.56756  -0.82333  0.50329  0.0010459  4.1539
26.2  0.35328  -0.93904  0.48253  -0.87588  0.5033  0.0010499  4.1699
26.3  0.25761  -0.96967  0.39267  -0.91968  0.50331  0.0010539  4.1858
26.4  0.15936  -0.99058  0.2989  -0.95429  0.50332  0.0010579  4.2017
26.5  0.0595  -1.0016  0.20214  -0.97936  0.50334  0.0010619  4.2176
26.6  -0.040954  -1.0025  0.10335  -0.99464  0.50335  0.0010659  4.2335
26.7  -0.141  -0.9934  0.0035375  -0.99999  0.50336  0.0010699  4.2494
26.8  -0.23963  -0.97433  -0.096313  -0.99535  0.50337  0.0010739  4.2654
26.9  -0.33587  -0.9455  -0.1952  -0.98076  0.50339  0.0010779  4.2813
27  -0.42874  -0.90718  -0.29214  -0.95638  0.5034  0.0010819  4.2972
27.1  -0.51731  -0.85977  -0.38616  -0.92243  0.50341  0.0010859  4.3131
27.2  -0.60071  -0.80374  -0.47632  -0.87927  0.50342  0.0010899  4.329
27.3  -0.67808  -0.73965  -0.56172  -0.82733  0.50344  0.0010939  4.3449
27.4  -0.74865  -0.66815  -0.64151  -0.76712  0.50345  0.0010979  4.3608
27.5  -0.81172  -0.58994  -0.71489  -0.69924  0.50346  0.001102  4.3768
27.6  -0.86666  -0.50582  -0.78112  -0.62438  0.50347  0.001106  4.3927
27.7  -0.91291  -0.41662  -0.83955  -0.54328  0.50349  0.00111  4.4086
27.8  -0.95  -0.32325  -0.8896  -0.45675  0.5035  0.001114  4.4245
27.9  -0.97758  -0.22663  -0.93075  -0.36565  0.50351  0.001118  4.4404
28  -0.99535  -0.12774  -0.96261  -0.27091  0.50352  0.001122  4.4563
28.1  -1.0032  -0.027569  -0.98484  -0.17345  0.50354  0.001126  4.4723
28.2  -1.0009  0.072884  -0.99724  -0.074265  0.50355  0.00113  4.4882
28.3  -0.9886  0.17261  -0.99967  0.025663  0.50356  0.001134  4.5041
28.4  -0.9664  0.27061  -0.99211  0.12534  0.50358  0.001138  4.52
28.5  -0.9345  0.36589  -0.97465  0.22376  0.50359  0.001142  4.5359
28.6  -0.89324  0.45751  -0.94744  0.31994  0.5036  0.001146  4.5518
28.7  -0.84302  0.54455  -0.91076  0.41293  0.50361  0.00115  4.5677
28.8  -0.78435  0.62613  -0.86499  0.50179  0.50363  0.001154  4.5837
28.9  -0.71782  0.70143  -0.81057  0.58564  0.50364  0.0011581  4.5996
29  -0.64409  0.76971  -0.74806  0.66363  0.50365  0.0011621  4.6155
29.1  -0.5639  0.83027  -0.67807  0.735  0.50366  0.0011661  4.6314
29.2  -0.47805  0.88251  -0.6013  0.79902  0.50368  0.0011701  4.6473
29.3  -0.38741  0.9259  -0.51853  0.85506  0.50369  0.0011741  4.6632
29.4  -0.29288  0.96001  -0.43058  0.90255  0.5037  0.0011781  4.6792
29.5  -0.19542  0.9845  -0.33832  0.94103  0.50371  0.0011821  4.6951
29.6  -0.095989  0.99912  -0.24268  0.97011  0.50373  0.0011861  4.711
29.7  0.0044033  1.0037  -0.14462  0.98949  0.50374  0.0011901  4.7269
29.8  0.10475  0.99826  -0.045115  0.99898  0.50375  0.0011941  4.7428
29.9  0.20406  0.9828  0.054842  0.9985  0.50376  0.0011981  4.7587
30  0.30132  0.95748  0.15425  0.98803  0.50378  0.0012021  4.7746
30.1  0.39556  0.92256  0.25212  0.9677  0.50379  0.0012062  4.7906
30.2  0.48583  0.87839  0.34747  0.93769  0.5038  0.0012102  4.8065
30.3  0.57124  0.82541  0.43935  0.89832  0.50381  0.0012142  4.8224
30.4  0.65093  0.76416  0.52683  0.84997  0.50383  0.0012182  4.8383
30.5  0.72409  0.69525  0.60906  0.79313  0.50384  0.0012222  4.8542
30.6  0.79  0.61936  0.68519  0.72836  0.50385  0.0012262  4.8701
30.7  0.84798  0.53727  0.75449  0.65632  0.50386  0.0012302  4.8861
30.8  0.89747  0.44978  0.81624  0.57772  0.50388  0.0012342  4.902
30.9  0.93796  0.35779  0.86984  0.49334  0.50389  0.0012382  4.9179
31  0.96905  0.2622  0.91474  0.40404  0.5039  0.0012422  4.9338
31.1  0.99042  0.16399  0.95051  0.3107  0.50392  0.0012462  4.9497
31.2  1.0019  0.064124  0.97678  0.21425  0.50393  0.0012503  4.9656
31.3  1.0033  -0.036384  0.99329  0.11567  0.50394  0.0012543  4.9815
31.4  0.99462  -0.13653  0.99987  0.015926  0.50395  0.0012583  4.9975
31.5  0.97599  -0.23531  0.99647  -0.083974  0.50397  0.0012623  5.0134
31.6  0.94758  -0.33173  0.98311  -0.18304  0.50398  0.0012663  5.0293
31.7  0.90967  -0.42483  0.95992  -0.28027  0.50399  0.0012703  5.0452
31.8  0.86264  -0.51367  0.92715  -0.3747  0.504  0.0012743  5.0611
31.9  0.80696  -0.59737  0.88511  -0.46539  0.50402  0.0012783  5.077
32  0.74319  -0.67508  0.83422  -0.55143  0.50403  0.0012823  5.093
32.1  0.67196  -0.74602  0.775  -0.63196  0.50404  0.0012864  5.1089
32.2  0.594  -0.80949  0.70804  -0.70617  0.50405  0.0012904  5.1248
32.3  0.51008  -0.86484  0.63401  -0.77333  0.50407  0.0012944  5.1407
32.4  0.42105  -0.91152  0.55363  -0.83276  0.50408  0.0012984  5.1566
32.5  0.32779  -0.94907  0.46773  -0.88387  0.50409  0.0013024  5.1725
32.6  0.23124  -0.97711  0.37716  -0.92615  0.5041  0.0013064  5.1885
32.7  0.13238  -0.99534  0.28281  -0.95918  0.50412  0.0013104  5.2044
32.8  0.032181  -1.0036  0.18564  -0.98262  0.50413  0.0013144  5.2203
32.9  -0.06834  -1.0018  0.086614  -0.99624  0.50414  0.0013184  5.2362
33  -0.16818  -0.98996  -0.013277  -0.99991  0.50415  0.0013225  5.2521
33.1  -0.26633  -0.96819  -0.11304  -0.99359  0.50417  0.0013265  5.268
33.2  -0.36182  -0.93672  -0.21166  -0.97734  0.50418  0.0013305  5.2839
