t  x  y  z  vx  vy  vz  range
0  0  0  0  25.9257  0  37.0257  0
0  0.258941  0  0.369316  25.8626  0  36.8377  0.258941
0.01  0.517253  0  0.736758  25.8  0  36.6507  0.517253
0.02  0.774942  0  1.10233  25.7378  0  36.4644  0.774942
0.03  1.03201  0  1.46605  25.676  0  36.2789  1.03201
0.04  1.28846  0  1.82791  25.6146  0  36.0943  1.28846
0.05  1.5443  0  2.18794  25.5536  0  35.9105  1.5443
0.06  1.79953  0  2.54613  25.493  0  35.7275  1.79953
0.07  2.05416  0  2.90249  25.4328  0  35.5452  2.05416
0.08  2.30819  0  3.25703  25.373  0  35.3638  2.30819
0.09  2.56162  0  3.60977  25.3136  0  35.1831  2.56162
0.1  2.81447  0  3.9607  25.2546  0  35.0032  2.81447
0.11  3.06672  0  4.30983  25.196  0  34.824  3.06672
0.12  3.31839  0  4.65718  25.1377  0  34.6457  3.31839
0.13  3.56947  0  5.00275  25.0798  0  34.468  3.56947
0.14  3.81998  0  5.34654  25.0223  0  34.2911  3.81998
0.15  4.06992  0  5.68857  24.9652  0  34.1149  4.06992
0.16  4.31929  0  6.02885  24.9085  0  33.9395  4.31929
0.17  4.56809  0  6.36737  24.8521  0  33.7648  4.56809
0.18  4.81633  0  6.70414  24.7961  0  33.5908  4.81633
0.19  5.06401  0  7.03918  24.7404  0  33.4175  5.06401
0.2  5.31114  0  7.3725  24.6851  0  33.2449  5.31114
0.21  5.55772  0  7.70408  24.6301  0  33.073  5.55772
0.22  5.80375  0  8.03396  24.5755  0  32.9017  5.80375
0.23  6.04923  0  8.36212  24.5213  0  32.7312  6.04923
0.24  6.29417  0  8.68858  24.4673  0  32.5614  6.29417
0.25  6.53858  0  9.01335  24.4138  0  32.3922  6.53858
0.26  6.78245  0  9.33643  24.3605  0  32.2236  6.78245
0.27  7.02579  0  9.65783  24.3076  0  32.0558  7.02579
0.28  7.2686  0  9.97755  24.2551  0  31.8886  7.2686
0.29  7.51089  0  10.2956  24.2028  0  31.722  7.51089
0.3  7.75266  0  10.612  24.1509  0  31.5561  7.75266
0.31  7.99391  0  10.9267  24.0993  0  31.3908  7.99391
0.32  8.23465  0  11.2398  24.0481  0  31.2261  8.23465
0.33  8.47487  0  11.5512  23.9971  0  31.0621  8.47487
0.34  8.71459  0  11.861  23.9465  0  30.8986  8.71459
0.35  8.95381  0  12.1692  23.8962  0  30.7358  8.95381
0.36  9.19252  0  12.4758  23.8462  0  30.5736  9.19252
0.37  9.43073  0  12.7807  23.7965  0  30.412  9.43073
0.38  9.66845  0  13.084  23.7472  0  30.251  9.66845
0.39  9.90568  0  13.3857  23.6981  0  30.0906  9.90568
0.4  10.1424  0  13.6858  23.6493  0  29.9308  10.1424
0.41  10.3787  0  13.9843  23.6008  0  29.7715  10.3787
0.42  10.6144  0  14.2813  23.5527  0  29.6129  10.6144
0.43  10.8497  0  14.5766  23.5048  0  29.4548  10.8497
0.44  11.0845  0  14.8704  23.4572  0  29.2972  11.0845
0.45  11.3189  0  15.1625  23.4099  0  29.1402  11.3189
0.46  11.5527  0  15.4532  23.3629  0  28.9838  11.5527
0.47  11.7861  0  15.7422  23.3162  0  28.828  11.7861
0.48  12.019  0  16.0297  23.2697  0  28.6726  12.019
0.49  12.2515  0  16.3157  23.2236  0  28.5178  12.2515
0.5  12.4835  0  16.6001  23.1777  0  28.3636  12.4835
0.51  12.7151  0  16.8829  23.1321  0  28.2099  12.7151
0.52  12.9462  0  17.1643  23.0867  0  28.0567  12.9462
0.53  13.1768  0  17.4441  23.0417  0  27.9041  13.1768
0.54  13.407  0  17.7224  22.9969  0  27.7519  13.407
0.55  13.6367  0  17.9991  22.9524  0  27.6003  13.6367
0.56  13.866  0  18.2744  22.9081  0  27.4492  13.866
0.57  14.0949  0  18.5481  22.8641  0  27.2986  14.0949
0.58  14.3233  0  18.8203  22.8204  0  27.1484  14.3233
0.59  14.5513  0  19.0911  22.777  0  26.9988  14.5513
0.6  14.7789  0  19.3603  22.7337  0  26.8497  14.7789
0.61  15.006  0  19.6281  22.6908  0  26.7011  15.006
0.62  15.2327  0  19.8943  22.6481  0  26.5529  15.2327
0.63  15.459  0  20.1591  22.6057  0  26.4052  15.459
0.64  15.6848  0  20.4224  22.5635  0  26.2581  15.6848
0.65  15.9102  0  20.6843  22.5215  0  26.1113  15.9102
0.66  16.1352  0  20.9447  22.4798  0  25.9651  16.1352
0.67  16.3598  0  21.2036  22.4384  0  25.8193  16.3598
0.68  16.584  0  21.4611  22.3972  0  25.674  16.584
0.69  16.8078  0  21.7171  22.3562  0  25.5291  16.8078
0.7  17.0311  0  21.9716  22.3155  0  25.3847  17.0311
0.71  17.2541  0  22.2248  22.275  0  25.2407  17.2541
0.72  17.4766  0  22.4765  22.2347  0  25.0972  17.4766
0.73  17.6988  0  22.7267  22.1947  0  24.9541  17.6988
0.74  17.9205  0  22.9755  22.1549  0  24.8114  17.9205
0.75  18.1419  0  23.2229  22.1153  0  24.6692  18.1419
0.76  18.3628  0  23.4689  22.076  0  24.5274  18.3628
0.77  18.5834  0  23.7135  22.0369  0  24.3861  18.5834
0.78  18.8036  0  23.9567  21.998  0  24.2451  18.8036
0.79  19.0234  0  24.1984  21.9594  0  24.1046  19.0234
0.8  19.2428  0  24.4387  21.9209  0  23.9645  19.2428
0.81  19.4618  0  24.6777  21.8827  0  23.8248  19.4618
0.82  19.6804  0  24.9152  21.8447  0  23.6855  19.6804
0.83  19.8987  0  25.1514  21.8069  0  23.5467  19.8987
0.84  20.1165  0  25.3862  21.7694  0  23.4082  20.1165
0.85  20.3341  0  25.6196  21.732  0  23.2701  20.3341
