t  x  y  z  vx  vy  vz  range
0  0  0  0  34.6252  0  29.054  0
0  0.345831  0  0.289697  34.541  0  28.8854  0.345831
0.01  0.690821  0  0.577711  34.4573  0  28.7176  0.690821
0.02  1.03498  0  0.86405  34.3741  0  28.5504  1.03498
0.03  1.37831  0  1.14872  34.2915  0  28.3838  1.37831
0.04  1.72081  0  1.43173  34.2093  0  28.218  1.72081
0.05  2.06249  0  1.71308  34.1277  0  28.0527  2.06249
0.06  2.40336  0  1.99279  34.0466  0  27.8882  2.40336
0.07  2.74343  0  2.27085  33.9659  0  27.7243  2.74343
0.08  3.08268  0  2.54727  33.8858  0  27.561  3.08268
0.09  3.42114  0  2.82207  33.8062  0  27.3983  3.42114
0.1  3.75881  0  3.09524  33.727  0  27.2363  3.75881
0.11  4.09569  0  3.3668  33.6484  0  27.0749  4.09569
0.12  4.43178  0  3.63674  33.5702  0  26.9141  4.43178
0.13  4.76709  0  3.90508  33.4925  0  26.7539  4.76709
0.14  5.10163  0  4.17182  33.4152  0  26.5943  5.10163
0.15  5.4354  0  4.43697  33.3385  0  26.4353  5.4354
0.16  5.7684  0  4.70053  33.2622  0  26.2769  5.7684
0.17  6.10064  0  4.96251  33.1863  0  26.1191  6.10064
0.18  6.43213  0  5.22291  33.1109  0  25.9619  6.43213
0.19  6.76286  0  5.48175  33.036  0  25.8052  6.76286
0.2  7.09285  0  5.73902  32.9615  0  25.6492  7.09285
0.21  7.42209  0  5.99473  32.8874  0  25.4937  7.42209
0.22  7.7506  0  6.24889  32.8138  0  25.3387  7.7506
0.23  8.07837  0  6.50151  32.7407  0  25.1843  8.07837
0.24  8.40541  0  6.75258  32.6679  0  25.0305  8.40541
0.25  8.73173  0  7.00212  32.5956  0  24.8772  8.73173
0.26  9.05733  0  7.25013  32.5237  0  24.7244  9.05733
0.27  9.38221  0  7.49661  32.4523  0  24.5722  9.38221
0.28  9.70637  0  7.74157  32.3812  0  24.4205  9.70637
0.29  10.0298  0  7.98502  32.3106  0  24.2694  10.0298
0.3  10.3526  0  8.22696  32.2404  0  24.1187  10.3526
0.31  10.6746  0  8.4674  32.1706  0  23.9686  10.6746
0.32  10.996  0  8.70634  32.1012  0  23.819  10.996
0.33  11.3167  0  8.94378  32.0322  0  23.6699  11.3167
0.34  11.6366  0  9.17974  31.9636  0  23.5213  11.6366
0.35  11.9559  0  9.41421  31.8954  0  23.3732  11.9559
0.36  12.2746  0  9.6472  31.8275  0  23.2256  12.2746
0.37  12.5925  0  9.87872  31.7601  0  23.0785  12.5925
0.38  12.9098  0  10.1088  31.6931  0  22.9319  12.9098
0.39  13.2264  0  10.3374  31.6264  0  22.7858  13.2264
0.4  13.5423  0  10.5645  31.5601  0  22.6401  13.5423
0.41  13.8576  0  10.7902  31.4942  0  22.495  13.8576
