t  x  y  z  vx  vy  vz  range
0  0  0  0  22.6  0  39.1443  0
0  0.225725  0  0.390477  22.545  0  38.9513  0.225725
0.01  0.450902  0  0.779028  22.4904  0  38.7591  0.450902
0.02  0.675535  0  1.16566  22.4362  0  38.5678  0.675535
0.03  0.899628  0  1.55039  22.3824  0  38.3773  0.899628
0.04  1.12318  0  1.93321  22.3289  0  38.1877  1.12318
0.05  1.34621  0  2.31414  22.2757  0  37.9989  1.34621
0.06  1.5687  0  2.69319  22.223  0  37.811  1.5687
0.07  1.79067  0  3.07037  22.1705  0  37.6239  1.79067
0.08  2.01211  0  3.44567  22.1185  0  37.4377  2.01211
0.09  2.23304  0  3.81912  22.0667  0  37.2522  2.23304
0.1  2.45345  0  4.19072  22.0154  0  37.0676  2.45345
0.11  2.67335  0  4.56048  21.9643  0  36.8838  2.67335
0.12  2.89274  0  4.9284  21.9136  0  36.7007  2.89274
0.13  3.11162  0  5.29449  21.8632  0  36.5185  3.11162
0.14  3.33  0  5.65877  21.8132  0  36.337  3.33
0.15  3.54788  0  6.02124  21.7635  0  36.1563  3.54788
0.16  3.76527  0  6.3819  21.7141  0  35.9764  3.76527
0.17  3.98217  0  6.74077  21.665  0  35.7972  3.98217
0.18  4.19857  0  7.09785  21.6163  0  35.6188  4.19857
0.19  4.41449  0  7.45315  21.5679  0  35.4411  4.41449
0.2  4.62993  0  7.80667  21.5198  0  35.2642  4.62993
0.21  4.84489  0  8.15843  21.472  0  35.0879  4.84489
0.22  5.05937  0  8.50843  21.4245  0  34.9125  5.05937
0.23  5.27338  0  8.85668  21.3773  0  34.7377  5.27338
0.24  5.48692  0  9.20319  21.3304  0  34.5636  5.48692
0.25  5.69999  0  9.54796  21.2839  0  34.3903  5.69999
0.26  5.9126  0  9.891  21.2376  0  34.2176  5.9126
0.27  6.12474  0  10.2323  21.1916  0  34.0457  6.12474
0.28  6.33643  0  10.5719  21.146  0  33.8744  6.33643
0.29  6.54766  0  10.9098  21.1006  0  33.7038  6.54766
0.3  6.75844  0  11.246  21.0555  0  33.5339  6.75844
0.31  6.96877  0  11.5805  21.0107  0  33.3646  6.96877
0.32  7.17866  0  11.9133  20.9662  0  33.196  7.17866
0.33  7.3881  0  12.2444  20.9219  0  33.0281  7.3881
0.34  7.5971  0  12.5738  20.878  0  32.8608  7.5971
0.35  7.80566  0  12.9016  20.8343  0  32.6942  7.80566
0.36  8.01378  0  13.2277  20.7909  0  32.5282  8.01378
0.37  8.22148  0  13.5522  20.7478  0  32.3628  8.22148
