t  x  y  z  vx  vy  vz  range
0  0  0  0  31.9612  0  31.9612  0
0  0.319612  0  0.319122  31.9612  0  31.8632  0.319612
0.01  0.639225  0  0.637265  31.9612  0  31.7652  0.639225
0.02  0.958837  0  0.954427  31.9612  0  31.6672  0.958837
0.03  1.27845  0  1.27061  31.9612  0  31.5692  1.27845
0.04  1.59806  0  1.58581  31.9612  0  31.4712  1.59806
0.05  1.91767  0  1.90003  31.9612  0  31.3732  1.91767
0.06  2.23729  0  2.21328  31.9612  0  31.2752  2.23729
0.07  2.5569  0  2.52554  31.9612  0  31.1772  2.5569
0.08  2.87651  0  2.83682  31.9612  0  31.0792  2.87651
0.09  3.19612  0  3.14712  31.9612  0  30.9812  3.19612
0.1  3.51573  0  3.45644  31.9612  0  30.8832  3.51573
0.11  3.83535  0  3.76479  31.9612  0  30.7852  3.83535
0.12  4.15496  0  4.07215  31.9612  0  30.6872  4.15496
0.13  4.47457  0  4.37853  31.9612  0  30.5892  4.47457
0.14  4.79418  0  4.68393  31.9612  0  30.4912  4.79418
0.15  5.1138  0  4.98836  31.9612  0  30.3932  5.1138
0.16  5.43341  0  5.2918  31.9612  0  30.2952  5.43341
0.17  5.75302  0  5.59426  31.9612  0  30.1972  5.75302
0.18  6.07263  0  5.89574  31.9612  0  30.0992  6.07263
0.19  6.39225  0  6.19625  31.9612  0  30.0012  6.39225
0.2  6.71186  0  6.49577  31.9612  0  29.9032  6.71186
0.21  7.03147  0  6.79431  31.9612  0  29.8052  7.03147
0.22  7.35108  0  7.09187  31.9612  0  29.7072  7.35108
0.23  7.67069  0  7.38845  31.9612  0  29.6092  7.67069
0.24  7.99031  0  7.68406  31.9612  0  29.5112  7.99031
0.25  8.30992  0  7.97868  31.9612  0  29.4132  8.30992
0.26  8.62953  0  8.27232  31.9612  0  29.3152  8.62953
0.27  8.94914  0  8.56498  31.9612  0  29.2172  8.94914
0.28  9.26876  0  8.85667  31.9612  0  29.1192  9.26876
0.29  9.58837  0  9.14737  31.9612  0  29.0212  9.58837
0.3  9.90798  0  9.43709  31.9612  0  28.9232  9.90798
0.31  10.2276  0  9.72583  31.9612  0  28.8252  10.2276
0.32  10.5472  0  10.0136  31.9612  0  28.7272  10.5472
0.33  10.8668  0  10.3004  31.9612  0  28.6292  10.8668
0.34  11.1864  0  10.5862  31.9612  0  28.5312  11.1864
0.35  11.506  0  10.871  31.9612  0  28.4332  11.506
0.36  11.8257  0  11.1548  31.9612  0  28.3352  11.8257
0.37  12.1453  0  11.4377  31.9612  0  28.2372  12.1453
0.38  12.4649  0  11.7196  31.9612  0  28.1392  12.4649
0.39  12.7845  0  12.0005  31.9612  0  28.0412  12.7845
0.4  13.1041  0  12.2804  31.9612  0  27.9432  13.1041
0.41  13.4237  0  12.5594  31.9612  0  27.8452  13.4237
0.42  13.7433  0  12.8373  31.9612  0  27.7472  13.7433
0.43  14.0629  0  13.1143  31.9612  0  27.6492  14.0629
0.44  14.3826  0  13.3903  31.9612  0  27.5512  14.3826
0.45  14.7022  0  13.6653  31.9612  0  27.4532  14.7022
0.46  15.0218  0  13.9394  31.9612  0  27.3552  15.0218
0.47  15.3414  0  14.2124  31.9612  0  27.2572  15.3414
0.48  15.661  0  14.4845  31.9612  0  27.1592  15.661
0.49  15.9806  0  14.7556  31.9612  0  27.0612  15.9806
0.5  16.3002  0  15.0257  31.9612  0  26.9632  16.3002
0.51  16.6198  0  15.2949  31.9612  0  26.8652  16.6198
0.52  16.9395  0  15.563  31.9612  0  26.7672  16.9395
0.53  17.2591  0  15.8302  31.9612  0  26.6692  17.2591
0.54  17.5787  0  16.0964  31.9612  0  26.5712  17.5787
0.55  17.8983  0  16.3616  31.9612  0  26.4732  17.8983
0.56  18.2179  0  16.6259  31.9612  0  26.3752  18.2179
0.57  18.5375  0  16.8892  31.9612  0  26.2772  18.5375
0.58  18.8571  0  17.1514  31.9612  0  26.1792  18.8571
0.59  19.1767  0  17.4127  31.9612  0  26.0812  19.1767
0.6  19.4963  0  17.6731  31.9612  0  25.9832  19.4963
0.61  19.816  0  17.9324  31.9612  0  25.8852  19.816
