t  x  y  z  vx  vy  vz  range
0  0  0  0  37.0257  0  25.9257  0
0  0.369806  0  0.258451  36.9356  0  25.7647  0.369806
0.01  0.738714  0  0.515296  36.8461  0  25.6044  0.738714
0.02  1.10673  0  0.770541  36.7571  0  25.4447  1.10673
0.03  1.47386  0  1.02419  36.6687  0  25.2856  1.47386
0.04  1.8401  0  1.27625  36.5808  0  25.1271  1.8401
0.05  2.20547  0  1.52674  36.4934  0  24.9692  2.20547
0.06  2.56997  0  1.77564  36.4066  0  24.8119  2.56997
0.07  2.93361  0  2.02297  36.3203  0  24.6552  2.93361
0.08  3.29638  0  2.26875  36.2345  0  24.499  3.29638
0.09  3.6583  0  2.51296  36.1492  0  24.3435  3.6583
0.1  4.01937  0  2.75562  36.0644  0  24.1885  4.01937
0.11  4.37959  0  2.99673  35.9801  0  24.0341  4.37959
0.12  4.73897  0  3.2363  35.8964  0  23.8803  4.73897
0.13  5.09752  0  3.47434  35.8131  0  23.727  5.09752
0.14  5.45523  0  3.71084  35.7303  0  23.5743  5.45523
0.15  5.81213  0  3.94582  35.648  0  23.4221  5.81213
0.16  6.1682  0  4.17929  35.5662  0  23.2704  6.1682
0.17  6.52345  0  4.41124  35.4849  0  23.1193  6.52345
0.18  6.8779  0  4.64168  35.404  0  22.9688  6.8779
0.19  7.23153  0  4.87061  35.3237  0  22.8187  7.23153
0.2  7.58437  0  5.09805  35.2437  0  22.6692  7.58437
0.21  7.93641  0  5.324  35.1643  0  22.5202  7.93641
0.22  8.28766  0  5.54846  35.0853  0  22.3718  8.28766
0.23  8.63812  0  5.77144  35.0068  0  22.2238  8.63812
0.24  8.98779  0  5.99294  34.9287  0  22.0763  8.98779
0.25  9.33669  0  6.21296  34.851  0  21.9294  9.33669
0.26  9.68482  0  6.43153  34.7738  0  21.7829  9.68482
0.27  10.0322  0  6.64862  34.6971  0  21.6369  10.0322
0.28  10.3788  0  6.86427  34.6208  0  21.4914  10.3788
0.29  10.7246  0  7.07845  34.5449  0  21.3464  10.7246
0.3  11.0697  0  7.2912  34.4694  0  21.2019  11.0697
0.31  11.414  0  7.50249  34.3944  0  21.0579  11.414
0.32  11.7575  0  7.71236  34.3198  0  20.9143  11.7575
0.33  12.1004  0  7.92078  34.2456  0  20.7712  12.1004
0.34  12.4425  0  8.12778  34.1718  0  20.6286  12.4425
0.35  12.7838  0  8.33336  34.0985  0  20.4864  12.7838
0.36  13.1244  0  8.53751  34.0255  0  20.3447  13.1244
0.37  13.4643  0  8.74025  33.953  0  20.2034  13.4643
0.38  13.8035  0  8.94158  33.8808  0  20.0626  13.8035
0.39  14.1419  0  9.1415  33.8091  0  19.9222  14.1419
0.4  14.4797  0  9.34003  33.7377  0  19.7823  14.4797
0.41  14.8167  0  9.53715  33.6668  0  19.6427  14.8167
0.42  15.153  0  9.73288  33.5962  0  19.5037  15.153
0.43  15.4886  0  9.92722  33.526  0  19.365  15.4886
0.44  15.8235  0  10.1202  33.4562  0  19.2268  15.8235
0.45  16.1578  0  10.3118  33.3868  0  19.089  16.1578
0.46  16.4913  0  10.502  33.3178  0  18.9516  16.4913
0.47  16.8241  0  10.6908  33.2491  0  18.8147  16.8241
0.48  17.1563  0  10.8783  33.1808  0  18.6781  17.1563
0.49  17.4877  0  11.0644  33.1129  0  18.542  17.4877
0.5  17.8185  0  11.2491  33.0453  0  18.4063  17.8185
0.51  18.1486  0  11.4325  32.9781  0  18.2709  18.1486
0.52  18.4781  0  11.6145  32.9112  0  18.136  18.4781
0.53  18.8069  0  11.7952  32.8447  0  18.0014  18.8069
0.54  19.135  0  11.9746  32.7786  0  17.8673  19.135
0.55  19.4624  0  12.1526  32.7128  0  17.7335  19.4624
0.56  19.7892  0  12.3292  32.6473  0  17.6001  19.7892
0.57  20.1154  0  12.5046  32.5822  0  17.4671  20.1154
0.58  20.4409  0  12.6786  32.5175  0  17.3345  20.4409
0.59  20.7657  0  12.8513  32.4531  0  17.2023  20.7657
0.6  21.0899  0  13.0226  32.389  0  17.0704  21.0899
0.61  21.4135  0  13.1927  32.3252  0  16.9389  21.4135
0.62  21.7364  0  13.3614  32.2618  0  16.8078  21.7364
0.63  22.0587  0  13.5288  32.1987  0  16.677  22.0587
0.64  22.3804  0  13.6949  32.1359  0  16.5466  22.3804
0.65  22.7015  0  13.8598  32.0735  0  16.4165  22.7015
0.66  23.0219  0  14.0233  32.0114  0  16.2868  23.0219
0.67  23.3417  0  14.1855  31.9496  0  16.1575  23.3417
0.68  23.6609  0  14.3464  31.8881  0  16.0285  23.6609
0.69  23.9795  0  14.5061  31.8269  0  15.8998  23.9795
0.7  24.2974  0  14.6644  31.766  0  15.7715  24.2974
0.71  24.6148  0  14.8215  31.7055  0  15.6435  24.6148
0.72  24.9315  0  14.9773  31.6452  0  15.5159  24.9315
0.73  25.2477  0  15.1318  31.5853  0  15.3886  25.2477
0.74  25.5632  0  15.2851  31.5256  0  15.2616  25.5632
0.75  25.8782  0  15.437  31.4663  0  15.135  25.8782
0.76  26.1926  0  15.5878  31.4072  0  15.0087  26.1926
0.77  26.5063  0  15.7372  31.3484  0  14.8827  26.5063
0.78  26.8195  0  15.8854  31.29  0  14.757  26.8195
0.79  27.1321  0  16.0324  31.2318  0  14.6316  27.1321
0.8  27.4442  0  16.178  31.1739  0  14.5066  27.4442
0.81  27.7556  0  16.3225  31.1163  0  14.3819  27.7556
0.82  28.0665  0  16.4657  31.0589  0  14.2575  28.0665
0.83  28.3768  0  16.6076  31.0019  0  14.1334  28.3768
0.84  28.6865  0  16.7484  30.9451  0  14.0096  28.6865
0.85  28.9957  0  16.8878  30.8886  0  13.8861  28.9957
0.86  29.3043  0  17.0261  30.8324  0  13.7629  29.3043
0.87  29.6124  0  17.1631  30.7764  0  13.64  29.6124
0.88  29.9198  0  17.2989  30.7208  0  13.5174  29.9198
0.89  30.2268  0  17.4334  30.6653  0  13.3951  30.2268
0.9  30.5331  0  17.5668  30.6102  0  13.2731  30.5331
0.91  30.839  0  17.6989  30.5553  0  13.1514  30.839
0.92  31.1443  0  17.8298  30.5007  0  13.03  31.1443
0.93  31.449  0  17.9595  30.4463  0  12.9089  31.449
0.94  31.7532  0  18.088  30.3922  0  12.788  31.7532
0.95  32.0568  0  18.2153  30.3383  0  12.6674  32.0568
0.96  32.3599  0  18.3413  30.2847  0  12.5471  32.3599
0.97  32.6625  0  18.4662  30.2314  0  12.4271  32.6625
0.98  32.9646  0  18.5899  30.1783  0  12.3074  32.9646
0.99  33.2661  0  18.7124  30.1254  0  12.1879  33.2661
1  33.5671  0  18.8336  30.0728  0  12.0687  33.5671
1.01  33.8676  0  18.9537  30.0204  0  11.9498  33.8676
1.02  34.1675  0  19.0726  29.9683  0  11.8311  34.1675
1.03  34.4669  0  19.1904  29.9164  0  11.7127  34.4669
1.04  34.7658  0  19.3069  29.8648  0  11.5946  34.7658
1.05  35.0642  0  19.4223  29.8134  0  11.4767  35.0642
1.06  35.3621  0  19.5364  29.7622  0  11.3591  35.3621
1.07  35.6595  0  19.6494  29.7112  0  11.2417  35.6595
1.08  35.9563  0  19.7613  29.6605  0  11.1246  35.9563
1.09  36.2527  0  19.8719  29.61  0  11.0078  36.2527
1.1  36.5485  0  19.9814  29.5598  0  10.8912  36.5485
1.11  36.8439  0  20.0898  29.5097  0  10.7748  36.8439
1.12  37.1387  0  20.1969  29.4599  0  10.6587  37.1387
1.13  37.4331  0  20.3029  29.4103  0  10.5428  37.4331
1.14  37.7269  0  20.4078  29.3609  0  10.4272  37.7269
1.15  38.0203  0  20.5115  29.3118  0  10.3118  38.0203
1.16  38.3132  0  20.614  29.2628  0  10.1967  38.3132
1.17  38.6055  0  20.7154  29.2141  0  10.0818  38.6055
1.18  38.8974  0  20.8157  29.1656  0  9.96715  38.8974
1.19  39.1889  0  20.9147  29.1173  0  9.85272  39.1889
1.2  39.4798  0  21.0127  29.0692  0  9.73853  39.4798
1.21  39.7702  0  21.1095  29.0213  0  9.62457  39.7702
1.22  40.0602  0  21.2052  28.9736  0  9.51084  40.0602
1.23  40.3497  0  21.2997  28.9262  0  9.39733  40.3497
1.24  40.6387  0  21.3931  28.8789  0  9.28405  40.6387
1.25  40.9273  0  21.4854  28.8318  0  9.171  40.9273
1.26  41.2154  0  21.5766  28.7849  0  9.05817  41.2154
1.27  41.503  0  21.6666  28.7383  0  8.94556  41.503
1.28  41.7901  0  21.7555  28.6918  0  8.83318  41.7901
1.29  42.0768  0  21.8432  28.6455  0  8.72101  42.0768
1.3  42.363  0  21.9299  28.5994  0  8.60905  42.363
1.31  42.6488  0  22.0154  28.5535  0  8.49732  42.6488
1.32  42.9341  0  22.0998  28.5078  0  8.38579  42.9341
1.33  43.219  0  22.1831  28.4623  0  8.27448  43.219
1.34  43.5034  0  22.2653  28.417  0  8.16338  43.5034
1.35  43.7873  0  22.3464  28.3718  0  8.05249  43.7873
1.36  44.0708  0  22.4264  28.3269  0  7.94181  44.0708
1.37  44.3538  0  22.5053  28.2821  0  7.83133  44.3538
1.38  44.6364  0  22.583  28.2375  0  7.72106  44.6364
1.39  44.9186  0  22.6597  28.1931  0  7.61099  44.9186
1.4  45.2003  0  22.7352  28.1488  0  7.50113  45.2003
1.41  45.4816  0  22.8097  28.1048  0  7.39146  45.4816
1.42  45.7624  0  22.8831  28.0609  0  7.282  45.7624
1.43  46.0428  0  22.9553  28.0172  0  7.17273  46.0428
1.44  46.3227  0  23.0265  27.9736  0  7.06366  46.3227
1.45  46.6023  0  23.0966  27.9303  0  6.95479  46.6023
1.46  46.8814  0  23.1656  27.8871  0  6.84611  46.8814
1.47  47.16  0  23.2335  27.8441  0  6.73762  47.16
1.48  47.4382  0  23.3004  27.8012  0  6.62932  47.4382
1.49  47.716  0  23.3661  27.7585  0  6.52122  47.716
1.5  47.9934  0  23.4308  27.716  0  6.4133  47.9934
1.51  48.2704  0  23.4944  27.6736  0  6.30557  48.2704
1.52  48.5469  0  23.5569  27.6314  0  6.19803  48.5469
1.53  48.823  0  23.6183  27.5894  0  6.09068  48.823
1.54  49.0987  0  23.6787  27.5475  0  5.9835  49.0987
1.55  49.3739  0  23.738  27.5057  0  5.87652  49.3739
1.56  49.6488  0  23.7963  27.4642  0  5.76971  49.6488
1.57  49.9232  0  23.8534  27.4228  0  5.66308  49.9232
1.58  50.1972  0  23.9095  27.3815  0  5.55664  50.1972
1.59  50.4708  0  23.9645  27.3404  0  5.45037  50.4708
1.6  50.744  0  24.0185  27.2994  0  5.34428  50.744
1.61  51.0168  0  24.0714  27.2586  0  5.23836  51.0168
1.62  51.2892  0  24.1233  27.218  0  5.13262  51.2892
1.63  51.5612  0  24.1741  27.1775  0  5.02706  51.5612
1.64  51.8328  0  24.2238  27.1371  0  4.92166  51.8328
1.65  52.1039  0  24.2725  27.0969  0  4.81644  52.1039
1.66  52.3747  0  24.3202  27.0568  0  4.71139  52.3747
1.67  52.6451  0  24.3667  27.0169  0  4.60651  52.6451
1.68  52.915  0  24.4123  26.9771  0  4.5018  52.915
1.69  53.1846  0  24.4568  26.9375  0  4.39726  53.1846
1.7  53.4538  0  24.5002  26.898  0  4.29288  53.4538
1.71  53.7226  0  24.5426  26.8586  0  4.18867  53.7226
1.72  53.991  0  24.584  26.8194  0  4.08462  53.991
1.73  54.259  0  24.6243  26.7803  0  3.98074  54.259
1.74  54.5266  0  24.6636  26.7413  0  3.87702  54.5266
1.75  54.7938  0  24.7019  26.7025  0  3.77346  54.7938
1.76  55.0606  0  24.7391  26.6638  0  3.67006  55.0606
1.77  55.3271  0  24.7753  26.6252  0  3.56683  55.3271
1.78  55.5931  0  24.8104  26.5868  0  3.46375  55.5931
1.79  55.8588  0  24.8446  26.5485  0  3.36083  55.8588
1.8  56.1241  0  24.8776  26.5103  0  3.25807  56.1241
1.81  56.389  0  24.9097  26.4723  0  3.15546  56.389
1.82  56.6535  0  24.9408  26.4343  0  3.05301  56.6535
1.83  56.9177  0  24.9708  26.3965  0  2.95071  56.9177
1.84  57.1815  0  24.9998  26.3589  0  2.84857  57.1815
1.85  57.4449  0  25.0277  26.3213  0  2.74658  57.4449
1.86  57.7079  0  25.0547  26.2839  0  2.64475  57.7079
1.87  57.9706  0  25.0806  26.2466  0  2.54306  57.9706
1.88  58.2328  0  25.1056  26.2094  0  2.44153  58.2328
1.89  58.4947  0  25.1295  26.1723  0  2.34014  58.4947
1.9  58.7563  0  25.1524  26.1353  0  2.23891  58.7563
1.91  59.0175  0  25.1743  26.0985  0  2.13782  59.0175
1.92  59.2783  0  25.1951  26.0618  0  2.03688  59.2783
1.93  59.5387  0  25.215  26.0252  0  1.93609  59.5387
1.94  59.7988  0  25.2339  25.9887  0  1.83544  59.7988
1.95  60.0585  0  25.2517  25.9523  0  1.73494  60.0585
1.96  60.3178  0  25.2686  25.916  0  1.63459  60.3178
1.97  60.5768  0  25.2844  25.8798  0  1.53437  60.5768
1.98  60.8354  0  25.2992  25.8438  0  1.4343  60.8354
1.99  61.0937  0  25.3131  25.8078  0  1.33438  61.0937
2  61.3516  0  25.3259  25.772  0  1.23459  61.3516
2.01  61.6091  0  25.3378  25.7363  0  1.13495  61.6091
2.02  61.8663  0  25.3486  25.7006  0  1.03544  61.8663
2.03  62.1231  0  25.3585  25.6651  0  0.93608  62.1231
2.04  62.3796  0  25.3673  25.6297  0  0.836856  62.3796
2.05  62.6357  0  25.3752  25.5943  0  0.73777  62.6357
2.06  62.8915  0  25.3821  25.5591  0  0.638822  62.8915
2.07  63.1469  0  25.388  25.524  0  0.540012  63.1469
2.08  63.402  0  25.3929  25.489  0  0.441338  63.402
2.09  63.6567  0  25.3968  25.4541  0  0.3428  63.6567
2.1  63.911  0  25.3998  25.4192  0  0.244398  63.911
2.11  64.1651  0  25.4017  25.3845  0  0.146131  64.1651
2.12  64.4187  0  25.4027  25.3499  0  0.0479989  64.4187
2.13  64.6721  0  25.4027  25.3153  0  -0.0499997  64.6721
2.14  64.925  0  25.4017  25.2809  0  -0.147865  64.925
2.15  65.1777  0  25.3997  25.2465  0  -0.245597  65.1777
2.16  65.43  0  25.3968  25.2123  0  -0.343198  65.43
2.17  65.6819  0  25.3929  25.1781  0  -0.440666  65.6819
2.18  65.9335  0  25.388  25.144  0  -0.538003  65.9335
2.19  66.1848  0  25.3821  25.11  0  -0.63521  66.1848
2.2  66.4357  0  25.3753  25.0761  0  -0.732286  66.4357
2.21  66.6863  0  25.3674  25.0423  0  -0.829232  66.6863
2.22  66.9366  0  25.3587  25.0086  0  -0.92605  66.9366
2.23  67.1865  0  25.3489  24.9749  0  -1.02274  67.1865
