# t  xE  yE  vxE  vyE  xM  yM  vxM  vyM  xA  yA  vxA  vyA  Etot
0 1.24354 -4.67082e+06 12.4354 3.31817e-06 -101.099 3.79732e+08 -1010.99 -0.000269764 0 0 0 0 3.80121e+28
100 1244.79 -4.67082e+06 12.4354 0.00332149 -101200 3.79732e+08 -1010.99 -0.270034 0 0 0 0 3.80121e+28
200 2488.33 -4.67081e+06 12.4354 0.00663966 -202298 3.79732e+08 -1010.99 -0.539797 0 0 0 0 3.80121e+28
300 3731.87 -4.67081e+06 12.4354 0.00995784 -303397 3.79732e+08 -1010.99 -0.809561 0 0 0 0 3.80121e+28
400 4975.41 -4.67081e+06 12.4354 0.013276 -404496 3.79732e+08 -1010.99 -1.07932 0 0 0 0 3.80121e+28
500 6218.95 -4.67081e+06 12.4354 0.0165942 -505594 3.79732e+08 -1010.99 -1.34909 0 0 0 0 3.80121e+28
600 7462.49 -4.67081e+06 12.4354 0.0199123 -606693 3.79732e+08 -1010.99 -1.61885 0 0 0 0 3.80121e+28
700 8706.03 -4.67081e+06 12.4354 0.0232305 -707791 3.79732e+08 -1010.98 -1.88862 0 0 0 0 3.80121e+28
800 9949.57 -4.6708e+06 12.4354 0.0265487 -808890 3.79731e+08 -1010.98 -2.15838 0 0 0 0 3.80121e+28
900 11193.1 -4.6708e+06 12.4354 0.0298668 -909988 3.79731e+08 -1010.98 -2.42814 0 0 0 0 3.80121e+28
1000 12436.7 -4.6708e+06 12.4354 0.033185 -1.01109e+06 3.79731e+08 -1010.98 -2.6979 0 0 0 0 3.80121e+28
1100 13680.2 -4.6708e+06 12.4354 0.0365032 -1.11218e+06 3.79731e+08 -1010.98 -2.96767 0 0 0 0 3.80121e+28
1200 14923.7 -4.67079e+06 12.4354 0.0398213 -1.21328e+06 3.7973e+08 -1010.98 -3.23743 0 0 0 0 3.80121e+28
1300 16167.3 -4.67079e+06 12.4353 0.0431395 -1.31438e+06 3.7973e+08 -1010.98 -3.50719 0 0 0 0 3.80121e+28
1400 17410.8 -4.67078e+06 12.4353 0.0464576 -1.41548e+06 3.7973e+08 -1010.98 -3.77695 0 0 0 0 3.80121e+28
1500 18654.3 -4.67078e+06 12.4353 0.0497758 -1.51658e+06 3.79729e+08 -1010.98 -4.04672 0 0 0 0 3.80121e+28
1600 19897.9 -4.67077e+06 12.4353 0.0530939 -1.61767e+06 3.79729e+08 -1010.98 -4.31648 0 0 0 0 3.80121e+28
1700 21141.4 -4.67077e+06 12.4353 0.0564121 -1.71877e+06 3.79728e+08 -1010.98 -4.58624 0 0 0 0 3.80121e+28
1800 22384.9 -4.67076e+06 12.4353 0.0597302 -1.81987e+06 3.79728e+08 -1010.97 -4.856 0 0 0 0 3.80121e+28
1900 23628.4 -4.67076e+06 12.4353 0.0630483 -1.92097e+06 3.79727e+08 -1010.97 -5.12576 0 0 0 0 3.80121e+28
2000 24872 -4.67075e+06 12.4352 0.0663665 -2.02206e+06 3.79727e+08 -1010.97 -5.39552 0 0 0 0 3.80121e+28
2100 26115.5 -4.67074e+06 12.4352 0.0696846 -2.12316e+06 3.79726e+08 -1010.97 -5.66528 0 0 0 0 3.80121e+28
2200 27359 -4.67073e+06 12.4352 0.0730027 -2.22426e+06 3.79726e+08 -1010.97 -5.93504 0 0 0 0 3.80121e+28
2300 28602.5 -4.67073e+06 12.4352 0.0763208 -2.32536e+06 3.79725e+08 -1010.97 -6.2048 0 0 0 0 3.80121e+28
2400 29846.1 -4.67072e+06 12.4352 0.0796389 -2.42645e+06 3.79724e+08 -1010.97 -6.47456 0 0 0 0 3.80121e+28
2500 31089.6 -4.67071e+06 12.4351 0.082957 -2.52755e+06 3.79724e+08 -1010.96 -6.74432 0 0 0 0 3.80121e+28
2600 32333.1 -4.6707e+06 12.4351 0.0862751 -2.62864e+06 3.79723e+08 -1010.96 -7.01407 0 0 0 0 3.80121e+28
2700 33576.6 -4.67069e+06 12.4351 0.0895932 -2.72974e+06 3.79722e+08 -1010.96 -7.28383 0 0 0 0 3.80121e+28
2800 34820.1 -4.67069e+06 12.4351 0.0929113 -2.83084e+06 3.79722e+08 -1010.96 -7.55359 0 0 0 0 3.80121e+28
2900 36063.6 -4.67068e+06 12.4351 0.0962294 -2.93193e+06 3.79721e+08 -1010.96 -7.82334 0 0 0 0 3.80121e+28
3000 37307.1 -4.67067e+06 12.435 0.0995474 -3.03303e+06 3.7972e+08 -1010.95 -8.0931 0 0 0 0 3.80121e+28
3100 38550.6 -4.67066e+06 12.435 0.102866 -3.13412e+06 3.79719e+08 -1010.95 -8.36285 0 0 0 0 3.80121e+28
3200 39794.1 -4.67065e+06 12.435 0.106184 -3.23522e+06 3.79718e+08 -1010.95 -8.63261 0 0 0 0 3.80121e+28
3300 41037.6 -4.67063e+06 12.4349 0.109502 -3.33631e+06 3.79717e+08 -1010.95 -8.90236 0 0 0 0 3.80121e+28
3400 42281.1 -4.67062e+06 12.4349 0.11282 -3.43741e+06 3.79717e+08 -1010.94 -9.17212 0 0 0 0 3.80121e+28
3500 43524.6 -4.67061e+06 12.4349 0.116138 -3.5385e+06 3.79716e+08 -1010.94 -9.44187 0 0 0 0 3.80121e+28
3600 44768.1 -4.6706e+06 12.4349 0.119456 -3.6396e+06 3.79715e+08 -1010.94 -9.71162 0 0 0 0 3.80121e+28
3700 46011.6 -4.67059e+06 12.4348 0.122774 -3.74069e+06 3.79714e+08 -1010.94 -9.98137 0 0 0 0 3.80121e+28
3800 47255 -4.67058e+06 12.4348 0.126092 -3.84178e+06 3.79713e+08 -1010.93 -10.2511 0 0 0 0 3.80121e+28
3900 48498.5 -4.67056e+06 12.4348 0.12941 -3.94288e+06 3.79712e+08 -1010.93 -10.5209 0 0 0 0 3.80121e+28
4000 49742 -4.67055e+06 12.4347 0.132728 -4.04397e+06 3.79711e+08 -1010.93 -10.7906 0 0 0 0 3.80121e+28
4100 50985.5 -4.67054e+06 12.4347 0.136046 -4.14506e+06 3.7971e+08 -1010.93 -11.0604 0 0 0 0 3.80121e+28
4200 52228.9 -4.67052e+06 12.4346 0.139364 -4.24615e+06 3.79708e+08 -1010.92 -11.3301 0 0 0 0 3.80121e+28
4300 53472.4 -4.67051e+06 12.4346 0.142682 -4.34725e+06 3.79707e+08 -1010.92 -11.5999 0 0 0 0 3.80121e+28
4400 54715.8 -4.67049e+06 12.4346 0.146 -4.44834e+06 3.79706e+08 -1010.92 -11.8696 0 0 0 0 3.80121e+28
4500 55959.3 -4.67048e+06 12.4345 0.149318 -4.54943e+06 3.79705e+08 -1010.91 -12.1394 0 0 0 0 3.80121e+28
4600 57202.8 -4.67046e+06 12.4345 0.152635 -4.65052e+06 3.79704e+08 -1010.91 -12.4091 0 0 0 0 3.80121e+28
4700 58446.2 -4.67045e+06 12.4344 0.155953 -4.75161e+06 3.79702e+08 -1010.91 -12.6788 0 0 0 0 3.80121e+28
4800 59689.6 -4.67043e+06 12.4344 0.159271 -4.8527e+06 3.79701e+08 -1010.9 -12.9486 0 0 0 0 3.80121e+28
4900 60933.1 -4.67042e+06 12.4344 0.162589 -4.95379e+06 3.797e+08 -1010.9 -13.2183 0 0 0 0 3.80121e+28
5000 62176.5 -4.6704e+06 12.4343 0.165907 -5.05488e+06 3.79698e+08 -1010.9 -13.4881 0 0 0 0 3.80121e+28
5100 63419.9 -4.67038e+06 12.4343 0.169225 -5.15597e+06 3.79697e+08 -1010.89 -13.7578 0 0 0 0 3.80121e+28
5200 64663.4 -4.67037e+06 12.4342 0.172543 -5.25706e+06 3.79696e+08 -1010.89 -14.0275 0 0 0 0 3.80121e+28
5300 65906.8 -4.67035e+06 12.4342 0.175861 -5.35815e+06 3.79694e+08 -1010.89 -14.2973 0 0 0 0 3.80121e+28
5400 67150.2 -4.67033e+06 12.4341 0.179179 -5.45924e+06 3.79693e+08 -1010.88 -14.567 0 0 0 0 3.80121e+28
5500 68393.6 -4.67031e+06 12.4341 0.182496 -5.56033e+06 3.79691e+08 -1010.88 -14.8368 0 0 0 0 3.80121e+28
5600 69637 -4.67029e+06 12.434 0.185814 -5.66141e+06 3.7969e+08 -1010.87 -15.1065 0 0 0 0 3.80121e+28
5700 70880.4 -4.67028e+06 12.434 0.189132 -5.7625e+06 3.79688e+08 -1010.87 -15.3762 0 0 0 0 3.80121e+28
5800 72123.8 -4.67026e+06 12.4339 0.19245 -5.86359e+06 3.79687e+08 -1010.87 -15.646 0 0 0 0 3.80121e+28
5900 73367.2 -4.67024e+06 12.4339 0.195768 -5.96467e+06 3.79685e+08 -1010.86 -15.9157 0 0 0 0 3.80121e+28
6000 74610.6 -4.67022e+06 12.4338 0.199085 -6.06576e+06 3.79684e+08 -1010.86 -16.1854 0 0 0 0 3.80121e+28
6100 75854 -4.6702e+06 12.4338 0.202403 -6.16685e+06 3.79682e+08 -1010.85 -16.4551 0 0 0 0 3.80121e+28
6200 77097.4 -4.67018e+06 12.4337 0.205721 -6.26793e+06 3.7968e+08 -1010.85 -16.7249 0 0 0 0 3.80121e+28
6300 78340.7 -4.67016e+06 12.4337 0.209038 -6.36902e+06 3.79679e+08 -1010.84 -16.9946 0 0 0 0 3.80121e+28
6400 79584.1 -4.67014e+06 12.4336 0.212356 -6.4701e+06 3.79677e+08 -1010.84 -17.2643 0 0 0 0 3.80121e+28
6500 80827.4 -4.67011e+06 12.4336 0.215674 -6.57118e+06 3.79675e+08 -1010.83 -17.534 0 0 0 0 3.80121e+28
6600 82070.8 -4.67009e+06 12.4335 0.218992 -6.67227e+06 3.79673e+08 -1010.83 -17.8038 0 0 0 0 3.80121e+28
6700 83314.1 -4.67007e+06 12.4334 0.222309 -6.77335e+06 3.79672e+08 -1010.83 -18.0735 0 0 0 0 3.80121e+28
6800 84557.5 -4.67005e+06 12.4334 0.225627 -6.87443e+06 3.7967e+08 -1010.82 -18.3432 0 0 0 0 3.80121e+28
6900 85800.8 -4.67003e+06 12.4333 0.228944 -6.97551e+06 3.79668e+08 -1010.82 -18.6129 0 0 0 0 3.80121e+28
7000 87044.2 -4.67e+06 12.4333 0.232262 -7.07659e+06 3.79666e+08 -1010.81 -18.8826 0 0 0 0 3.80121e+28
7100 88287.5 -4.66998e+06 12.4332 0.23558 -7.17768e+06 3.79664e+08 -1010.81 -19.1524 0 0 0 0 3.80121e+28
7200 89530.8 -4.66996e+06 12.4331 0.238897 -7.27876e+06 3.79662e+08 -1010.8 -19.4221 0 0 0 0 3.80121e+28
7300 90774.1 -4.66993e+06 12.4331 0.242215 -7.37984e+06 3.7966e+08 -1010.79 -19.6918 0 0 0 0 3.80121e+28
7400 92017.4 -4.66991e+06 12.433 0.245532 -7.48091e+06 3.79658e+08 -1010.79 -19.9615 0 0 0 0 3.80121e+28
7500 93260.7 -4.66988e+06 12.4329 0.24885 -7.58199e+06 3.79656e+08 -1010.78 -20.2312 0 0 0 0 3.80121e+28
7600 94504 -4.66986e+06 12.4329 0.252167 -7.68307e+06 3.79654e+08 -1010.78 -20.5009 0 0 0 0 3.80121e+28
7700 95747.3 -4.66983e+06 12.4328 0.255485 -7.78415e+06 3.79652e+08 -1010.77 -20.7706 0 0 0 0 3.80121e+28
7800 96990.6 -4.66981e+06 12.4327 0.258802 -7.88523e+06 3.7965e+08 -1010.77 -21.0403 0 0 0 0 3.80121e+28
7900 98233.8 -4.66978e+06 12.4327 0.26212 -7.9863e+06 3.79648e+08 -1010.76 -21.31 0 0 0 0 3.80121e+28
8000 99477.1 -4.66975e+06 12.4326 0.265437 -8.08738e+06 3.79646e+08 -1010.76 -21.5798 0 0 0 0 3.80121e+28
8100 100720 -4.66973e+06 12.4325 0.268755 -8.18845e+06 3.79644e+08 -1010.75 -21.8495 0 0 0 0 3.80121e+28
8200 101964 -4.6697e+06 12.4325 0.272072 -8.28953e+06 3.79641e+08 -1010.74 -22.1192 0 0 0 0 3.80121e+28
8300 103207 -4.66967e+06 12.4324 0.275389 -8.3906e+06 3.79639e+08 -1010.74 -22.3889 0 0 0 0 3.80121e+28
8400 104450 -4.66964e+06 12.4323 0.278707 -8.49168e+06 3.79637e+08 -1010.73 -22.6586 0 0 0 0 3.80121e+28
8500 105693 -4.66962e+06 12.4322 0.282024 -8.59275e+06 3.79635e+08 -1010.73 -22.9282 0 0 0 0 3.80121e+28
8600 106937 -4.66959e+06 12.4322 0.285341 -8.69382e+06 3.79632e+08 -1010.72 -23.1979 0 0 0 0 3.80121e+28
8700 108180 -4.66956e+06 12.4321 0.288659 -8.79489e+06 3.7963e+08 -1010.71 -23.4676 0 0 0 0 3.80121e+28
8800 109423 -4.66953e+06 12.432 0.291976 -8.89596e+06 3.79628e+08 -1010.71 -23.7373 0 0 0 0 3.80121e+28
8900 110666 -4.6695e+06 12.4319 0.295293 -8.99704e+06 3.79625e+08 -1010.7 -24.007 0 0 0 0 3.80121e+28
9000 111909 -4.66947e+06 12.4318 0.29861 -9.09811e+06 3.79623e+08 -1010.7 -24.2767 0 0 0 0 3.80121e+28
9100 113152 -4.66944e+06 12.4318 0.301928 -9.19917e+06 3.7962e+08 -1010.69 -24.5464 0 0 0 0 3.80121e+28
9200 114396 -4.66941e+06 12.4317 0.305245 -9.30024e+06 3.79618e+08 -1010.68 -24.8161 0 0 0 0 3.80121e+28
9300 115639 -4.66938e+06 12.4316 0.308562 -9.40131e+06 3.79616e+08 -1010.68 -25.0858 0 0 0 0 3.80121e+28
9400 116882 -4.66935e+06 12.4315 0.311879 -9.50238e+06 3.79613e+08 -1010.67 -25.3554 0 0 0 0 3.80121e+28
9500 118125 -4.66932e+06 12.4314 0.315196 -9.60344e+06 3.7961e+08 -1010.66 -25.6251 0 0 0 0 3.80121e+28
9600 119368 -4.66929e+06 12.4314 0.318513 -9.70451e+06 3.79608e+08 -1010.66 -25.8948 0 0 0 0 3.80121e+28
9700 120611 -4.66925e+06 12.4313 0.32183 -9.80558e+06 3.79605e+08 -1010.65 -26.1645 0 0 0 0 3.80121e+28
9800 121855 -4.66922e+06 12.4312 0.325148 -9.90664e+06 3.79603e+08 -1010.64 -26.4341 0 0 0 0 3.80121e+28
9900 123098 -4.66919e+06 12.4311 0.328465 -1.00077e+07 3.796e+08 -1010.63 -26.7038 0 0 0 0 3.80121e+28
10000 124341 -4.66916e+06 12.431 0.331782 -1.01088e+07 3.79597e+08 -1010.63 -26.9735 0 0 0 0 3.80121e+28
10100 125584 -4.66912e+06 12.4309 0.335099 -1.02098e+07 3.79595e+08 -1010.62 -27.2431 0 0 0 0 3.80121e+28
10200 126827 -4.66909e+06 12.4308 0.338416 -1.03109e+07 3.79592e+08 -1010.61 -27.5128 0 0 0 0 3.80121e+28
10300 128070 -4.66906e+06 12.4307 0.341732 -1.0412e+07 3.79589e+08 -1010.61 -27.7825 0 0 0 0 3.80121e+28
10400 129313 -4.66902e+06 12.4306 0.345049 -1.0513e+07 3.79586e+08 -1010.6 -28.0521 0 0 0 0 3.80121e+28
10500 130556 -4.66899e+06 12.4306 0.348366 -1.06141e+07 3.79583e+08 -1010.59 -28.3218 0 0 0 0 3.80121e+28
10600 131799 -4.66895e+06 12.4305 0.351683 -1.07151e+07 3.79581e+08 -1010.58 -28.5915 0 0 0 0 3.80121e+28
10700 133042 -4.66892e+06 12.4304 0.355 -1.08162e+07 3.79578e+08 -1010.58 -28.8611 0 0 0 0 3.80121e+28
10800 134285 -4.66888e+06 12.4303 0.358317 -1.09172e+07 3.79575e+08 -1010.57 -29.1308 0 0 0 0 3.80121e+28
10900 135528 -4.66884e+06 12.4302 0.361634 -1.10183e+07 3.79572e+08 -1010.56 -29.4004 0 0 0 0 3.80121e+28
11000 136771 -4.66881e+06 12.4301 0.36495 -1.11194e+07 3.79569e+08 -1010.55 -29.6701 0 0 0 0 3.80121e+28
11100 138014 -4.66877e+06 12.43 0.368267 -1.12204e+07 3.79566e+08 -1010.54 -29.9397 0 0 0 0 3.80121e+28
11200 139257 -4.66873e+06 12.4299 0.371584 -1.13215e+07 3.79563e+08 -1010.54 -30.2094 0 0 0 0 3.80121e+28
11300 140500 -4.6687e+06 12.4298 0.374901 -1.14225e+07 3.7956e+08 -1010.53 -30.479 0 0 0 0 3.80121e+28
11400 141743 -4.66866e+06 12.4297 0.378217 -1.15236e+07 3.79557e+08 -1010.52 -30.7486 0 0 0 0 3.80121e+28
11500 142986 -4.66862e+06 12.4296 0.381534 -1.16246e+07 3.79554e+08 -1010.51 -31.0183 0 0 0 0 3.80121e+28
11600 144229 -4.66858e+06 12.4295 0.38485 -1.17257e+07 3.79551e+08 -1010.5 -31.2879 0 0 0 0 3.80121e+28
11700 145472 -4.66854e+06 12.4294 0.388167 -1.18267e+07 3.79548e+08 -1010.49 -31.5576 0 0 0 0 3.80121e+28
11800 146715 -4.66851e+06 12.4293 0.391484 -1.19278e+07 3.79544e+08 -1010.49 -31.8272 0 0 0 0 3.80121e+28
11900 147958 -4.66847e+06 12.4292 0.3948 -1.20288e+07 3.79541e+08 -1010.48 -32.0968 0 0 0 0 3.80121e+28
12000 149201 -4.66843e+06 12.4291 0.398117 -1.21299e+07 3.79538e+08 -1010.47 -32.3664 0 0 0 0 3.80121e+28
12100 150444 -4.66839e+06 12.429 0.401433 -1.22309e+07 3.79535e+08 -1010.46 -32.6361 0 0 0 0 3.80121e+28
12200 151687 -4.66835e+06 12.4288 0.40475 -1.2332e+07 3.79531e+08 -1010.45 -32.9057 0 0 0 0 3.80121e+28
12300 152930 -4.66831e+06 12.4287 0.408066 -1.2433e+07 3.79528e+08 -1010.44 -33.1753 0 0 0 0 3.80121e+28
12400 154172 -4.66826e+06 12.4286 0.411382 -1.2534e+07 3.79525e+08 -1010.43 -33.4449 0 0 0 0 3.80121e+28
12500 155415 -4.66822e+06 12.4285 0.414699 -1.26351e+07 3.79521e+08 -1010.43 -33.7146 0 0 0 0 3.80121e+28
12600 156658 -4.66818e+06 12.4284 0.418015 -1.27361e+07 3.79518e+08 -1010.42 -33.9842 0 0 0 0 3.80121e+28
12700 157901 -4.66814e+06 12.4283 0.421331 -1.28372e+07 3.79515e+08 -1010.41 -34.2538 0 0 0 0 3.80122e+28
12800 159144 -4.6681e+06 12.4282 0.424648 -1.29382e+07 3.79511e+08 -1010.4 -34.5234 0 0 0 0 3.80122e+28
12900 160387 -4.66805e+06 12.4281 0.427964 -1.30393e+07 3.79508e+08 -1010.39 -34.793 0 0 0 0 3.80122e+28
13000 161629 -4.66801e+06 12.428 0.43128 -1.31403e+07 3.79504e+08 -1010.38 -35.0626 0 0 0 0 3.80122e+28
13100 162872 -4.66797e+06 12.4278 0.434596 -1.32413e+07 3.79501e+08 -1010.37 -35.3322 0 0 0 0 3.80122e+28
13200 164115 -4.66792e+06 12.4277 0.437912 -1.33424e+07 3.79497e+08 -1010.36 -35.6018 0 0 0 0 3.80122e+28
13300 165358 -4.66788e+06 12.4276 0.441229 -1.34434e+07 3.79494e+08 -1010.35 -35.8714 0 0 0 0 3.80122e+28
13400 166600 -4.66784e+06 12.4275 0.444545 -1.35444e+07 3.7949e+08 -1010.34 -36.141 0 0 0 0 3.80122e+28
13500 167843 -4.66779e+06 12.4274 0.447861 -1.36455e+07 3.79486e+08 -1010.33 -36.4106 0 0 0 0 3.80122e+28
13600 169086 -4.66775e+06 12.4273 0.451177 -1.37465e+07 3.79483e+08 -1010.32 -36.6802 0 0 0 0 3.80122e+28
13700 170329 -4.6677e+06 12.4271 0.454493 -1.38475e+07 3.79479e+08 -1010.31 -36.9498 0 0 0 0 3.80122e+28
13800 171571 -4.66766e+06 12.427 0.457809 -1.39486e+07 3.79475e+08 -1010.3 -37.2193 0 0 0 0 3.80122e+28
13900 172814 -4.66761e+06 12.4269 0.461125 -1.40496e+07 3.79472e+08 -1010.29 -37.4889 0 0 0 0 3.80122e+28
14000 174057 -4.66756e+06 12.4268 0.46444 -1.41506e+07 3.79468e+08 -1010.28 -37.7585 0 0 0 0 3.80122e+28
14100 175299 -4.66752e+06 12.4266 0.467756 -1.42517e+07 3.79464e+08 -1010.27 -38.0281 0 0 0 0 3.80122e+28
14200 176542 -4.66747e+06 12.4265 0.471072 -1.43527e+07 3.7946e+08 -1010.26 -38.2977 0 0 0 0 3.80122e+28
14300 177785 -4.66742e+06 12.4264 0.474388 -1.44537e+07 3.79456e+08 -1010.25 -38.5672 0 0 0 0 3.80122e+28
14400 179027 -4.66738e+06 12.4263 0.477704 -1.45547e+07 3.79453e+08 -1010.24 -38.8368 0 0 0 0 3.80122e+28
14500 180270 -4.66733e+06 12.4261 0.481019 -1.46558e+07 3.79449e+08 -1010.23 -39.1064 0 0 0 0 3.80122e+28
14600 181513 -4.66728e+06 12.426 0.484335 -1.47568e+07 3.79445e+08 -1010.22 -39.3759 0 0 0 0 3.80122e+28
14700 182755 -4.66723e+06 12.4259 0.487651 -1.48578e+07 3.79441e+08 -1010.21 -39.6455 0 0 0 0 3.80122e+28
14800 183998 -4.66718e+06 12.4257 0.490966 -1.49588e+07 3.79437e+08 -1010.2 -39.915 0 0 0 0 3.80122e+28
14900 185240 -4.66713e+06 12.4256 0.494282 -1.50598e+07 3.79433e+08 -1010.19 -40.1846 0 0 0 0 3.80122e+28
15000 186483 -4.66708e+06 12.4255 0.497598 -1.51609e+07 3.79429e+08 -1010.18 -40.4541 0 0 0 0 3.80122e+28
15100 187725 -4.66703e+06 12.4254 0.500913 -1.52619e+07 3.79425e+08 -1010.17 -40.7237 0 0 0 0 3.80122e+28
15200 188968 -4.66698e+06 12.4252 0.504229 -1.53629e+07 3.79421e+08 -1010.16 -40.9932 0 0 0 0 3.80122e+28
15300 190210 -4.66693e+06 12.4251 0.507544 -1.54639e+07 3.79416e+08 -1010.15 -41.2628 0 0 0 0 3.80122e+28
15400 191453 -4.66688e+06 12.4249 0.510859 -1.55649e+07 3.79412e+08 -1010.13 -41.5323 0 0 0 0 3.80122e+28
15500 192695 -4.66683e+06 12.4248 0.514175 -1.56659e+07 3.79408e+08 -1010.12 -41.8019 0 0 0 0 3.80122e+28
15600 193938 -4.66678e+06 12.4247 0.51749 -1.57669e+07 3.79404e+08 -1010.11 -42.0714 0 0 0 0 3.80122e+28
15700 195180 -4.66673e+06 12.4245 0.520805 -1.5868e+07 3.794e+08 -1010.1 -42.3409 0 0 0 0 3.80122e+28
15800 196423 -4.66667e+06 12.4244 0.524121 -1.5969e+07 3.79396e+08 -1010.09 -42.6104 0 0 0 0 3.80122e+28
15900 197665 -4.66662e+06 12.4243 0.527436 -1.607e+07 3.79391e+08 -1010.08 -42.88 0 0 0 0 3.80122e+28
16000 198908 -4.66657e+06 12.4241 0.530751 -1.6171e+07 3.79387e+08 -1010.07 -43.1495 0 0 0 0 3.80122e+28
16100 200150 -4.66652e+06 12.424 0.534066 -1.6272e+07 3.79383e+08 -1010.06 -43.419 0 0 0 0 3.80122e+28
16200 201392 -4.66646e+06 12.4238 0.537381 -1.6373e+07 3.79378e+08 -1010.04 -43.6885 0 0 0 0 3.80122e+28
16300 202635 -4.66641e+06 12.4237 0.540697 -1.6474e+07 3.79374e+08 -1010.03 -43.958 0 0 0 0 3.80122e+28
16400 203877 -4.66635e+06 12.4235 0.544012 -1.6575e+07 3.79369e+08 -1010.02 -44.2275 0 0 0 0 3.80122e+28
16500 205120 -4.6663e+06 12.4234 0.547327 -1.6676e+07 3.79365e+08 -1010.01 -44.4971 0 0 0 0 3.80122e+28
16600 206362 -4.66624e+06 12.4233 0.550642 -1.6777e+07 3.79361e+08 -1010 -44.7666 0 0 0 0 3.80122e+28
16700 207604 -4.66619e+06 12.4231 0.553956 -1.6878e+07 3.79356e+08 -1009.98 -45.0361 0 0 0 0 3.80122e+28
16800 208847 -4.66613e+06 12.423 0.557271 -1.6979e+07 3.79352e+08 -1009.97 -45.3056 0 0 0 0 3.80122e+28
16900 210089 -4.66608e+06 12.4228 0.560586 -1.708e+07 3.79347e+08 -1009.96 -45.575 0 0 0 0 3.80122e+28
17000 211331 -4.66602e+06 12.4227 0.563901 -1.7181e+07 3.79342e+08 -1009.95 -45.8445 0 0 0 0 3.80122e+28
17100 212573 -4.66596e+06 12.4225 0.567216 -1.7282e+07 3.79338e+08 -1009.94 -46.114 0 0 0 0 3.80122e+28
17200 213816 -4.66591e+06 12.4224 0.57053 -1.7383e+07 3.79333e+08 -1009.92 -46.3835 0 0 0 0 3.80122e+28
17300 215058 -4.66585e+06 12.4222 0.573845 -1.7484e+07 3.79329e+08 -1009.91 -46.653 0 0 0 0 3.80122e+28
17400 216300 -4.66579e+06 12.4221 0.57716 -1.7585e+07 3.79324e+08 -1009.9 -46.9225 0 0 0 0 3.80122e+28
17500 217542 -4.66574e+06 12.4219 0.580474 -1.76859e+07 3.79319e+08 -1009.89 -47.1919 0 0 0 0 3.80122e+28
17600 218784 -4.66568e+06 12.4217 0.583789 -1.77869e+07 3.79314e+08 -1009.87 -47.4614 0 0 0 0 3.80122e+28
17700 220027 -4.66562e+06 12.4216 0.587104 -1.78879e+07 3.7931e+08 -1009.86 -47.7309 0 0 0 0 3.80122e+28
17800 221269 -4.66556e+06 12.4214 0.590418 -1.79889e+07 3.79305e+08 -1009.85 -48.0003 0 0 0 0 3.80122e+28
17900 222511 -4.6655e+06 12.4213 0.593732 -1.80899e+07 3.793e+08 -1009.84 -48.2698 0 0 0 0 3.80122e+28
18000 223753 -4.66544e+06 12.4211 0.597047 -1.81909e+07 3.79295e+08 -1009.82 -48.5393 0 0 0 0 3.80122e+28
18100 224995 -4.66538e+06 12.421 0.600361 -1.82919e+07 3.7929e+08 -1009.81 -48.8087 0 0 0 0 3.80123e+28
18200 226237 -4.66532e+06 12.4208 0.603676 -1.83928e+07 3.79285e+08 -1009.8 -49.0782 0 0 0 0 3.80123e+28
18300 227479 -4.66526e+06 12.4206 0.60699 -1.84938e+07 3.79281e+08 -1009.78 -49.3476 0 0 0 0 3.80123e+28
18400 228721 -4.6652e+06 12.4205 0.610304 -1.85948e+07 3.79276e+08 -1009.77 -49.6171 0 0 0 0 3.80123e+28
18500 229963 -4.66514e+06 12.4203 0.613618 -1.86958e+07 3.79271e+08 -1009.76 -49.8865 0 0 0 0 3.80123e+28
18600 231205 -4.66508e+06 12.4201 0.616932 -1.87967e+07 3.79266e+08 -1009.74 -50.1559 0 0 0 0 3.80123e+28
18700 232447 -4.66501e+06 12.42 0.620246 -1.88977e+07 3.79261e+08 -1009.73 -50.4254 0 0 0 0 3.80123e+28
18800 233689 -4.66495e+06 12.4198 0.623561 -1.89987e+07 3.79256e+08 -1009.72 -50.6948 0 0 0 0 3.80123e+28
18900 234931 -4.66489e+06 12.4196 0.626875 -1.90997e+07 3.7925e+08 -1009.7 -50.9642 0 0 0 0 3.80123e+28
19000 236173 -4.66483e+06 12.4195 0.630189 -1.92006e+07 3.79245e+08 -1009.69 -51.2336 0 0 0 0 3.80123e+28
19100 237415 -4.66476e+06 12.4193 0.633502 -1.93016e+07 3.7924e+08 -1009.68 -51.5031 0 0 0 0 3.80123e+28
19200 238657 -4.6647e+06 12.4191 0.636816 -1.94026e+07 3.79235e+08 -1009.66 -51.7725 0 0 0 0 3.80123e+28
19300 239899 -4.66464e+06 12.419 0.64013 -1.95035e+07 3.7923e+08 -1009.65 -52.0419 0 0 0 0 3.80123e+28
19400 241141 -4.66457e+06 12.4188 0.643444 -1.96045e+07 3.79225e+08 -1009.64 -52.3113 0 0 0 0 3.80123e+28
19500 242383 -4.66451e+06 12.4186 0.646758 -1.97055e+07 3.79219e+08 -1009.62 -52.5807 0 0 0 0 3.80123e+28
19600 243625 -4.66444e+06 12.4185 0.650071 -1.98064e+07 3.79214e+08 -1009.61 -52.8501 0 0 0 0 3.80123e+28
19700 244867 -4.66438e+06 12.4183 0.653385 -1.99074e+07 3.79209e+08 -1009.59 -53.1195 0 0 0 0 3.80123e+28
