# t  xE  yE  vxE  vyE  xM  yM  vxM  vyM  xA  yA  vxA  vyA  Etot
1.521e+06 -3.72963e+06 2.7841e+06 -7.48326 -9.98744 3.03215e+08 -2.26344e+08 608.38 811.968 0 0 0 0 3.82845e+28
1.5211e+06 -3.73038e+06 2.7831e+06 -7.48058 -9.98944 3.03276e+08 -2.26263e+08 608.163 812.131 0 0 0 0 3.82845e+28
1.5212e+06 -3.73113e+06 2.7821e+06 -7.4779 -9.99144 3.03336e+08 -2.26182e+08 607.945 812.293 0 0 0 0 3.82844e+28
1.5213e+06 -3.73187e+06 2.7811e+06 -7.47522 -9.99343 3.03397e+08 -2.261e+08 607.727 812.456 0 0 0 0 3.82844e+28
1.5214e+06 -3.73262e+06 2.7801e+06 -7.47254 -9.99543 3.03458e+08 -2.26019e+08 607.509 812.618 0 0 0 0 3.82844e+28
1.5215e+06 -3.73337e+06 2.7791e+06 -7.46986 -9.99743 3.03519e+08 -2.25938e+08 607.291 812.78 0 0 0 0 3.82843e+28
1.5216e+06 -3.73411e+06 2.7781e+06 -7.46718 -9.99942 3.03579e+08 -2.25856e+08 607.073 812.942 0 0 0 0 3.82843e+28
1.5217e+06 -3.73486e+06 2.7771e+06 -7.4645 -10.0014 3.0364e+08 -2.25775e+08 606.855 813.104 0 0 0 0 3.82842e+28
1.5218e+06 -3.73561e+06 2.7761e+06 -7.46181 -10.0034 3.03701e+08 -2.25694e+08 606.637 813.267 0 0 0 0 3.82842e+28
1.5219e+06 -3.73635e+06 2.7751e+06 -7.45913 -10.0054 3.03762e+08 -2.25613e+08 606.419 813.429 0 0 0 0 3.82842e+28
1.522e+06 -3.7371e+06 2.7741e+06 -7.45645 -10.0074 3.03822e+08 -2.25531e+08 606.201 813.591 0 0 0 0 3.82841e+28
1.5221e+06 -3.73784e+06 2.7731e+06 -7.45376 -10.0094 3.03883e+08 -2.2545e+08 605.983 813.752 0 0 0 0 3.82841e+28
1.5222e+06 -3.73859e+06 2.7721e+06 -7.45108 -10.0114 3.03943e+08 -2.25368e+08 605.765 813.914 0 0 0 0 3.82841e+28
1.5223e+06 -3.73933e+06 2.7711e+06 -7.4484 -10.0134 3.04004e+08 -2.25287e+08 605.546 814.076 0 0 0 0 3.8284e+28
1.5224e+06 -3.74008e+06 2.7701e+06 -7.44571 -10.0154 3.04064e+08 -2.25206e+08 605.328 814.238 0 0 0 0 3.8284e+28
1.5225e+06 -3.74082e+06 2.7691e+06 -7.44302 -10.0173 3.04125e+08 -2.25124e+08 605.11 814.4 0 0 0 0 3.8284e+28
1.5226e+06 -3.74157e+06 2.76809e+06 -7.44034 -10.0193 3.04185e+08 -2.25043e+08 604.891 814.561 0 0 0 0 3.82839e+28
1.5227e+06 -3.74231e+06 2.76709e+06 -7.43765 -10.0213 3.04246e+08 -2.24961e+08 604.673 814.723 0 0 0 0 3.82839e+28
1.5228e+06 -3.74306e+06 2.76609e+06 -7.43496 -10.0233 3.04306e+08 -2.2488e+08 604.454 814.884 0 0 0 0 3.82838e+28
1.5229e+06 -3.7438e+06 2.76509e+06 -7.43228 -10.0253 3.04367e+08 -2.24798e+08 604.236 815.046 0 0 0 0 3.82838e+28
1.523e+06 -3.74454e+06 2.76408e+06 -7.42959 -10.0273 3.04427e+08 -2.24717e+08 604.017 815.207 0 0 0 0 3.82838e+28
1.5231e+06 -3.74528e+06 2.76308e+06 -7.4269 -10.0293 3.04488e+08 -2.24635e+08 603.799 815.368 0 0 0 0 3.82837e+28
1.5232e+06 -3.74603e+06 2.76208e+06 -7.42421 -10.0312 3.04548e+08 -2.24554e+08 603.58 815.53 0 0 0 0 3.82837e+28
1.5233e+06 -3.74677e+06 2.76107e+06 -7.42152 -10.0332 3.04608e+08 -2.24472e+08 603.361 815.691 0 0 0 0 3.82837e+28
1.5234e+06 -3.74751e+06 2.76007e+06 -7.41883 -10.0352 3.04669e+08 -2.24391e+08 603.143 815.852 0 0 0 0 3.82836e+28
1.5235e+06 -3.74825e+06 2.75907e+06 -7.41614 -10.0372 3.04729e+08 -2.24309e+08 602.924 816.013 0 0 0 0 3.82836e+28
1.5236e+06 -3.74899e+06 2.75806e+06 -7.41345 -10.0392 3.04789e+08 -2.24227e+08 602.705 816.174 0 0 0 0 3.82835e+28
1.5237e+06 -3.74974e+06 2.75706e+06 -7.41075 -10.0412 3.0485e+08 -2.24146e+08 602.486 816.335 0 0 0 0 3.82835e+28
1.5238e+06 -3.75048e+06 2.75606e+06 -7.40806 -10.0431 3.0491e+08 -2.24064e+08 602.267 816.496 0 0 0 0 3.82835e+28
1.5239e+06 -3.75122e+06 2.75505e+06 -7.40537 -10.0451 3.0497e+08 -2.23982e+08 602.048 816.657 0 0 0 0 3.82834e+28
1.524e+06 -3.75196e+06 2.75405e+06 -7.40267 -10.0471 3.0503e+08 -2.23901e+08 601.829 816.818 0 0 0 0 3.82834e+28
1.5241e+06 -3.7527e+06 2.75304e+06 -7.39998 -10.0491 3.0509e+08 -2.23819e+08 601.61 816.978 0 0 0 0 3.82834e+28
1.5242e+06 -3.75344e+06 2.75204e+06 -7.39728 -10.051 3.0515e+08 -2.23737e+08 601.391 817.139 0 0 0 0 3.82833e+28
1.5243e+06 -3.75418e+06 2.75103e+06 -7.39459 -10.053 3.05211e+08 -2.23656e+08 601.172 817.3 0 0 0 0 3.82833e+28
1.5244e+06 -3.75492e+06 2.75003e+06 -7.39189 -10.055 3.05271e+08 -2.23574e+08 600.953 817.46 0 0 0 0 3.82833e+28
1.5245e+06 -3.75566e+06 2.74902e+06 -7.3892 -10.057 3.05331e+08 -2.23492e+08 600.734 817.621 0 0 0 0 3.82832e+28
1.5246e+06 -3.75639e+06 2.74801e+06 -7.3865 -10.0589 3.05391e+08 -2.2341e+08 600.514 817.781 0 0 0 0 3.82832e+28
1.5247e+06 -3.75713e+06 2.74701e+06 -7.3838 -10.0609 3.05451e+08 -2.23329e+08 600.295 817.942 0 0 0 0 3.82831e+28
1.5248e+06 -3.75787e+06 2.746e+06 -7.3811 -10.0629 3.05511e+08 -2.23247e+08 600.076 818.102 0 0 0 0 3.82831e+28
1.5249e+06 -3.75861e+06 2.745e+06 -7.37841 -10.0649 3.05571e+08 -2.23165e+08 599.856 818.262 0 0 0 0 3.82831e+28
1.525e+06 -3.75935e+06 2.74399e+06 -7.37571 -10.0668 3.05631e+08 -2.23083e+08 599.637 818.422 0 0 0 0 3.8283e+28
1.5251e+06 -3.76008e+06 2.74298e+06 -7.37301 -10.0688 3.05691e+08 -2.23001e+08 599.417 818.583 0 0 0 0 3.8283e+28
1.5252e+06 -3.76082e+06 2.74198e+06 -7.37031 -10.0708 3.05751e+08 -2.22919e+08 599.198 818.743 0 0 0 0 3.8283e+28
1.5253e+06 -3.76156e+06 2.74097e+06 -7.36761 -10.0727 3.05811e+08 -2.22838e+08 598.978 818.903 0 0 0 0 3.82829e+28
1.5254e+06 -3.7623e+06 2.73996e+06 -7.36491 -10.0747 3.05871e+08 -2.22756e+08 598.759 819.063 0 0 0 0 3.82829e+28
1.5255e+06 -3.76303e+06 2.73895e+06 -7.3622 -10.0767 3.0593e+08 -2.22674e+08 598.539 819.223 0 0 0 0 3.82828e+28
1.5256e+06 -3.76377e+06 2.73795e+06 -7.3595 -10.0786 3.0599e+08 -2.22592e+08 598.319 819.382 0 0 0 0 3.82828e+28
1.5257e+06 -3.7645e+06 2.73694e+06 -7.3568 -10.0806 3.0605e+08 -2.2251e+08 598.1 819.542 0 0 0 0 3.82828e+28
1.5258e+06 -3.76524e+06 2.73593e+06 -7.3541 -10.0826 3.0611e+08 -2.22428e+08 597.88 819.702 0 0 0 0 3.82827e+28
1.5259e+06 -3.76597e+06 2.73492e+06 -7.35139 -10.0845 3.0617e+08 -2.22346e+08 597.66 819.862 0 0 0 0 3.82827e+28
1.526e+06 -3.76671e+06 2.73391e+06 -7.34869 -10.0865 3.06229e+08 -2.22264e+08 597.44 820.021 0 0 0 0 3.82827e+28
1.5261e+06 -3.76744e+06 2.7329e+06 -7.34598 -10.0885 3.06289e+08 -2.22182e+08 597.22 820.181 0 0 0 0 3.82826e+28
1.5262e+06 -3.76818e+06 2.7319e+06 -7.34328 -10.0904 3.06349e+08 -2.221e+08 597 820.34 0 0 0 0 3.82826e+28
1.5263e+06 -3.76891e+06 2.73089e+06 -7.34057 -10.0924 3.06409e+08 -2.22018e+08 596.78 820.5 0 0 0 0 3.82826e+28
1.5264e+06 -3.76965e+06 2.72988e+06 -7.33787 -10.0943 3.06468e+08 -2.21936e+08 596.56 820.659 0 0 0 0 3.82825e+28
1.5265e+06 -3.77038e+06 2.72887e+06 -7.33516 -10.0963 3.06528e+08 -2.21854e+08 596.34 820.818 0 0 0 0 3.82825e+28
1.5266e+06 -3.77111e+06 2.72786e+06 -7.33245 -10.0983 3.06588e+08 -2.21772e+08 596.12 820.978 0 0 0 0 3.82824e+28
1.5267e+06 -3.77185e+06 2.72685e+06 -7.32974 -10.1002 3.06647e+08 -2.2169e+08 595.9 821.137 0 0 0 0 3.82824e+28
1.5268e+06 -3.77258e+06 2.72584e+06 -7.32704 -10.1022 3.06707e+08 -2.21607e+08 595.68 821.296 0 0 0 0 3.82824e+28
1.5269e+06 -3.77331e+06 2.72483e+06 -7.32433 -10.1041 3.06766e+08 -2.21525e+08 595.46 821.455 0 0 0 0 3.82823e+28
1.527e+06 -3.77404e+06 2.72382e+06 -7.32162 -10.1061 3.06826e+08 -2.21443e+08 595.239 821.614 0 0 0 0 3.82823e+28
1.5271e+06 -3.77478e+06 2.72281e+06 -7.31891 -10.108 3.06885e+08 -2.21361e+08 595.019 821.773 0 0 0 0 3.82823e+28
1.5272e+06 -3.77551e+06 2.7218e+06 -7.3162 -10.11 3.06945e+08 -2.21279e+08 594.799 821.932 0 0 0 0 3.82822e+28
1.5273e+06 -3.77624e+06 2.72078e+06 -7.31349 -10.112 3.07004e+08 -2.21197e+08 594.578 822.091 0 0 0 0 3.82822e+28
1.5274e+06 -3.77697e+06 2.71977e+06 -7.31077 -10.1139 3.07064e+08 -2.21114e+08 594.358 822.25 0 0 0 0 3.82821e+28
1.5275e+06 -3.7777e+06 2.71876e+06 -7.30806 -10.1159 3.07123e+08 -2.21032e+08 594.137 822.408 0 0 0 0 3.82821e+28
1.5276e+06 -3.77843e+06 2.71775e+06 -7.30535 -10.1178 3.07183e+08 -2.2095e+08 593.917 822.567 0 0 0 0 3.82821e+28
1.5277e+06 -3.77916e+06 2.71674e+06 -7.30264 -10.1198 3.07242e+08 -2.20868e+08 593.696 822.726 0 0 0 0 3.8282e+28
1.5278e+06 -3.77989e+06 2.71573e+06 -7.29992 -10.1217 3.07301e+08 -2.20785e+08 593.476 822.884 0 0 0 0 3.8282e+28
1.5279e+06 -3.78062e+06 2.71471e+06 -7.29721 -10.1237 3.07361e+08 -2.20703e+08 593.255 823.043 0 0 0 0 3.8282e+28
1.528e+06 -3.78135e+06 2.7137e+06 -7.29449 -10.1256 3.0742e+08 -2.20621e+08 593.034 823.201 0 0 0 0 3.82819e+28
1.5281e+06 -3.78208e+06 2.71269e+06 -7.29178 -10.1276 3.07479e+08 -2.20538e+08 592.814 823.359 0 0 0 0 3.82819e+28
1.5282e+06 -3.78281e+06 2.71168e+06 -7.28906 -10.1295 3.07538e+08 -2.20456e+08 592.593 823.518 0 0 0 0 3.82818e+28
1.5283e+06 -3.78354e+06 2.71066e+06 -7.28635 -10.1314 3.07598e+08 -2.20374e+08 592.372 823.676 0 0 0 0 3.82818e+28
1.5284e+06 -3.78427e+06 2.70965e+06 -7.28363 -10.1334 3.07657e+08 -2.20291e+08 592.151 823.834 0 0 0 0 3.82818e+28
1.5285e+06 -3.785e+06 2.70864e+06 -7.28091 -10.1353 3.07716e+08 -2.20209e+08 591.93 823.992 0 0 0 0 3.82817e+28
1.5286e+06 -3.78572e+06 2.70762e+06 -7.2782 -10.1373 3.07775e+08 -2.20126e+08 591.709 824.15 0 0 0 0 3.82817e+28
1.5287e+06 -3.78645e+06 2.70661e+06 -7.27548 -10.1392 3.07835e+08 -2.20044e+08 591.488 824.308 0 0 0 0 3.82817e+28
1.5288e+06 -3.78718e+06 2.70559e+06 -7.27276 -10.1412 3.07894e+08 -2.19962e+08 591.267 824.466 0 0 0 0 3.82816e+28
1.5289e+06 -3.78791e+06 2.70458e+06 -7.27004 -10.1431 3.07953e+08 -2.19879e+08 591.046 824.624 0 0 0 0 3.82816e+28
1.529e+06 -3.78863e+06 2.70357e+06 -7.26732 -10.1451 3.08012e+08 -2.19797e+08 590.825 824.782 0 0 0 0 3.82815e+28
1.5291e+06 -3.78936e+06 2.70255e+06 -7.2646 -10.147 3.08071e+08 -2.19714e+08 590.604 824.94 0 0 0 0 3.82815e+28
1.5292e+06 -3.79009e+06 2.70154e+06 -7.26188 -10.1489 3.0813e+08 -2.19632e+08 590.383 825.098 0 0 0 0 3.82815e+28
1.5293e+06 -3.79081e+06 2.70052e+06 -7.25916 -10.1509 3.08189e+08 -2.19549e+08 590.161 825.255 0 0 0 0 3.82814e+28
1.5294e+06 -3.79154e+06 2.69951e+06 -7.25643 -10.1528 3.08248e+08 -2.19467e+08 589.94 825.413 0 0 0 0 3.82814e+28
1.5295e+06 -3.79226e+06 2.69849e+06 -7.25371 -10.1548 3.08307e+08 -2.19384e+08 589.719 825.57 0 0 0 0 3.82814e+28
1.5296e+06 -3.79299e+06 2.69748e+06 -7.25099 -10.1567 3.08366e+08 -2.19302e+08 589.497 825.728 0 0 0 0 3.82813e+28
1.5297e+06 -3.79371e+06 2.69646e+06 -7.24827 -10.1586 3.08425e+08 -2.19219e+08 589.276 825.885 0 0 0 0 3.82813e+28
1.5298e+06 -3.79444e+06 2.69544e+06 -7.24554 -10.1606 3.08484e+08 -2.19136e+08 589.054 826.043 0 0 0 0 3.82813e+28
1.5299e+06 -3.79516e+06 2.69443e+06 -7.24282 -10.1625 3.08543e+08 -2.19054e+08 588.833 826.2 0 0 0 0 3.82812e+28
1.53e+06 -3.79589e+06 2.69341e+06 -7.24009 -10.1644 3.08602e+08 -2.18971e+08 588.611 826.357 0 0 0 0 3.82812e+28
1.5301e+06 -3.79661e+06 2.69239e+06 -7.23737 -10.1664 3.0866e+08 -2.18888e+08 588.39 826.514 0 0 0 0 3.82811e+28
1.5302e+06 -3.79733e+06 2.69138e+06 -7.23464 -10.1683 3.08719e+08 -2.18806e+08 588.168 826.672 0 0 0 0 3.82811e+28
1.5303e+06 -3.79806e+06 2.69036e+06 -7.23191 -10.1702 3.08778e+08 -2.18723e+08 587.947 826.829 0 0 0 0 3.82811e+28
1.5304e+06 -3.79878e+06 2.68934e+06 -7.22919 -10.1722 3.08837e+08 -2.1864e+08 587.725 826.986 0 0 0 0 3.8281e+28
1.5305e+06 -3.7995e+06 2.68833e+06 -7.22646 -10.1741 3.08896e+08 -2.18558e+08 587.503 827.143 0 0 0 0 3.8281e+28
1.5306e+06 -3.80023e+06 2.68731e+06 -7.22373 -10.176 3.08954e+08 -2.18475e+08 587.281 827.299 0 0 0 0 3.8281e+28
1.5307e+06 -3.80095e+06 2.68629e+06 -7.221 -10.1779 3.09013e+08 -2.18392e+08 587.059 827.456 0 0 0 0 3.82809e+28
1.5308e+06 -3.80167e+06 2.68527e+06 -7.21827 -10.1799 3.09072e+08 -2.1831e+08 586.838 827.613 0 0 0 0 3.82809e+28
1.5309e+06 -3.80239e+06 2.68426e+06 -7.21554 -10.1818 3.0913e+08 -2.18227e+08 586.616 827.77 0 0 0 0 3.82808e+28
1.531e+06 -3.80311e+06 2.68324e+06 -7.21281 -10.1837 3.09189e+08 -2.18144e+08 586.394 827.926 0 0 0 0 3.82808e+28
1.5311e+06 -3.80383e+06 2.68222e+06 -7.21008 -10.1857 3.09248e+08 -2.18061e+08 586.172 828.083 0 0 0 0 3.82808e+28
1.5312e+06 -3.80456e+06 2.6812e+06 -7.20735 -10.1876 3.09306e+08 -2.17978e+08 585.95 828.239 0 0 0 0 3.82807e+28
1.5313e+06 -3.80528e+06 2.68018e+06 -7.20462 -10.1895 3.09365e+08 -2.17896e+08 585.728 828.396 0 0 0 0 3.82807e+28
1.5314e+06 -3.806e+06 2.67916e+06 -7.20189 -10.1914 3.09423e+08 -2.17813e+08 585.505 828.552 0 0 0 0 3.82807e+28
1.5315e+06 -3.80672e+06 2.67814e+06 -7.19915 -10.1934 3.09482e+08 -2.1773e+08 585.283 828.709 0 0 0 0 3.82806e+28
1.5316e+06 -3.80744e+06 2.67712e+06 -7.19642 -10.1953 3.09541e+08 -2.17647e+08 585.061 828.865 0 0 0 0 3.82806e+28
1.5317e+06 -3.80816e+06 2.6761e+06 -7.19369 -10.1972 3.09599e+08 -2.17564e+08 584.839 829.021 0 0 0 0 3.82805e+28
1.5318e+06 -3.80888e+06 2.67508e+06 -7.19095 -10.1991 3.09657e+08 -2.17481e+08 584.617 829.177 0 0 0 0 3.82805e+28
1.5319e+06 -3.80959e+06 2.67406e+06 -7.18822 -10.201 3.09716e+08 -2.17398e+08 584.394 829.333 0 0 0 0 3.82805e+28
1.532e+06 -3.81031e+06 2.67304e+06 -7.18548 -10.203 3.09774e+08 -2.17315e+08 584.172 829.49 0 0 0 0 3.82804e+28
1.5321e+06 -3.81103e+06 2.67202e+06 -7.18275 -10.2049 3.09833e+08 -2.17232e+08 583.949 829.646 0 0 0 0 3.82804e+28
1.5322e+06 -3.81175e+06 2.671e+06 -7.18001 -10.2068 3.09891e+08 -2.17149e+08 583.727 829.801 0 0 0 0 3.82804e+28
1.5323e+06 -3.81247e+06 2.66998e+06 -7.17727 -10.2087 3.0995e+08 -2.17066e+08 583.504 829.957 0 0 0 0 3.82803e+28
1.5324e+06 -3.81318e+06 2.66896e+06 -7.17454 -10.2106 3.10008e+08 -2.16983e+08 583.282 830.113 0 0 0 0 3.82803e+28
1.5325e+06 -3.8139e+06 2.66794e+06 -7.1718 -10.2125 3.10066e+08 -2.169e+08 583.059 830.269 0 0 0 0 3.82802e+28
1.5326e+06 -3.81462e+06 2.66692e+06 -7.16906 -10.2145 3.10124e+08 -2.16817e+08 582.837 830.425 0 0 0 0 3.82802e+28
1.5327e+06 -3.81534e+06 2.6659e+06 -7.16632 -10.2164 3.10183e+08 -2.16734e+08 582.614 830.58 0 0 0 0 3.82802e+28
1.5328e+06 -3.81605e+06 2.66487e+06 -7.16358 -10.2183 3.10241e+08 -2.16651e+08 582.391 830.736 0 0 0 0 3.82801e+28
1.5329e+06 -3.81677e+06 2.66385e+06 -7.16084 -10.2202 3.10299e+08 -2.16568e+08 582.169 830.891 0 0 0 0 3.82801e+28
1.533e+06 -3.81748e+06 2.66283e+06 -7.1581 -10.2221 3.10357e+08 -2.16485e+08 581.946 831.047 0 0 0 0 3.82801e+28
1.5331e+06 -3.8182e+06 2.66181e+06 -7.15536 -10.224 3.10416e+08 -2.16402e+08 581.723 831.202 0 0 0 0 3.828e+28
1.5332e+06 -3.81892e+06 2.66079e+06 -7.15262 -10.2259 3.10474e+08 -2.16319e+08 581.5 831.357 0 0 0 0 3.828e+28
1.5333e+06 -3.81963e+06 2.65976e+06 -7.14988 -10.2278 3.10532e+08 -2.16236e+08 581.277 831.513 0 0 0 0 3.82799e+28
1.5334e+06 -3.82035e+06 2.65874e+06 -7.14713 -10.2298 3.1059e+08 -2.16152e+08 581.054 831.668 0 0 0 0 3.82799e+28
1.5335e+06 -3.82106e+06 2.65772e+06 -7.14439 -10.2317 3.10648e+08 -2.16069e+08 580.831 831.823 0 0 0 0 3.82799e+28
1.5336e+06 -3.82177e+06 2.65669e+06 -7.14165 -10.2336 3.10706e+08 -2.15986e+08 580.608 831.978 0 0 0 0 3.82798e+28
1.5337e+06 -3.82249e+06 2.65567e+06 -7.1389 -10.2355 3.10764e+08 -2.15903e+08 580.385 832.133 0 0 0 0 3.82798e+28
1.5338e+06 -3.8232e+06 2.65465e+06 -7.13616 -10.2374 3.10822e+08 -2.1582e+08 580.162 832.288 0 0 0 0 3.82798e+28
1.5339e+06 -3.82392e+06 2.65362e+06 -7.13341 -10.2393 3.1088e+08 -2.15736e+08 579.939 832.443 0 0 0 0 3.82797e+28
1.534e+06 -3.82463e+06 2.6526e+06 -7.13067 -10.2412 3.10938e+08 -2.15653e+08 579.716 832.598 0 0 0 0 3.82797e+28
1.5341e+06 -3.82534e+06 2.65158e+06 -7.12792 -10.2431 3.10996e+08 -2.1557e+08 579.492 832.753 0 0 0 0 3.82796e+28
1.5342e+06 -3.82605e+06 2.65055e+06 -7.12518 -10.245 3.11054e+08 -2.15487e+08 579.269 832.907 0 0 0 0 3.82796e+28
1.5343e+06 -3.82677e+06 2.64953e+06 -7.12243 -10.2469 3.11112e+08 -2.15403e+08 579.046 833.062 0 0 0 0 3.82796e+28
1.5344e+06 -3.82748e+06 2.6485e+06 -7.11968 -10.2488 3.1117e+08 -2.1532e+08 578.822 833.217 0 0 0 0 3.82795e+28
1.5345e+06 -3.82819e+06 2.64748e+06 -7.11693 -10.2507 3.11228e+08 -2.15237e+08 578.599 833.371 0 0 0 0 3.82795e+28
1.5346e+06 -3.8289e+06 2.64645e+06 -7.11419 -10.2526 3.11286e+08 -2.15153e+08 578.375 833.526 0 0 0 0 3.82795e+28
1.5347e+06 -3.82961e+06 2.64543e+06 -7.11144 -10.2545 3.11343e+08 -2.1507e+08 578.152 833.68 0 0 0 0 3.82794e+28
1.5348e+06 -3.83032e+06 2.6444e+06 -7.10869 -10.2564 3.11401e+08 -2.14987e+08 577.928 833.835 0 0 0 0 3.82794e+28
1.5349e+06 -3.83104e+06 2.64337e+06 -7.10594 -10.2583 3.11459e+08 -2.14903e+08 577.705 833.989 0 0 0 0 3.82793e+28
1.535e+06 -3.83175e+06 2.64235e+06 -7.10319 -10.2602 3.11517e+08 -2.1482e+08 577.481 834.143 0 0 0 0 3.82793e+28
1.5351e+06 -3.83246e+06 2.64132e+06 -7.10044 -10.2621 3.11575e+08 -2.14736e+08 577.258 834.297 0 0 0 0 3.82793e+28
1.5352e+06 -3.83317e+06 2.6403e+06 -7.09768 -10.264 3.11632e+08 -2.14653e+08 577.034 834.451 0 0 0 0 3.82792e+28
1.5353e+06 -3.83388e+06 2.63927e+06 -7.09493 -10.2659 3.1169e+08 -2.1457e+08 576.81 834.606 0 0 0 0 3.82792e+28
1.5354e+06 -3.83459e+06 2.63824e+06 -7.09218 -10.2678 3.11748e+08 -2.14486e+08 576.586 834.76 0 0 0 0 3.82792e+28
1.5355e+06 -3.83529e+06 2.63722e+06 -7.08943 -10.2697 3.11805e+08 -2.14403e+08 576.362 834.914 0 0 0 0 3.82791e+28
1.5356e+06 -3.836e+06 2.63619e+06 -7.08667 -10.2716 3.11863e+08 -2.14319e+08 576.139 835.067 0 0 0 0 3.82791e+28
1.5357e+06 -3.83671e+06 2.63516e+06 -7.08392 -10.2735 3.11921e+08 -2.14236e+08 575.915 835.221 0 0 0 0 3.8279e+28
1.5358e+06 -3.83742e+06 2.63413e+06 -7.08116 -10.2754 3.11978e+08 -2.14152e+08 575.691 835.375 0 0 0 0 3.8279e+28
1.5359e+06 -3.83813e+06 2.63311e+06 -7.07841 -10.2772 3.12036e+08 -2.14068e+08 575.467 835.529 0 0 0 0 3.8279e+28
1.536e+06 -3.83884e+06 2.63208e+06 -7.07565 -10.2791 3.12093e+08 -2.13985e+08 575.243 835.682 0 0 0 0 3.82789e+28
1.5361e+06 -3.83954e+06 2.63105e+06 -7.0729 -10.281 3.12151e+08 -2.13901e+08 575.019 835.836 0 0 0 0 3.82789e+28
1.5362e+06 -3.84025e+06 2.63002e+06 -7.07014 -10.2829 3.12208e+08 -2.13818e+08 574.795 835.989 0 0 0 0 3.82789e+28
1.5363e+06 -3.84096e+06 2.62899e+06 -7.06738 -10.2848 3.12266e+08 -2.13734e+08 574.57 836.143 0 0 0 0 3.82788e+28
1.5364e+06 -3.84166e+06 2.62797e+06 -7.06462 -10.2867 3.12323e+08 -2.13651e+08 574.346 836.296 0 0 0 0 3.82788e+28
1.5365e+06 -3.84237e+06 2.62694e+06 -7.06187 -10.2886 3.12381e+08 -2.13567e+08 574.122 836.45 0 0 0 0 3.82787e+28
1.5366e+06 -3.84308e+06 2.62591e+06 -7.05911 -10.2905 3.12438e+08 -2.13483e+08 573.898 836.603 0 0 0 0 3.82787e+28
1.5367e+06 -3.84378e+06 2.62488e+06 -7.05635 -10.2923 3.12495e+08 -2.134e+08 573.673 836.756 0 0 0 0 3.82787e+28
1.5368e+06 -3.84449e+06 2.62385e+06 -7.05359 -10.2942 3.12553e+08 -2.13316e+08 573.449 836.909 0 0 0 0 3.82786e+28
1.5369e+06 -3.84519e+06 2.62282e+06 -7.05083 -10.2961 3.1261e+08 -2.13232e+08 573.225 837.062 0 0 0 0 3.82786e+28
1.537e+06 -3.8459e+06 2.62179e+06 -7.04807 -10.298 3.12667e+08 -2.13148e+08 573 837.216 0 0 0 0 3.82785e+28
1.5371e+06 -3.8466e+06 2.62076e+06 -7.04531 -10.2999 3.12725e+08 -2.13065e+08 572.776 837.369 0 0 0 0 3.82785e+28
1.5372e+06 -3.84731e+06 2.61973e+06 -7.04255 -10.3018 3.12782e+08 -2.12981e+08 572.551 837.521 0 0 0 0 3.82785e+28
1.5373e+06 -3.84801e+06 2.6187e+06 -7.03978 -10.3036 3.12839e+08 -2.12897e+08 572.327 837.674 0 0 0 0 3.82784e+28
1.5374e+06 -3.84871e+06 2.61767e+06 -7.03702 -10.3055 3.12896e+08 -2.12813e+08 572.102 837.827 0 0 0 0 3.82784e+28
1.5375e+06 -3.84942e+06 2.61664e+06 -7.03426 -10.3074 3.12954e+08 -2.1273e+08 571.877 837.98 0 0 0 0 3.82784e+28
1.5376e+06 -3.85012e+06 2.61561e+06 -7.03149 -10.3093 3.13011e+08 -2.12646e+08 571.653 838.133 0 0 0 0 3.82783e+28
1.5377e+06 -3.85082e+06 2.61458e+06 -7.02873 -10.3111 3.13068e+08 -2.12562e+08 571.428 838.285 0 0 0 0 3.82783e+28
1.5378e+06 -3.85153e+06 2.61355e+06 -7.02597 -10.313 3.13125e+08 -2.12478e+08 571.203 838.438 0 0 0 0 3.82782e+28
1.5379e+06 -3.85223e+06 2.61251e+06 -7.0232 -10.3149 3.13182e+08 -2.12394e+08 570.978 838.59 0 0 0 0 3.82782e+28
1.538e+06 -3.85293e+06 2.61148e+06 -7.02043 -10.3168 3.13239e+08 -2.1231e+08 570.754 838.743 0 0 0 0 3.82782e+28
1.5381e+06 -3.85363e+06 2.61045e+06 -7.01767 -10.3186 3.13296e+08 -2.12227e+08 570.529 838.895 0 0 0 0 3.82781e+28
1.5382e+06 -3.85434e+06 2.60942e+06 -7.0149 -10.3205 3.13353e+08 -2.12143e+08 570.304 839.047 0 0 0 0 3.82781e+28
1.5383e+06 -3.85504e+06 2.60839e+06 -7.01213 -10.3224 3.1341e+08 -2.12059e+08 570.079 839.2 0 0 0 0 3.82781e+28
1.5384e+06 -3.85574e+06 2.60735e+06 -7.00937 -10.3243 3.13467e+08 -2.11975e+08 569.854 839.352 0 0 0 0 3.8278e+28
1.5385e+06 -3.85644e+06 2.60632e+06 -7.0066 -10.3261 3.13524e+08 -2.11891e+08 569.629 839.504 0 0 0 0 3.8278e+28
1.5386e+06 -3.85714e+06 2.60529e+06 -7.00383 -10.328 3.13581e+08 -2.11807e+08 569.404 839.656 0 0 0 0 3.82779e+28
1.5387e+06 -3.85784e+06 2.60426e+06 -7.00106 -10.3299 3.13638e+08 -2.11723e+08 569.178 839.808 0 0 0 0 3.82779e+28
1.5388e+06 -3.85854e+06 2.60322e+06 -6.99829 -10.3317 3.13695e+08 -2.11639e+08 568.953 839.96 0 0 0 0 3.82779e+28
