# t  xE  yE  xM  yM  xA  yA
4.79  4.67082e+06  0  -3.79732e+08  0  0  0
4.8  4.67082e+06  0  -3.79732e+08  0  0  0
4.81  4.67082e+06  0  -3.79732e+08  0  0  0
4.82  4.67082e+06  0  -3.79732e+08  0  0  0
4.83  4.67082e+06  0  -3.79732e+08  0  0  0
4.84  4.67082e+06  0  -3.79732e+08  0  0  0
4.85  4.67082e+06  0  -3.79732e+08  0  0  0
4.86  4.67082e+06  0  -3.79732e+08  0  0  0
4.87  4.67082e+06  0  -3.79732e+08  0  0  0
4.88  4.67082e+06  0  -3.79732e+08  0  0  0
4.89  4.67082e+06  0  -3.79732e+08  0  0  0
4.9  4.67082e+06  0  -3.79732e+08  0  0  0
4.91  4.67082e+06  0  -3.79732e+08  0  0  0
4.92  4.67082e+06  0  -3.79732e+08  0  0  0
4.93  4.67082e+06  0  -3.79732e+08  0  0  0
4.94  4.67082e+06  0  -3.79732e+08  0  0  0
4.95  4.67082e+06  0  -3.79732e+08  0  0  0
4.96  4.67082e+06  0  -3.79732e+08  0  0  0
4.97  4.67082e+06  0  -3.79732e+08  0  0  0
4.98  4.67082e+06  0  -3.79732e+08  0  0  0
4.99  4.67082e+06  0  -3.79732e+08  0  0  0
5  4.67082e+06  0  -3.79732e+08  0  0  0
5.01  4.67082e+06  0  -3.79732e+08  0  0  0
5.02  4.67082e+06  0  -3.79732e+08  0  0  0
5.03  4.67082e+06  0  -3.79732e+08  0  0  0
5.04  4.67082e+06  0  -3.79732e+08  0  0  0
5.05  4.67082e+06  0  -3.79732e+08  0  0  0
5.06  4.67082e+06  0  -3.79732e+08  0  0  0
5.07  4.67082e+06  0  -3.79732e+08  0  0  0
5.08  4.67082e+06  0  -3.79732e+08  0  0  0
5.09  4.67082e+06  0  -3.79732e+08  0  0  0
5.1  4.67082e+06  0  -3.79732e+08  0  0  0
5.11  4.67082e+06  0  -3.79732e+08  0  0  0
5.12  4.67082e+06  0  -3.79732e+08  0  0  0
5.13  4.67082e+06  0  -3.79732e+08  0  0  0
5.14  4.67082e+06  0  -3.79732e+08  0  0  0
5.15  4.67082e+06  0  -3.79732e+08  0  0  0
5.16  4.67082e+06  0  -3.79732e+08  0  0  0
5.17  4.67082e+06  0  -3.79732e+08  0  0  0
5.18  4.67082e+06  0  -3.79732e+08  0  0  0
5.19  4.67082e+06  0  -3.79732e+08  0  0  0
5.2  4.67082e+06  0  -3.79732e+08  0  0  0
5.21  4.67082e+06  0  -3.79732e+08  0  0  0
5.22  4.67082e+06  0  -3.79732e+08  0  0  0
5.23  4.67082e+06  0  -3.79732e+08  0  0  0
5.24  4.67082e+06  0  -3.79732e+08  0  0  0
5.25  4.67082e+06  0  -3.79732e+08  0  0  0
5.26  4.67082e+06  0  -3.79732e+08  0  0  0
5.27  4.67082e+06  0  -3.79732e+08  0  0  0
5.28  4.67082e+06  0  -3.79732e+08  0  0  0
5.29  4.67082e+06  0  -3.79732e+08  0  0  0
5.3  4.67082e+06  0  -3.79732e+08  0  0  0
5.31  4.67082e+06  0  -3.79732e+08  0  0  0
5.32  4.67082e+06  0  -3.79732e+08  0  0  0
5.33  4.67082e+06  0  -3.79732e+08  0  0  0
5.34  4.67082e+06  0  -3.79732e+08  0  0  0
5.35  4.67082e+06  0  -3.79732e+08  0  0  0
5.36  4.67082e+06  0  -3.79732e+08  0  0  0
5.37  4.67082e+06  0  -3.79732e+08  0  0  0
5.38  4.67082e+06  0  -3.79732e+08  0  0  0
5.39  4.67082e+06  0  -3.79732e+08  0  0  0
5.4  4.67082e+06  0  -3.79732e+08  0  0  0
5.41  4.67082e+06  0  -3.79732e+08  0  0  0
5.42  4.67082e+06  0  -3.79732e+08  0  0  0
5.43  4.67082e+06  0  -3.79732e+08  0  0  0
5.44  4.67082e+06  0  -3.79732e+08  0  0  0
5.45  4.67082e+06  0  -3.79732e+08  0  0  0
5.46  4.67082e+06  0  -3.79732e+08  0  0  0
5.47  4.67082e+06  0  -3.79732e+08  0  0  0
5.48  4.67082e+06  0  -3.79732e+08  0  0  0
5.49  4.67082e+06  0  -3.79732e+08  0  0  0
5.5  4.67082e+06  0  -3.79732e+08  0  0  0
5.51  4.67082e+06  0  -3.79732e+08  0  0  0
5.52  4.67082e+06  0  -3.79732e+08  0  0  0
5.53  4.67082e+06  0  -3.79732e+08  0  0  0
5.54  4.67082e+06  0  -3.79732e+08  0  0  0
5.55  4.67082e+06  0  -3.79732e+08  0  0  0
5.56  4.67082e+06  0  -3.79732e+08  0  0  0
5.57  4.67082e+06  0  -3.79732e+08  0  0  0
5.58  4.67082e+06  0  -3.79732e+08  0  0  0
5.59  4.67082e+06  0  -3.79732e+08  0  0  0
5.6  4.67082e+06  0  -3.79732e+08  0  0  0
5.61  4.67082e+06  0  -3.79732e+08  0  0  0
5.62  4.67082e+06  0  -3.79732e+08  0  0  0
5.63  4.67082e+06  0  -3.79732e+08  0  0  0
5.64  4.67082e+06  0  -3.79732e+08  0  0  0
5.65  4.67082e+06  0  -3.79732e+08  0  0  0
5.66  4.67082e+06  0  -3.79732e+08  0  0  0
5.67  4.67082e+06  0  -3.79732e+08  0  0  0
5.68  4.67082e+06  0  -3.79732e+08  0  0  0
5.69  4.67082e+06  0  -3.79732e+08  0  0  0
5.7  4.67082e+06  0  -3.79732e+08  0  0  0
5.71  4.67082e+06  0  -3.79732e+08  0  0  0
5.72  4.67082e+06  0  -3.79732e+08  0  0  0
5.73  4.67082e+06  0  -3.79732e+08  0  0  0
5.74  4.67082e+06  0  -3.79732e+08  0  0  0
5.75  4.67082e+06  0  -3.79732e+08  0  0  0
5.76  4.67082e+06  0  -3.79732e+08  0  0  0
5.77  4.67082e+06  0  -3.79732e+08  0  0  0
5.78  4.67082e+06  0  -3.79732e+08  0  0  0
5.79  4.67082e+06  0  -3.79732e+08  0  0  0
5.8  4.67082e+06  0  -3.79732e+08  0  0  0
5.81  4.67082e+06  0  -3.79732e+08  0  0  0
5.82  4.67082e+06  0  -3.79732e+08  0  0  0
5.83  4.67082e+06  0  -3.79732e+08  0  0  0
5.84  4.67082e+06  0  -3.79732e+08  0  0  0
5.85  4.67082e+06  0  -3.79732e+08  0  0  0
5.86  4.67082e+06  0  -3.79732e+08  0  0  0
5.87  4.67082e+06  0  -3.79732e+08  0  0  0
5.88  4.67082e+06  0  -3.79732e+08  0  0  0
5.89  4.67082e+06  0  -3.79732e+08  0  0  0
5.9  4.67082e+06  0  -3.79732e+08  0  0  0
5.91  4.67082e+06  0  -3.79732e+08  0  0  0
5.92  4.67082e+06  0  -3.79732e+08  0  0  0
5.93  4.67082e+06  0  -3.79732e+08  0  0  0
5.94  4.67082e+06  0  -3.79732e+08  0  0  0
5.95  4.67082e+06  0  -3.79732e+08  0  0  0
5.96  4.67082e+06  0  -3.79732e+08  0  0  0
5.97  4.67082e+06  0  -3.79732e+08  0  0  0
5.98  4.67082e+06  0  -3.79732e+08  0  0  0
5.99  4.67082e+06  0  -3.79732e+08  0  0  0
6  4.67082e+06  0  -3.79732e+08  0  0  0
6.01  4.67082e+06  0  -3.79732e+08  0  0  0
6.02  4.67082e+06  0  -3.79732e+08  0  0  0
6.03  4.67082e+06  0  -3.79732e+08  0  0  0
6.04  4.67082e+06  0  -3.79732e+08  0  0  0
6.05  4.67082e+06  0  -3.79732e+08  0  0  0
6.06  4.67082e+06  0  -3.79732e+08  0  0  0
6.07  4.67082e+06  0  -3.79732e+08  0  0  0
6.08  4.67082e+06  0  -3.79732e+08  0  0  0
6.09  4.67082e+06  0  -3.79732e+08  0  0  0
6.1  4.67082e+06  0  -3.79732e+08  0  0  0
6.11  4.67082e+06  0  -3.79732e+08  0  0  0
6.12  4.67082e+06  0  -3.79732e+08  0  0  0
6.13  4.67082e+06  0  -3.79732e+08  0  0  0
6.14  4.67082e+06  0  -3.79732e+08  0  0  0
6.15  4.67082e+06  0  -3.79732e+08  0  0  0
6.16  4.67082e+06  0  -3.79732e+08  0  0  0
6.17  4.67082e+06  0  -3.79732e+08  0  0  0
6.18  4.67082e+06  0  -3.79732e+08  0  0  0
6.19  4.67082e+06  0  -3.79732e+08  0  0  0
6.2  4.67082e+06  0  -3.79732e+08  0  0  0
6.21  4.67082e+06  0  -3.79732e+08  0  0  0
6.22  4.67082e+06  0  -3.79732e+08  0  0  0
6.23  4.67082e+06  0  -3.79732e+08  0  0  0
6.24  4.67082e+06  0  -3.79732e+08  0  0  0
6.25  4.67082e+06  0  -3.79732e+08  0  0  0
6.26  4.67082e+06  0  -3.79732e+08  0  0  0
6.27  4.67082e+06  0  -3.79732e+08  0  0  0
6.28  4.67082e+06  0  -3.79732e+08  0  0  0
6.29  4.67082e+06  0  -3.79732e+08  0  0  0
6.3  4.67082e+06  0  -3.79732e+08  0  0  0
6.31  4.67082e+06  0  -3.79732e+08  0  0  0
6.32  4.67082e+06  0  -3.79732e+08  0  0  0
6.33  4.67082e+06  0  -3.79732e+08  0  0  0
6.34  4.67082e+06  0  -3.79732e+08  0  0  0
6.35  4.67082e+06  0  -3.79732e+08  0  0  0
6.36  4.67082e+06  0  -3.79732e+08  0  0  0
6.37  4.67082e+06  0  -3.79732e+08  0  0  0
6.38  4.67082e+06  0  -3.79732e+08  0  0  0
6.39  4.67082e+06  0  -3.79732e+08  0  0  0
6.4  4.67082e+06  0  -3.79732e+08  0  0  0
6.41  4.67082e+06  0  -3.79732e+08  0  0  0
6.42  4.67082e+06  0  -3.79732e+08  0  0  0
6.43  4.67082e+06  0  -3.79732e+08  0  0  0
6.44  4.67082e+06  0  -3.79732e+08  0  0  0
6.45  4.67082e+06  0  -3.79732e+08  0  0  0
6.46  4.67082e+06  0  -3.79732e+08  0  0  0
6.47  4.67082e+06  0  -3.79732e+08  0  0  0
6.48  4.67082e+06  0  -3.79732e+08  0  0  0
6.49  4.67082e+06  0  -3.79732e+08  0  0  0
6.5  4.67082e+06  0  -3.79732e+08  0  0  0
6.51  4.67082e+06  0  -3.79732e+08  0  0  0
6.52  4.67082e+06  0  -3.79732e+08  0  0  0
6.53  4.67082e+06  0  -3.79732e+08  0  0  0
6.54  4.67082e+06  0  -3.79732e+08  0  0  0
6.55  4.67082e+06  0  -3.79732e+08  0  0  0
6.56  4.67082e+06  0  -3.79732e+08  0  0  0
6.57  4.67082e+06  0  -3.79732e+08  0  0  0
6.58  4.67082e+06  0  -3.79732e+08  0  0  0
6.59  4.67082e+06  0  -3.79732e+08  0  0  0
6.6  4.67082e+06  0  -3.79732e+08  0  0  0
6.61  4.67082e+06  0  -3.79732e+08  0  0  0
6.62  4.67082e+06  0  -3.79732e+08  0  0  0
6.63  4.67082e+06  0  -3.79732e+08  0  0  0
6.64  4.67082e+06  0  -3.79732e+08  0  0  0
6.65  4.67082e+06  0  -3.79732e+08  0  0  0
6.66  4.67082e+06  0  -3.79732e+08  0  0  0
6.67  4.67082e+06  0  -3.79732e+08  0  0  0
6.68  4.67082e+06  0  -3.79732e+08  0  0  0
6.69  4.67082e+06  0  -3.79732e+08  0  0  0
6.7  4.67082e+06  0  -3.79732e+08  0  0  0
6.71  4.67082e+06  0  -3.79732e+08  0  0  0
6.72  4.67082e+06  0  -3.79732e+08  0  0  0
6.73  4.67082e+06  0  -3.79732e+08  0  0  0
6.74  4.67082e+06  0  -3.79732e+08  0  0  0
6.75  4.67082e+06  0  -3.79732e+08  0  0  0
6.76  4.67082e+06  0  -3.79732e+08  0  0  0
6.77  4.67082e+06  0  -3.79732e+08  0  0  0
6.78  4.67082e+06  0  -3.79732e+08  0  0  0
6.79  4.67082e+06  0  -3.79732e+08  0  0  0
6.8  4.67082e+06  0  -3.79732e+08  0  0  0
6.81  4.67082e+06  0  -3.79732e+08  0  0  0
6.82  4.67082e+06  0  -3.79732e+08  0  0  0
6.83  4.67082e+06  0  -3.79732e+08  0  0  0
6.84  4.67082e+06  0  -3.79732e+08  0  0  0
6.85  4.67082e+06  0  -3.79732e+08  0  0  0
6.86  4.67082e+06  0  -3.79732e+08  0  0  0
6.87  4.67082e+06  0  -3.79732e+08  0  0  0
6.88  4.67082e+06  0  -3.79732e+08  0  0  0
6.89  4.67082e+06  0  -3.79732e+08  0  0  0
6.9  4.67082e+06  0  -3.79732e+08  0  0  0
6.91  4.67082e+06  0  -3.79732e+08  0  0  0
6.92  4.67082e+06  0  -3.79732e+08  0  0  0
6.93  4.67082e+06  0  -3.79732e+08  0  0  0
6.94  4.67082e+06  0  -3.79732e+08  0  0  0
6.95  4.67082e+06  0  -3.79732e+08  0  0  0
6.96  4.67082e+06  0  -3.79732e+08  0  0  0
6.97  4.67082e+06  0  -3.79732e+08  0  0  0
6.98  4.67082e+06  0  -3.79732e+08  0  0  0
6.99  4.67082e+06  0  -3.79732e+08  0  0  0
7  4.67082e+06  0  -3.79732e+08  0  0  0
7.01  4.67082e+06  0  -3.79732e+08  0  0  0
7.02  4.67082e+06  0  -3.79732e+08  0  0  0
7.03  4.67082e+06  0  -3.79732e+08  0  0  0
7.04  4.67082e+06  0  -3.79732e+08  0  0  0
7.05  4.67082e+06  0  -3.79732e+08  0  0  0
7.06  4.67082e+06  0  -3.79732e+08  0  0  0
7.07  4.67082e+06  0  -3.79732e+08  0  0  0
7.08  4.67082e+06  0  -3.79732e+08  0  0  0
7.09  4.67082e+06  0  -3.79732e+08  0  0  0
7.1  4.67082e+06  0  -3.79732e+08  0  0  0
7.11  4.67082e+06  0  -3.79732e+08  0  0  0
7.12  4.67082e+06  0  -3.79732e+08  0  0  0
7.13  4.67082e+06  0  -3.79732e+08  0  0  0
7.14  4.67082e+06  0  -3.79732e+08  0  0  0
7.15  4.67082e+06  0  -3.79732e+08  0  0  0
7.16  4.67082e+06  0  -3.79732e+08  0  0  0
7.17  4.67082e+06  0  -3.79732e+08  0  0  0
7.18  4.67082e+06  0  -3.79732e+08  0  0  0
7.19  4.67082e+06  0  -3.79732e+08  0  0  0
7.2  4.67082e+06  0  -3.79732e+08  0  0  0
7.21  4.67082e+06  0  -3.79732e+08  0  0  0
7.22  4.67082e+06  0  -3.79732e+08  0  0  0
7.23  4.67082e+06  0  -3.79732e+08  0  0  0
7.24  4.67082e+06  0  -3.79732e+08  0  0  0
7.25  4.67082e+06  0  -3.79732e+08  0  0  0
7.26  4.67082e+06  0  -3.79732e+08  0  0  0
7.27  4.67082e+06  0  -3.79732e+08  0  0  0
7.28  4.67082e+06  0  -3.79732e+08  0  0  0
7.29  4.67082e+06  0  -3.79732e+08  0  0  0
7.3  4.67082e+06  0  -3.79732e+08  0  0  0
7.31  4.67082e+06  0  -3.79732e+08  0  0  0
7.32  4.67082e+06  0  -3.79732e+08  0  0  0
7.33  4.67082e+06  0  -3.79732e+08  0  0  0
7.34  4.67082e+06  0  -3.79732e+08  0  0  0
7.35  4.67082e+06  0  -3.79732e+08  0  0  0
7.36  4.67082e+06  0  -3.79732e+08  0  0  0
7.37  4.67082e+06  0  -3.79732e+08  0  0  0
7.38  4.67082e+06  0  -3.79732e+08  0  0  0
7.39  4.67082e+06  0  -3.79732e+08  0  0  0
7.4  4.67082e+06  0  -3.79732e+08  0  0  0
7.41  4.67082e+06  0  -3.79732e+08  0  0  0
7.42  4.67082e+06  0  -3.79732e+08  0  0  0
7.43  4.67082e+06  0  -3.79732e+08  0  0  0
7.44  4.67082e+06  0  -3.79732e+08  0  0  0
7.45  4.67082e+06  0  -3.79732e+08  0  0  0
7.46  4.67082e+06  0  -3.79732e+08  0  0  0
7.47  4.67082e+06  0  -3.79732e+08  0  0  0
7.48  4.67082e+06  0  -3.79732e+08  0  0  0
7.49  4.67082e+06  0  -3.79732e+08  0  0  0
7.5  4.67082e+06  0  -3.79732e+08  0  0  0
7.51  4.67082e+06  0  -3.79732e+08  0  0  0
7.52  4.67082e+06  0  -3.79732e+08  0  0  0
7.53  4.67082e+06  0  -3.79732e+08  0  0  0
7.54  4.67082e+06  0  -3.79732e+08  0  0  0
7.55  4.67082e+06  0  -3.79732e+08  0  0  0
7.56  4.67082e+06  0  -3.79732e+08  0  0  0
7.57  4.67082e+06  0  -3.79732e+08  0  0  0
7.58  4.67082e+06  0  -3.79732e+08  0  0  0
7.59  4.67082e+06  0  -3.79732e+08  0  0  0
7.6  4.67082e+06  0  -3.79732e+08  0  0  0
7.61  4.67082e+06  0  -3.79732e+08  0  0  0
7.62  4.67082e+06  0  -3.79732e+08  0  0  0
7.63  4.67082e+06  0  -3.79732e+08  0  0  0
7.64  4.67082e+06  0  -3.79732e+08  0  0  0
7.65  4.67082e+06  0  -3.79732e+08  0  0  0
7.66  4.67082e+06  0  -3.79732e+08  0  0  0
7.67  4.67082e+06  0  -3.79732e+08  0  0  0
7.68  4.67082e+06  0  -3.79732e+08  0  0  0
7.69  4.67082e+06  0  -3.79732e+08  0  0  0
7.7  4.67082e+06  0  -3.79732e+08  0  0  0
7.71  4.67082e+06  0  -3.79732e+08  0  0  0
7.72  4.67082e+06  0  -3.79732e+08  0  0  0
7.73  4.67082e+06  0  -3.79732e+08  0  0  0
7.74  4.67082e+06  0  -3.79732e+08  0  0  0
7.75  4.67082e+06  0  -3.79732e+08  0  0  0
7.76  4.67082e+06  0  -3.79732e+08  0  0  0
7.77  4.67082e+06  0  -3.79732e+08  0  0  0
7.78  4.67082e+06  0  -3.79732e+08  0  0  0
7.79  4.67082e+06  0  -3.79732e+08  0  0  0
7.8  4.67082e+06  0  -3.79732e+08  0  0  0
7.81  4.67082e+06  0  -3.79732e+08  0  0  0
7.82  4.67082e+06  0  -3.79732e+08  0  0  0
7.83  4.67082e+06  0  -3.79732e+08  0  0  0
7.84  4.67082e+06  0  -3.79732e+08  0  0  0
7.85  4.67082e+06  0  -3.79732e+08  0  0  0
7.86  4.67082e+06  0  -3.79732e+08  0  0  0
7.87  4.67082e+06  0  -3.79732e+08  0  0  0
7.88  4.67082e+06  0  -3.79732e+08  0  0  0
7.89  4.67082e+06  0  -3.79732e+08  0  0  0
7.9  4.67082e+06  0  -3.79732e+08  0  0  0
7.91  4.67082e+06  0  -3.79732e+08  0  0  0
7.92  4.67082e+06  0  -3.79732e+08  0  0  0
7.93  4.67082e+06  0  -3.79732e+08  0  0  0
7.94  4.67082e+06  0  -3.79732e+08  0  0  0
7.95  4.67082e+06  0  -3.79732e+08  0  0  0
7.96  4.67082e+06  0  -3.79732e+08  0  0  0
7.97  4.67082e+06  0  -3.79732e+08  0  0  0
7.98  4.67082e+06  0  -3.79732e+08  0  0  0
7.99  4.67082e+06  0  -3.79732e+08  0  0  0
8  4.67082e+06  0  -3.79732e+08  0  0  0
8.01  4.67082e+06  0  -3.79732e+08  0  0  0
8.02  4.67082e+06  0  -3.79732e+08  0  0  0
8.03  4.67082e+06  0  -3.79732e+08  0  0  0
8.04  4.67082e+06  0  -3.79732e+08  0  0  0
8.05  4.67082e+06  0  -3.79732e+08  0  0  0
8.06  4.67082e+06  0  -3.79732e+08  0  0  0
8.07  4.67082e+06  0  -3.79732e+08  0  0  0
8.08  4.67082e+06  0  -3.79732e+08  0  0  0
8.09  4.67082e+06  0  -3.79732e+08  0  0  0
8.1  4.67082e+06  0  -3.79732e+08  0  0  0
8.11  4.67082e+06  0  -3.79732e+08  0  0  0
8.12  4.67082e+06  0  -3.79732e+08  0  0  0
8.13  4.67082e+06  0  -3.79732e+08  0  0  0
8.14  4.67082e+06  0  -3.79732e+08  0  0  0
8.15  4.67082e+06  0  -3.79732e+08  0  0  0
8.16  4.67082e+06  0  -3.79732e+08  0  0  0
8.17  4.67082e+06  0  -3.79732e+08  0  0  0
8.18  4.67082e+06  0  -3.79732e+08  0  0  0
8.19  4.67082e+06  0  -3.79732e+08  0  0  0
8.2  4.67082e+06  0  -3.79732e+08  0  0  0
8.21  4.67082e+06  0  -3.79732e+08  0  0  0
8.22  4.67082e+06  0  -3.79732e+08  0  0  0
8.23  4.67082e+06  0  -3.79732e+08  0  0  0
8.24  4.67082e+06  0  -3.79732e+08  0  0  0
8.25  4.67082e+06  0  -3.79732e+08  0  0  0
8.26  4.67082e+06  0  -3.79732e+08  0  0  0
8.27  4.67082e+06  0  -3.79732e+08  0  0  0
8.28  4.67082e+06  0  -3.79732e+08  0  0  0
8.29  4.67082e+06  0  -3.79732e+08  0  0  0
8.3  4.67082e+06  0  -3.79732e+08  0  0  0
8.31  4.67082e+06  0  -3.79732e+08  0  0  0
8.32  4.67082e+06  0  -3.79732e+08  0  0  0
8.33  4.67082e+06  0  -3.79732e+08  0  0  0
8.34  4.67082e+06  0  -3.79732e+08  0  0  0
8.35  4.67082e+06  0  -3.79732e+08  0  0  0
8.36  4.67082e+06  0  -3.79732e+08  0  0  0
8.37  4.67082e+06  0  -3.79732e+08  0  0  0
8.38  4.67082e+06  0  -3.79732e+08  0  0  0
8.39  4.67082e+06  0  -3.79732e+08  0  0  0
8.4  4.67082e+06  0  -3.79732e+08  0  0  0
8.41  4.67082e+06  0  -3.79732e+08  0  0  0
8.42  4.67082e+06  0  -3.79732e+08  0  0  0
8.43  4.67082e+06  0  -3.79732e+08  0  0  0
8.44  4.67082e+06  0  -3.79732e+08  0  0  0
8.45  4.67082e+06  0  -3.79732e+08  0  0  0
8.46  4.67082e+06  0  -3.79732e+08  0  0  0
8.47  4.67082e+06  0  -3.79732e+08  0  0  0
8.48  4.67082e+06  0  -3.79732e+08  0  0  0
8.49  4.67082e+06  0  -3.79732e+08  0  0  0
8.5  4.67082e+06  0  -3.79732e+08  0  0  0
8.51  4.67082e+06  0  -3.79732e+08  0  0  0
8.52  4.67082e+06  0  -3.79732e+08  0  0  0
8.53  4.67082e+06  0  -3.79732e+08  0  0  0
8.54  4.67082e+06  0  -3.79732e+08  0  0  0
8.55  4.67082e+06  0  -3.79732e+08  0  0  0
8.56  4.67082e+06  0  -3.79732e+08  0  0  0
8.57  4.67082e+06  0  -3.79732e+08  0  0  0
8.58  4.67082e+06  0  -3.79732e+08  0  0  0
8.59  4.67082e+06  0  -3.79732e+08  0  0  0
8.6  4.67082e+06  0  -3.79732e+08  0  0  0
8.61  4.67082e+06  0  -3.79732e+08  0  0  0
8.62  4.67082e+06  0  -3.79732e+08  0  0  0
8.63  4.67082e+06  0  -3.79732e+08  0  0  0
8.64  4.67082e+06  0  -3.79732e+08  0  0  0
8.65  4.67082e+06  0  -3.79732e+08  0  0  0
8.66  4.67082e+06  0  -3.79732e+08  0  0  0
8.67  4.67082e+06  0  -3.79732e+08  0  0  0
8.68  4.67082e+06  0  -3.79732e+08  0  0  0
8.69  4.67082e+06  0  -3.79732e+08  0  0  0
8.7  4.67082e+06  0  -3.79732e+08  0  0  0
8.71  4.67082e+06  0  -3.79732e+08  0  0  0
8.72  4.67082e+06  0  -3.79732e+08  0  0  0
8.73  4.67082e+06  0  -3.79732e+08  0  0  0
8.74  4.67082e+06  0  -3.79732e+08  0  0  0
8.75  4.67082e+06  0  -3.79732e+08  0  0  0
8.76  4.67082e+06  0  -3.79732e+08  0  0  0
8.77  4.67082e+06  0  -3.79732e+08  0  0  0
8.78  4.67082e+06  0  -3.79732e+08  0  0  0
8.79  4.67082e+06  0  -3.79732e+08  0  0  0
8.8  4.67082e+06  0  -3.79732e+08  0  0  0
8.81  4.67082e+06  0  -3.79732e+08  0  0  0
8.82  4.67082e+06  0  -3.79732e+08  0  0  0
8.83  4.67082e+06  0  -3.79732e+08  0  0  0
8.84  4.67082e+06  0  -3.79732e+08  0  0  0
8.85  4.67082e+06  0  -3.79732e+08  0  0  0
8.86  4.67082e+06  0  -3.79732e+08  0  0  0
8.87  4.67082e+06  0  -3.79732e+08  0  0  0
8.88  4.67082e+06  0  -3.79732e+08  0  0  0
8.89  4.67082e+06  0  -3.79732e+08  0  0  0
8.9  4.67082e+06  0  -3.79732e+08  0  0  0
8.91  4.67082e+06  0  -3.79732e+08  0  0  0
8.92  4.67082e+06  0  -3.79732e+08  0  0  0
8.93  4.67082e+06  0  -3.79732e+08  0  0  0
8.94  4.67082e+06  0  -3.79732e+08  0  0  0
8.95  4.67082e+06  0  -3.79732e+08  0  0  0
8.96  4.67082e+06  0  -3.79732e+08  0  0  0
8.97  4.67082e+06  0  -3.79732e+08  0  0  0
8.98  4.67082e+06  0  -3.79732e+08  0  0  0
8.99  4.67082e+06  0  -3.79732e+08  0  0  0
9  4.67082e+06  0  -3.79732e+08  0  0  0
9.01  4.67082e+06  0  -3.79732e+08  0  0  0
9.02  4.67082e+06  0  -3.79732e+08  0  0  0
9.03  4.67082e+06  0  -3.79732e+08  0  0  0
9.04  4.67082e+06  0  -3.79732e+08  0  0  0
9.05  4.67082e+06  0  -3.79732e+08  0  0  0
9.06  4.67082e+06  0  -3.79732e+08  0  0  0
9.07  4.67082e+06  0  -3.79732e+08  0  0  0
9.08  4.67082e+06  0  -3.79732e+08  0  0  0
9.09  4.67082e+06  0  -3.79732e+08  0  0  0
9.1  4.67082e+06  0  -3.79732e+08  0  0  0
9.11  4.67082e+06  0  -3.79732e+08  0  0  0
9.12  4.67082e+06  0  -3.79732e+08  0  0  0
9.13  4.67082e+06  0  -3.79732e+08  0  0  0
9.14  4.67082e+06  0  -3.79732e+08  0  0  0
9.15  4.67082e+06  0  -3.79732e+08  0  0  0
9.16  4.67082e+06  0  -3.79732e+08  0  0  0
9.17  4.67082e+06  0  -3.79732e+08  0  0  0
9.18  4.67082e+06  0  -3.79732e+08  0  0  0
9.19  4.67082e+06  0  -3.79732e+08  0  0  0
9.2  4.67082e+06  0  -3.79732e+08  0  0  0
9.21  4.67082e+06  0  -3.79732e+08  0  0  0
9.22  4.67082e+06  0  -3.79732e+08  0  0  0
9.23  4.67082e+06  0  -3.79732e+08  0  0  0
9.24  4.67082e+06  0  -3.79732e+08  0  0  0
9.25  4.67082e+06  0  -3.79732e+08  0  0  0
9.26  4.67082e+06  0  -3.79732e+08  0  0  0
9.27  4.67082e+06  0  -3.79732e+08  0  0  0
9.28  4.67082e+06  0  -3.79732e+08  0  0  0
9.29  4.67082e+06  0  -3.79732e+08  0  0  0
9.3  4.67082e+06  0  -3.79732e+08  0  0  0
9.31  4.67082e+06  0  -3.79732e+08  0  0  0
9.32  4.67082e+06  0  -3.79732e+08  0  0  0
9.33  4.67082e+06  0  -3.79732e+08  0  0  0
9.34  4.67082e+06  0  -3.79732e+08  0  0  0
9.35  4.67082e+06  0  -3.79732e+08  0  0  0
9.36  4.67082e+06  0  -3.79732e+08  0  0  0
9.37  4.67082e+06  0  -3.79732e+08  0  0  0
9.38  4.67082e+06  0  -3.79732e+08  0  0  0
9.39  4.67082e+06  0  -3.79732e+08  0  0  0
9.4  4.67082e+06  0  -3.79732e+08  0  0  0
9.41  4.67082e+06  0  -3.79732e+08  0  0  0
9.42  4.67082e+06  0  -3.79732e+08  0  0  0
9.43  4.67082e+06  0  -3.79732e+08  0  0  0
9.44  4.67082e+06  0  -3.79732e+08  0  0  0
9.45  4.67082e+06  0  -3.79732e+08  0  0  0
9.46  4.67082e+06  0  -3.79732e+08  0  0  0
9.47  4.67082e+06  0  -3.79732e+08  0  0  0
9.48  4.67082e+06  0  -3.79732e+08  0  0  0
9.49  4.67082e+06  0  -3.79732e+08  0  0  0
9.5  4.67082e+06  0  -3.79732e+08  0  0  0
9.51  4.67082e+06  0  -3.79732e+08  0  0  0
9.52  4.67082e+06  0  -3.79732e+08  0  0  0
9.53  4.67082e+06  0  -3.79732e+08  0  0  0
9.54  4.67082e+06  0  -3.79732e+08  0  0  0
9.55  4.67082e+06  0  -3.79732e+08  0  0  0
9.56  4.67082e+06  0  -3.79732e+08  0  0  0
9.57  4.67082e+06  0  -3.79732e+08  0  0  0
9.58  4.67082e+06  0  -3.79732e+08  0  0  0
9.59  4.67082e+06  0  -3.79732e+08  0  0  0
9.6  4.67082e+06  0  -3.79732e+08  0  0  0
