# t  xE  yE  xM  yM  xA  yA
9.61  4.67082e+06  0  -3.79732e+08  0  0  0
9.62  4.67082e+06  0  -3.79732e+08  0  0  0
9.63  4.67082e+06  0  -3.79732e+08  0  0  0
9.64  4.67082e+06  0  -3.79732e+08  0  0  0
9.65  4.67082e+06  0  -3.79732e+08  0  0  0
9.66  4.67082e+06  0  -3.79732e+08  0  0  0
9.67  4.67082e+06  0  -3.79732e+08  0  0  0
9.68  4.67082e+06  0  -3.79732e+08  0  0  0
9.69  4.67082e+06  0  -3.79732e+08  0  0  0
9.7  4.67082e+06  0  -3.79732e+08  0  0  0
9.71  4.67082e+06  0  -3.79732e+08  0  0  0
9.72  4.67082e+06  0  -3.79732e+08  0  0  0
9.73  4.67082e+06  0  -3.79732e+08  0  0  0
9.74  4.67082e+06  0  -3.79732e+08  0  0  0
9.75  4.67082e+06  0  -3.79732e+08  0  0  0
9.76  4.67082e+06  0  -3.79732e+08  0  0  0
9.77  4.67082e+06  0  -3.79732e+08  0  0  0
9.78  4.67082e+06  0  -3.79732e+08  0  0  0
9.79  4.67082e+06  0  -3.79732e+08  0  0  0
9.8  4.67082e+06  0  -3.79732e+08  0  0  0
9.81  4.67082e+06  0  -3.79732e+08  0  0  0
9.82  4.67082e+06  0  -3.79732e+08  0  0  0
9.83  4.67082e+06  0  -3.79732e+08  0  0  0
9.84  4.67082e+06  0  -3.79732e+08  0  0  0
9.85  4.67082e+06  0  -3.79732e+08  0  0  0
9.86  4.67082e+06  0  -3.79732e+08  0  0  0
9.87  4.67082e+06  0  -3.79732e+08  0  0  0
9.88  4.67082e+06  0  -3.79732e+08  0  0  0
9.89  4.67082e+06  0  -3.79732e+08  0  0  0
9.9  4.67082e+06  0  -3.79732e+08  0  0  0
9.91  4.67082e+06  0  -3.79732e+08  0  0  0
9.92  4.67082e+06  0  -3.79732e+08  0  0  0
9.93  4.67082e+06  0  -3.79732e+08  0  0  0
9.94  4.67082e+06  0  -3.79732e+08  0  0  0
9.95  4.67082e+06  0  -3.79732e+08  0  0  0
9.96  4.67082e+06  0  -3.79732e+08  0  0  0
9.97  4.67082e+06  0  -3.79732e+08  0  0  0
9.98  4.67082e+06  0  -3.79732e+08  0  0  0
9.99  4.67082e+06  0  -3.79732e+08  0  0  0
10  4.67082e+06  0  -3.79732e+08  0  0  0
10.01  4.67082e+06  0  -3.79732e+08  0  0  0
10.02  4.67082e+06  0  -3.79732e+08  0  0  0
10.03  4.67082e+06  0  -3.79732e+08  0  0  0
10.04  4.67082e+06  0  -3.79732e+08  0  0  0
10.05  4.67082e+06  0  -3.79732e+08  0  0  0
10.06  4.67082e+06  0  -3.79732e+08  0  0  0
10.07  4.67082e+06  0  -3.79732e+08  0  0  0
10.08  4.67082e+06  0  -3.79732e+08  0  0  0
10.09  4.67082e+06  0  -3.79732e+08  0  0  0
10.1  4.67082e+06  0  -3.79732e+08  0  0  0
10.11  4.67082e+06  0  -3.79732e+08  0  0  0
10.12  4.67082e+06  0  -3.79732e+08  0  0  0
10.13  4.67082e+06  0  -3.79732e+08  0  0  0
10.14  4.67082e+06  0  -3.79732e+08  0  0  0
10.15  4.67082e+06  0  -3.79732e+08  0  0  0
10.16  4.67082e+06  0  -3.79732e+08  0  0  0
10.17  4.67082e+06  0  -3.79732e+08  0  0  0
10.18  4.67082e+06  0  -3.79732e+08  0  0  0
10.19  4.67082e+06  0  -3.79732e+08  0  0  0
10.2  4.67082e+06  0  -3.79732e+08  0  0  0
10.21  4.67082e+06  0  -3.79732e+08  0  0  0
10.22  4.67082e+06  0  -3.79732e+08  0  0  0
10.23  4.67082e+06  0  -3.79732e+08  0  0  0
10.24  4.67082e+06  0  -3.79732e+08  0  0  0
10.25  4.67082e+06  0  -3.79732e+08  0  0  0
10.26  4.67082e+06  0  -3.79732e+08  0  0  0
10.27  4.67082e+06  0  -3.79732e+08  0  0  0
10.28  4.67082e+06  0  -3.79732e+08  0  0  0
10.29  4.67082e+06  0  -3.79732e+08  0  0  0
10.3  4.67082e+06  0  -3.79732e+08  0  0  0
10.31  4.67082e+06  0  -3.79732e+08  0  0  0
10.32  4.67082e+06  0  -3.79732e+08  0  0  0
10.33  4.67082e+06  0  -3.79732e+08  0  0  0
10.34  4.67082e+06  0  -3.79732e+08  0  0  0
10.35  4.67082e+06  0  -3.79732e+08  0  0  0
10.36  4.67082e+06  0  -3.79732e+08  0  0  0
10.37  4.67082e+06  0  -3.79732e+08  0  0  0
10.38  4.67082e+06  0  -3.79732e+08  0  0  0
10.39  4.67082e+06  0  -3.79732e+08  0  0  0
10.4  4.67082e+06  0  -3.79732e+08  0  0  0
10.41  4.67082e+06  0  -3.79732e+08  0  0  0
10.42  4.67082e+06  0  -3.79732e+08  0  0  0
10.43  4.67082e+06  0  -3.79732e+08  0  0  0
10.44  4.67082e+06  0  -3.79732e+08  0  0  0
10.45  4.67082e+06  0  -3.79732e+08  0  0  0
10.46  4.67082e+06  0  -3.79732e+08  0  0  0
10.47  4.67082e+06  0  -3.79732e+08  0  0  0
10.48  4.67082e+06  0  -3.79732e+08  0  0  0
10.49  4.67082e+06  0  -3.79732e+08  0  0  0
10.5  4.67082e+06  0  -3.79732e+08  0  0  0
10.51  4.67082e+06  0  -3.79732e+08  0  0  0
10.52  4.67082e+06  0  -3.79732e+08  0  0  0
10.53  4.67082e+06  0  -3.79732e+08  0  0  0
10.54  4.67082e+06  0  -3.79732e+08  0  0  0
10.55  4.67082e+06  0  -3.79732e+08  0  0  0
10.56  4.67082e+06  0  -3.79732e+08  0  0  0
10.57  4.67082e+06  0  -3.79732e+08  0  0  0
10.58  4.67082e+06  0  -3.79732e+08  0  0  0
10.59  4.67082e+06  0  -3.79732e+08  0  0  0
10.6  4.67082e+06  0  -3.79732e+08  0  0  0
10.61  4.67082e+06  0  -3.79732e+08  0  0  0
10.62  4.67082e+06  0  -3.79732e+08  0  0  0
10.63  4.67082e+06  0  -3.79732e+08  0  0  0
10.64  4.67082e+06  0  -3.79732e+08  0  0  0
10.65  4.67082e+06  0  -3.79732e+08  0  0  0
10.66  4.67082e+06  0  -3.79732e+08  0  0  0
10.67  4.67082e+06  0  -3.79732e+08  0  0  0
10.68  4.67082e+06  0  -3.79732e+08  0  0  0
10.69  4.67082e+06  0  -3.79732e+08  0  0  0
10.7  4.67082e+06  0  -3.79732e+08  0  0  0
10.71  4.67082e+06  0  -3.79732e+08  0  0  0
10.72  4.67082e+06  0  -3.79732e+08  0  0  0
10.73  4.67082e+06  0  -3.79732e+08  0  0  0
10.74  4.67082e+06  0  -3.79732e+08  0  0  0
10.75  4.67082e+06  0  -3.79732e+08  0  0  0
10.76  4.67082e+06  0  -3.79732e+08  0  0  0
10.77  4.67082e+06  0  -3.79732e+08  0  0  0
10.78  4.67082e+06  0  -3.79732e+08  0  0  0
10.79  4.67082e+06  0  -3.79732e+08  0  0  0
10.8  4.67082e+06  0  -3.79732e+08  0  0  0
10.81  4.67082e+06  0  -3.79732e+08  0  0  0
10.82  4.67082e+06  0  -3.79732e+08  0  0  0
10.83  4.67082e+06  0  -3.79732e+08  0  0  0
10.84  4.67082e+06  0  -3.79732e+08  0  0  0
10.85  4.67082e+06  0  -3.79732e+08  0  0  0
10.86  4.67082e+06  0  -3.79732e+08  0  0  0
10.87  4.67082e+06  0  -3.79732e+08  0  0  0
10.88  4.67082e+06  0  -3.79732e+08  0  0  0
10.89  4.67082e+06  0  -3.79732e+08  0  0  0
10.9  4.67082e+06  0  -3.79732e+08  0  0  0
10.91  4.67082e+06  0  -3.79732e+08  0  0  0
10.92  4.67082e+06  0  -3.79732e+08  0  0  0
10.93  4.67082e+06  0  -3.79732e+08  0  0  0
10.94  4.67082e+06  0  -3.79732e+08  0  0  0
10.95  4.67082e+06  0  -3.79732e+08  0  0  0
10.96  4.67082e+06  0  -3.79732e+08  0  0  0
10.97  4.67082e+06  0  -3.79732e+08  0  0  0
10.98  4.67082e+06  0  -3.79732e+08  0  0  0
10.99  4.67082e+06  0  -3.79732e+08  0  0  0
11  4.67082e+06  0  -3.79732e+08  0  0  0
11.01  4.67082e+06  0  -3.79732e+08  0  0  0
11.02  4.67082e+06  0  -3.79732e+08  0  0  0
11.03  4.67082e+06  0  -3.79732e+08  0  0  0
11.04  4.67082e+06  0  -3.79732e+08  0  0  0
11.05  4.67082e+06  0  -3.79732e+08  0  0  0
11.06  4.67082e+06  0  -3.79732e+08  0  0  0
11.07  4.67082e+06  0  -3.79732e+08  0  0  0
11.08  4.67082e+06  0  -3.79732e+08  0  0  0
11.09  4.67082e+06  0  -3.79732e+08  0  0  0
11.1  4.67082e+06  0  -3.79732e+08  0  0  0
11.11  4.67082e+06  0  -3.79732e+08  0  0  0
11.12  4.67082e+06  0  -3.79732e+08  0  0  0
11.13  4.67082e+06  0  -3.79732e+08  0  0  0
11.14  4.67082e+06  0  -3.79732e+08  0  0  0
11.15  4.67082e+06  0  -3.79732e+08  0  0  0
11.16  4.67082e+06  0  -3.79732e+08  0  0  0
11.17  4.67082e+06  0  -3.79732e+08  0  0  0
11.18  4.67082e+06  0  -3.79732e+08  0  0  0
11.19  4.67082e+06  0  -3.79732e+08  0  0  0
11.2  4.67082e+06  0  -3.79732e+08  0  0  0
11.21  4.67082e+06  0  -3.79732e+08  0  0  0
11.22  4.67082e+06  0  -3.79732e+08  0  0  0
11.23  4.67082e+06  0  -3.79732e+08  0  0  0
11.24  4.67082e+06  0  -3.79732e+08  0  0  0
11.25  4.67082e+06  0  -3.79732e+08  0  0  0
11.26  4.67082e+06  0  -3.79732e+08  0  0  0
11.27  4.67082e+06  0  -3.79732e+08  0  0  0
11.28  4.67082e+06  0  -3.79732e+08  0  0  0
11.29  4.67082e+06  0  -3.79732e+08  0  0  0
11.3  4.67082e+06  0  -3.79732e+08  0  0  0
11.31  4.67082e+06  0  -3.79732e+08  0  0  0
11.32  4.67082e+06  0  -3.79732e+08  0  0  0
11.33  4.67082e+06  0  -3.79732e+08  0  0  0
11.34  4.67082e+06  0  -3.79732e+08  0  0  0
11.35  4.67082e+06  0  -3.79732e+08  0  0  0
11.36  4.67082e+06  0  -3.79732e+08  0  0  0
11.37  4.67082e+06  0  -3.79732e+08  0  0  0
11.38  4.67082e+06  0  -3.79732e+08  0  0  0
11.39  4.67082e+06  0  -3.79732e+08  0  0  0
11.4  4.67082e+06  0  -3.79732e+08  0  0  0
11.41  4.67082e+06  0  -3.79732e+08  0  0  0
11.42  4.67082e+06  0  -3.79732e+08  0  0  0
11.43  4.67082e+06  0  -3.79732e+08  0  0  0
11.44  4.67082e+06  0  -3.79732e+08  0  0  0
11.45  4.67082e+06  0  -3.79732e+08  0  0  0
11.46  4.67082e+06  0  -3.79732e+08  0  0  0
11.47  4.67082e+06  0  -3.79732e+08  0  0  0
11.48  4.67082e+06  0  -3.79732e+08  0  0  0
11.49  4.67082e+06  0  -3.79732e+08  0  0  0
11.5  4.67082e+06  0  -3.79732e+08  0  0  0
11.51  4.67082e+06  0  -3.79732e+08  0  0  0
11.52  4.67082e+06  0  -3.79732e+08  0  0  0
11.53  4.67082e+06  0  -3.79732e+08  0  0  0
11.54  4.67082e+06  0  -3.79732e+08  0  0  0
11.55  4.67082e+06  0  -3.79732e+08  0  0  0
11.56  4.67082e+06  0  -3.79732e+08  0  0  0
11.57  4.67082e+06  0  -3.79732e+08  0  0  0
11.58  4.67082e+06  0  -3.79732e+08  0  0  0
11.59  4.67082e+06  0  -3.79732e+08  0  0  0
11.6  4.67082e+06  0  -3.79732e+08  0  0  0
11.61  4.67082e+06  0  -3.79732e+08  0  0  0
11.62  4.67082e+06  0  -3.79732e+08  0  0  0
11.63  4.67082e+06  0  -3.79732e+08  0  0  0
11.64  4.67082e+06  0  -3.79732e+08  0  0  0
11.65  4.67082e+06  0  -3.79732e+08  0  0  0
11.66  4.67082e+06  0  -3.79732e+08  0  0  0
11.67  4.67082e+06  0  -3.79732e+08  0  0  0
11.68  4.67082e+06  0  -3.79732e+08  0  0  0
11.69  4.67082e+06  0  -3.79732e+08  0  0  0
11.7  4.67082e+06  0  -3.79732e+08  0  0  0
11.71  4.67082e+06  0  -3.79732e+08  0  0  0
11.72  4.67082e+06  0  -3.79732e+08  0  0  0
11.73  4.67082e+06  0  -3.79732e+08  0  0  0
11.74  4.67082e+06  0  -3.79732e+08  0  0  0
11.75  4.67082e+06  0  -3.79732e+08  0  0  0
11.76  4.67082e+06  0  -3.79732e+08  0  0  0
11.77  4.67082e+06  0  -3.79732e+08  0  0  0
11.78  4.67082e+06  0  -3.79732e+08  0  0  0
11.79  4.67082e+06  0  -3.79732e+08  0  0  0
11.8  4.67082e+06  0  -3.79732e+08  0  0  0
11.81  4.67082e+06  0  -3.79732e+08  0  0  0
11.82  4.67082e+06  0  -3.79732e+08  0  0  0
11.83  4.67082e+06  0  -3.79732e+08  0  0  0
11.84  4.67082e+06  0  -3.79732e+08  0  0  0
11.85  4.67082e+06  0  -3.79732e+08  0  0  0
11.86  4.67082e+06  0  -3.79732e+08  0  0  0
11.87  4.67082e+06  0  -3.79732e+08  0  0  0
11.88  4.67082e+06  0  -3.79732e+08  0  0  0
11.89  4.67082e+06  0  -3.79732e+08  0  0  0
11.9  4.67082e+06  0  -3.79732e+08  0  0  0
11.91  4.67082e+06  0  -3.79732e+08  0  0  0
11.92  4.67082e+06  0  -3.79732e+08  0  0  0
11.93  4.67082e+06  0  -3.79732e+08  0  0  0
11.94  4.67082e+06  0  -3.79732e+08  0  0  0
11.95  4.67082e+06  0  -3.79732e+08  0  0  0
11.96  4.67082e+06  0  -3.79732e+08  0  0  0
11.97  4.67082e+06  0  -3.79732e+08  0  0  0
11.98  4.67082e+06  0  -3.79732e+08  0  0  0
11.99  4.67082e+06  0  -3.79732e+08  0  0  0
12  4.67082e+06  0  -3.79732e+08  0  0  0
12.01  4.67082e+06  0  -3.79732e+08  0  0  0
12.02  4.67082e+06  0  -3.79732e+08  0  0  0
12.03  4.67082e+06  0  -3.79732e+08  0  0  0
12.04  4.67082e+06  0  -3.79732e+08  0  0  0
12.05  4.67082e+06  0  -3.79732e+08  0  0  0
12.06  4.67082e+06  0  -3.79732e+08  0  0  0
12.07  4.67082e+06  0  -3.79732e+08  0  0  0
12.08  4.67082e+06  0  -3.79732e+08  0  0  0
12.09  4.67082e+06  0  -3.79732e+08  0  0  0
12.1  4.67082e+06  0  -3.79732e+08  0  0  0
12.11  4.67082e+06  0  -3.79732e+08  0  0  0
12.12  4.67082e+06  0  -3.79732e+08  0  0  0
12.13  4.67082e+06  0  -3.79732e+08  0  0  0
12.14  4.67082e+06  0  -3.79732e+08  0  0  0
12.15  4.67082e+06  0  -3.79732e+08  0  0  0
12.16  4.67082e+06  0  -3.79732e+08  0  0  0
12.17  4.67082e+06  0  -3.79732e+08  0  0  0
12.18  4.67082e+06  0  -3.79732e+08  0  0  0
12.19  4.67082e+06  0  -3.79732e+08  0  0  0
12.2  4.67082e+06  0  -3.79732e+08  0  0  0
12.21  4.67082e+06  0  -3.79732e+08  0  0  0
12.22  4.67082e+06  0  -3.79732e+08  0  0  0
12.23  4.67082e+06  0  -3.79732e+08  0  0  0
12.24  4.67082e+06  0  -3.79732e+08  0  0  0
12.25  4.67082e+06  0  -3.79732e+08  0  0  0
12.26  4.67082e+06  0  -3.79732e+08  0  0  0
12.27  4.67082e+06  0  -3.79732e+08  0  0  0
12.28  4.67082e+06  0  -3.79732e+08  0  0  0
12.29  4.67082e+06  0  -3.79732e+08  0  0  0
12.3  4.67082e+06  0  -3.79732e+08  0  0  0
12.31  4.67082e+06  0  -3.79732e+08  0  0  0
12.32  4.67082e+06  0  -3.79732e+08  0  0  0
12.33  4.67082e+06  0  -3.79732e+08  0  0  0
12.34  4.67082e+06  0  -3.79732e+08  0  0  0
12.35  4.67082e+06  0  -3.79732e+08  0  0  0
12.36  4.67082e+06  0  -3.79732e+08  0  0  0
12.37  4.67082e+06  0  -3.79732e+08  0  0  0
12.38  4.67082e+06  0  -3.79732e+08  0  0  0
12.39  4.67082e+06  0  -3.79732e+08  0  0  0
12.4  4.67082e+06  0  -3.79732e+08  0  0  0
12.41  4.67082e+06  0  -3.79732e+08  0  0  0
12.42  4.67082e+06  0  -3.79732e+08  0  0  0
12.43  4.67082e+06  0  -3.79732e+08  0  0  0
12.44  4.67082e+06  0  -3.79732e+08  0  0  0
12.45  4.67082e+06  0  -3.79732e+08  0  0  0
12.46  4.67082e+06  0  -3.79732e+08  0  0  0
12.47  4.67082e+06  0  -3.79732e+08  0  0  0
12.48  4.67082e+06  0  -3.79732e+08  0  0  0
12.49  4.67082e+06  0  -3.79732e+08  0  0  0
12.5  4.67082e+06  0  -3.79732e+08  0  0  0
12.51  4.67082e+06  0  -3.79732e+08  0  0  0
12.52  4.67082e+06  0  -3.79732e+08  0  0  0
12.53  4.67082e+06  0  -3.79732e+08  0  0  0
12.54  4.67082e+06  0  -3.79732e+08  0  0  0
12.55  4.67082e+06  0  -3.79732e+08  0  0  0
12.56  4.67082e+06  0  -3.79732e+08  0  0  0
12.57  4.67082e+06  0  -3.79732e+08  0  0  0
12.58  4.67082e+06  0  -3.79732e+08  0  0  0
12.59  4.67082e+06  0  -3.79732e+08  0  0  0
12.6  4.67082e+06  0  -3.79732e+08  0  0  0
12.61  4.67082e+06  0  -3.79732e+08  0  0  0
12.62  4.67082e+06  0  -3.79732e+08  0  0  0
12.63  4.67082e+06  0  -3.79732e+08  0  0  0
12.64  4.67082e+06  0  -3.79732e+08  0  0  0
12.65  4.67082e+06  0  -3.79732e+08  0  0  0
12.66  4.67082e+06  0  -3.79732e+08  0  0  0
12.67  4.67082e+06  0  -3.79732e+08  0  0  0
12.68  4.67082e+06  0  -3.79732e+08  0  0  0
12.69  4.67082e+06  0  -3.79732e+08  0  0  0
12.7  4.67082e+06  0  -3.79732e+08  0  0  0
12.71  4.67082e+06  0  -3.79732e+08  0  0  0
12.72  4.67082e+06  0  -3.79732e+08  0  0  0
12.73  4.67082e+06  0  -3.79732e+08  0  0  0
12.74  4.67082e+06  0  -3.79732e+08  0  0  0
12.75  4.67082e+06  0  -3.79732e+08  0  0  0
12.76  4.67082e+06  0  -3.79732e+08  0  0  0
12.77  4.67082e+06  0  -3.79732e+08  0  0  0
12.78  4.67082e+06  0  -3.79732e+08  0  0  0
12.79  4.67082e+06  0  -3.79732e+08  0  0  0
12.8  4.67082e+06  0  -3.79732e+08  0  0  0
12.81  4.67082e+06  0  -3.79732e+08  0  0  0
12.82  4.67082e+06  0  -3.79732e+08  0  0  0
12.83  4.67082e+06  0  -3.79732e+08  0  0  0
12.84  4.67082e+06  0  -3.79732e+08  0  0  0
12.85  4.67082e+06  0  -3.79732e+08  0  0  0
12.86  4.67082e+06  0  -3.79732e+08  0  0  0
12.87  4.67082e+06  0  -3.79732e+08  0  0  0
12.88  4.67082e+06  0  -3.79732e+08  0  0  0
12.89  4.67082e+06  0  -3.79732e+08  0  0  0
12.9  4.67082e+06  0  -3.79732e+08  0  0  0
12.91  4.67082e+06  0  -3.79732e+08  0  0  0
12.92  4.67082e+06  0  -3.79732e+08  0  0  0
12.93  4.67082e+06  0  -3.79732e+08  0  0  0
12.94  4.67082e+06  0  -3.79732e+08  0  0  0
12.95  4.67082e+06  0  -3.79732e+08  0  0  0
12.96  4.67082e+06  0  -3.79732e+08  0  0  0
12.97  4.67082e+06  0  -3.79732e+08  0  0  0
12.98  4.67082e+06  0  -3.79732e+08  0  0  0
12.99  4.67082e+06  0  -3.79732e+08  0  0  0
13  4.67082e+06  0  -3.79732e+08  0  0  0
13.01  4.67082e+06  0  -3.79732e+08  0  0  0
13.02  4.67082e+06  0  -3.79732e+08  0  0  0
13.03  4.67082e+06  0  -3.79732e+08  0  0  0
13.04  4.67082e+06  0  -3.79732e+08  0  0  0
13.05  4.67082e+06  0  -3.79732e+08  0  0  0
13.06  4.67082e+06  0  -3.79732e+08  0  0  0
13.07  4.67082e+06  0  -3.79732e+08  0  0  0
13.08  4.67082e+06  0  -3.79732e+08  0  0  0
13.09  4.67082e+06  0  -3.79732e+08  0  0  0
13.1  4.67082e+06  0  -3.79732e+08  0  0  0
13.11  4.67082e+06  0  -3.79732e+08  0  0  0
13.12  4.67082e+06  0  -3.79732e+08  0  0  0
13.13  4.67082e+06  0  -3.79732e+08  0  0  0
13.14  4.67082e+06  0  -3.79732e+08  0  0  0
13.15  4.67082e+06  0  -3.79732e+08  0  0  0
13.16  4.67082e+06  0  -3.79732e+08  0  0  0
13.17  4.67082e+06  0  -3.79732e+08  0  0  0
13.18  4.67082e+06  0  -3.79732e+08  0  0  0
13.19  4.67082e+06  0  -3.79732e+08  0  0  0
13.2  4.67082e+06  0  -3.79732e+08  0  0  0
13.21  4.67082e+06  0  -3.79732e+08  0  0  0
13.22  4.67082e+06  0  -3.79732e+08  0  0  0
13.23  4.67082e+06  0  -3.79732e+08  0  0  0
13.24  4.67082e+06  0  -3.79732e+08  0  0  0
13.25  4.67082e+06  0  -3.79732e+08  0  0  0
13.26  4.67082e+06  0  -3.79732e+08  0  0  0
13.27  4.67082e+06  0  -3.79732e+08  0  0  0
13.28  4.67082e+06  0  -3.79732e+08  0  0  0
13.29  4.67082e+06  0  -3.79732e+08  0  0  0
13.3  4.67082e+06  0  -3.79732e+08  0  0  0
13.31  4.67082e+06  0  -3.79732e+08  0  0  0
13.32  4.67082e+06  0  -3.79732e+08  0  0  0
13.33  4.67082e+06  0  -3.79732e+08  0  0  0
13.34  4.67082e+06  0  -3.79732e+08  0  0  0
13.35  4.67082e+06  0  -3.79732e+08  0  0  0
13.36  4.67082e+06  0  -3.79732e+08  0  0  0
13.37  4.67082e+06  0  -3.79732e+08  0  0  0
13.38  4.67082e+06  0  -3.79732e+08  0  0  0
13.39  4.67082e+06  0  -3.79732e+08  0  0  0
13.4  4.67082e+06  0  -3.79732e+08  0  0  0
13.41  4.67082e+06  0  -3.79732e+08  0  0  0
13.42  4.67082e+06  0  -3.79732e+08  0  0  0
13.43  4.67082e+06  0  -3.79732e+08  0  0  0
13.44  4.67082e+06  0  -3.79732e+08  0  0  0
13.45  4.67082e+06  0  -3.79732e+08  0  0  0
13.46  4.67082e+06  0  -3.79732e+08  0  0  0
13.47  4.67082e+06  0  -3.79732e+08  0  0  0
13.48  4.67082e+06  0  -3.79732e+08  0  0  0
13.49  4.67082e+06  0  -3.79732e+08  0  0  0
13.5  4.67082e+06  0  -3.79732e+08  0  0  0
13.51  4.67082e+06  0  -3.79732e+08  0  0  0
13.52  4.67082e+06  0  -3.79732e+08  0  0  0
13.53  4.67082e+06  0  -3.79732e+08  0  0  0
13.54  4.67082e+06  0  -3.79732e+08  0  0  0
13.55  4.67082e+06  0  -3.79732e+08  0  0  0
13.56  4.67082e+06  0  -3.79732e+08  0  0  0
13.57  4.67082e+06  0  -3.79732e+08  0  0  0
13.58  4.67082e+06  0  -3.79732e+08  0  0  0
13.59  4.67082e+06  0  -3.79732e+08  0  0  0
13.6  4.67082e+06  0  -3.79732e+08  0  0  0
13.61  4.67082e+06  0  -3.79732e+08  0  0  0
13.62  4.67082e+06  0  -3.79732e+08  0  0  0
13.63  4.67082e+06  0  -3.79732e+08  0  0  0
13.64  4.67082e+06  0  -3.79732e+08  0  0  0
13.65  4.67082e+06  0  -3.79732e+08  0  0  0
13.66  4.67082e+06  0  -3.79732e+08  0  0  0
13.67  4.67082e+06  0  -3.79732e+08  0  0  0
13.68  4.67082e+06  0  -3.79732e+08  0  0  0
13.69  4.67082e+06  0  -3.79732e+08  0  0  0
13.7  4.67082e+06  0  -3.79732e+08  0  0  0
13.71  4.67082e+06  0  -3.79732e+08  0  0  0
13.72  4.67082e+06  0  -3.79732e+08  0  0  0
13.73  4.67082e+06  0  -3.79732e+08  0  0  0
13.74  4.67082e+06  0  -3.79732e+08  0  0  0
13.75  4.67082e+06  0  -3.79732e+08  0  0  0
13.76  4.67082e+06  0  -3.79732e+08  0  0  0
13.77  4.67082e+06  0  -3.79732e+08  0  0  0
13.78  4.67082e+06  0  -3.79732e+08  0  0  0
13.79  4.67082e+06  0  -3.79732e+08  0  0  0
13.8  4.67082e+06  0  -3.79732e+08  0  0  0
13.81  4.67082e+06  0  -3.79732e+08  0  0  0
13.82  4.67082e+06  0  -3.79732e+08  0  0  0
13.83  4.67082e+06  0  -3.79732e+08  0  0  0
13.84  4.67082e+06  0  -3.79732e+08  0  0  0
13.85  4.67082e+06  0  -3.79732e+08  0  0  0
13.86  4.67082e+06  0  -3.79732e+08  0  0  0
13.87  4.67082e+06  0  -3.79732e+08  0  0  0
13.88  4.67082e+06  0  -3.79732e+08  0  0  0
13.89  4.67082e+06  0  -3.79732e+08  0  0  0
13.9  4.67082e+06  0  -3.79732e+08  0  0  0
13.91  4.67082e+06  0  -3.79732e+08  0  0  0
13.92  4.67082e+06  0  -3.79732e+08  0  0  0
13.93  4.67082e+06  0  -3.79732e+08  0  0  0
13.94  4.67082e+06  0  -3.79732e+08  0  0  0
13.95  4.67082e+06  0  -3.79732e+08  0  0  0
13.96  4.67082e+06  0  -3.79732e+08  0  0  0
13.97  4.67082e+06  0  -3.79732e+08  0  0  0
13.98  4.67082e+06  0  -3.79732e+08  0  0  0
13.99  4.67082e+06  0  -3.79732e+08  0  0  0
14  4.67082e+06  0  -3.79732e+08  0  0  0
14.01  4.67082e+06  0  -3.79732e+08  0  0  0
14.02  4.67082e+06  0  -3.79732e+08  0  0  0
14.03  4.67082e+06  0  -3.79732e+08  0  0  0
14.04  4.67082e+06  0  -3.79732e+08  0  0  0
14.05  4.67082e+06  0  -3.79732e+08  0  0  0
14.06  4.67082e+06  0  -3.79732e+08  0  0  0
14.07  4.67082e+06  0  -3.79732e+08  0  0  0
14.08  4.67082e+06  0  -3.79732e+08  0  0  0
14.09  4.67082e+06  0  -3.79732e+08  0  0  0
14.1  4.67082e+06  0  -3.79732e+08  0  0  0
14.11  4.67082e+06  0  -3.79732e+08  0  0  0
14.12  4.67081e+06  0  -3.79732e+08  0  0  0
14.13  4.67081e+06  0  -3.79732e+08  0  0  0
14.14  4.67081e+06  0  -3.79732e+08  0  0  0
14.15  4.67081e+06  0  -3.79732e+08  0  0  0
14.16  4.67081e+06  0  -3.79732e+08  0  0  0
14.17  4.67081e+06  0  -3.79732e+08  0  0  0
14.18  4.67081e+06  0  -3.79732e+08  0  0  0
14.19  4.67081e+06  0  -3.79732e+08  0  0  0
14.2  4.67081e+06  0  -3.79732e+08  0  0  0
14.21  4.67081e+06  0  -3.79732e+08  0  0  0
14.22  4.67081e+06  0  -3.79732e+08  0  0  0
14.23  4.67081e+06  0  -3.79732e+08  0  0  0
14.24  4.67081e+06  0  -3.79732e+08  0  0  0
14.25  4.67081e+06  0  -3.79732e+08  0  0  0
14.26  4.67081e+06  0  -3.79732e+08  0  0  0
14.27  4.67081e+06  0  -3.79732e+08  0  0  0
14.28  4.67081e+06  0  -3.79732e+08  0  0  0
14.29  4.67081e+06  0  -3.79732e+08  0  0  0
14.3  4.67081e+06  0  -3.79732e+08  0  0  0
14.31  4.67081e+06  0  -3.79732e+08  0  0  0
14.32  4.67081e+06  0  -3.79732e+08  0  0  0
14.33  4.67081e+06  0  -3.79732e+08  0  0  0
14.34  4.67081e+06  0  -3.79732e+08  0  0  0
14.35  4.67081e+06  0  -3.79732e+08  0  0  0
14.36  4.67081e+06  0  -3.79732e+08  0  0  0
14.37  4.67081e+06  0  -3.79732e+08  0  0  0
14.38  4.67081e+06  0  -3.79732e+08  0  0  0
14.39  4.67081e+06  0  -3.79732e+08  0  0  0
14.4  4.67081e+06  0  -3.79732e+08  0  0  0
14.41  4.67081e+06  0  -3.79732e+08  0  0  0
14.42  4.67081e+06  0  -3.79732e+08  0  0  0
