# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000142263  0  0.000806814  0.028453  0  0.161365  0
0.01  0.000569066  0  0.00322733  0.056908  0  0.322741  0
0.02  0.00128043  0  0.00726168  0.0853652  0  0.48413  0
0.03  0.00227638  0  0.01291  0.113825  0  0.645531  0
0.04  0.00355693  0  0.0201723  0.142286  0  0.806943  0
0.05  0.0051221  0  0.0290489  0.170749  0  0.968368  0
0.06  0.00697192  0  0.0395397  0.199215  0  1.1298  0
0.07  0.00910641  0  0.051645  0.227683  0  1.29125  0
0.08  0.0115256  0  0.0653648  0.256153  0  1.45271  0
0.09  0.0142295  0  0.0806993  0.284625  0  1.61419  0
0.1  0.0172181  0  0.0976486  0.313099  0  1.77567  0
0.11  0.0204914  0  0.116213  0.341575  0  1.93717  0
0.12  0.0240496  0  0.136392  0.370053  0  2.09867  0
0.13  0.0278925  0  0.158186  0.398533  0  2.26019  0
0.14  0.0320203  0  0.181596  0.427016  0  2.42173  0
0.15  0.0364328  0  0.206621  0.4555  0  2.58327  0
0.16  0.0411303  0  0.233261  0.483987  0  2.74483  0
0.17  0.0461126  0  0.261517  0.512476  0  2.90639  0
0.18  0.0513798  0  0.291389  0.540967  0  3.06797  0
0.19  0.0569319  0  0.322877  0.56946  0  3.22957  0
0.2  0.062769  0  0.355981  0.597955  0  3.39117  0
0.21  0.068891  0  0.3907  0.626452  0  3.55278  0
0.22  0.075298  0  0.427036  0.654951  0  3.71441  0
0.23  0.0819901  0  0.464989  0.683452  0  3.87605  0
0.24  0.0889671  0  0.504557  0.711956  0  4.0377  0
0.25  0.0962292  0  0.545743  0.740461  0  4.19936  0.134408
0.26  0.103776  0  0.588545  0.768969  0  4.36104  0
0.27  0.111609  0  0.632964  0.797479  0  4.52273  0.134408
0.28  0.119726  0  0.678999  0.825991  0  4.68443  0.164616
0.29  0.128128  0  0.726652  0.854504  0  4.84614  0.134408
0.3  0.136816  0  0.775922  0.88302  0  5.00786  0.164616
0.31  0.145789  0  0.826809  0.911539  0  5.16959  0.164616
0.32  0.155047  0  0.879314  0.940059  0  5.33134  0.134408
0.33  0.16459  0  0.933436  0.968581  0  5.4931  0.134408
0.34  0.174418  0  0.989176  0.997105  0  5.65487  0.164616
0.35  0.184532  0  1.04653  1.02563  0  5.81665  0.134408
0.36  0.194931  0  1.10551  1.05416  0  5.97844  0.212518
0.37  0.205615  0  1.1661  1.08269  0  6.14025  0.164616
0.38  0.216585  0  1.22831  1.11122  0  6.30206  0.212518
0.39  0.22784  0  1.29214  1.13976  0  6.46389  0.251455
0.4  0.23938  0  1.35759  1.1683  0  6.62574  0.212518
0.41  0.251206  0  1.42466  1.19683  0  6.78759  0.251455
0.42  0.263317  0  1.49334  1.22538  0  6.94945  0.285123
0.43  0.275713  0  1.56365  1.25392  0  7.11133  0.285123
0.44  0.288395  0  1.63557  1.28246  0  7.27322  0.285123
0.45  0.301363  0  1.70911  1.31101  0  7.43512  0.300546
0.46  0.314615  0  1.78427  1.33956  0  7.59703  0.300546
0.47  0.328154  0  1.86105  1.36811  0  7.75896  0.329232
0.48  0.341978  0  1.93945  1.39667  0  7.9209  0.355611
0.49  0.356087  0  2.01947  1.42522  0  8.06652  0.355611
0.5  0.370483  0  2.10046  1.45401  0  8.13053  0.380164
0.51  0.385168  0  2.18208  1.48313  0  8.19448  0.391864
0.52  0.400147  0  2.26435  1.51259  0  8.25839  0.391864
0.53  0.415421  0  2.34725  1.5424  0  8.32224  0.414275
0.54  0.430996  0  2.43079  1.57255  0  8.38605  0.435533
0.55  0.446874  0  2.51497  1.60304  0  8.4498  0.445782
0.56  0.463058  0  2.59979  1.63388  0  8.5135  0.465604
0.57  0.479552  0  2.68524  1.66507  0  8.57714  0.465604
0.58  0.49636  0  2.77133  1.6966  0  8.64073  0.484616
0.59  0.513485  0  2.85805  1.72848  0  8.70427  0.511812
0.6  0.530931  0  2.94541  1.76071  0  8.76774  0.529166
0.61  0.548701  0  3.03341  1.79329  0  8.83116  0.562271
0.62  0.566798  0  3.12204  1.82622  0  8.89452  0.562271
0.63  0.585226  0  3.2113  1.8595  0  8.95782  0.585873
0.64  0.603989  0  3.30119  1.89314  0  9.02107  0.601093
0.65  0.62309  0  3.39172  1.92713  0  9.08424  0.623226
0.66  0.642533  0  3.48288  1.96148  0  9.14736  0.651569
0.67  0.662321  0  3.57467  1.99618  0  9.21041  0.658464
0.68  0.682458  0  3.66709  2.03124  0  9.2734  0.685351
0.69  0.702947  0  3.76013  2.06666  0  9.33632  0.698407
0.7  0.723792  0  3.85381  2.10243  0  9.39918  0.730025
0.71  0.744997  0  3.94812  2.13857  0  9.46197  0.742295
0.72  0.766565  0  4.04305  2.17506  0  9.52469  0.772118
0.73  0.788499  0  4.13861  2.21192  0  9.58734  0.789471
0.74  0.810804  0  4.2348  2.24913  0  9.64991  0.812031
0.75  0.833483  0  4.33161  2.28672  0  9.71242  0.828549
0.76  0.85654  0  4.42905  2.32466  0  9.77485  0.865866
0.77  0.879978  0  4.52711  2.36297  0  9.83721  0.876236
0.78  0.9038  0  4.62579  2.40164  0  9.8995  0.911602
0.79  0.928012  0  4.7251  2.44068  0  9.96171  0.936046
0.8  0.952615  0  4.82502  2.48009  0  10.0238  0.945647
0.81  0.977615  0  4.92557  2.51986  0  10.0859  0.969233
0.82  1.00301  0  5.02674  2.56  0  10.1479  1.00582
0.83  1.02882  0  5.12853  2.60051  0  10.2098  1.03241
0.84  1.05503  0  5.23094  2.64139  0  10.2716  1.06259
