# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.00052661  0  0.00062759  0.105323  0  0.125519  0
0.01  0.00210649  0  0.00251042  0.210655  0  0.251048  0
0.02  0.00473973  0  0.00564859  0.315994  0  0.376586  0
0.03  0.00842639  0  0.0100422  0.42134  0  0.502134  0
0.04  0.0131666  0  0.0156913  0.526695  0  0.627691  0
0.05  0.0189603  0  0.022596  0.632057  0  0.753257  0
0.06  0.0258077  0  0.0307565  0.737428  0  0.878832  0
0.07  0.0337089  0  0.0401727  0.842806  0  1.00442  0
0.08  0.0426639  0  0.0508448  0.948191  0  1.13001  0
0.09  0.0526727  0  0.0627729  1.05359  0  1.25561  0
0.1  0.0637356  0  0.0759571  1.15899  0  1.38123  0.134408
0.11  0.0758525  0  0.0903975  1.2644  0  1.50685  0.134408
0.12  0.0890235  0  0.106094  1.36981  0  1.63248  0
0.13  0.103249  0  0.123047  1.47524  0  1.75812  0.134408
0.14  0.118528  0  0.141257  1.58067  0  1.88377  0.134408
0.15  0.134862  0  0.160723  1.68611  0  2.00943  0.134408
0.16  0.152251  0  0.181445  1.79156  0  2.1351  0.164616
0.17  0.170693  0  0.203424  1.89701  0  2.26077  0.164616
0.18  0.190191  0  0.226661  2.00248  0  2.38646  0.164616
0.19  0.210743  0  0.251154  2.10795  0  2.51216  0.212518
0.2  0.23235  0  0.276904  2.21343  0  2.63786  0.212518
0.21  0.255012  0  0.303911  2.31892  0  2.76358  0.251455
0.22  0.278728  0  0.332175  2.42441  0  2.8893  0.285123
0.23  0.3035  0  0.361697  2.52991  0  3.01503  0.300546
0.24  0.329326  0  0.392476  2.63542  0  3.14077  0.300546
0.25  0.356208  0  0.424513  2.74094  0  3.26653  0.355611
0.26  0.384145  0  0.457807  2.84647  0  3.39229  0.380164
0.27  0.413138  0  0.492358  2.952  0  3.51806  0.414275
0.28  0.443185  0  0.528168  3.05754  0  3.64384  0.435533
0.29  0.474288  0  0.565235  3.16309  0  3.76962  0.465604
0.3  0.506447  0  0.60356  3.26865  0  3.89542  0.50291
0.31  0.539661  0  0.643143  3.37421  0  4.02123  0.54597
0.32  0.573931  0  0.683985  3.47978  0  4.14704  0.562271
0.33  0.609257  0  0.726084  3.58536  0  4.27287  0.615937
0.34  0.645639  0  0.769442  3.69095  0  4.3987  0.637555
0.35  0.683076  0  0.814058  3.79655  0  4.52455  0.685351
0.36  0.72157  0  0.859933  3.90215  0  4.6504  0.717545
0.37  0.761119  0  0.907067  4.00776  0  4.77626  0.760329
0.38  0.801725  0  0.955458  4.11338  0  4.90213  0.800831
0.39  0.843387  0  1.00511  4.21901  0  5.02801  0.850073
0.4  0.886105  0  1.05602  4.32464  0  5.1539  0.881375
0.41  0.92988  0  1.10819  4.43028  0  5.2798  0.926346
0.42  0.974711  0  1.16161  4.53593  0  5.40571  0.978508
0.43  1.0206  0  1.2163  4.64159  0  5.53163  1.02362
0.44  1.06754  0  1.27225  4.74725  0  5.65756  1.06683
0.45  1.11554  0  1.32945  4.85293  0  5.78349  1.11648
0.46  1.1646  0  1.38792  4.95861  0  5.90944  1.17175
0.47  1.21472  0  1.44764  5.0643  0  6.03539  1.21712
0.48  1.26589  0  1.50863  5.16999  0  6.16136  1.26801
0.49  1.31812  0  1.57087  5.2757  0  6.27101  1.31693
0.5  1.3714  0  1.63372  5.38205  0  6.29853  1.37399
0.51  1.42576  0  1.69684  5.48938  0  6.32524  1.42562
0.52  1.48119  0  1.76022  5.59766  0  6.35113  1.47849
0.53  1.53772  0  1.82386  5.70689  0  6.3762  1.54131
0.54  1.59534  0  1.88774  5.81707  0  6.40045  1.59601
0.55  1.65406  0  1.95186  5.92819  0  6.42386  1.65437
0.56  1.7139  0  2.01621  6.04023  0  6.44643  1.71338
0.57  1.77487  0  2.08079  6.15319  0  6.46815  1.77297
0.58  1.83697  0  2.14558  6.26706  0  6.48903  1.83801
0.59  1.90021  0  2.21057  6.38183  0  6.50906  1.89606
0.6  1.96461  0  2.27575  6.49749  0  6.52822  1.96393
0.61  2.03017  0  2.34113  6.61404  0  6.54653  2.03397
0.62  2.09689  0  2.40668  6.73146  0  6.56397  2.09522
0.63  2.1648  0  2.4724  6.84974  0  6.58053  2.16519
0.64  2.23389  0  2.53829  6.96888  0  6.59623  2.23296
0.65  2.30418  0  2.60433  7.08888  0  6.61105  2.30462
0.66  2.37567  0  2.67051  7.2097  0  6.62498  2.37413
0.67  2.44837  0  2.73682  7.33136  0  6.63803  2.44904
0.68  2.5223  0  2.80326  7.45384  0  6.6502  2.5253
0.69  2.59745  0  2.86982  7.57713  0  6.66147  2.5976
0.7  2.67385  0  2.93649  7.70122  0  6.67185  2.673
0.71  2.75148  0  3.00326  7.82611  0  6.68133  2.75291
0.72  2.83037  0  3.07011  7.95177  0  6.68992  2.83057
0.73  2.91052  0  3.13705  8.07822  0  6.6976  2.9108
0.74  2.99194  0  3.20406  8.20542  0  6.70438  2.99493
0.75  3.07463  0  3.27114  8.33339  0  6.71026  3.07528
0.76  3.15861  0  3.33827  8.46209  0  6.71522  3.15931
