# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000671099  0  0.000469908  0.134221  0  0.0939828  0
0.01  0.00268446  0  0.00187968  0.268453  0  0.187973  0
0.02  0.00604019  0  0.00422938  0.402694  0  0.281969  0
0.03  0.0107384  0  0.00751909  0.536945  0  0.375973  0
0.04  0.0167791  0  0.0117489  0.671207  0  0.469984  0
0.05  0.0241625  0  0.0169188  0.805478  0  0.564002  0
0.06  0.0328887  0  0.0230289  0.939759  0  0.658026  0
0.07  0.0429577  0  0.0300793  1.07405  0  0.752058  0
0.08  0.0543697  0  0.0380701  1.20835  0  0.846096  0
0.09  0.0671248  0  0.0470013  1.34266  0  0.940142  0
0.1  0.081223  0  0.056873  1.47698  0  1.03419  0
0.11  0.0966645  0  0.0676852  1.61131  0  1.12825  0
0.12  0.113449  0  0.0794381  1.74565  0  1.22232  0
0.13  0.131578  0  0.0921316  1.88  0  1.31639  0.134408
0.14  0.151049  0  0.105766  2.01437  0  1.41047  0.164616
0.15  0.171865  0  0.120341  2.14874  0  1.50456  0.164616
0.16  0.194024  0  0.135857  2.28312  0  1.59866  0.212518
0.17  0.217527  0  0.152314  2.41751  0  1.69276  0.212518
0.18  0.242374  0  0.169712  2.55191  0  1.78686  0.251455
0.19  0.268565  0  0.188052  2.68632  0  1.88098  0.285123
0.2  0.296101  0  0.207332  2.82074  0  1.9751  0.285123
0.21  0.32498  0  0.227554  2.95517  0  2.06923  0.300546
0.22  0.355204  0  0.248717  3.08961  0  2.16337  0.329232
0.23  0.386772  0  0.270821  3.22406  0  2.25751  0.391864
0.24  0.419685  0  0.293867  3.35851  0  2.35166  0.414275
0.25  0.453943  0  0.317854  3.49298  0  2.44581  0.445782
0.26  0.489545  0  0.342783  3.62746  0  2.53998  0.484616
0.27  0.526492  0  0.368654  3.76195  0  2.63415  0.511812
0.28  0.564784  0  0.395466  3.89645  0  2.72832  0.562271
0.29  0.604421  0  0.42322  4.03096  0  2.82251  0.615937
0.3  0.645403  0  0.451916  4.16548  0  2.9167  0.637555
0.31  0.687731  0  0.481554  4.30001  0  3.0109  0.698407
0.32  0.731403  0  0.512134  4.43455  0  3.1051  0.730025
0.33  0.776422  0  0.543656  4.56909  0  3.19931  0.777945
0.34  0.822785  0  0.57612  4.70365  0  3.29353  0.828549
0.35  0.870495  0  0.609527  4.83822  0  3.38776  0.865866
0.36  0.91955  0  0.643876  4.9728  0  3.48199  0.916543
0.37  0.969951  0  0.679167  5.10739  0  3.57623  0.969233
0.38  1.0217  0  0.7154  5.24198  0  3.67048  1.02362
0.39  1.07479  0  0.752576  5.37659  0  3.76473  1.06683
0.4  1.12923  0  0.790695  5.51121  0  3.85899  1.13255
0.41  1.18501  0  0.829756  5.64583  0  3.95326  1.18706
0.42  1.24215  0  0.86976  5.78047  0  4.04753  1.23918
0.43  1.30062  0  0.910707  5.91512  0  4.14181  1.3066
0.44  1.36045  0  0.952596  6.04977  0  4.2361  1.3641
0.45  1.42162  0  0.995429  6.18444  0  4.33039  1.41927
0.46  1.48414  0  1.0392  6.31912  0  4.42469  1.49066
0.47  1.548  0  1.08392  6.4538  0  4.519  1.54716
0.48  1.61321  0  1.12958  6.5885  0  4.61332  1.6101
