# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000769853  0  0.000280203  0.153972  0  0.0560414  0
0.01  0.00307949  0  0.00112084  0.307956  0  0.112087  0
0.02  0.00692902  0  0.00252196  0.461952  0  0.168137  0
0.03  0.0123186  0  0.00448359  0.615958  0  0.224191  0
0.04  0.0192482  0  0.00700578  0.769977  0  0.280249  0
0.05  0.0277181  0  0.0100886  0.924006  0  0.336311  0
0.06  0.0377284  0  0.013732  1.07805  0  0.392377  0
0.07  0.0492791  0  0.0179361  1.2321  0  0.448448  0
0.08  0.0623704  0  0.022701  1.38616  0  0.504522  0
0.09  0.0770024  0  0.0280266  1.54024  0  0.560601  0
0.1  0.0931752  0  0.033913  1.69432  0  0.616684  0
0.11  0.110889  0  0.0403603  1.84842  0  0.672771  0.134408
0.12  0.130144  0  0.0473684  2.00253  0  0.728862  0.134408
0.13  0.15094  0  0.0549375  2.15665  0  0.784957  0.134408
0.14  0.173277  0  0.0630676  2.31078  0  0.841057  0.134408
0.15  0.197155  0  0.0717587  2.46493  0  0.897161  0.164616
0.16  0.222575  0  0.0810108  2.61908  0  0.953268  0.212518
0.17  0.249537  0  0.0908241  2.77325  0  1.00938  0.251455
0.18  0.27804  0  0.101198  2.92743  0  1.0655  0.300546
0.19  0.308086  0  0.112134  3.08162  0  1.12162  0.300546
0.2  0.339673  0  0.123631  3.23582  0  1.17774  0.355611
0.21  0.372802  0  0.135689  3.39003  0  1.23387  0.380164
0.22  0.407473  0  0.148308  3.54425  0  1.29  0.414275
0.23  0.443687  0  0.161489  3.69848  0  1.34614  0.445782
0.24  0.481443  0  0.175231  3.85273  0  1.40228  0.50291
0.25  0.520742  0  0.189534  4.00699  0  1.45842  0.529166
0.26  0.561583  0  0.204399  4.16125  0  1.51457  0.562271
0.27  0.603967  0  0.219826  4.31553  0  1.57073  0.615937
0.28  0.647894  0  0.235814  4.46982  0  1.62688  0.651569
0.29  0.693363  0  0.252364  4.62413  0  1.68304  0.698407
0.3  0.740376  0  0.269475  4.77844  0  1.73921  0.742295
0.31  0.788932  0  0.287148  4.93276  0  1.79538  0.789471
0.32  0.839031  0  0.305382  5.0871  0  1.85155  0.83938
0.33  0.890674  0  0.324179  5.24145  0  1.90773  0.891565
0.34  0.94386  0  0.343537  5.39581  0  1.96391  0.945647
0.35  0.99859  0  0.363457  5.55018  0  2.0201  0.992258
0.36  1.05486  0  0.383939  5.70456  0  2.07629  1.06259
0.37  1.11268  0  0.404983  5.85895  0  2.13248  1.11243
0.38  1.17204  0  0.426589  6.01335  0  2.18868  1.17175
0.39  1.23295  0  0.448757  6.16777  0  2.24488  1.23918
0.4  1.2954  0  0.471486  6.32219  0  2.30109  1.29967
0.41  1.35939  0  0.494778  6.47663  0  2.3573  1.3641
0.42  1.42493  0  0.518633  6.63108  0  2.41352  1.42562
0.43  1.49201  0  0.543049  6.78554  0  2.46973  1.49369
0.44  1.56064  0  0.568027  6.94001  0  2.52596  1.56168
0.45  1.63081  0  0.593568  7.09449  0  2.58218  1.62962
0.46  1.70253  0  0.619671  7.24899  0  2.63842  1.70545
0.47  1.77579  0  0.646336  7.40349  0  2.69465  1.77551
0.48  1.8506  0  0.673564  7.55801  0  2.75089  1.85025
0.49  1.92695  0  0.701354  7.71254  0  2.79081  1.92444
0.5  2.00485  0  0.72905  7.86749  0  2.74799  2.00489
0.51  2.08431  0  0.756308  8.02306  0  2.70344  2.08441
0.52  2.16532  0  0.783113  8.17921  0  2.6572  2.16519
0.53  2.24789  0  0.809446  8.33592  0  2.60926  2.24908
0.54  2.33204  0  0.835292  8.49318  0  2.55964  2.33577
0.55  2.41776  0  0.860634  8.65094  0  2.50837  2.41748
0.56  2.50506  0  0.885454  8.8092  0  2.45545  2.50375
0.57  2.59394  0  0.909737  8.96792  0  2.40089  2.59238
0.58  2.68442  0  0.933467  9.12709  0  2.34472  2.68144
0.59  2.77649  0  0.956626  9.28668  0  2.28695  2.77579
0.6  2.87015  0  0.9792  9.44668  0  2.2276  2.87018
0.61  2.96542  0  1.00117  9.60706  0  2.16667  2.96918
0.62  3.0623  0  1.02253  9.7678  0  2.10419  3.06203
0.63  3.16078  0  1.04325  9.92888  0  2.04017  3.15931
0.64  3.26087  0  1.06333  10.0903  0  1.97462  3.262
0.65  3.36259  0  1.08274  10.252  0  1.90757  3.3629
0.66  3.46591  0  1.10147  10.414  0  1.83903  3.46607
0.67  3.57087  0  1.11951  10.5763  0  1.76901  3.56879
0.68  3.67744  0  1.13685  10.7388  0  1.69753  3.67847
0.69  3.78564  0  1.15346  10.9016  0  1.6246  3.78498
0.7  3.89547  0  1.16934  11.0646  0  1.55025  3.89553
0.71  4.00694  0  1.18446  11.2278  0  1.47448  4.00641
0.72  4.12003  0  1.19882  11.3912  0  1.39731  4.12088
0.73  4.23476  0  1.2124  11.5548  0  1.31876  4.23333
0.74  4.35113  0  1.22519  11.7186  0  1.23884  4.35222
0.75  4.46913  0  1.23717  11.8825  0  1.15757  4.46895
0.76  4.58878  0  1.24834  12.0466  0  1.07496  4.58961
0.77  4.71007  0  1.25867  12.2107  0  0.991029  4.71005
0.78  4.83299  0  1.26815  12.375  0  0.90579  4.8331
0.79  4.95757  0  1.27678  12.5395  0  0.819258  4.95765
0.8  5.08378  0  1.28454  12.704  0  0.731448  5.08359
0.81  5.21165  0  1.29141  12.8685  0  0.642375  5.21082
0.82  5.34116  0  1.29738  13.0332  0  0.552053  5.34178
0.83  5.47231  0  1.30244  13.1979  0  0.460496  5.47126
0.84  5.60511  0  1.30658  13.3627  0  0.367719  5.6042
0.85  5.73957  0  1.30979  13.5276  0  0.273735  5.74036
0.86  5.87567  0  1.31206  13.6924  0  0.178559  5.87643
0.87  6.01341  0  1.31336  13.8573  0  0.0822042  6.01318
0.88  6.15281  0  1.3137  14.0222  0  -0.0153159  6.15276
0.89  6.29386  0  1.31305  14.1871  0  -0.113988  6.29356
0.9  6.43655  0  1.31141  14.3521  0  -0.213798  6.43618
0.91  6.5809  0  1.30877  14.517  0  -0.314733  6.57984
0.92  6.72689  0  1.30511  14.6819  0  -0.41678  6.72781
0.93  6.87454  0  1.30043  14.8468  0  -0.519927  6.87522
0.94  7.02383  0  1.29471  15.0116  0  -0.62416  7.02469
0.95  7.17477  0  1.28794  15.1765  0  -0.729467  7.17545
0.96  7.32736  0  1.28012  15.3413  0  -0.835836  7.32742
0.97  7.4816  0  1.27122  15.506  0  -0.943253  7.48113
0.98  7.63748  0  1.26125  15.6707  0  -1.05171  7.63707
0.99  7.79501  0  1.25019  15.8353  0  -1.16119  7.79511
1  7.95419  0  1.23802  15.9999  0  -1.27168  7.95398
1.01  8.11501  0  1.22475  16.1644  0  -1.38318  8.11419
1.02  8.27747  0  1.21036  16.3289  0  -1.49566  8.27731
1.03  8.44158  0  1.19483  16.4932  0  -1.60912  8.44209
1.04  8.60734  0  1.17817  16.6575  0  -1.72355  8.60686
1.05  8.77473  0  1.16036  16.8217  0  -1.83894  8.77472
1.06  8.94377  0  1.14139  16.9858  0  -1.95527  8.94447
1.07  9.11445  0  1.12125  17.1498  0  -2.07254  9.11404
1.08  9.28677  0  1.09993  17.3136  0  -2.19073  9.28732
1.09  9.46072  0  1.07743  17.4774  0  -2.30984  9.46124
1.1  9.63631  0  1.05374  17.6411  0  -2.42985  9.63719
1.11  9.81354  0  1.02883  17.8047  0  -2.55075  9.81319
1.12  9.99241  0  1.00272  17.9682  0  -2.67253  9.99198
1.13  10.1729  0  0.975379  18.1315  0  -2.79519  10.1725
1.14  10.355  0  0.946811  18.2947  0  -2.91871  10.3556
1.15  10.5388  0  0.917002  18.4578  0  -3.04308  10.5384
1.16  10.7242  0  0.885946  18.6208  0  -3.1683  10.7237
1.17  10.9112  0  0.853634  18.7836  0  -3.29435  10.9115
1.18  11.0999  0  0.820057  18.9463  0  -3.42122  11.0999
1.19  11.2901  0  0.785206  19.1089  0  -3.54892  11.2903
1.2  11.482  0  0.749076  19.2713  0  -3.67741  11.4823
1.21  11.6756  0  0.711656  19.4336  0  -3.80671  11.6754
1.22  11.8707  0  0.672939  19.5957  0  -3.9368  11.8702
1.23  12.0675  0  0.632917  19.7577  0  -4.06767  12.0676
1.24  12.2659  0  0.591583  19.9196  0  -4.19931  12.2658
1.25  12.4659  0  0.548928  20.0813  0  -4.33171  12.4656
1.26  12.6675  0  0.504946  20.2428  0  -4.46487  12.6669
1.27  12.8707  0  0.459628  20.4042  0  -4.59877  12.8706
1.28  13.0756  0  0.412968  20.5655  0  -4.73342  13.0757
1.29  13.282  0  0.364958  20.7266  0  -4.86879  13.2823
1.3  13.4901  0  0.31559  20.8875  0  -5.00489  13.4895
1.31  13.6998  0  0.264858  21.0482  0  -5.14171  13.6994
1.32  13.9111  0  0.212753  21.2088  0  -5.27923  13.9111
1.33  14.124  0  0.159271  21.3693  0  -5.41745  14.1234
1.34  14.3385  0  0.104402  21.5295  0  -5.55637  14.3392
1.35  14.5546  0  0.048141  21.6897  0  -5.69597  14.5549
1.36  14.7722  0  -0.00951957  21.8496  0  -5.83625  14.7721
