# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.00040963  0  0.0007095  0.081927  0  0.141902  0
0.01  0.00163856  0  0.00283807  0.16386  0  0.283814  0
0.02  0.00368685  0  0.00638582  0.245799  0  0.425737  0
0.03  0.00655457  0  0.0113528  0.327745  0  0.56767  0
0.04  0.0102418  0  0.0177393  0.409696  0  0.709614  0
0.05  0.0147485  0  0.0255452  0.491653  0  0.851569  0
0.06  0.0200749  0  0.0347707  0.573617  0  0.993534  0
0.07  0.0262209  0  0.0454159  0.655586  0  1.13551  0
0.08  0.0331866  0  0.0574809  0.737562  0  1.27749  0
0.09  0.0409721  0  0.0709658  0.819544  0  1.41949  0
0.1  0.0495775  0  0.0858707  0.901531  0  1.5615  0
0.11  0.0590028  0  0.102196  0.983525  0  1.70352  0
0.12  0.069248  0  0.119941  1.06553  0  1.84554  0
0.13  0.0803133  0  0.139107  1.14753  0  1.98758  0.134408
0.14  0.0921987  0  0.159693  1.22954  0  2.12963  0.134408
0.15  0.104904  0  0.181699  1.31156  0  2.27169  0.134408
0.16  0.11843  0  0.205127  1.39359  0  2.41376  0.134408
0.17  0.132776  0  0.229975  1.47562  0  2.55584  0.134408
0.18  0.147942  0  0.256243  1.55765  0  2.69793  0.164616
0.19  0.163929  0  0.283933  1.63969  0  2.84003  0.134408
0.2  0.180736  0  0.313044  1.72174  0  2.98214  0.164616
0.21  0.198364  0  0.343576  1.8038  0  3.12427  0.164616
0.22  0.216812  0  0.37553  1.88586  0  3.2664  0.212518
0.23  0.236081  0  0.408904  1.96792  0  3.40854  0.212518
0.24  0.256171  0  0.4437  2.05  0  3.5507  0.251455
0.25  0.277081  0  0.479918  2.13207  0  3.69286  0.285123
0.26  0.298812  0  0.517558  2.21416  0  3.83503  0.300546
0.27  0.321364  0  0.556619  2.29625  0  3.97722  0.329232
0.28  0.344737  0  0.597102  2.37834  0  4.11941  0.329232
0.29  0.368931  0  0.639007  2.46045  0  4.26162  0.355611
0.3  0.393946  0  0.682334  2.54256  0  4.40384  0.391864
0.31  0.419782  0  0.727084  2.62467  0  4.54606  0.414275
0.32  0.446439  0  0.773256  2.70679  0  4.6883  0.435533
0.33  0.473918  0  0.82085  2.78892  0  4.83055  0.465604
0.34  0.502218  0  0.869867  2.87105  0  4.9728  0.50291
0.35  0.531339  0  0.920306  2.95319  0  5.11507  0.511812
0.36  0.561282  0  0.972168  3.03533  0  5.25735  0.570247
0.37  0.592046  0  1.02545  3.11748  0  5.39964  0.601093
0.38  0.623631  0  1.08016  3.19964  0  5.54194  0.623226
0.39  0.656039  0  1.13629  3.2818  0  5.68425  0.651569
0.4  0.689267  0  1.19385  3.36397  0  5.82657  0.685351
0.41  0.723318  0  1.25282  3.44615  0  5.9689  0.730025
0.42  0.75819  0  1.31322  3.52833  0  6.11124  0.760329
0.43  0.793885  0  1.37505  3.61052  0  6.2536  0.800831
0.44  0.830401  0  1.4383  3.69271  0  6.39596  0.828549
0.45  0.867739  0  1.50297  3.77491  0  6.53833  0.85537
0.46  0.905899  0  1.56906  3.85711  0  6.68072  0.901639
0.47  0.944881  0  1.63658  3.93932  0  6.82311  0.945647
0.48  0.984685  0  1.70553  4.02154  0  6.96551  0.992258
0.49  1.02531  0  1.77589  4.10377  0  7.09161  1.03241
0.5  1.06676  0  1.84703  4.18656  0  7.13579  1.06683
0.51  1.10905  0  1.91861  4.27021  0  7.17948  1.11243
0.52  1.15217  0  1.99062  4.35472  0  7.22268  1.15231
0.53  1.19614  0  2.06306  4.44008  0  7.26537  1.19086
0.54  1.24097  0  2.13592  4.52628  0  7.30757  1.23918
0.55  1.28667  0  2.20921  4.61333  0  7.34925  1.2927
0.56  1.33324  0  2.28291  4.70122  0  7.39042  1.33397
0.57  1.3807  0  2.35701  4.78996  0  7.43107  1.38055
0.58  1.42905  0  2.43153  4.87953  0  7.4712  1.42562
0.59  1.47829  0  2.50644  4.96993  0  7.5108  1.47849
0.6  1.52845  0  2.58174  5.06116  0  7.54986  1.52954
0.61  1.57952  0  2.65743  5.15322  0  7.58838  1.5818
0.62  1.63151  0  2.73351  5.2461  0  7.62636  1.62962
0.63  1.68444  0  2.80996  5.33981  0  7.66379  1.68145
0.64  1.73831  0  2.88678  5.43432  0  7.70067  1.74213
0.65  1.79313  0  2.96397  5.52966  0  7.73698  1.79323
0.66  1.84891  0  3.04152  5.6258  0  7.77274  1.85025
0.67  1.90565  0  3.11942  5.72275  0  7.80792  1.90794
0.68  1.96337  0  3.19767  5.82049  0  7.84254  1.96163
0.69  2.02206  0  3.27627  5.91904  0  7.87657  2.01837
0.7  2.08175  0  3.3552  6.01838  0  7.91003  2.08441
0.71  2.14243  0  3.43447  6.11851  0  7.9429  2.14633
0.72  2.20412  0  3.51406  6.21942  0  7.97518  2.20446
0.73  2.26682  0  3.59397  6.32112  0  8.00687  2.26708
0.74  2.33055  0  3.6742  6.42359  0  8.03796  2.3319
0.75  2.3953  0  3.75473  6.52683  0  8.06845  2.39496
0.76  2.46109  0  3.83556  6.63084  0  8.09834  2.46191
0.77  2.52792  0  3.91669  6.73562  0  8.12761  2.52709
0.78  2.5958  0  3.99811  6.84115  0  8.15628  2.59586
0.79  2.66474  0  4.07982  6.94744  0  8.18432  2.66624
0.8  2.73475  0  4.1618  7.05448  0  8.21175  2.73315
0.81  2.80584  0  4.24405  7.16226  0  8.23855  2.80653
0.82  2.878  0  4.32657  7.27079  0  8.26472  2.87804
0.83  2.95125  0  4.40934  7.38005  0  8.29027  2.9524
0.84  3.0256  0  4.49237  7.49004  0  8.31518  3.02344
0.85  3.10106  0  4.57564  7.60075  0  8.33945  3.10306
0.86  3.17762  0  4.65916  7.71219  0  8.36308  3.175
0.87  3.2553  0  4.7429  7.82434  0  8.38607  3.25507
0.88  3.33411  0  4.82688  7.9372  0  8.40842  3.33322
0.89  3.41405  0  4.91107  8.05077  0  8.43011  3.41355
0.9  3.49513  0  4.99548  8.16504  0  8.45116  3.49333
0.91  3.57735  0  5.08009  8.28  0  8.47154  3.57764
0.92  3.66073  0  5.1649  8.39566  0  8.49128  3.66124
0.93  3.74527  0  5.24991  8.512  0  8.51035  3.74539
0.94  3.83097  0  5.33511  8.62902  0  8.52876  3.83005
0.95  3.91785  0  5.42049  8.74671  0  8.5465  3.91864
0.96  4.00591  0  5.50604  8.86508  0  8.56358  4.00641
0.97  4.09516  0  5.59176  8.98411  0  8.57998  4.0945
0.98  4.18559  0  5.67763  9.10379  0  8.59572  4.18505
0.99  4.27723  0  5.76367  9.22413  0  8.61078  4.27791
1  4.37008  0  5.84985  9.34512  0  8.62517  4.36982
1.01  4.46414  0  5.93617  9.46675  0  8.63887  4.46491
1.02  4.55942  0  6.02262  9.58902  0  8.6519  4.559
1.03  4.65592  0  6.1092  9.71192  0  8.66425  4.65701
1.04  4.75366  0  6.19591  9.83545  0  8.67591  4.75301
1.05  4.85263  0  6.28272  9.9596  0  8.68689  4.85268
1.06  4.95285  0  6.36964  10.0844  0  8.69718  4.95309
1.07  5.05432  0  6.45666  10.2097  0  8.70678  5.0524
1.08  5.15705  0  6.54377  10.3357  0  8.71569  5.1568
1.09  5.26104  0  6.63097  10.4623  0  8.72392  5.26171
1.1  5.3663  0  6.71825  10.5895  0  8.73145  5.36625
1.11  5.47283  0  6.8056  10.7172  0  8.73828  5.47291
1.12  5.58064  0  6.89301  10.8456  0  8.74442  5.57997
1.13  5.68974  0  6.98049  10.9745  0  8.74987  5.68978
1.14  5.80013  0  7.06801  11.104  0  8.75462  5.8014
1.15  5.91182  0  7.15558  11.234  0  8.75867  5.91091
1.16  6.02482  0  7.24318  11.3646  0  8.76202  6.02444
1.17  6.13912  0  7.33081  11.4958  0  8.76467  6.1388
1.18  6.25473  0  7.41847  11.6275  0  8.76662  6.25613
1.19  6.37167  0  7.50614  11.7598  0  8.76787  6.3713
1.2  6.48993  0  7.59383  11.8926  0  8.76842  6.4893
1.21  6.60952  0  7.68151  12.026  0  8.76827  6.60997
1.22  6.73045  0  7.76919  12.1598  0  8.76741  6.73049
1.23  6.85272  0  7.85686  12.2942  0  8.76585  6.85219
1.24  6.97634  0  7.9445  12.4291  0  8.76359  6.9763
1.25  7.10131  0  8.03213  12.5645  0  8.76063  7.10078
1.26  7.22763  0  8.11971  12.7005  0  8.75695  7.2275
1.27  7.35532  0  8.20726  12.8369  0  8.75258  7.3551
1.28  7.48437  0  8.29476  12.9738  0  8.7475  7.48415
1.29  7.6148  0  8.38221  13.1112  0  8.74171  7.61457
1.3  7.7466  0  8.4696  13.2491  0  8.73522  7.74687
1.31  7.87978  0  8.55691  13.3875  0  8.72803  7.87925
1.32  8.01435  0  8.64415  13.5264  0  8.72013  8.01451
1.33  8.15031  0  8.73131  13.6657  0  8.71152  8.14974
1.34  8.28766  0  8.81838  13.8055  0  8.70222  8.28767
1.35  8.42642  0  8.90535  13.9457  0  8.6922  8.42602
1.36  8.56658  0  8.99222  14.0864  0  8.68149  8.56583
1.37  8.70815  0  9.07898  14.2276  0  8.67007  8.70807
1.38  8.85113  0  9.16562  14.3691  0  8.65795  8.85108
1.39  8.99553  0  9.25214  14.5112  0  8.64513  8.99483
1.4  9.14136  0  9.33852  14.6536  0  8.6316  9.14125
1.41  9.28861  0  9.42477  14.7965  0  8.61738  9.28878
1.42  9.43729  0  9.51087  14.9398  0  8.60245  9.43735
1.43  9.58741  0  9.59681  15.0836  0  8.58682  9.58738
1.44  9.73896  0  9.6826  15.2277  0  8.57049  9.73881
1.45  9.89196  0  9.76822  15.3723  0  8.55347  9.89158
1.46  10.0464  0  9.85367  15.5172  0  8.53575  10.047
1.47  10.2023  0  9.93893  15.6626  0  8.51733  10.2018
1.48  10.3597  0  10.024  15.8083  0  8.49821  10.359
1.49  10.5185  0  10.1089  15.9544  0  8.4784  10.5187
1.5  10.6788  0  10.1936  16.1009  0  8.45789  10.6793
1.51  10.8405  0  10.2781  16.2478  0  8.43669  10.8397
1.52  11.0037  0  10.3623  16.3951  0  8.4148  11.0034
1.53  11.1684  0  10.4463  16.5427  0  8.39222  11.1684
1.54  11.3346  0  10.5302  16.6907  0  8.36894  11.3342
1.55  11.5022  0  10.6137  16.8391  0  8.34498  11.5019
1.56  11.6713  0  10.697  16.9878  0  8.32033  11.6711
1.57  11.842  0  10.7801  17.1369  0  8.29499  11.8421
1.58  12.0141  0  10.8629  17.2863  0  8.26897  12.0136
1.59  12.1877  0  10.9455  17.436  0  8.24227  12.1879
1.6  12.3628  0  11.0278  17.5861  0  8.21488  12.363
1.61  12.5394  0  11.1098  17.7366  0  8.18681  12.5393
1.62  12.7175  0  11.1915  17.8873  0  8.15806  12.7174
1.63  12.8972  0  11.273  18.0384  0  8.12863  12.8969
1.64  13.0783  0  11.3541  18.1898  0  8.09852  13.0784
1.65  13.261  0  11.4349  18.3415  0  8.06774  13.2612
1.66  13.4451  0  11.5154  18.4935  0  8.03629  13.4449
1.67  13.6308  0  11.5956  18.6458  0  8.00416  13.6307
1.68  13.8181  0  11.6755  18.7985  0  7.97136  13.8179
1.69  14.0068  0  11.7551  18.9514  0  7.9379  14.0066
1.7  14.1971  0  11.8343  19.1046  0  7.90376  14.1968
1.71  14.3889  0  11.9131  19.2581  0  7.86896  14.3892
