# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000579304  0  0.000579304  0.115862  0  0.115862  0
0.01  0.00231727  0  0.00231727  0.231733  0  0.231733  0
0.02  0.005214  0  0.005214  0.347613  0  0.347613  0
0.03  0.00926956  0  0.00926956  0.463501  0  0.463501  0
0.04  0.014484  0  0.014484  0.579398  0  0.579398  0
0.05  0.0208575  0  0.0208575  0.695303  0  0.695303  0
0.06  0.0283901  0  0.0283901  0.811217  0  0.811217  0
0.07  0.0370819  0  0.0370819  0.927139  0  0.927139  0
0.08  0.0469329  0  0.0469329  1.04307  0  1.04307  0
0.09  0.0579433  0  0.0579433  1.15901  0  1.15901  0
0.1  0.0701132  0  0.0701132  1.27496  0  1.27496  0
0.11  0.0834425  0  0.0834425  1.39091  0  1.39091  0
0.12  0.0979315  0  0.0979315  1.50688  0  1.50688  0.134408
0.13  0.11358  0  0.11358  1.62285  0  1.62285  0.134408
0.14  0.130389  0  0.130389  1.73884  0  1.73884  0
0.15  0.148357  0  0.148357  1.85483  0  1.85483  0.164616
0.16  0.167485  0  0.167485  1.97083  0  1.97083  0.164616
0.17  0.187773  0  0.187773  2.08684  0  2.08684  0.212518
0.18  0.209222  0  0.209222  2.20285  0  2.20285  0.212518
0.19  0.231831  0  0.231831  2.31888  0  2.31888  0.251455
0.2  0.255599  0  0.255599  2.43491  0  2.43491  0.251455
0.21  0.280529  0  0.280529  2.55095  0  2.55095  0.285123
0.22  0.306619  0  0.306619  2.667  0  2.667  0.300546
0.23  0.333869  0  0.333869  2.78306  0  2.78306  0.329232
0.24  0.36228  0  0.36228  2.89913  0  2.89913  0.355611
0.25  0.391852  0  0.391852  3.01521  0  3.01521  0.391864
0.26  0.422584  0  0.422584  3.13129  0  3.13129  0.435533
0.27  0.454477  0  0.454477  3.24739  0  3.24739  0.445782
0.28  0.487532  0  0.487532  3.36349  0  3.36349  0.484616
0.29  0.521747  0  0.521747  3.4796  0  3.4796  0.511812
0.3  0.557124  0  0.557124  3.59572  0  3.59572  0.562271
0.31  0.593662  0  0.593662  3.71184  0  3.71184  0.585873
0.32  0.631361  0  0.631361  3.82798  0  3.82798  0.623226
0.33  0.670221  0  0.670221  3.94412  0  3.94412  0.658464
0.34  0.710243  0  0.710243  4.06028  0  4.06028  0.704844
0.35  0.751427  0  0.751427  4.17644  0  4.17644  0.748354
0.36  0.793772  0  0.793772  4.29261  0  4.29261  0.800831
0.37  0.837279  0  0.837279  4.40879  0  4.40879  0.83938
0.38  0.881948  0  0.881948  4.52497  0  4.52497  0.881375
0.39  0.927778  0  0.927778  4.64117  0  4.64117  0.926346
0.4  0.974771  0  0.974771  4.75737  0  4.75737  0.978508
0.41  1.02293  0  1.02293  4.87359  0  4.87359  1.02362
0.42  1.07224  0  1.07224  4.98981  0  4.98981  1.07527
0.43  1.12272  0  1.12272  5.10604  0  5.10604  1.11648
0.44  1.17436  0  1.17436  5.22228  0  5.22228  1.17943
0.45  1.22717  0  1.22717  5.33852  0  5.33852  1.23187
0.46  1.28113  0  1.28113  5.45478  0  5.45478  1.27511
0.47  1.33626  0  1.33626  5.57104  0  5.57104  1.33397
0.48  1.39256  0  1.39256  5.68731  0  5.68731  1.39033
0.49  1.45001  0  1.45001  5.8036  0  5.78728  1.45385
0.5  1.50863  0  1.50797  5.92054  0  5.80499  1.51172
0.51  1.56842  0  1.56611  6.03846  0  5.82172  1.57034
0.52  1.6294  0  1.6244  6.15735  0  5.83747  1.62406
0.53  1.69157  0  1.68285  6.2772  0  5.85222  1.69216
0.54  1.75495  0  1.74144  6.39799  0  5.86598  1.75505
0.55  1.81954  0  1.80017  6.51972  0  5.87874  1.82073
0.56  1.88535  0  1.85902  6.64236  0  5.8905  1.88412
0.57  1.95239  0  1.91798  6.76592  0  5.90124  1.95239
0.58  2.02067  0  1.97704  6.89038  0  5.91098  2.01837
0.59  2.0902  0  2.03619  7.01572  0  5.9197  2.08874
0.6  2.16099  0  2.09543  7.14193  0  5.92741  2.15683
0.61  2.23304  0  2.15474  7.26901  0  5.93409  2.23296
0.62  2.30637  0  2.21411  7.39694  0  5.93975  2.30854
0.63  2.38098  0  2.27353  7.52571  0  5.94438  2.37793
0.64  2.45689  0  2.33299  7.65531  0  5.94799  2.45824
0.65  2.53409  0  2.39248  7.78572  0  5.95057  2.53423
0.66  2.6126  0  2.452  7.91693  0  5.95212  2.61665
0.67  2.69243  0  2.51152  8.04894  0  5.95263  2.6932
0.68  2.77358  0  2.57105  8.18173  0  5.95211  2.77579
0.69  2.85607  0  2.63056  8.31528  0  5.95056  2.85282
0.7  2.93989  0  2.69006  8.44959  0  5.94797  2.93706
0.71  3.02506  0  2.74952  8.58465  0  5.94434  3.02344
0.72  3.11159  0  2.80894  8.72044  0  5.93968  3.11178
0.73  3.19947  0  2.86831  8.85695  0  5.93398  3.20191
0.74  3.28873  0  2.92761  8.99417  0  5.92724  3.2882
0.75  3.37936  0  2.98685  9.13208  0  5.91946  3.38165
0.76  3.47137  0  3.046  9.27069  0  5.91065  3.47128
0.77  3.56478  0  3.10506  9.40997  0  5.9008  3.56626
0.78  3.65957  0  3.16401  9.54992  0  5.88991  3.65877
0.79  3.75578  0  3.22285  9.69051  0  5.87799  3.75382
0.8  3.85339  0  3.28157  9.83175  0  5.86503  3.85239
0.81  3.95241  0  3.34015  9.97363  0  5.85104  3.95307
0.82  4.05286  0  3.39859  10.1161  0  5.83602  4.05459
0.83  4.15474  0  3.45687  10.2592  0  5.81997  4.15472
0.84  4.25805  0  3.51498  10.4029  0  5.80289  4.2578
0.85  4.3628  0  3.57292  10.5472  0  5.78478  4.36258
0.86  4.46899  0  3.63067  10.6921  0  5.76564  4.46996
0.87  4.57664  0  3.68823  10.8375  0  5.74548  4.57779
0.88  4.68574  0  3.74558  10.9835  0  5.7243  4.68505
0.89  4.79631  0  3.80271  11.13  0  5.7021  4.79746
0.9  4.90835  0  3.85962  11.2771  0  5.67888  4.90821
0.91  5.02185  0  3.91629  11.4247  0  5.65465  5.02191
0.92  5.13684  0  3.97271  11.5728  0  5.6294  5.1375
0.93  5.25331  0  4.02887  11.7214  0  5.60315  5.25312
0.94  5.37127  0  4.08477  11.8705  0  5.57588  5.37213
0.95  5.49072  0  4.14039  12.0201  0  5.54762  5.49186
0.96  5.61167  0  4.19572  12.1701  0  5.51835  5.61226
0.97  5.73413  0  4.25075  12.3207  0  5.48808  5.73406
0.98  5.85809  0  4.30548  12.4716  0  5.45682  5.85873
0.99  5.98356  0  4.35988  12.6231  0  5.42457  5.98457
1  6.11055  0  4.41396  12.775  0  5.39133  6.11004
1.01  6.23906  0  4.46771  12.9273  0  5.35711  6.24023
1.02  6.3691  0  4.5211  13.08  0  5.3219  6.36917
1.03  6.50066  0  4.57414  13.2331  0  5.28572  6.49973
1.04  6.63376  0  4.62681  13.3866  0  5.24856  6.63316
1.05  6.7684  0  4.67911  13.5406  0  5.21043  6.7673
1.06  6.90457  0  4.73102  13.6949  0  5.17134  6.90472
1.07  7.0423  0  4.78253  13.8496  0  5.13128  7.04203
1.08  7.18157  0  4.83364  14.0046  0  5.09027  7.18174
1.09  7.32239  0  4.88434  14.1601  0  5.0483  7.32187
1.1  7.46477  0  4.9346  14.3158  0  5.00538  7.46542
1.11  7.60871  0  4.98444  14.4719  0  4.96151  7.60863
1.12  7.75421  0  5.03383  14.6284  0  4.9167  7.75386
1.13  7.90128  0  5.08277  14.7852  0  4.87096  7.90157
1.14  8.04991  0  5.13125  14.9423  0  4.82428  8.05049
