# Coefficient of restoration: 0.2
# Max number of bounces: 10
#  n    t      tsum      E      y       ysum 
  0 0 0 9.806649999999999423 0 0
  1 0.45160075575178748597 0.45160075575178748597 9.806649999999999423 1 1
  3 0.20196199771025521996 0.85552475117229787038 1.9613300000000000178 0.2000000000000000111 1.3999999999999999112
  5 0.090320151150357519398 1.0361650534730129092 0.39226600000000000357 0.040000000000000000833 1.4799999999999999822
  7 0.04039239954205104538 1.1169498525571150971 0.078453200000000000713 0.0080000000000000001665 1.4959999999999999964
  9 0.018064030230071505267 1.1530779130172581493 0.015690640000000002224 0.0016000000000000002935 1.4992000000000000881
  11 0.008078479908410209423 1.1692348728340786757 0.0031381280000000004449 0.00032000000000000008039 1.499840000000000062
  13 0.0036128060460143009668 1.1764604849261073305 0.00062762560000000013234 6.4000000000000010656e-05 1.499967999999999968
  15 0.0016156959816820419713 1.1796918768894715246 0.00012552512000000003731 1.2800000000000004503e-05 1.499993600000000038
  17 0.00072256120920286014998 1.1811369993078773 2.5105024000000010173e-05 2.5600000000000013241e-06 1.4999987200000000076
  19 0.00032313919633640840511 1.1817832777005501388 5.0210048000000020345e-06 5.1200000000000024365e-07 1.4999997439999999127
  21 0.00014451224184057205168 1.182072302184231205 1.0042009600000003646e-06 1.0240000000000004344e-07 1.4999999487999999825
