# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.00062759  0  0.00052661  0.125519  0  0.105323  0
0.01  0.00251042  0  0.00210649  0.251048  0  0.210655  0
0.02  0.00564859  0  0.00473973  0.376586  0  0.315994  0
0.03  0.0100422  0  0.00842639  0.502134  0  0.42134  0
0.04  0.0156913  0  0.0131666  0.627691  0  0.526695  0
0.05  0.022596  0  0.0189603  0.753257  0  0.632057  0
0.06  0.0307565  0  0.0258077  0.878832  0  0.737428  0
0.07  0.0401727  0  0.0337089  1.00442  0  0.842806  0
0.08  0.0508448  0  0.0426639  1.13001  0  0.948191  0
0.09  0.0627729  0  0.0526727  1.25561  0  1.05359  0.134408
0.1  0.0759571  0  0.0637356  1.38123  0  1.15899  0.134408
0.11  0.0903975  0  0.0758525  1.50685  0  1.2644  0
0.12  0.106094  0  0.0890235  1.63248  0  1.36981  0.134408
0.13  0.123047  0  0.103249  1.75812  0  1.47524  0.134408
0.14  0.141257  0  0.118528  1.88377  0  1.58067  0.164616
0.15  0.160723  0  0.134862  2.00943  0  1.68611  0.134408
0.16  0.181445  0  0.152251  2.1351  0  1.79156  0.134408
0.17  0.203424  0  0.170693  2.26077  0  1.89701  0.164616
0.18  0.226661  0  0.190191  2.38646  0  2.00248  0.251455
0.19  0.251154  0  0.210743  2.51216  0  2.10795  0.251455
0.2  0.276904  0  0.23235  2.63786  0  2.21343  0.285123
0.21  0.303911  0  0.255012  2.76358  0  2.31892  0.300546
0.22  0.332175  0  0.278728  2.8893  0  2.42441  0.329232
0.23  0.361697  0  0.3035  3.01503  0  2.52991  0.380164
0.24  0.392476  0  0.329326  3.14077  0  2.63542  0.391864
0.25  0.424513  0  0.356208  3.26653  0  2.74094  0.414275
0.26  0.457807  0  0.384145  3.39229  0  2.84647  0.465604
0.27  0.492358  0  0.413138  3.51806  0  2.952  0.484616
0.28  0.528168  0  0.443185  3.64384  0  3.05754  0.54597
0.29  0.565235  0  0.474288  3.76962  0  3.16309  0.562271
0.3  0.60356  0  0.506447  3.89542  0  3.26865  0.615937
0.31  0.643143  0  0.539661  4.02123  0  3.37421  0.651569
0.32  0.683985  0  0.573931  4.14704  0  3.47978  0.672042
0.33  0.726084  0  0.609257  4.27287  0  3.58536  0.730025
0.34  0.769442  0  0.645639  4.3987  0  3.69095  0.772118
0.35  0.814058  0  0.683076  4.52455  0  3.79655  0.812031
0.36  0.859933  0  0.72157  4.6504  0  3.90215  0.85537
0.37  0.907066  0  0.761119  4.77626  0  4.00776  0.901639
0.38  0.955458  0  0.801725  4.90213  0  4.11338  0.959868
0.39  1.00511  0  0.843387  5.02801  0  4.219  1.00132
0.4  1.05602  0  0.886105  5.1539  0  4.32464  1.05406
0.41  1.10819  0  0.92988  5.2798  0  4.43028  1.11648
0.42  1.16161  0  0.974711  5.40571  0  4.53593  1.16401
0.43  1.2163  0  1.0206  5.53163  0  4.64159  1.21712
0.44  1.27225  0  1.06754  5.65755  0  4.74725  1.26801
0.45  1.32945  0  1.11554  5.78349  0  4.85292  1.33397
0.46  1.38792  0  1.1646  5.90944  0  4.95861  1.38708
0.47  1.44764  0  1.21472  6.03539  0  5.06429  1.44762
0.48  1.50863  0  1.26589  6.16135  0  5.16999  1.51172
0.49  1.57087  0  1.31812  6.28733  0  5.25937  1.57034
0.5  1.63437  0  1.37074  6.41395  0  5.2664  1.63515
0.51  1.69915  0  1.42344  6.54154  0  5.27227  1.70015
0.52  1.76521  0  1.47619  6.67007  0  5.27698  1.76787
0.53  1.83256  0  1.52898  6.79953  0  5.28055  1.83309
0.54  1.9012  0  1.58179  6.92991  0  5.28295  1.9032
0.55  1.97116  0  1.63463  7.06119  0  5.28418  1.9731
0.56  2.04243  0  1.68747  7.19335  0  5.28426  2.04283
0.57  2.11503  0  1.74031  7.32639  0  5.28317  2.11667
0.58  2.18896  0  1.79313  7.46028  0  5.28091  2.19007
0.59  2.26423  0  1.84593  7.59502  0  5.27749  2.2631
0.6  2.34086  0  1.89868  7.73058  0  5.2729  2.3377
0.61  2.41885  0  1.95138  7.86695  0  5.26714  2.42122
0.62  2.4982  0  2.00402  8.00412  0  5.26021  2.49653
0.63  2.57893  0  2.05658  8.14207  0  5.25211  2.58015
0.64  2.66105  0  2.10906  8.28079  0  5.24285  2.66115
0.65  2.74455  0  2.16143  8.42026  0  5.23241  2.7447
0.66  2.82946  0  2.2137  8.56048  0  5.22081  2.82897
0.67  2.91576  0  2.26585  8.70141  0  5.20805  2.91235
0.68  3.00349  0  2.31786  8.84306  0  5.19412  3.00246
0.69  3.09263  0  2.36972  8.98541  0  5.17902  3.09285
0.7  3.1832  0  2.42143  9.12844  0  5.16277  3.18494
0.71  3.2752  0  2.47298  9.27214  0  5.14535  3.27444
0.72  3.36864  0  2.52434  9.41649  0  5.12678  3.36827
0.73  3.46353  0  2.57551  9.56149  0  5.10706  3.46346
0.74  3.55987  0  2.62647  9.70712  0  5.08618  3.55738
0.75  3.65768  0  2.67723  9.85336  0  5.06416  3.65754
0.76  3.75694  0  2.72775  10.0002  0  5.04098  3.75863
0.77  3.85768  0  2.77804  10.1476  0  5.01667  3.85942
0.78  3.9599  0  2.82808  10.2957  0  4.99121  3.96106
0.79  4.0636  0  2.87786  10.4442  0  4.96462  4.06238
0.8  4.16878  0  2.92737  10.5934  0  4.93689  4.16883
0.81  4.27547  0  2.9766  10.743  0  4.90804  4.27579
0.82  4.38365  0  3.02553  10.8932  0  4.87806  4.38427
0.83  4.49333  0  3.07415  11.0439  0  4.84696  4.49113
0.84  4.60453  0  3.12246  11.1952  0  4.81474  4.60435
0.85  4.71724  0  3.17045  11.3469  0  4.7814  4.71676
0.86  4.83147  0  3.21809  11.4991  0  4.74696  4.8331
0.87  4.94722  0  3.26538  11.6517  0  4.71142  4.9467
0.88  5.0645  0  3.31231  11.8048  0  4.67477  5.0649
0.89  5.18332  0  3.35887  11.9584  0  4.63703  5.18388
0.9  5.30367  0  3.40505  12.1124  0  4.5982  5.3036
0.91  5.42557  0  3.45083  12.2668  0  4.55829  5.42567
0.92  5.54901  0  3.49621  12.4217  0  4.51729  5.54913
0.93  5.674  0  3.54118  12.5769  0  4.47522  5.67468
0.94  5.80055  0  3.58571  12.7326  0  4.43208  5.79984
0.95  5.92865  0  3.62981  12.8886  0  4.38787  5.92922
0.96  6.05832  0  3.67347  13.045  0  4.34261  6.05808
0.97  6.18956  0  3.71666  13.2017  0  4.29629  6.18936
0.98  6.32236  0  3.75939  13.3588  0  4.24892  6.3222
0.99  6.45673  0  3.80164  13.5163  0  4.2005  6.4565
1  6.59269  0  3.8434  13.6741  0  4.15106  6.59218
1.01  6.73022  0  3.88466  13.8322  0  4.10057  6.73049
1.02  6.86933  0  3.9254  13.9907  0  4.04907  6.86931
1.03  7.01003  0  3.96563  14.1494  0  3.99654  7.00988
1.04  7.15232  0  4.00533  14.3084  0  3.94299  7.15212
1.05  7.2962  0  4.04449  14.4678  0  3.88844  7.29591
1.06  7.44168  0  4.0831  14.6274  0  3.83288  7.44118
1.07  7.58875  0  4.12114  14.7873  0  3.77633  7.58902
1.08  7.73742  0  4.15862  14.9474  0  3.71878  7.73695
1.09  7.8877  0  4.19552  15.1079  0  3.66025  7.88784
1.1  8.03958  0  4.23182  15.2685  0  3.60074  8.0387
1.11  8.19307  0  4.26753  15.4294  0  3.54025  8.1923
1.12  8.34817  0  4.30262  15.5906  0  3.4788  8.34794
1.13  8.50488  0  4.3371  15.7519  0  3.41638  8.50551
1.14  8.66321  0  4.37095  15.9135  0  3.35301  8.66387
1.15  8.82315  0  4.40416  16.0753  0  3.28869  8.82297
1.16  8.98472  0  4.43672  16.2373  0  3.22342  8.98528
1.17  9.1479  0  4.46862  16.3995  0  3.15722  9.14817
1.18  9.31271  0  4.49986  16.5619  0  3.09008  9.31306
1.19  9.47914  0  4.53042  16.7245  0  3.02202  9.47937
1.2  9.6472  0  4.5603  16.8873  0  2.95304  9.64749
1.21  9.81689  0  4.58948  17.0502  0  2.88314  9.81688
1.22  9.9882  0  4.61796  17.2133  0  2.81233  9.98836
1.23  10.1612  0  4.64572  17.3766  0  2.74063  10.1614
1.24  10.3357  0  4.67277  17.54  0  2.66802  10.3359
1.25  10.512  0  4.69908  17.7036  0  2.59453  10.5118
1.26  10.6898  0  4.72465  17.8673  0  2.52015  10.6895
1.27  10.8693  0  4.74948  18.0311  0  2.4449  10.8692
1.28  11.0504  0  4.77355  18.1951  0  2.36877  11.0497
1.29  11.2332  0  4.79685  18.3592  0  2.29177  11.2334
1.3  11.4176  0  4.81938  18.5234  0  2.21392  11.4176
1.31  11.6037  0  4.84113  18.6877  0  2.13521  11.604
1.32  11.7914  0  4.86208  18.8522  0  2.05565  11.792
1.33  11.9807  0  4.88224  19.0167  0  1.97525  11.9805
1.34  12.1717  0  4.90159  19.1814  0  1.89401  12.1719
1.35  12.3643  0  4.92012  19.3461  0  1.81194  12.3641
1.36  12.5586  0  4.93782  19.5109  0  1.72904  12.5587
1.37  12.7546  0  4.95469  19.6758  0  1.64533  12.7543
1.38  12.9521  0  4.97073  19.8408  0  1.5608  12.9518
1.39  13.1514  0  4.98591  20.0059  0  1.47546  13.1518
1.4  13.3523  0  5.00023  20.171  0  1.38931  13.3522
1.41  13.5548  0  5.01369  20.3363  0  1.30238  13.5549
1.42  13.759  0  5.02628  20.5015  0  1.21465  13.759
1.43  13.9648  0  5.03798  20.6669  0  1.12613  13.9643
1.44  14.1723  0  5.0488  20.8322  0  1.03683  14.172
1.45  14.3815  0  5.05872  20.9977  0  0.94676  14.3814
1.46  14.5923  0  5.06773  21.1632  0  0.855919  14.5924
1.47  14.8047  0  5.07583  21.3287  0  0.764314  14.8051
1.48  15.0189  0  5.08301  21.4943  0  0.67195  15.0192
1.49  15.2346  0  5.08927  21.6599  0  0.578832  15.2348
1.5  15.4521  0  5.09459  21.8255  0  0.484967  15.452
1.51  15.6711  0  5.09896  21.9912  0  0.39036  15.6708
1.52  15.8919  0  5.10239  22.1568  0  0.295015  15.8918
1.53  16.1143  0  5.10486  22.3226  0  0.198938  16.1147
1.54  16.3383  0  5.10637  22.4883  0  0.102135  16.3382
1.55  16.564  0  5.1069  22.654  0  0.00460954  16.5642
1.56  16.7914  0  5.10646  22.8198  0  -0.093632  16.7914
1.57  17.0204  0  5.10503  22.9856  0  -0.192585  17.0206
1.58  17.2511  0  5.1026  23.1513  0  -0.292244  17.2515
1.59  17.4835  0  5.09918  23.3171  0  -0.392604  17.4834
1.6  17.7175  0  5.09475  23.4829  0  -0.493661  17.7175
