# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0.001  4.09621e-06  0  5.46314e-06  0.00819243  0  0.0092938  0
0.002  1.63849e-05  0  1.69557e-05  0.0163849  0  0.0136918  0
0.003  3.68661e-05  0  3.28468e-05  0.0245775  0  0.0180899  0
0.004  6.55398e-05  0  5.31357e-05  0.0327701  0  0.0224881  0
0.005  0.000102406  0  7.78232e-05  0.0409628  0  0.0268864  0
0.006  0.000147465  0  0.000106908  0.0491555  0  0.0312848  0
0.007  0.000200717  0  0.000140392  0.0573483  0  0.0356834  0
0.008  0.000262162  0  0.000178275  0.0655411  0  0.040082  0
0.009  0.0003318  0  0.000220556  0.073734  0  0.0444807  0
0.01  0.00040963  0  0.000267236  0.081927  0  0.0488796  0
0.011  0.000495654  0  0.000318315  0.0901201  0  0.0532785  0
0.012  0.00058987  0  0.000373793  0.0983132  0  0.0576776  0
0.013  0.00069228  0  0.00043367  0.106506  0  0.0620767  0
0.014  0.000802883  0  0.000497947  0.1147  0  0.066476  0
0.015  0.000921679  0  0.000566622  0.122893  0  0.0708754  0
0.016  0.00104867  0  0.000639698  0.131086  0  0.0752748  0
0.017  0.00118385  0  0.000717172  0.13928  0  0.0796744  0
0.018  0.00132723  0  0.000799047  0.147473  0  0.0840741  0
0.019  0.0014788  0  0.000885321  0.155667  0  0.0884739  0
0.02  0.00163856  0  0.000975994  0.16386  0  0.0928738  0
0.021  0.00180652  0  0.00107107  0.172054  0  0.0972738  0
0.022  0.00198267  0  0.00117054  0.180247  0  0.101674  0
0.023  0.00216701  0  0.00127442  0.188441  0  0.106074  0
0.024  0.00235955  0  0.00138269  0.196635  0  0.110474  0
0.025  0.00256028  0  0.00149537  0.204829  0  0.114875  0
0.026  0.00276921  0  0.00161244  0.213023  0  0.119275  0
0.027  0.00298633  0  0.00173392  0.221217  0  0.123676  0
0.028  0.00321164  0  0.00185979  0.229411  0  0.128077  0
0.029  0.00344515  0  0.00199007  0.237605  0  0.132478  0
0.03  0.00368685  0  0.00212475  0.245799  0  0.136879  0
0.031  0.00393675  0  0.00226383  0.253994  0  0.14128  0
0.032  0.00419484  0  0.00240731  0.262188  0  0.145681  0
0.033  0.00446113  0  0.00255519  0.270382  0  0.150082  0
0.034  0.0047356  0  0.00270747  0.278577  0  0.154483  0
0.035  0.00501828  0  0.00286415  0.286771  0  0.158885  0
0.036  0.00530915  0  0.00302524  0.294966  0  0.163286  0
0.037  0.00560821  0  0.00319073  0.30316  0  0.167688  0
0.038  0.00591547  0  0.00336062  0.311355  0  0.17209  0
0.039  0.00623092  0  0.00353491  0.31955  0  0.176492  0
0.04  0.00655457  0  0.0037136  0.327745  0  0.180894  0
0.041  0.00688641  0  0.00389669  0.335939  0  0.185296  0
0.042  0.00722645  0  0.00408419  0.344134  0  0.189698  0
0.043  0.00757468  0  0.00427609  0.352329  0  0.1941  0
0.044  0.00793111  0  0.00447239  0.360524  0  0.198503  0
0.045  0.00829573  0  0.0046731  0.36872  0  0.202905  0
0.046  0.00866854  0  0.0048782  0.376915  0  0.207308  0
0.047  0.00904956  0  0.00508771  0.38511  0  0.211711  0
0.048  0.00943876  0  0.00530162  0.393305  0  0.216114  0
0.049  0.00983617  0  0.00551994  0.401501  0  0.220517  0
0.05  0.0102418  0  0.00574266  0.409696  0  0.22492  0
0.051  0.0106556  0  0.00596978  0.417891  0  0.229323  0
0.052  0.0110775  0  0.0062013  0.426087  0  0.233726  0
0.053  0.0115077  0  0.00643723  0.434283  0  0.23813  0
0.054  0.0119461  0  0.00667756  0.442478  0  0.242533  0
0.055  0.0123927  0  0.0069223  0.450674  0  0.246937  0
0.056  0.0128475  0  0.00717144  0.45887  0  0.25134  0
0.057  0.0133104  0  0.00742498  0.467066  0  0.255744  0
0.058  0.0137816  0  0.00768293  0.475261  0  0.260148  0
0.059  0.014261  0  0.00794527  0.483457  0  0.264552  0
0.06  0.0147485  0  0.00821203  0.491653  0  0.268956  0
0.061  0.0152443  0  0.00848319  0.49985  0  0.27336  0
0.062  0.0157482  0  0.00875875  0.508046  0  0.277765  0
0.063  0.0162604  0  0.00903872  0.516242  0  0.282169  0
0.064  0.0167807  0  0.00932309  0.524438  0  0.286574  0
0.065  0.0173092  0  0.00961186  0.532634  0  0.290978  0
0.066  0.017846  0  0.00990504  0.540831  0  0.295383  0
0.067  0.0183909  0  0.0102026  0.549027  0  0.299788  0
0.068  0.018944  0  0.0105046  0.557224  0  0.304193  0
0.069  0.0195053  0  0.010811  0.56542  0  0.308598  0
0.07  0.0200749  0  0.0111218  0.573617  0  0.313003  0
0.071  0.0206526  0  0.011437  0.581814  0  0.317408  0
0.072  0.0212385  0  0.0117566  0.59001  0  0.321814  0
0.073  0.0218326  0  0.0120806  0.598207  0  0.326219  0
0.074  0.0224349  0  0.0124091  0.606404  0  0.330625  0
0.075  0.0230454  0  0.0127419  0.614601  0  0.33503  0
0.076  0.0236641  0  0.0130791  0.622798  0  0.339436  0
