# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000280203  0  0.000769853  0.0560414  0  0.153972  0
0.01  0.00112084  0  0.00307949  0.112087  0  0.307956  0
0.02  0.00252196  0  0.00692902  0.168137  0  0.461952  0
0.03  0.00448359  0  0.0123186  0.224191  0  0.615958  0
0.04  0.00700578  0  0.0192482  0.280249  0  0.769977  0
0.05  0.0100886  0  0.0277181  0.336311  0  0.924006  0
0.06  0.013732  0  0.0377284  0.392377  0  1.07805  0
0.07  0.0179361  0  0.0492791  0.448448  0  1.2321  0
0.08  0.022701  0  0.0623704  0.504522  0  1.38616  0
0.09  0.0280266  0  0.0770024  0.560601  0  1.54024  0
0.1  0.033913  0  0.0931752  0.616684  0  1.69432  0
0.11  0.0403603  0  0.110889  0.672771  0  1.84842  0
0.12  0.0473684  0  0.130144  0.728862  0  2.00253  0
0.13  0.0549375  0  0.15094  0.784957  0  2.15665  0
0.14  0.0630676  0  0.173277  0.841057  0  2.31079  0.134408
0.15  0.0717587  0  0.197155  0.897161  0  2.46493  0
0.16  0.0810108  0  0.222575  0.953268  0  2.61908  0
0.17  0.0908241  0  0.249537  1.00938  0  2.77325  0.134408
0.18  0.101198  0  0.27804  1.0655  0  2.92743  0.134408
0.19  0.112134  0  0.308086  1.12162  0  3.08162  0.134408
0.2  0.123631  0  0.339673  1.17774  0  3.23582  0.134408
0.21  0.135689  0  0.372802  1.23387  0  3.39003  0.134408
0.22  0.148308  0  0.407473  1.29  0  3.54425  0.164616
0.23  0.161489  0  0.443687  1.34614  0  3.69848  0.164616
0.24  0.175231  0  0.481443  1.40228  0  3.85273  0.164616
0.25  0.189534  0  0.520742  1.45842  0  4.00699  0.164616
0.26  0.204399  0  0.561583  1.51457  0  4.16126  0.164616
0.27  0.219826  0  0.603967  1.57073  0  4.31554  0.212518
0.28  0.235814  0  0.647894  1.62688  0  4.46983  0.212518
0.29  0.252364  0  0.693363  1.68305  0  4.62413  0.251455
0.3  0.269475  0  0.740376  1.73921  0  4.77844  0.285123
0.31  0.287148  0  0.788932  1.79538  0  4.93277  0.300546
0.32  0.305383  0  0.839032  1.85155  0  5.0871  0.300546
0.33  0.324179  0  0.890674  1.90773  0  5.24145  0.329232
0.34  0.343537  0  0.943861  1.96391  0  5.39581  0.329232
0.35  0.363457  0  0.998591  2.0201  0  5.55018  0.380164
0.36  0.383939  0  1.05486  2.07629  0  5.70456  0.391864
0.37  0.404983  0  1.11268  2.13249  0  5.85895  0.414275
0.38  0.426589  0  1.17204  2.18868  0  6.01336  0.435533
0.39  0.448757  0  1.23295  2.24489  0  6.16778  0.445782
0.4  0.471487  0  1.2954  2.30109  0  6.3222  0.465604
0.41  0.494779  0  1.35939  2.3573  0  6.47664  0.484616
0.42  0.518633  0  1.42493  2.41352  0  6.63109  0.511812
0.43  0.543049  0  1.49202  2.46974  0  6.78555  0.54597
0.44  0.568028  0  1.56064  2.52596  0  6.94002  0.570247
