# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0  0.000469908  0  0.000671099  0.0939828  0  0.134221  0
0.01  0.00187968  0  0.00268446  0.187973  0  0.268453  0
0.02  0.00422938  0  0.00604019  0.281969  0  0.402694  0
0.03  0.00751909  0  0.0107384  0.375973  0  0.536945  0
0.04  0.0117489  0  0.0167791  0.469984  0  0.671207  0
0.05  0.0169188  0  0.0241625  0.564002  0  0.805478  0
0.06  0.0230289  0  0.0328887  0.658026  0  0.939759  0
0.07  0.0300793  0  0.0429577  0.752058  0  1.07405  0
0.08  0.0380701  0  0.0543697  0.846096  0  1.20835  0
0.09  0.0470013  0  0.0671248  0.940142  0  1.34266  0
0.1  0.056873  0  0.081223  1.03419  0  1.47698  0
0.11  0.0676852  0  0.0966645  1.12825  0  1.61131  0.134408
0.12  0.0794381  0  0.113449  1.22232  0  1.74565  0
0.13  0.0921316  0  0.131578  1.31639  0  1.88  0.134408
0.14  0.105766  0  0.151049  1.41047  0  2.01437  0.134408
0.15  0.120341  0  0.171865  1.50456  0  2.14874  0
0.16  0.135857  0  0.194024  1.59866  0  2.28312  0.164616
0.17  0.152314  0  0.217527  1.69276  0  2.41751  0.164616
0.18  0.169712  0  0.242374  1.78686  0  2.55191  0.164616
0.19  0.188052  0  0.268565  1.88098  0  2.68632  0.164616
0.2  0.207332  0  0.296101  1.9751  0  2.82074  0.212518
0.21  0.227554  0  0.32498  2.06923  0  2.95517  0.251455
0.22  0.248717  0  0.355204  2.16337  0  3.08961  0.251455
0.23  0.270821  0  0.386772  2.25751  0  3.22406  0.251455
0.24  0.293867  0  0.419685  2.35166  0  3.35852  0.300546
0.25  0.317854  0  0.453943  2.44581  0  3.49298  0.300546
0.26  0.342783  0  0.489545  2.53998  0  3.62746  0.329232
0.27  0.368654  0  0.526492  2.63415  0  3.76195  0.355611
0.28  0.395466  0  0.564784  2.72832  0  3.89645  0.391864
0.29  0.42322  0  0.604421  2.82251  0  4.03096  0.435533
0.3  0.451916  0  0.645403  2.9167  0  4.16548  0.445782
0.31  0.481554  0  0.687731  3.0109  0  4.30001  0.484616
0.32  0.512134  0  0.731403  3.1051  0  4.43455  0.511812
0.33  0.543656  0  0.776422  3.19931  0  4.56909  0.54597
0.34  0.576121  0  0.822785  3.29353  0  4.70365  0.570247
0.35  0.609527  0  0.870495  3.38776  0  4.83822  0.615937
0.36  0.643876  0  0.91955  3.48199  0  4.9728  0.637555
0.37  0.679167  0  0.969951  3.57623  0  5.10739  0.685351
0.38  0.7154  0  1.0217  3.67048  0  5.24198  0.717545
0.39  0.752576  0  1.07479  3.76473  0  5.37659  0.742295
0.4  0.790695  0  1.12923  3.85899  0  5.51121  0.777945
0.41  0.829756  0  1.18501  3.95326  0  5.64584  0.828549
0.42  0.86976  0  1.24215  4.04753  0  5.78047  0.876236
0.43  0.910707  0  1.30062  4.14181  0  5.91512  0.911602
0.44  0.952597  0  1.36045  4.2361  0  6.04978  0.950411
0.45  0.995429  0  1.42162  4.3304  0  6.18445  1.00132
0.46  1.0392  0  1.48414  4.4247  0  6.31912  1.03678
0.47  1.08392  0  1.548  4.51901  0  6.45381  1.0878
0.48  1.12958  0  1.61321  4.61332  0  6.58851  1.12454
0.49  1.17619  0  1.67977  4.70764  0  6.70689  1.17943
0.5  1.22374  0  1.74702  4.80259  0  6.74326  1.22452
