# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0.001  5.26598e-06  0  4.64357e-06  0.010532  0  0.00765562  0
0.002  2.1064e-05  0  1.36793e-05  0.021064  0  0.0104154  0
0.003  4.73941e-05  0  2.54745e-05  0.0315962  0  0.0131753  0
0.004  8.42564e-05  0  4.00301e-05  0.0421284  0  0.0159353  0
0.005  0.000131651  0  5.73453e-05  0.0526607  0  0.0186954  0
0.006  0.000189578  0  7.74208e-05  0.0631931  0  0.0214556  0
0.007  0.000258037  0  0.000100257  0.0737255  0  0.0242159  0
0.008  0.000337029  0  0.000125853  0.0842581  0  0.0269763  0
0.009  0.000426553  0  0.00015421  0.0947907  0  0.0297367  0
0.01  0.00052661  0  0.000185328  0.105323  0  0.0324973  0
0.011  0.0006372  0  0.000219205  0.115856  0  0.0352579  0
0.012  0.000758322  0  0.000255844  0.126389  0  0.0380187  0
0.013  0.000889978  0  0.000295242  0.136922  0  0.0407795  0
0.014  0.00103217  0  0.000337402  0.147455  0  0.0435404  0
0.015  0.00118489  0  0.000382324  0.157988  0  0.0463015  0
0.016  0.00134814  0  0.000430006  0.168521  0  0.0490626  0
0.017  0.00152193  0  0.000480449  0.179054  0  0.0518238  0
0.018  0.00170625  0  0.000533653  0.189588  0  0.0545851  0
0.019  0.00190111  0  0.000589619  0.200121  0  0.0573465  0
0.02  0.00210649  0  0.000648347  0.210655  0  0.060108  0
0.021  0.00232241  0  0.000709835  0.221188  0  0.0628696  0
0.022  0.00254887  0  0.000774086  0.231722  0  0.0656313  0
0.023  0.00278586  0  0.000841098  0.242255  0  0.068393  0
0.024  0.00303338  0  0.000910872  0.252789  0  0.0711549  0
0.025  0.00329144  0  0.000983408  0.263323  0  0.0739168  0
0.026  0.00356003  0  0.00105871  0.273857  0  0.0766789  0
0.027  0.00383915  0  0.00113676  0.284391  0  0.079441  0
0.028  0.00412881  0  0.00121759  0.294925  0  0.0822033  0
0.029  0.004429  0  0.00130117  0.305459  0  0.0849656  0
0.03  0.00473973  0  0.00138752  0.315994  0  0.087728  0
0.031  0.00506099  0  0.00147663  0.326528  0  0.0904905  0
0.032  0.00539278  0  0.0015685  0.337062  0  0.0932532  0
0.033  0.00573511  0  0.00166313  0.347597  0  0.0960159  0
0.034  0.00608798  0  0.00176053  0.358131  0  0.0987787  0
0.035  0.00645137  0  0.00186069  0.368666  0  0.101542  0
0.036  0.00682531  0  0.00196361  0.379201  0  0.104305  0
0.037  0.00720978  0  0.0020693  0.389735  0  0.107068  0
0.038  0.00760478  0  0.00217775  0.40027  0  0.109831  0
0.039  0.00801032  0  0.00228896  0.410805  0  0.112594  0
0.04  0.00842639  0  0.00240294  0.42134  0  0.115357  0
0.041  0.008853  0  0.00251968  0.431875  0  0.118121  0
0.042  0.00929014  0  0.00263918  0.442411  0  0.120884  0
