# t  x  y  z  vx  vy  vz  downrange
0  0  0  0  0  0  0  0
0.001  6.71084e-06  0  3.06685e-06  0.0134217  0  0.00450206  0
0.002  2.68434e-05  0  7.37235e-06  0.0268435  0  0.00410829  0
0.003  6.03978e-05  0  1.12839e-05  0.0402654  0  0.00371459  0
0.004  0.000107374  0  1.48015e-05  0.0536874  0  0.00332095  0
0.005  0.000167773  0  1.79261e-05  0.0671094  0  0.00292739  0
0.006  0.000241593  0  2.06567e-05  0.0805316  0  0.0025339  0
0.007  0.000328836  0  2.29944e-05  0.0939539  0  0.00214047  0
0.008  0.000429501  0  2.4938e-05  0.107376  0  0.00174712  0
0.009  0.000543588  0  2.64887e-05  0.120799  0  0.00135384  0
0.01  0.000671099  0  2.76463e-05  0.134221  0  0.000960624  0
0.011  0.000812031  0  2.841e-05  0.147644  0  0.00056748  0
0.012  0.000966387  0  2.87807e-05  0.161067  0  0.000174406  0
0.013  0.00113417  0  2.87583e-05  0.17449  0  -0.000218598  0
0.014  0.00131537  0  2.83429e-05  0.187913  0  -0.000611533  0
0.015  0.00150999  0  2.75346e-05  0.201336  0  -0.0010044  0
0.016  0.00171804  0  2.63341e-05  0.214759  0  -0.00139719  0
0.017  0.00193951  0  2.47406e-05  0.228182  0  -0.00178992  0
0.018  0.0021744  0  2.27541e-05  0.241606  0  -0.00218257  0
0.019  0.00242272  0  2.03755e-05  0.255029  0  -0.00257516  0
0.02  0.00268446  0  1.76039e-05  0.268453  0  -0.00296767  0
0.021  0.00295963  0  1.44402e-05  0.281876  0  -0.00336012  0
0.022  0.00324821  0  1.08834e-05  0.2953  0  -0.00375249  0
0.023  0.00355023  0  6.93463e-06  0.308724  0  -0.0041448  0
0.024  0.00386566  0  2.59373e-06  0.322148  0  -0.00453703  0
0.025  0.00419452  0  -2.13925e-06  0.335572  0  -0.00329723  0
